,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Connection Type,Diameter,Material Type,Range,Warranty,Hazardous,Approvals,Equal / Unequal,Angle,End Connection A size,End Connection C size,Material,Size,Connection Type 1,Connection Type 2,Supplier Product Code,Type,WEEE Compliant,Feature 1,Weight,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Colour,End Connection B size,Connection Size,Pack Quantity,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Attachment 5,Gender,Wall Thickness (mm),Operating Temperature Range (C),Standards,Depth (mm),Attachment 6,Attachment 7,Body Material,Handle Type,Seal Material,Feature 14,Drainage Product Type,Minimum Operating Temperature,Resistance Features,Maximum Operating Temperature,Paintable,Application,Length (M),Pressure,Length (mm),Height (mm),Width (mm),Attachment 8,Attachment 9,Attachment 10,Attachment 11
452,PP55237,"Durapipe upvc plain/bsp socket 3/4""",Durapipe,2.78,"Suitable for pressurised irrigation, this Durapipe PVC 3/4"" plain/BSP socket can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Plastic Pipe Fittings.csv -> Durapipe upvc plain/bsp socket 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/pv/c)/Socket plain-threaded (pvc)_wm.jpg,,,,,Threaded,,,,,N,WRAS,Equal,,3/4,3/4,Unplasticized Polyvinyl Chloride (PVC-U),3/4,Solvent Weld,,RMA60250,Pipe Socket,N,Lightweight uPVC construction,0.16296,Excellent chemical resistance,Solvent weld connections,No hot works permit required,WRAS approved,50 year design life,,,,3/4 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PP96021,"TP RV0.GOL 90deg upvc elbow 1/2""",TP,2.32,"This TP 1/2 x 1/2"" 90° elbow is made of PVC-U specifically for water piping systems. This part is suitable for use in a range of applications including distribution, treatment or sewage water, public or private swimming pools, thermal pools and spas, aquariums and aquaculture, irrigation and fountains.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Plastic Pipe Fittings.csv -> TP RV0.GOL 90deg upvc elbow 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/29/NW-P96021_P96029_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/TP_Fittings_Valves_Catalogue_2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PP16174,VULC W021 92.5D MECH SWEEP TEE     51X38,Durapipe,26.44,"Covering all reducing branch requirements, the Durapipe Vulcathene L2021 51 x 38 x 51mm 92.5° reducing sweep tee is made of virgin-grade polypropylene with a compression fitting on each branch.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Plastic Pipe Fittings.csv -> VULC W021 92.5D MECH SWEEP TEE     51X38",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/74/NW-P16174_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Durapipe_Vulcathene_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Durapipe_Vulcathene_Brochure_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PP55010,"Durapipe upvc socket 1.1/2""",Durapipe,2.45,"Suitable for pressurised irrigation, this Durapipe PVC 1 1/2"" socket can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Plastic Pipe Fittings.csv -> Durapipe upvc socket 1.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/Astore PVC socket image_wm.jpg,,,,,Solvent weld,1 1/2,,,,N,WRAS,Equal,,1-1/2,1 1/2,Unplasticized Polyvinyl Chloride (PVC-U),1 1/2,Solvent Weld,,RMA40500,Pipe Socket,N,Lightweight uPVC construction,0.16296,Excellent chemical resistance,Solvent weld connections,No hot works permit required,WRAS approved,50 year design life,,,,1-1/2 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PP16173,VULC W204 92.5D MECH SWEEP TEE       102,Durapipe,88.33,"Designed to connect equally sized pipes, this Durapipe Vulcathene W204 102 x 102 x 102mm 92.5° sweep tee is made of virgin-grade polypropylene with standard nut and olive connections on each of the three branch ends.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Plastic Pipe Fittings.csv -> VULC W204 92.5D MECH SWEEP TEE       102",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/73/NW-P16170_P16173_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Durapipe_Vulcathene_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Durapipe_Vulcathene_Brochure_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PP91318,UPO  MI UNIPIPE CHROME HEAD PLUG    0.75,Uponor,5.01,"Made of brass with a chrome finish, this Uponor UNI-C 3/4"" manifold end plug has a male threaded connection and a sealing O-ring.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Plastic Pipe Fittings.csv -> UPO  MI UNIPIPE CHROME HEAD PLUG    0.75",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/18/NW-P91318_wm.jpg,,,,,,,,Uni-C,,N,,,,3/4 inch,,Brass,3/4 inch,Threaded,,1002273,Plug,N,Uponor accessory to be used with either Uponor MLCP or Uponor PEX systems,,,,,,,,,,,,,,,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,
458,PP96641,"TP RB0.MAL abs socket 1/2""",TP,4.27,"This TP RB0.MAL 1/2 x 1/2"" socket is made of high impact, highly elastic ABS. Pressure ratings for thermoplastic pipe and fittings carrying water are quoted at 20°C and where the temperature increases, the working pressure must be reduced. ABS is resistant to most diluted inorganic acids, bases and salts and most animal oils and fats.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Plastic Pipe Fittings.csv -> TP RB0.MAL abs socket 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/46/NW-P96641_P96646_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/P57811_P57903_Georg Fischer_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PP95134,MEPLA 624.271.00.5 90D ELBOW          32,Geberit,13.64,"This Geberit Mepla 32 x 32mm 90° elbow is made of PVDF with press-fit connections. It is suitable for use in cold/hot potable water, heating water, cooling water with or without anti-freeze agent, service water, treated water, rainwater with a pH value of greater than6, sea water, extinguishing water (wet), extinguishing water (wet/dry, dry), chemicals or technical liquids, compressed air (oil purity class 0 - 3), negative pressure, inert gases such as nitrogen and in technical building systems, industry and shipbuilding.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Plastic Pipe Fittings.csv -> MEPLA 624.271.00.5 90D ELBOW          32",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/37/NW-P95133_P95137_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/vi/ew/Geberit_Mepla_Application_Overview.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Geberit_Mapela_Elbow_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_Supply_Systems_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PP13024,GF CPVC 90D BEND 723000109            40,Georg Fischer,36.53,"This Georg Fischer 40mm 90° bend is part of a comprehensive range of PVC-C fittings suitable for high temperature environments. Fittings in this range offer high tensile strength and excellent impact resistance as well as the ability to withstand temperatures ranging from 0°C to 80°C. PVC-C systems are ideal for transporting aggressive media, including mixed acid waste, and are therefore popularly chosen for use in metal treatment, microelectronic production, chemical, paper and pulp applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Plastic Pipe Fittings.csv -> GF CPVC 90D BEND 723000109            40",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/21/P13021_wm.jpg,,,,,,40 mm,,,,N,WRAS,Equal,90,40 mm,40 mm,PVC-C,40 mm,Socket,,723000109,PVC-C Bend,N,"Excellent mechanical properties, even at high temperatures",,Flame-retardant,Self-extinguishing,"Safe, simple jointing technology for ease of fitting and reduced cost",PVC-C construction,WRAS approved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PP56393,"Durapipe abs stub flange 3""",Durapipe,10.57,"Suitable for pressurised irrigation, this Durapipe ABS 3"" stud flange can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval. Ductile at low temperatures, this robust fitting has solvent weld connections for secure installation.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Plastic Pipe Fittings.csv -> Durapipe abs stub flange 3""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/Astore ABS stub flange image_wm.jpg,,,,,,3,,,,N,WRAS,Equal,,3,3,ABS (Acrylonitrile Butadiene Styrene),3,Solvent Weld,,SQR40900,Stub Flange,N,Lightweight ABS construction,0.21608,Ductile at low temperatures,Solvent weld connections,No need for hot works permit,WRAS approved,50 year design life,,,,3 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PP96039,"TP RV0.GYL 45deg upvc elbow (bsp) 4""",TP,67.94,"This TP 4 x 4"" 45° elbow is made of PVC-U with solvent cement connections. Designed for water piping systems, this fitting is suitable for use in distribution, treatment or sewage water, public or private swimming pools, thermal pools and spas, in aquariums and aquaculture and in irrigation and fountains.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Plastic Pipe Fittings.csv -> TP RV0.GYL 45deg upvc elbow (bsp) 4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/39/NW-P96038_P96039_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/TP_Fittings_Valves_Catalogue_2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PP04540,"Georg Fischer PROGEF pp parallel tapered adapter socket 50mm x 1.1/2""",Georg Fischer,21.7,"Made of polypropylene (PP), this Georg Fischer PROGEF 50mm x 1 1/2"" parallel tapered adapter socket is fitted with a metric reinforced fusion socket and BSP taper thread. Designed for use in a variety of applications, PROGEF is particularly suited to the systems used in waste and water treatment or chemical and cooling water processing.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Plastic Pipe Fittings.csv -> Georg Fischer PROGEF pp parallel tapered adapter socket 50mm x 1.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/40/NW-P04540_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/GF_PROGEF_Std_Adaptor_Socket_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ly/er/GF_PROGEF_Standard_System_Spec_Flyer.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/GF_Marine_Catalogue_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/GF_PROGEF_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/GF_PROGEF_Piping_System_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PM32458,"Geberit FlowFit 620.410.00.1 Female adaptor 16mm x 1/2""",Geberit,6.68,"Part of a comprehensive system, this Geberit FlowFit 16mm x 1/2"" female adapter is made of polyphenylsulfone (PPSU) and fitted with press-fit connections. Developed with the input of the plumbers who will use it, the innovative FlowFit system ensures always-right installation, for a simpler job on-site with no need for deburring and calibration when cutting to length and the ability to laterally press and rotate for convenient and reliable pressing in difficult spots with no risk of contortion. This system is compatible with both cold and hot potable water, cooling and heating water with or without antifreeze agent and with service water and process water. It can also be used in treated water, rainwater with a pH value of <gt/>6, seawater and extinguishing water (wet, wet/dry or dry). It is also suitable for chemicals and technical liquids, compressed air (oil purity class 0–3), inert gases such as nitrogen and in negative pressure. FlowFit is suitable for a variety of applications, including technical buildi","Pipe, Valves and Fittings/Plastic Pipe Fittings/Plastic Pipe Fittings.csv -> Geberit FlowFit 620.410.00.1 Female adaptor 16mm x 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/M32458_Primary_Image_wm.jpg,,,,,Press Fit,,,FlowFit,,N,UK Reg4 approved for drinking waterEnvironmental Product Declaration in accordance with EN 15804 + A2 + AC & ISO 14025 / ISO 21979,Unequal,,16 mm,,PPSU PolyphenylsulfoneLead-free silicon bronze (CuZn21Si3P),16mm x 1/2,,,620.410.00.1,Female Adaptor,N,No need for deburring and calibration,,Window in fitting allows for insertion depth to be checked,Fitting can be laterally pressed,Fully rotatable for reliable pressing without contortion,All diameters installed with two different pressing jaws,No need for constant tool changes,No gaps in product range,,12,,,Pressing indicator detaches to indicate that pipes are securely connected,Easy detection of unpressed fittings,No need for heavy pressing collars,Ideal for working overhead,UK Reg4 approved for drinking water,Environmental Product Declaration in accordance with EN 15804 + A2 + AC & ISO 14025/ISO 21930,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,P525346,KUT K912 FEMALE COUPLING          15X3/4,Pegler,27.02,"This Kuterlite K912X 15mm x 3/4"" coupling is made of brass with copper x BSP parallel thread connections. The Kuterlite K900/K900-Pro range of non-manipulative (Type A) DZR compression fittings is suitable for jointing plain and chrome-plated copper tube to BS EN 1057, up to 28mm with Tectite PE-X/PE-X pipe to BS 7291 part 3, PB pipe to BS 7291 part 2, XPress carbon system tube/carbon steel tube to EN10305-2 and Tectite 316 system tube or stainless steel to EN 10312. This range is suitable for closed circuit central heating systems, above ground hot and cold water services and compressed air lines and can be used with other fluids and low pressure gas services.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Plastic Pipe Fittings.csv -> KUT K912 FEMALE COUPLING          15X3/4",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/53/NW-525345_525353_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Kuterlite_Pro_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bl/es/Pegler_Pressure_Loss_Tables.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ce/rt/Kuterlite_K600_Pro_WRAS_Cert.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/ve/Pegler_KuterlitPrsrDropChartChkValve.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Kuterlite_600_900_Installation.pdf,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Kuterlite_CompressionFitting_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ce/rt/Kuterlite_K600_900_Pro_KIWA_Cert.pdf,,,,,,,,,,,,,,,,,,,
466,PP16473,VULC L214 45D ENF SGL SOCKET BEND    102,Durapipe,49.06,This Durapipe Vulcathene L214 102 x 102mm 45° single socket slow bend is made of virgin-grade polypropylene with an Enfusion socket at one end and a plain spigot at the other.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/Plastic Pipe Fittings.csv -> VULC L214 45D ENF SGL SOCKET BEND    102",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/73/NW-P16473_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Durapipe_Vulcathene_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Durapipe_Vulcathene_Brochure_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PP96158,"TP RV0.QRL upvc stub serrated 3""",TP,20.48,"This TP 3"" serrated flange adapter is made of PVC-U. Designed for water piping systems, this fitting is suitable for use in distribution, treatment or sewage water, public or private swimming pools, thermal pools and spas, in aquariums and aquaculture and in irrigation and fountains.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Plastic Pipe Fittings.csv -> TP RV0.QRL upvc stub serrated 3""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/60/NW-P96158_P96160_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/TP_Fittings_Valves_Catalogue_2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PP16223,VULC W152 MECH FI TO PIPE COUPLER     51,Durapipe,14.4,"This Durapipe Vulcathene W152 51mm x 2"" coupler is made of virgin-grade polypropylene with standard BSP parallel threads. This coupler is suitable to be screwed directly to MI ends of metal or plastic pipes with the 51mm unit screwed to the threaded tail of a 51mm waste.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Plastic Pipe Fittings.csv -> VULC W152 MECH FI TO PIPE COUPLER     51",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/23/NW-P16222_P16223_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Durapipe_Vulcathene_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Durapipe_Vulcathene_Brochure_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PP13016,GF CPVC L STRAINER 305 FPM            25,Georg Fischer,173.06,"This Georg Fischer 25mm DN20 L-strainer is part of a comprehensive range of PVC-C fittings suitable for high temperature environments. Fittings in this range offer high tensile strength and excellent impact resistance as well as the ability to withstand temperatures ranging from 0°C to 80°C. PVC-C systems are ideal for transporting aggressive media, including mixed acid waste, and are therefore popularly chosen for use in metal treatment, microelectronic production, chemical, paper and pulp applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Plastic Pipe Fittings.csv -> GF CPVC L STRAINER 305 FPM            25",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/16/P13016_wm.jpg,,,,,,,,,,N,WRAS,N/A,180,N/A,N/A,PVC-C,25 mm,N/A,,163305318,PVC-C Screen,N,"Excellent mechanical properties, even at high temperatures",,Flame-retardant,Self-extinguishing,"Safe, simple jointing technology for ease of fitting and reduced cost",PVC-C construction,WRAS approved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PP13027,GF CPVC ADAPTOR NIPPLE 723910556  20-1/2,Georg Fischer,6.88,"This Georg Fischer 20mm x 1/2"" adapter nipple is part of a comprehensive range of PVC-C fittings suitable for high temperature environments. Fittings in this range offer high tensile strength and excellent impact resistance as well as the ability to withstand temperatures ranging from 0°C to 80°C. PVC-C systems are ideal for transporting aggressive media, including mixed acid waste, and are therefore popularly chosen for use in metal treatment, microelectronic production, chemical, paper and pulp applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Plastic Pipe Fittings.csv -> GF CPVC ADAPTOR NIPPLE 723910556  20-1/2",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/27/P13027_wm.jpg,,,,,,,,,,N,WRAS,Unequal,180,20 mm,1/2 in,PVC-C,20 mm,Spigot,,723910556,PVC-C Nipple,N,"Excellent mechanical properties, even at high temperatures",,Flame-retardant,Self-extinguishing,"Safe, simple jointing technology for ease of fitting and reduced cost",PVC-C construction,WRAS approved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PP45961,"Philmac 3G reducing tee 50mm - 1.1/2"" x 25mm - 3/4""",Philmac,55.09,"This Philmac 3G reducing tee with 50mm/1 1/2"" x 50mm/1 1/2"" x 25mm/3/4"" POL x POL end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Plastic Pipe Fittings.csv -> Philmac 3G reducing tee 50mm - 1.1/2"" x 25mm - 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/61/NW-P45961_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PF50745,Georg Fischer Aquasystem saddle with spigot 75 x 32mm,Georg Fischer,5.29,"Lightweight yet highly durable, this Georg Fischer Aquasystem 75 x 32mm saddle with spigot connection (G-type) is capable of supporting plastic or metal piping systems. Made of PP-R copolymer, this part offers socket fusion connections.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Plastic Pipe Fittings.csv -> Georg Fischer Aquasystem saddle with spigot 75 x 32mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/46/NW-F50744_F50746_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ge/Georg_Fischer_Product_Range.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/em/GFPS_Product_Range_Aqua_System.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PP45743,"Philmac 3G elbow  Pol x MI 32mm x 1""",Philmac,15.34,"This Philmac 3G elbow with 32mm/1"" x 1"" POL x MI BSP end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Plastic Pipe Fittings.csv -> Philmac 3G elbow  Pol x MI 32mm x 1""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/43/NW-P45742_P45743_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
