,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7
90,P201015,Stelrad Elite P+ 15 section radiator 600 x 500mm,Stelrad,65.38,"Offering the brand's best ever quality and performance, the Stelrad Elite double panel single convector radiator provides improved outputs for even more impressive heating performance. With a symmetrical convector, the 500 x 600mm radiator can be mounted either way up, for the ultimate in flexibility of siting, while a TBOE connection ensures high levels of efficiency and economy, a must for commercial applications. The Elite's convector is precision-welded directly onto the waterways while all tappings are well-aligned, with robust nickel-plated plugs and vents and quality EPDM O-rings for reliability and longevity. Manufactured with high definition pressings, this radiator promises smooth edges and corners and a run-free, two-coat paint finish that won't let your decor down. Wrapped in tough packaging, every Stelrad radiator reaches its destination in pristine condition, with unwrapping required only after installation, removing the risk of last-minute scrapes and chips.",Radiators/Central Heating Radiators/Panel Radiators/Double panel single convector p plus radiators (Type 21)/Double panel single convector p plus radiators (Type 21).csv -> Stelrad Elite P+ 15 section radiator 600 x 500mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/15/NW-201015_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Series_Elite_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,,,,,
91,P268206,CenterRad Compact 30XG120 DPX radiator 300 x 1200mm 3095BTU,CenterRad,42.35,"Combining sleek style, great performance and impressive value for money, the CenterRad Compact horizontal radiator, with its simple white powder-coated finish, has been built using advanced production technology and top quality materials alongside CenterRad's trademark high standards of manufacture. Offering an output of 3095 BTU/h, this compact radiator provides reliable warmth in spite of its unobtrusive size.",Radiators/Central Heating Radiators/Panel Radiators/Double panel single convector p plus radiators (Type 21)/Double panel single convector p plus radiators (Type 21).csv -> CenterRad Compact 30XG120 DPX radiator 300 x 1200mm 3095BTU,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/09/268200_268209_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRad_Compact_General_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/CenterRad_Compact_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/pa/ct/32024_Tech_Sheet_CenterRad_Compact.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/CenterRad_Compact_Tech_Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/34363_CenterRad_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRad_Compact_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/CenterRad_Brochure_2020.pdf
92,P201130,Stelrad Elite P+ 30 section radiator 700 x 1000mm,Stelrad,138.39,"Built under ISO 9000 standards in a UK-based factory, the Stelrad Elite P+ double panel single convector radiator supplies reliable performance with a high heat output of 5451 BTU/h. With a symmetrical convector for either-way-up mounting, this 700 x 1000mm horizontal radiator incorporates a TBOE connection for efficient use in commercial premises. The Elite's convector is precision-welded onto its waterways, while tappings are precisely aligned and high quality nickel-plated plugs and vents are fitted with EPDM O-rings, all marks of this radiator's quality. Smoothly finished with high definition pressings and two layers of Traffic White paint, this high quality radiator is delivered in hardwearing packaging to ensure it reaches its new home in perfect condition.",Radiators/Central Heating Radiators/Panel Radiators/Double panel single convector p plus radiators (Type 21)/Double panel single convector p plus radiators (Type 21).csv -> Stelrad Elite P+ 30 section radiator 700 x 1000mm,,Compact radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/e_/k1/Caradon Stelrad_Elite K1_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Elite_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_January_2019.pdf,,,,
93,P272160,Stelrad Compact P+ 60 section radiator 700 x 2000mm,Stelrad,287.38,"Ideal for homes where space is at a premium, this Stelrad Compact P+ 60 section radiator measures 700 x 2000mm yet offers a generous heat output of 10,444 BTU/h. A traditional design made of robust steel, this radiator offers easy installation thanks to its integrated top grille and side panels and tough brackets. A nickel-plated plug and vent ensures reliable jointing while offering an attractive finish.",Radiators/Central Heating Radiators/Panel Radiators/Double panel single convector p plus radiators (Type 21)/Double panel single convector p plus radiators (Type 21).csv -> Stelrad Compact P+ 60 section radiator 700 x 2000mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/pa/ct/Caradon Stelrad_Compact_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Radiator_Brochure.pdf,,,,,,
94,P239600,Myson Premier Compact DPX compact radiator 600 x 700mm,Myson,241.22,"Smart and stylish, yet traditional in design, the Myson Premier Compact double panel radiator has a smooth round top and compact side panels to the top grille. Perfect for newly renovated period homes yet equally suitable in a contemporary new build, this 700 x 600mm horizontal radiator is finished in crowd-pleasing white.",Radiators/Central Heating Radiators/Panel Radiators/Double panel single convector p plus radiators (Type 21)/Double panel single convector p plus radiators (Type 21).csv -> Myson Premier Compact DPX compact radiator 600 x 700mm,,Double panel xtra compact radiator;Air vent ;plug pack;Wall bracket,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/00/NW-239597_239600_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Premeir_Compact_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_ProductRange_Brochure.pdf,,,,,
95,P201142,Stelrad Elite P+ 42 section radiator 700 x 1400mm,Stelrad,189.75,"Offering the brand's best ever quality and performance, the Stelrad Elite double panel single convector radiator provides improved outputs for even more impressive heating performance. With a symmetrical convector, the 1400 x 700mm radiator can be mounted either way up, for the ultimate in flexibility of siting, while a TBOE connection ensures high levels of efficiency and economy, a must for commercial applications. The Elite's convector is precision-welded directly onto the waterways while all tappings are well-aligned, with robust nickel-plated plugs and vents and quality EPDM O-rings for reliability and longevity. Manufactured with high definition pressings, this radiator promises smooth edges and corners and a run-free, two-coat paint finish that won't let your decor down. Wrapped in tough packaging, every Stelrad radiator reaches its destination in pristine condition, with unwrapping required only after installation, removing the risk of last-minute scrapes and chips.",Radiators/Central Heating Radiators/Panel Radiators/Double panel single convector p plus radiators (Type 21)/Double panel single convector p plus radiators (Type 21).csv -> Stelrad Elite P+ 42 section radiator 700 x 1400mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/42/NW-201142_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Series_Elite_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,,,,,
96,P207649,"Myson Premier HE DPX 2 tapping radiator 15"" x 49""",Myson,469.16,"With a design suited to any interior, the Myson Premier HE double panel Xtra tapping radiator offers safety, style and comfort all in one. Finished in neat, clean white, this horizontal unit measures 49 x 15"".","Radiators/Central Heating Radiators/Panel Radiators/Double panel single convector p plus radiators (Type 21)/Double panel single convector p plus radiators (Type 21).csv -> Myson Premier HE DPX 2 tapping radiator 15"" x 49""",,Double panel xtra tapping radiator;Wall bracket;Air vent,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/49/NW-207649_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Premeir_HE_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Myson_Declaration_Of_Performance.pdf,,,,,
97,P200924,Stelrad Elite P+ 24 section radiator 450 x 800mm,Stelrad,79.18,"Providing high levels of heating performance along with robust practicality, the 450 x 800mm Stelrad Elite double panel single convector radiator supplies homeowners with a generous heat output of 3021 BTU/h. Easy to install, this clever radiator is designed with a symmetrical convector for either way up mounting, while TBOE connection improve efficiency, contributing to lower bills. Robustly built, with a convector precision-welded onto its waterways and all tappings carefully aligned, the Elite is fitted with hardwearing EPDM O-rings and nickel-plated plugs and vents, helping it to last well with minimal need for maintenance. Smoothly finished with high definition pressings, this smart radiator has been finished with two coats of run-free Traffic White paint before being wrapped in a robust packaging that remains in place until after installation, minimising the risk of chips or scratches during transit and fitting.",Radiators/Central Heating Radiators/Panel Radiators/Double panel single convector p plus radiators (Type 21)/Double panel single convector p plus radiators (Type 21).csv -> Stelrad Elite P+ 24 section radiator 450 x 800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/24/NW-200924_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Series_Elite_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,,,,,
98,P200948,Stelrad Elite P+ 48 section radiator 450 x 1600mm,Stelrad,151.74,"Offering the brand's best ever quality and performance, the Stelrad Elite double panel single convector radiator provides improved outputs for even more impressive heating performance. With a symmetrical convector, the 1600 x 450mm radiator can be mounted either way up, for the ultimate in flexibility of siting, while a TBOE connection ensures high levels of efficiency and economy, a must for commercial applications. The Elite's convector is precision-welded directly onto the waterways while all tappings are well-aligned, with robust nickel-plated plugs and vents and quality EPDM O-rings for reliability and longevity. Manufactured with high definition pressings, this radiator promises smooth edges and corners and a run-free, two-coat paint finish that won't let your decor down. Wrapped in tough packaging, every Stelrad radiator reaches its destination in pristine condition, with unwrapping required only after installation, removing the risk of last-minute scrapes and chips.",Radiators/Central Heating Radiators/Panel Radiators/Double panel single convector p plus radiators (Type 21)/Double panel single convector p plus radiators (Type 21).csv -> Stelrad Elite P+ 48 section radiator 450 x 1600mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/48/NW-200948_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Series_Elite_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,,,,,
99,P271890,Stelrad Compact P+ 90 section radiator 300 x 3000mm,Stelrad,309.89,"Ideal for homes where space is at a premium, this Stelrad Compact P+ 90 section radiator measures 300 x 3000mm yet offers a generous heat output of 7628 BTU/h. A traditional design made of robust steel, this radiator offers easy installation thanks to its integrated top grille and side panels and tough brackets. A nickel-plated plug and vent ensures reliable jointing while offering an attractive finish.",Radiators/Central Heating Radiators/Panel Radiators/Double panel single convector p plus radiators (Type 21)/Double panel single convector p plus radiators (Type 21).csv -> Stelrad Compact P+ 90 section radiator 300 x 3000mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/pa/ct/Caradon Stelrad_Compact_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Radiator_Brochure.pdf,,,,,,
100,P200933,Stelrad Elite P+ 33 section radiator 450 x 1100mm,Stelrad,105.71,"Offering the brand's best ever quality and performance, the Stelrad Elite double panel single convector radiator provides improved outputs for even more impressive heating performance. With a symmetrical convector, the 1100 x 450mm radiator can be mounted either way up, for the ultimate in flexibility of siting, while a TBOE connection ensures high levels of efficiency and economy, a must for commercial applications. The Elite's convector is precision-welded directly onto the waterways while all tappings are well-aligned, with robust nickel-plated plugs and vents and quality EPDM O-rings for reliability and longevity. Manufactured with high definition pressings, this radiator promises smooth edges and corners and a run-free, two-coat paint finish that won't let your decor down. Wrapped in tough packaging, every Stelrad radiator reaches its destination in pristine condition, with unwrapping required only after installation, removing the risk of last-minute scrapes and chips.",Radiators/Central Heating Radiators/Panel Radiators/Double panel single convector p plus radiators (Type 21)/Double panel single convector p plus radiators (Type 21).csv -> Stelrad Elite P+ 33 section radiator 450 x 1100mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/33/NW-200933_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Series_Elite_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,,,,,
101,P236257,Myson Select Compact SX compact radiator 600 x 1100mm,Myson,198.35,"Neatly designed to suit all interiors, the Myson Select Compact double panel radiator is ideal for the eco-friendly modern home. This lightweight 1100 x 600mm horizontal radiator is not only manufactured using less steel than comparable units, it also delivers high outputs while minimising water use, helping homeowners to reduce the carbon footprint of their heating system.",Radiators/Central Heating Radiators/Panel Radiators/Double panel single convector p plus radiators (Type 21)/Double panel single convector p plus radiators (Type 21).csv -> Myson Select Compact SX compact radiator 600 x 1100mm,,Double panel xtra compact radiator;Fixing bracket;Air vent ;plug pack,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/60/NW-236257_236260_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Select_Compact_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Myson_Declaration_Of_Performance.pdf,,,,,
102,P272078,Stelrad Compact P+ 78 section radiator 600 x 2600mm,Stelrad,449.71,"Ideal for homes where space is at a premium, this Stelrad Compact P+ 78 section radiator measures 600 x 2600mm yet offers a generous heat output of 11,935 BTU/h. A traditional design made of robust steel, this radiator offers easy installation thanks to its integrated top grille and side panels and tough brackets. A nickel-plated plug and vent ensures reliable jointing while offering an attractive finish.",Radiators/Central Heating Radiators/Panel Radiators/Double panel single convector p plus radiators (Type 21)/Double panel single convector p plus radiators (Type 21).csv -> Stelrad Compact P+ 78 section radiator 600 x 2600mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/pa/ct/Caradon Stelrad_Compact_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Radiator_Brochure.pdf,,,,,,
103,P243539,Stelrad Vita Compact P+ radiator 600 x 1100mm,Stelrad,114.66,"The Stelrad Vita Compact double panel rectangular radiator is perfect for homes where space is at a premium. With its reduced dimensions, sleek design and 5051 BTU/h heat output, this compact radiator is designed to be unobtrusive even in the smallest of spaces. Powder-coated steel finished in bright Traffic White, the classic lines and neat finish of the Vita Compact make it a real crowd pleaser.",Radiators/Central Heating Radiators/Panel Radiators/Double panel single convector p plus radiators (Type 21)/Double panel single convector p plus radiators (Type 21).csv -> Stelrad Vita Compact P+ radiator 600 x 1100mm,,Compact radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/39/243539_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Stelrad_Vita_Series_Brochure_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Vita_Compact_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vita_Compact_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Vita Series_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_VITA_Brochure.pdf,,
104,P271978,Stelrad Compact P+ 78 section radiator 450 x 2600mm,Stelrad,358.43,"Robustly built in steel, the Stelrad Compact P+ 78 section radiator has an integrated grille and panels to minimise movement and precision-welded convectors for improved economy. Measuring 450 x 2600mm, this radiator combines long-lasting strength with an elegant traditional design and a reliable heat output of 9362 BTU/h.",Radiators/Central Heating Radiators/Panel Radiators/Double panel single convector p plus radiators (Type 21)/Double panel single convector p plus radiators (Type 21).csv -> Stelrad Compact P+ 78 section radiator 450 x 2600mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/pa/ct/Caradon Stelrad_Compact_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Radiator_Brochure.pdf,,,,,,
105,P201136,Stelrad Elite P+ 36 section radiator 700 x 1200mm,Stelrad,164.09,"Offering the brand's best ever quality and performance, the Stelrad Elite double panel single convector radiator provides improved outputs for even more impressive heating performance. With a symmetrical convector, the 1200 x 700mm radiator can be mounted either way up, for the ultimate in flexibility of siting, while a TBOE connection ensures high levels of efficiency and economy, a must for commercial applications. The Elite's convector is precision-welded directly onto the waterways while all tappings are well-aligned, with robust nickel-plated plugs and vents and quality EPDM O-rings for reliability and longevity. Manufactured with high definition pressings, this radiator promises smooth edges and corners and a run-free, two-coat paint finish that won't let your decor down. Wrapped in tough packaging, every Stelrad radiator reaches its destination in pristine condition, with unwrapping required only after installation, removing the risk of last-minute scrapes and chips.",Radiators/Central Heating Radiators/Panel Radiators/Double panel single convector p plus radiators (Type 21)/Double panel single convector p plus radiators (Type 21).csv -> Stelrad Elite P+ 36 section radiator 700 x 1200mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/36/NW-201136_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Series_Elite_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,,,,,
106,P201054,Stelrad Elite P+ 54 section radiator 600 x 1800mm,Stelrad,215.9,"Offering the brand's best ever quality and performance, the Stelrad Elite double panel single convector radiator provides improved outputs for even more impressive heating performance. With a symmetrical convector, the 1800 x 600mm radiator can be mounted either way up, for the ultimate in flexibility of siting, while a TBOE connection ensures high levels of efficiency and economy, a must for commercial applications. The Elite's convector is precision-welded directly onto the waterways while all tappings are well-aligned, with robust nickel-plated plugs and vents and quality EPDM O-rings for reliability and longevity. Manufactured with high definition pressings, this radiator promises smooth edges and corners and a run-free, two-coat paint finish that won't let your decor down. Wrapped in tough packaging, every Stelrad radiator reaches its destination in pristine condition, with unwrapping required only after installation, removing the risk of last-minute scrapes and chips.",Radiators/Central Heating Radiators/Panel Radiators/Double panel single convector p plus radiators (Type 21)/Double panel single convector p plus radiators (Type 21).csv -> Stelrad Elite P+ 54 section radiator 600 x 1800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/54/NW-201054_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Series_Elite_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,,,,,
107,P207861,"Myson Premier HE DPX 2 tapping radiator 27"" x 61""",Myson,970.56,"With a design suited to any interior, the Myson Premier HE double panel Xtra tapping radiator offers safety, style and comfort all in one. Finished in neat, clean white, this horizontal unit measures 61 x 27"".","Radiators/Central Heating Radiators/Panel Radiators/Double panel single convector p plus radiators (Type 21)/Double panel single convector p plus radiators (Type 21).csv -> Myson Premier HE DPX 2 tapping radiator 27"" x 61""",,Double panel xtra tapping radiator;Wall bracket;Air vent,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/61/NW-207861_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Premeir_HE_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Myson_Declaration_Of_Performance.pdf,,,,,
108,P272166,Stelrad Compact P+ 66 section radiator 700 x 2200mm,Stelrad,409.51,"Ideal for homes where space is at a premium, this Stelrad Compact P+ 66 section radiator measures 700 x 2200mm yet offers a generous heat output of 11,488 BTU/h. A traditional design made of robust steel, this radiator offers easy installation thanks to its integrated top grille and side panels and tough brackets. A nickel-plated plug and vent ensures reliable jointing while offering an attractive finish.",Radiators/Central Heating Radiators/Panel Radiators/Double panel single convector p plus radiators (Type 21)/Double panel single convector p plus radiators (Type 21).csv -> Stelrad Compact P+ 66 section radiator 700 x 2200mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/pa/ct/Caradon Stelrad_Compact_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Radiator_Brochure.pdf,,,,,,
109,P272178,Stelrad Compact P+ 78 section radiator 700 x 2600mm,Stelrad,509.98,"Ideal for homes where space is at a premium, this Stelrad Compact P+ 78 section radiator measures 700 x 2600mm yet offers a generous heat output of 13,577 BTU/h. A traditional design made of robust steel, this radiator offers easy installation thanks to its integrated top grille and side panels and tough brackets. A nickel-plated plug and vent ensures reliable jointing while offering an attractive finish.",Radiators/Central Heating Radiators/Panel Radiators/Double panel single convector p plus radiators (Type 21)/Double panel single convector p plus radiators (Type 21).csv -> Stelrad Compact P+ 78 section radiator 700 x 2600mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/pa/ct/Caradon Stelrad_Compact_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Radiator_Brochure.pdf,,,,,,
110,P243020,Stelrad Vita Compact P+ radiator 450 x 1600mm,Stelrad,151.49,"The Stelrad Vita Compact double panel rectangular radiator is perfect for homes where space is at a premium. With its reduced dimensions, sleek design and 5760 BTU/h heat output, this compact radiator is designed to be unobtrusive even in the smallest of spaces. Powder-coated steel finished in bright Traffic White, the classic lines and neat finish of the Vita Compact make it a real crowd pleaser.",Radiators/Central Heating Radiators/Panel Radiators/Double panel single convector p plus radiators (Type 21)/Double panel single convector p plus radiators (Type 21).csv -> Stelrad Vita Compact P+ radiator 450 x 1600mm,,Compact radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/20/243020_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_Vita_Series_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Vita_Compact_Technical.pdf,,,,,
