,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Colour,Hazardous,Depth (mm),Waste Supplied,Fitting / Mounting Type,Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Projection Depth,Number of Tap Holes,Feature 4,Feature 5,Feature 6,Finish,Material Type,Range,Warranty,Tap Holes,Projection,Anti Slip,Pre-Drilled Waste Hole,Pre-Drilled Overflow,Grips/Handles,Feature 7
51,PN66483,Ideal Standard iLife E246801 full pedestal,Ideal Standard,49.09,"Simply designed with clean, modern lines, the Ideal Standard i.life full pedestal is intended to be installed underneath a basin for support and to conceal unsightly pipework for a neater finish and easier cleaning.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard iLife E246801 full pedestal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/84/NW-N66483_N66484_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_iLife_50cm_Washbasin_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PD02375,Ideal Standard Sandringham 21 2 tap hole basin 550mm White,Ideal Standard,37.55,"Stylish and cost-effective, the Ideal Standard Sandringham 21 550mm pedestal or wall-mounted washbasin with two tap holes is made of durable vitreous china with a smart, contemporary design.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard Sandringham 21 2 tap hole basin 550mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/75/NW-D02375_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Sandringham21_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D02375_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT02622,Ideal Standard Tesi full pedestal,Ideal Standard,52.45,"This Ideal Standard Tesi full pedestal is made of tough vitreous china and is designed to conceal pipework for a smart, easy-clean bathroom finish.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard Tesi full pedestal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/22/NW-T02622_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Bathrooms_Brchr_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PD13890,Roca Havana 1 tap hole cloakroom basin,Roca,52.91,"Made of white ceramic, the Roca Havana cloakroom basin measures 450 x 370mm. It is suitable for mounting on the wall, helping to free up floor space.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Roca Havana 1 tap hole cloakroom basin,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/91/NW-D13890_D13891_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Roca_Primary_Collection_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PD39075,"Nabis Alia basin mixer and slotted basin waste 1.25""",Nabis,33.49,"Beautifully modern, the Nabis Alia basin mixer is built from tough brass and finished in glossy chrome. Deck-mounted, this bathroom tap is supplied with a slotted waste.","Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Nabis Alia basin mixer and slotted basin waste 1.25""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/75/NW-D39075_wm.jpg,,,,,Chrome/Metallic,N,,,,,D39075 PK,Basin Mixer,N,Pressure system suitability,Chrome-plated to BS EN 12540,"1 1/4"" brass bodied",,,Slotted basin waste,"Flow rate 9.7LPM at 0.3 bar, 31.5LPM at 5 bar",5 year warranty,,,Alia,,,,,,,,
56,PB61672,Nabis Arno one taphole basin,Nabis,69.18,"The stylishly compact Nabis Arno 550mm one tap hole washbasin is perfect ideal for smaller bathrooms or en suites. Part of a wider range of bathroom furniture, this basin is finished in a high gloss white glaze and can be wall or pedestal-mounted.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Nabis Arno one taphole basin,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/72/NW-B61672_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Nabis_PhaseII_Ceramic_Info_30Aug2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/2_/eu/Nabis_B61672_75_82_EU.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_B61672_B61682_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PC22615,Nabis Deco cloakroom ceramic basin 400mm,Nabis,108.11,Nabis Deco cloakroom ceramic basin is designed specifically to complement the washbasin furniture. Stylish range of ceramic basin designed to complement the beautiful Deco range of bathroom furniture.,Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Nabis Deco cloakroom ceramic basin 400mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/15/NW-C22615_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_Deco_Ceramic_Basins_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_C22615-C22618_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PB47407,Twyford Alcona one tap hole basin 500mm White,Twyford,47.53,"The modern Twyford Alcona 500mm washbasin with single tap hole is built in robust vitreous china. Suitable for wall or pedestal installation, this basin brings a touch of luxury to any bathroom.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Twyford Alcona one tap hole basin 500mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/07/NW-B47407_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Twyford_Alcona_500_600_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Twyford_Collection_Brochure_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PB60100,Armitage Shanks Sandringham 2 tap hole basin 560mm White,Armitage Shanks,44.51,"Suitable for use at home or in public bathrooms, this Ideal Standard Sandringham 560mm washbasin with two corner-sited tap holes is made of tough vitreous china and has a vandal-resistant design for hardwearing long term use.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Armitage Shanks Sandringham 2 tap hole basin 560mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/00/NW-B60100_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Sandringham21_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B60100_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PP07592,Geberit Selnova handrinse basin 1 tap 450 x 360mm,Geberit,73.61,"With its classic design, the Geberit Selnova 450 x 370mm handrinse basin will blend seamlessly into just about any bathroom decor. Suitable for wall mounting, this smart basin is made of robust vitreous china with a clean white finish.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Geberit Selnova handrinse basin 1 tap 450 x 360mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/95/NW-P07592_P07595_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Geberit_Select_Series_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PB47408,Twyford Alcona two tap hole basin 500mm White,Twyford,47.53,"The modern Twyford Alcona 500mm washbasin with two tap holes is built in robust vitreous china. Suitable for wall or pedestal installation, this basin brings a touch of luxury to any bathroom.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Twyford Alcona two tap hole basin 500mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/08/NW-B47408_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Twyford_Alcona_500_600_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Twyford_Collection_Brochure_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PC24455,Ideal Standard Concept Arc 1 right hand tap hole handrinse basin 350 x 260 White,Ideal Standard,73.4,The gracefully designed Ideal Standard Concept Arc 350mm handrinse washbasin with single right hand tap hole is suitable for wall or pedestal mounting and offers compatibility with a range of design-matched bathroom furniture units for a smart combination of functionality and style.,Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard Concept Arc 1 right hand tap hole handrinse basin 350 x 260 White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/55/NW-C24455_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C21344_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/16/IS_Bathroom_Brochure_16.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PD02377,Ideal Standard Sandringham 21 1 tap hole countertop basin 500mm White,Ideal Standard,109.76,"Stylish yet cost-effective, the Ideal Standard Sandringham 21 500mm countertop washbasin with single tap hole is made of hardwearing vitreous china.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard Sandringham 21 1 tap hole countertop basin 500mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/77/NW-D02377_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Sandringham21_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D02377_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PJ04077,Twyford Option washbasin with chainstay 2 tap hole 550mm,Twyford,35.19,A Twyford Option 550mm handwash basin.,Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Twyford Option washbasin with chainstay 2 tap hole 550mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/J04077_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/J04077_Dimensions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Twyford_Option_550_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PD02368,Ideal Standard Sandringham 21 2 tap hole handrinse pedestal basin 450mm White,Ideal Standard,71.94,"Made of tough vitreous china, this Ideal Standard Sandringham 21 445mm handrinse washbasin with two right hand tap holes has a compact pedestal or wall-mounted design ideal for bathrooms where space is at a premium.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard Sandringham 21 2 tap hole handrinse pedestal basin 450mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/68/NW-D02368_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D02368_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Sandringham21_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PC21384,Ideal Standard Concept Sphere one tap hole basin 550mm White,Ideal Standard,113.16,"Modern and practical, the Ideal Standard Concept Space Sphere 550mm washbasin with single tap hole is made of highly durable fireclay. Designed to maximise your bathroom space, this luxury basin is suitable for wall or pedestal mounting.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard Concept Sphere one tap hole basin 550mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/84/NW-C21384_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/16/IS_Bathroom_Brochure_16.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C21345_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PA03803,Nabis Affinity basin 400mm White,Nabis,78.06,"Cleanly contemporary, this Nabis Affinity 400mm washbasin with single tap hole is the perfect choice for a modern bathroom. Finished in clean, crisp white, this vitreous china basin is suitable for wall mounting.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Nabis Affinity basin 400mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/03/NW-A03803_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Nabis_Affinity_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PB61682,Nabis Livi / Arno square pedestal,Nabis,26.01,"The glossy Nabis Livi/Arno square pedestal is designed to conceal pipework for a neat, easy-clean bathroom finish.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Nabis Livi / Arno square pedestal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/82/NW-B61682_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/2_/eu/Nabis_B61672_75_82_EU.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Nabis_PhaseII_Ceramic_Info_30Aug2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_B61672_B61682_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_B61675_B61682_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PB47414,Twyford Alcona one tap hole handrinse basin 400mm White,Twyford,43.68,"The modern Twyford Alcona 400mm handrinse basin with single tap hole is built in robust vitreous china. Suitable for wall or pedestal installation, this basin brings a touch of luxury to any bathroom.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Twyford Alcona one tap hole handrinse basin 400mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/14/NW-B47414_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Twyford_Alcona_400_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Twyford_Collection_Brochure_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PP71188,Geberit Selnova Square semi recessed basin 1 tap 550 x 440mm,Geberit,176.82,"Modern yet understated, the design of the Geberit Selnova Square 550 x 440mm semi-recessed washbasin makes it the ideal choice for a bathroom refit. This smart and high-quality basin is made of vitreous china with a timeless white finish and is designed for mounting on a countertop.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Geberit Selnova Square semi recessed basin 1 tap 550 x 440mm,,Washbasin;Fastening material,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/89/NW-P71188_P71189_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Geberit_SelnovaSquare_SR_Wbasin_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PD12097,Roca Havana 1 tap hole basin 550 x 440mm,Roca,34.79,"Made of white ceramic, the Roca Havana 550mm wall-hung basin is supplied with a single pre-drilled tap hole for installation with a monobloc mixer tap.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Roca Havana 1 tap hole basin 550 x 440mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/97/NW-D12097_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Roca_Primary_Collection_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT41932,Scudo Pronto complete basin and pedestal kit with one tap-hole,Scudo,52.51,"Designed to blend seamlessly with other pieces from the Pronto suite, the Scudo Pronto 530mm basin and pedestal kit makes specification and installation simple. The basin is supplied with a pre-drilled taphole for the fitting of a mixer tap.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Scudo Pronto complete basin and pedestal kit with one tap-hole,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/32/T41932_wm.jpg,,,,,White,N,440,No,Floor/Wall Mounted,Ceramic,COMPLETE-BASIN-PED,Basin and Pedestal Kit,N,For all-in-one installation,Ceramic construction,Basin includes one taphole,440,1,White finish,,,,,Pronto,,,,,,,,
73,PD12098,Roca Havana full pedestal,Roca,28.77,This Roca Havana full pedestal is made of white ceramic.,Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Roca Havana full pedestal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/98/D12098_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Roca_Primary_Collection_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PN66488,Ideal Standard iLife corner handwash basin UKP White,Ideal Standard,92.81,"An elegant space-saving design, the Ideal Standard i.Life UKP corner handwash basin is suitable for installation in a cloakroom or small en-suite. Clean-lined and modern, this basin is part of the comprehensive i.Life range of bathroom furniture and fittings.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard iLife corner handwash basin UKP White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/88/N66488_wm.jpg,,,,,White/Gloss,N,410,No,Wall,Ceramic,E246501,handrinse,N,Designed by Palomba Serafini Associati,For wall mounted or pedestal installation,For corner installation,225,1,Ceramic construction,Gloss white finish,,,,iLIFE,,,,,,,,
75,PB61634,Nabis Lamone Full pedestal,Nabis,29.27,"The vitreous china Nabis Lamone full pedestal is designed to conceal pipework for a neat, easy-clean bathroom finish.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Nabis Lamone Full pedestal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/34/NW-B61634_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Nabis_Bathroom_Edi1_Brochure_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PN66485,Ideal Standard iLife E247201 semi pedestal HWB,Ideal Standard,50.92,"The Ideal Standard i.Life wall-mounted semi-pedestal provides a neat finish for a handwash basin installation. This pedestal is part of the extensive iLife range, featuring a wide variety of bathroom fixtures and fittings designed to suit most interior design schemes.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard iLife E247201 semi pedestal HWB,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/85/NW-N66485_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_iLife_35cm_Handrinse_Basin_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PP65671,Geberit Selnova Compact washbasin 1 tap 550 x 370mm,Geberit,121.67,"Stylishly simple, this Geberit Selnova Compact 550mm washbasin is made of vitreous china with a clean white finish. Slimline in its build, this neat basin is ideal for installation in bathrooms where space is at a premium.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Geberit Selnova Compact washbasin 1 tap 550 x 370mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/74/NW-P65671_P65674_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Geberit_The_Select_Series_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Geberit_SelnovaCompactWashbasin_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PJ23566,Ideal Standard Strada countertop vessel basin (one tap hole) 500 x 470mm,Ideal Standard,219.33,"The square-edged Ideal Standard Strada 500mm semi-recessed basin with single tap hole, glazed back and overflow has a sleekly modern countertop design.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard Strada countertop vessel basin (one tap hole) 500 x 470mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/66/NW-J23566_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D01891_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/IS_Washroom_Brochure_2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PD00756,Roca Senso Square square semi pedestal White,Roca,115.72,The Roca Senso Square semi pedestal is manufactured from high quality vitreous china and provides neat concealment of pipework for a neater finish in the bathroom.,Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Roca Senso Square square semi pedestal White,,semi pedestal;Fixing kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/56/NW-D00756_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Roca_Care_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Roca_Discovery_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Roca_Basins_Generic_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D00756_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PC31010,Nabis Sense vanity basin 600mm,Nabis,52.88,This ceramic Nabis Sense 600mm single hole vanity basin has a smartly modern design and is designed for countertop mounting.,Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Nabis Sense vanity basin 600mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/10/C31010_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/C31010_DWG.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
