,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Colour,Warranty,Hazardous,Sector,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Material Type,Range,Depth (mm),Material,Position,Shower Tray Shape,Style,Anti Slip Surface,Thickness,Frame Colour,Feature 11,Feature 12
60,PD59759,Rada Sense bath/shower concealed digital mixing valve,Rada,693.11,"A convenient choice for commercial bathrooms, the Rada Sense bath/shower concealed digital mixing valve offers a range of programmable functions, including minimum, maximum and default temperatures and timed flow control. Operated via an infrared touch-free wall-mounted control panel, this robust shower also has a duty flush and thermal disinfection mode, helping to maintain hygiene in heavy use areas. For ease of fitting, the Sense mixing valve is supplied complete with a power supply, check valves and strainers as well as programmable software for simplified set-up.",Showering/Commercial Showering/Commercial Showering.csv -> Rada Sense bath/shower concealed digital mixing valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/59/NW-D59759_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Rada_Sense_T3_DMV_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Rada_ProductRange_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Rada_Sense_T3_DMV_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PD61016,"Rada 095.01 push-button flow control for duct mounting 1/2""",Rada,362.26,"Designed specifically for prison use, the Rada TF 31/1 timed flow control offers 30 second timed use via a 1/2"" push button. The control is supplied with extended rod options for extra security and varying wall thicknesses and incorporates internal flow adjuster.","Showering/Commercial Showering/Commercial Showering.csv -> Rada 095.01 push-button flow control for duct mounting 1/2""",,Timed flow control;'O' seal;Actuator assembly;2x adaptors;Timed flow valve;Valve mounting adaptor;Union assembly;2x locknuts;2x olives;2x compression nuts;Guide;Backnut,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/16/NW-D61016_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Rada_ProductRange_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Rada_TF31_Flow_Controller_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Rada_TF31_2_3_Dimensions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Rada_TF31_Flow_Controller_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PC16327,PREMIX THERMO SHWR PANL TOP INLETS 1/2IN,Delabie,880.69,"The Delabie 1/2"" premix thermostatic shower panel with top stopcock inlets has a smart chrome finish to suit most commercial bathrooms. Suitable for surface mounting, this thermostatic shower panel incorporates an adjustable temperature control operating from cold and limiters set at two temperature intervals for more comfortable, safer showering.",Showering/Commercial Showering/Commercial Showering.csv -> PREMIX THERMO SHWR PANL TOP INLETS 1/2IN,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/00/792400_wm.jpg,,,,,,,,Chrome,30-year warranty,N,Sport/Fitness;Education;Hotels/Leisure,79240015,Shower Panel Top Inlets,N,Aluminium epoxy-coated,Chrome finish,For surface mounting,"With top inlet, M 1/2"" via inline stopcocks",With Securitherm thermostatic mixer,Adjustable temperature control from cold water up to 38°C,"First limiter set at 38°C, second limiter set at 41°C",Instant shut-off if cold water supply fails reducing scald risk,Thermal shocks are possible,30 year warranty,,,,,,,,,,,,
63,PB97425,Armitage Shanks Contour 21 exposed shower Blue,Armitage Shanks,2493.92,"This Armitage Shanks Contour 21 shower room pack is designed for use by ambulant disabled, walking impaired and the infirm, providing a safe bathroom environment designed to meet regulations. The pack includes a folding shower seat and back support in white, three 60cm grabrails, a 45cm grab rail and 80cm hinged arm alongside a lever-operated exposed shower valve, dual head shower kit, shower curtain and rails.",Showering/Commercial Showering/Commercial Showering.csv -> Armitage Shanks Contour 21 exposed shower Blue,,Hinged shower seat;Back support;Grab rails;Hinged arm;Exposed shower valve;Dual head shower kit;Shower curtain;Rails,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/25/NW-B97425_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Armitage_Shanks_S0755_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PC93141,AKW digital pump (m17) and upward discharge waste,AKW,843.48,"Designed for use with electric showers (one flow sensor), the AKW Digipump M17 Kit without waste is straightforward to install and offers quiet operation in a compact package.",Showering/Commercial Showering/Commercial Showering.csv -> AKW digital pump (m17) and upward discharge waste,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/41/NW-C93141_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/AKW_Digital_Shower_Pumps_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PD61214,Bristan Sirrus exposed mixer valve 28mm Chrome,Bristan,793.51,"A Bristan 28mm thermostatic group blending valve with integral isolation valves, ideal for group applications at pressures down to 0.1 bar.",Showering/Commercial Showering/Commercial Showering.csv -> Bristan Sirrus exposed mixer valve 28mm Chrome,,Blending valve,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/14/NW-D61214_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Bristan_TS6000ECP_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_TS6000ECP_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_TS6000ECP_Instruction.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PD61415,Rada shower panel assembly with timed flow control,Rada,601.58,"Ready to install, this Rada PA-TF shower panel assembly has a satin stainless finish and single pipe entry for connection to a pre-blended supply. With Rada TF503 push button timed flow control and Rada VR105 vandal-resistant showerhead, this all-in-one shower set-up is ideal for public use.",Showering/Commercial Showering/Commercial Showering.csv -> Rada shower panel assembly with timed flow control,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/15/NW-D61415_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Rada_ProductRange_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Rada_Shower_Panels_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Rada_PA_TF_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Rada_PA_TF_Dimensions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PD74635,ELINA IS CONC EV MIXER VALVE ONLY,Triton,324.98,"Ideal for hospitals and care homes, this Triton Elina exposed concentric type 3 TMV inclusive mixer valve is easy to grip and control, with low resistance separate lever controls for flow and temperature. These controls are front facing for easy access, while clear flow and temperature markings ensure accuracy. The Elina's clean lines avoid the formation of dirt traps for improved hygiene and easier cleaning.",Showering/Commercial Showering/Commercial Showering.csv -> ELINA IS CONC EV MIXER VALVE ONLY,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/35/NW-D74635_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Triton_Inclusive_Showering_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Triton_Elina_Inclusive_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Triton_Elina_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PD61031,Rada vandal resistant shower fitting (concealed pipework),Rada,104.2,"A Rada VR105 vandal-resistant showerhead with fixed spray plate and 9LPM flow regulator, designed for connection to concealed pipework.",Showering/Commercial Showering/Commercial Showering.csv -> Rada vandal resistant shower fitting (concealed pipework),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/31/NW-D61031_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Rada_Controls_VR_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Rada_VR105_Fitting_Dimensions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Rada_ProductRange_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Rada_VR105_Fitting_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/cs/Rada_Shower_V6B_VR105_App_Schematics.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PD12152,Rada V10 exposed shower valve,Rada,281.18,"Easy to use, this Rada V10 exposed, single sequential thermostatic shower valve is designed for built-in installation and is supplied with integral strainers and optional flow regulators.",Showering/Commercial Showering/Commercial Showering.csv -> Rada V10 exposed shower valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/52/NW-D12152_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Rada_V10_Exposed_Shower_Valve_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Rada_V10_Shower_Range_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Rada_ProductRange_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Rada_V10_Exposed_Dimensions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PB92900,"Thomas Dudley cast iron towel rail brackets 12"" Grey",Thomas Dudley,9.74,"Designed for the Lecico Atlas sink, this Thomas Dudley towel rail basin bracket is built from reliably strong cast iron with a grey painted finish. Providing durable wall mounting for the basin, installation of the rail means that a pedestal is not required and you'll enjoy the convenience of a built-in towel rail.","Showering/Commercial Showering/Commercial Showering.csv -> Thomas Dudley cast iron towel rail brackets 12"" Grey",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/00/NW-B92900_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/TDudley_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PD61702,"Rada Meynell exposed single sequential thermostatic mixing valve with long lever 1/2""",Rada,374.02,"This Buildcert approved Rada Meynell V8/3 L 1/2"" exposed single sequential thermostatic mixing valve has a long lever for improved accessible use by disabled users.","Showering/Commercial Showering/Commercial Showering.csv -> Rada Meynell exposed single sequential thermostatic mixing valve with long lever 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/02/NW-D61702_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Rada_Meynell_V8_3_Dimensions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Rada_Meynell_V83_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Rada_ProductRange_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Rada_Meynell_V8_3_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PD61990,Bristan Opac Min CL shower valve Chrome,Bristan,357.01,"Made of hardwearing brass, this Bristan Opac Mini shower valve has a smart chrome-plated finish.",Showering/Commercial Showering/Commercial Showering.csv -> Bristan Opac Min CL shower valve Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/90/NW-D61990_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D61990_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Opac_Mini_Valve_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PD59756,Rada Sense shower concealed digital mixing valve,Rada,564.95,"Offering clean, hygienic touch-free use, the Rada Sense shower concealed digital mixing valve not only provides no-touch flow and temperature control but gives programmable maximum, minimum and default temperatures, duty flushing and thermal disinfection with data logging. Connect to the Rada Sense app for simple control and programming.",Showering/Commercial Showering/Commercial Showering.csv -> Rada Sense shower concealed digital mixing valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/56/NW-D59756_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Rada_Sense_Shower_T3_Dimensions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Rada_ProductRange_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Rada_SenseBathT3DMV_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/cs/Rada_Hotel_Shower_App_Schematics.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Rada_Sense_Shower_T3_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PD98001,Rada vandal-resistant shower head,Rada,114.38,"A Rada VR115 vandal-resistant showerhead with fixed spray plate and 9LPM flow regulator, designed for connection to concealed pipework.",Showering/Commercial Showering/Commercial Showering.csv -> Rada vandal-resistant shower head,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/01/NW-D98001_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Rada_VR115_Fitting_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Rada_Controls_VR_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Rada_ProductRange_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Rada_VR115_Dimensions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PD62690,Bristan GUM time flow exposed shower system,Bristan,178.5,This Bristan GUM exposed timed flow control shower kit includes a fixed vandal-resistant showerhead and economy push button operation for public use.,Showering/Commercial Showering/Commercial Showering.csv -> Bristan GUM time flow exposed shower system,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/90/NW-D62690_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_GUM_MEFCPAK_instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Bristan_GUM_MEFCPAK_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_GUM_MEFCPAK_drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PD61032,Rada vandal resistant shower fitting (exposed pipework),Rada,114.38,"A Rada VR145 vandal-resistant showerhead with fixed spray plate and 9LPM flow regulator, designed for connection to rising surface pipework.",Showering/Commercial Showering/Commercial Showering.csv -> Rada vandal resistant shower fitting (exposed pipework),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/32/NW-D61032_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Rada_VR145_Fitting_Dimensions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Rada_Controls_VR_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Rada_ProductRange_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/cs/Rada_Shower_V6_VR145_App_Schematics.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Rada_VR145_Fitting_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PD61245,Bristan Sirrus anti-vandal swivel shower head Chrome,Bristan,66.0,This Bristan Sirrus swivel showerhead with tamper-resistant fixings is finished in chrome.,Showering/Commercial Showering/Commercial Showering.csv -> Bristan Sirrus anti-vandal swivel shower head Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/45/NW-D61245_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Bristan_980505CPVR_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PD98105,RADA S.PA 1 - WHITE - SHOWER PANEL,Rada,452.48,"Save water and comply to standards with the Rada S.PA 1 white shower panel. This ready to install slimline panel is manufactured from a stain-resistant acrylic resin stone and offers single pipe entry for connection to a pre-blended supply, giving users programmable shower times, automatic duty flushing and duty flush run times for efficient, practical and water-saving use.",Showering/Commercial Showering/Commercial Showering.csv -> RADA S.PA 1 - WHITE - SHOWER PANEL,,Shower panel,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/05/NW-D98105_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/D98105_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Rada_SPA1_Shower_Panel_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Rada_Shower_SPA1_SPanels_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PD64385,Intatec Acura safe touch TMV3 bar shower valve,Intatec,330.83,"Safe and reliable, the Intatec Safe Touch TMV3 bar shower valve meets the general requirements of the NHS Model. Offering thermostatic internals for balanced delivery of water with no risk of scalding, this valve is also cool to the touch and has fail safe protection on both hot and cold water supplies.",Showering/Commercial Showering/Commercial Showering.csv -> Intatec Acura safe touch TMV3 bar shower valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/85/NW-D64385_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Inta_ST10010CP_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Inta_ST10010CP_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PD61701,"Rada Meynell built-in single sequential thermostatic mixing valve 1/2""",Rada,328.26,"This Buildcert approved Rada Meynell V8/3 B 1/2"" built-in single sequential thermostatic mixing valve is supplied with integral strainers.","Showering/Commercial Showering/Commercial Showering.csv -> Rada Meynell built-in single sequential thermostatic mixing valve 1/2""",,"1 x V8/3 recessed thermostatic mixing valve, 1 x foam seal, 1 x concealing plate, 1 x rubber grommet, 3 x fixing screws, 2 x 6L/M flow regulators",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/01/NW-D61701_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Rada_Meynell_V8_3_B_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Rada_Meynell_V83_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Rada_Meynell_V8_3_B_Dimensions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Rada_ProductRange_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/cs/Rada_Meynell_V8_3B_App_Schematics.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PD62731,Bristan vandal resistant shower head,Bristan,113.76,This Bristan vandal-resistant showerhead is compatible with exposed or concealed pipework. It is provided with tamper-proof fixings and finished in chrome.,Showering/Commercial Showering/Commercial Showering.csv -> Bristan vandal resistant shower head,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/31/NW-D62731_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Bristan_VR1000_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_VR1000_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_VR1000_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
