,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Range,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Pack Quantity,Depth (mm),Warranty,Attachment 4
31,PC00903,ORACSTAR WB618 CERAMIC TAP GLAND PAIR,Oracstar,10.25,"A cost effective solution for dripping and seized taps, the Oracstar tap gland is designed for installation in ceramic systems and requires minimal tools.",Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> ORACSTAR WB618 CERAMIC TAP GLAND PAIR,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/04/NW-C00902_C00904_wm.jpg,,,,,N,WB618,Tap Gland,N,Easy to install,Cost effective,"8mm spline, threaded collar and quarter turn",Suitable for ceramic systems,Includes red and blue splines for easy identification,,Pair,30,,
32,PC00904,ORACSTAR WB619 CERAMIC TAP GLAND PAIR,Oracstar,6.93,"A cost effective solution for dripping and seized taps, the Oracstar tap gland is designed for installation in ceramic systems and requires minimal tools.",Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> ORACSTAR WB619 CERAMIC TAP GLAND PAIR,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/04/NW-C00902_C00904_wm.jpg,,,,,N,WB619,Tap Gland,N,Easy to install,Cost effective,"9mm spline, threaded collar and quarter turn",Suitable for ceramic systems,Includes red and blue splines for easy identification,,Pair,30,,
33,PC00902,ORACSTAR WB616 CERAMIC TAP GLAND PAIR,Oracstar,7.51,"A cost effective solution for dripping and seized taps, the Oracstar tap gland is designed for installation in ceramic systems and requires minimal tools.",Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> ORACSTAR WB616 CERAMIC TAP GLAND PAIR,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/04/NW-C00902_C00904_wm.jpg,,,,,N,WB616,Tap Gland,N,Easy to install,Cost effective,"10.5mm spline, threaded collar and quarter turn",Suitable for ceramic systems,Includes red and blue splines for easy identification,,Pair,30,,
34,PA05102,Center H0534 tap reviver cross head 3/4 (1 pair),Center,17.34,"An easy update for old or broken taps, this pack of two Center CB 3/4"" bath tap revivers with crossheads is suitable for BS5412 and BS1010 bathroom taps. With no need to disturb existing plumbing, tap revivers are a fast fix for tired bathrooms.",Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> Center H0534 tap reviver cross head 3/4 (1 pair),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/02/A05102_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/ad/A05102 TDS Center tap reviver cross head.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/A05102 - Data Sheet.pdf,,,,,,,,,,,,,,,,
35,PB00316,"Viva Sanitary flexible hose 1/2""x 15 x 300mm",Viva Sanitary,4.29,"Made of industrial strength stainless steel, the Viva Sanitary 300mm 1/2"" x 15mm flexible hose is braided to resist annoying bends and kinks. Built to last, this hose is suitable or domestic use as well as industrial and commercial applications.","Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> Viva Sanitary flexible hose 1/2""x 15 x 300mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/16/B00316_wm.jpg,,,,,N,SSH2,flexible hose,N,Stainless steel construction,Braided kink-resistant design,"With 15mm isolator compression and 1/2"" female BSP thread",10 bar working pressure,Working temperature of -5°C to 90°C,,,,,
36,PC44691,"Bristan Tap Revive acrylic tap heads 3/4""",Bristan,31.72,Bring old or faulty taps up to date with Bristan Tap Revive with acrylic handles. Designed for baths this tap reviver offers a quick and easy fix with no need to disturb existing plumbing connections.,"Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> Bristan Tap Revive acrylic tap heads 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/91/NW-C44690_C44691_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Bristan_Tap_Reviver_R3-4AC_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Bristan_Tap_Reviver_R3-4AC_Technical.pdf,,,,,,,,,,,,,,,,
37,PA05439,Nabis Regal 8506 spare cartridge basin mixer taps,Nabis,3.88,This Nabis Regal replacement cartridge is suitable for use with the A05406 mono basin tap or A05408 basin mixer.,Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> Nabis Regal 8506 spare cartridge basin mixer taps,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/39/A05439_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_List.pdf,,,,,,,,,,,,,,,,
38,PA05450,Nabis Regal spare aerator baisn pillar taps,Nabis,0.11,This Nabis Regal tap aerator is suitable for installation on A05432 basin taps and A05405 bath taps.,Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> Nabis Regal spare aerator baisn pillar taps,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/50/A05450_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_List.pdf,,,,,,,,,,,,,,,,
39,PA05624,Nabis Swish cartridge assembly,Nabis,2.98,A Nab Swish cartridge assembly for the A05028 Swish basin mixer.,Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> Nabis Swish cartridge assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/13/597513_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/Nabis_Bathroom_Tap_Info.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_Parts_List.pdf,,,,,,,,,,,,,,,
40,PA05627,* NAB SPARE HANDLE WUK109,Nabis,9.27,A Nabis Swish handle assembly pair.,Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> * NAB SPARE HANDLE WUK109,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/16/597516_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/Nabis_Bathroom_Tap_Info.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_Parts_List.pdf,,,,,,,,,,,,,,,
41,PA05642,Nabis Galene flow straightener,Nabis,1.27,A Nabis flow straightener for A05494 Galene lever cloakroom basin mixer.,Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> Nabis Galene flow straightener,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/30/597530_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/Nabis_Bathroom_Tap_Info.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_Parts_List.pdf,,,,,,,,,,,,,,,
42,PA05632,* NAB SPARE HANDLE PAIR FOR A05490,Nabis,6.82,A Nabis Galene tap handle assembly pair for A05490 Galene lever basin pillar taps.,Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> * NAB SPARE HANDLE PAIR FOR A05490,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/20/597520_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/Nabis_Bathroom_Tap_Info.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_Parts_List.pdf,,,,,,,,,,,,,,,
43,PA05629,* NAB SPARE HANDLE WUK111,Nabis,6.8,A Nabis Swish/Corda tap handle assembly pair for the A05026 Corda two tap hole BSM mixer and kit and the A05027 Corda two tap hole bath filler.,Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> * NAB SPARE HANDLE WUK111,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/18/597518_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/Nabis_Bathroom_Tap_Info.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_Parts_List.pdf,,,,,,,,,,,,,,,
44,PA05630,* NAB SPARE VALVE COVER 112,Nabis,0.28,A Nabis Ossia/Corda valve cover for the A05022 Ossia and A05025 Cordia basin mixers.,Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> * NAB SPARE VALVE COVER 112,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/19/597519_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/Nabis_Bathroom_Tap_Info.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_Parts_List.pdf,,,,,,,,,,,,,,,
45,PA05444,Nabis Regal 18033 spare aerator,Nabis,1.27,This Nabis Regal tap aerator is suitable for use on the A05402 deck-mounted bath filler or the A05403 deck-mounted bath/shower mixer.,Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> Nabis Regal 18033 spare aerator,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/44/A05444_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_List.pdf,,,,,,,,,,,,,,,,
46,PA05601,* NAB SPARE HANDLE PAIR WUK82,Nabis,9.6,A Nabis Barford handle assembly pair.,Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> * NAB SPARE HANDLE PAIR WUK82,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/90/597490_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/Nabis_Bathroom_Tap_Info.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_Parts_List.pdf,,,,,,,,,,,,,,,
47,PA05441,Nabis Regal 18149 spare aerator,Nabis,0.85,"This Nabis Regal tap aerator is compatible with the A05409 cloakroom mono tap, A05406 mono basin tap, A05433 basin mixer without waste, A05413 deck-mounted bath filler, A05412 bath/shower mixer and basin mixers A05408, A05408 and A05435.",Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> Nabis Regal 18149 spare aerator,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/41/A05441_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_List.pdf,,,,,,,,,,,,,,,,
48,PA05616,* NAB SPARE CARTRIDGE CLAMP,Nabis,1.18,A Nabis Ossia/Corda cartridge clamp.,Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> * NAB SPARE CARTRIDGE CLAMP,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/05/597505_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/Nabis_Bathroom_Tap_Info.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_Parts_List.pdf,,,,,,,,,,,,,,,
49,PA05484,Nabis Regal 8060 spare cartridge (Pair),Nabis,7.64,This pair of Nabis Regal tap cartridges is suitable for use in A05436 bath taps and the A05435 basin mixer.,Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> Nabis Regal 8060 spare cartridge (Pair),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/84/A05484_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap_Spares_Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_Parts_List.pdf,,,,,,,,,,,,,,,,
50,PA05619,* NAB SPARE HANDLE FOR A05025,Nabis,4.41,A replacement Nabis handle assembly for the A05025 Corda basin mixer.,Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> * NAB SPARE HANDLE FOR A05025,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/08/597508_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/Nabis_Bathroom_Tap_Info.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_Parts_List.pdf,,,,,,,,,,,,,,,
51,PA05612,* NAB SPARE BRACKET,Nabis,2.78,"A Nabis wall bracket for Ossia, Swish and Corda taps.",Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> * NAB SPARE BRACKET,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/01/597501_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/Nabis_Bathroom_Tap_Info.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_Parts_List.pdf,,,,,,,,,,,,,,,
52,PA05639,* NAB SPARE VALVE COVER FOR A05494,Nabis,0.87,A Nabis Galene valve cover for the A05494 Galene lever cloakroom basin mixer.,Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> * NAB SPARE VALVE COVER FOR A05494,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/27/597527_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/Nabis_Bathroom_Tap_Info.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_Parts_List.pdf,,,,,,,,,,,,,,,
53,PA05469,* NAB SPARE AERATOR FOR A05422,Nabis,0.85,This Nabis Regal aerator is suitable for A05422 cloakroom basin mixer taps.,Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> * NAB SPARE AERATOR FOR A05422,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/69/A05469_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_List.pdf,,,,,,,,,,,,,,,,
54,PA05618,* NAB SPARE FLANGE 50*5.6MM,Nabis,1.33,A Nabis Ossia/Swish flange.,Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> * NAB SPARE FLANGE 50*5.6MM,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/07/597507_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/Nabis_Bathroom_Tap_Info.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_Parts_List.pdf,,,,,,,,,,,,,,,
55,PA05622,* NAB SPARE VALVE COVER FOR A05028,Nabis,0.96,A Nabis Swish valve cover for the A05208 Swish basin mixer.,Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> * NAB SPARE VALVE COVER FOR A05028,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/11/597511_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/Nabis_Bathroom_Tap_Info.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_Parts_List.pdf,,,,,,,,,,,,,,,
56,PI10034,Inventive Creations top box 1 pair x all CC's plus RC cartridges,Inventive Creations,157.14,"The Inventive Creations Top Box is a range of ceramic quarter-turn and half-turn rubber washer cartridges for the repair of various tap types from manufacturers including Perrin and Roe, Franke, Bristan, Ideal Tantadistic, Blanco and Diva Taps. Each box includes a pair of 1/2"" cartridges, six pairs of rubber cartridge valve cartridges and 19 pairs of ceramic disc quarter-turn cartridges (excepting CC1C and CC1H which are half-turn, also supplied). Also included is the brand's spline finder, a precision tool that assists in spline confirmation, and a spares pack complete with ten screws. Section-coded for ease of refill, this reusable box provides space to store up to five pairs of 1/2"" Inventive Creations cartridges.",Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> Inventive Creations top box 1 pair x all CC's plus RC cartridges,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/34/I10034_wm.jpg,,,,,N,TB,"Tap Spares & Accessories, Bathroom & Kitchen Taps",N,Variety of cartridge types,With CCs and RC cartridges,Brass construction,Fast replacement of faulty tap inserts,Compatible with wide variety of tap brands,Durable box for long-term storage,,80,,
57,PA05456,Nabis Regal 8146 spare cartridge (Pair),Nabis,6.1,This pair of Nabis Regal tap cartridges is compatible with A05410 basin taps and A05411 bath taps.,Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> Nabis Regal 8146 spare cartridge (Pair),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/56/A05456_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_List.pdf,,,,,,,,,,,,,,,,
58,PB09110,Nabis spare cartridge for B08912 (Pack of 2),Nabis,4.55,This pair of Nabis tap valves is compatible with the B08912 crosshead kitchen taps.,Parts and Spares/sub_categories/Plumbing Parts and Spares/sub_categories/Tap Spares & Parts/Tap Spares & Parts.csv -> Nabis spare cartridge for B08912 (Pack of 2),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/10/NW-B09110_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Kitchen_Tap_Spares_List.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_Kitchen_Tap_Technical.pdf,,,,,,,,,,,,,,,,
