,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Hazardous,Model For Use With,Boiler Section,Boiler Range,Part Gas Council number,By Model Number,Supplier Product Code,Type,WEEE Compliant,Attachment 1,Attachment 2,Colour,Range,Warranty,Output,Range For Use With,Feature 1,Attachment 3,Attachment 4,Feature 2,Pack Quantity,Feature 3,Feature 4,For Use With
418,P797099,"Baxi nut outlet BSP 1""",Baxi,7.3,"This Baxi replacement 1"" BSP outlet nut is for the heat exchanger of Combi, Ecogen, Gold, Main Combi/Combi HE, Main HE, Performa, Performa SL, Promax, Suprima and System IE boilers.  The heat exchanger transfers heat from a boiler's burner to water. A primary heat exchanger is found in all boilers, using heat from a burner to raise the temperature of the water in the system while a secondary heat exchanger is present only in combis and allows the heat to be transferred between closed systems.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.","Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi nut outlet BSP 1""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/99/797099_wm.jpg,N,"Combi 105 HE, Combi Instant 105 HE, Combi Instant 80 HE, Ecogen 24, Ecogen 24 LPG, 30 FSB, Combi 24 HE, Combi 30 HE, Main Heat Only 12 HE, Main Heat Only 15 HE, Main Heat Only 18 HE, Main Heat Only 24 HE, Main Heat Only 9 HE, Main System 18 HE, Main Syst",Heat Exchanger,"Combi, Ecogen, Gold, Main Combi/ Combi HE, Main HE, Performa, Performa SL, Promax, Suprima, System IE",743282,,7683432,Outlet Nut,N,,,,,,,,,,,,,,,
419,P409983,Baxi 5112657 printed circuit board,Baxi,150.61,"An official Baxi part, this printed circuit board is suitable for use in Eco boilers.  The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi 5112657 printed circuit board,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/83/409983_wm.jpg,N,"1_240FI - CSB43524X683-4, 240 FI - CSB43624X682-3, 240 I - CSB43224X682",Control Panel,"Main Combi/ Combi HE, Performa, Combi",H78808,,41400,Printed Circuit Board,N,,,,,,,,,,,,,,,
420,P439548,Baxi lead sensing electrode,Baxi,7.3,"This Baxi sensing electrode lead is suitable for use in Performa, System, Main HE, Combi and Main Combi/Combi HE boilers.  An ignition (spark) electrode causes the spark that begins combustion within the burner while flame sensing electrodes are responsible for checking if there is a flame present in the burner to make sure that the boiler doesn't keep supplying gas without a flame.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi lead sensing electrode,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/48/439548_wm.jpg,N,"Combi 80 Maxflue, Combi Instant 80E, Combi 24, Performa 24, Combi 80 Eco, System 35/60, System 60/100, Performa System 24E, Combi 80E, Performa 28i, Performa 28, Performa System 12E, Performa System 18E, Combi 105E, Combi Instant 105E, Performa System 28",Gas Assembly,"Combi, Main Combi/ Combi HE, Performa, System",E66464,"Performa System 12E,Performa System 24E,Combi 80 Eco,Performa 28i,Combi Instant 105E,System 35/60,Performa 24,Combi 105E,Performa 28,Combi 24,System 60/100,Combi 80E,Performa System 18E,Combi 80 Maxflue,Combi Instant 80E,Performa System 28E",248098,Electrode Lead,N,,,,,,,,,,,,,,,
421,P788043,Baxi sensor temperature assembly,Baxi,56.11,"This Baxi sensor temperature assembly, or thermistor, is for use in Baxi Bermuda Inset 2 units.  The thermistor decreases circuit resistance in line with temperature increases. A boiler's printed control board (PCB) sends a current to the thermistor, deciding whether a decrease or increase in heat is required by reading the relative resistance.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi sensor temperature assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/43/788043_wm.jpg,N,Bermuda 50/4E,Control Panel,Bermuda Inset 2,E37397,,245465,Temperature Assembly,N,,,,,,,,,,,,,,,
422,P425961,Baxi 245009 O ring,Baxi,4.05,"This Baxi O-ring is a genuine spare part for use in Combi (Condensing) boilers.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi 245009 O ring,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/61/425961_wm.jpg,N,"Combi 100 He Plus, Combi 130 He, Combi 133 He Plus, Combi 80 He Plus",Heat Exchanger,Combi (Condensing),E27229,"Combi 130 He,Combi 100 He Plus,Combi 80 He Plus,Combi 133 He Plus",245009,O-Ring,N,,,,,,,,,,,,,,,
423,P446939,Baxi 5115768 O ring,Baxi,7.3,"A genuine Baxi part, this seal is for installation in the flue of Combi boilers.  Seals are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi 5115768 O ring,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/39/446939_wm.jpg,N,Combi 105 HE,Flue,Combi,722096,"Combi 105 HE,Performa 24i HE",5115768,Seal,N,,,,,,,,,,,,,,,
424,P797647,Baxi 5132215 gas valve,Baxi,234.25,"A gas valve for Baxi's Sirius WH, Sirius FS, Sirius 2 WH and Sirius 3 WH boilers.  The gas valve is employed in the distribution of gas. When gas is required in the burner the printed circuit board (PCB) sends a signal to the gas valve, which opens to allow gas to flow into the burner or the pilot assembly (depending on the model of the appliance).  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi 5132215 gas valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/47/797647_wm.jpg,N,"Sirius WH90, Sirius FS 90-105, Sirius 2 WH90, Sirius 2 WH110, Sirius FS 130-160, Sirius 3 WH90, Sirius WH110, Sirius 3 WH110",Gas Assembly,"Sirius WH, Sirius FS, Sirius 2 WH, Sirius 3 WH",,"Sirius WH90,Sirius WH110,Sirius FS 130-160,Sirius 2 WH90,Sirius FS 90-105,Sirius 2 WH110",5132215,Gas Valve,N,,,,,,,,,,,,,,,
425,P425036,Baxi valve cover,Baxi,22.76,"A genuine Baxi spare, this valve cover is suitable for use in the gas valve section of Baxi Solo 2 and Solo 3 boilers.  The gas valve is employed in the distribution of gas. When gas is required in the burner the printed circuit board (PCB) sends a signal to the gas valve, which opens to allow gas to flow into the burner or the pilot assembly (depending on the model of the appliance).  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi valve cover,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/36/425036_wm.jpg,N,"Solo 2 30 Pf, Solo 2 40 Pf, Solo 2 50 Pf Guinness Trust, Solo 2 60 Pf, Solo 2 70 Pf, Solo 2 80 Pf, Solo 3 30 Pf, Solo 3 30 Pf System, Solo 3 30 Pfl, Solo 3 30 Pfl System, Solo 3 40 Pf, Solo 3 40 Pf System, Solo 3 40 Pfl, Solo 3 40 Pfl System, Solo 3 50 P",Gas Assembly,"Solo 2, Solo 3",364973,"Solo 3 70 Pf System,Solo 3 50 Pf,Solo 3 30 Pf,Solo 3 70 Pfl,Solo 3 70 Pf,Solo 3 80 Pf System,Solo 3 60 Pfl System,Sol,Solo 3 40 Pfl,Solo 3 80 Pfl,Solo 3 40 Pfl System,Solo 3 80 Pfl System,Solo 3 60 Pf,Solo 3 30 Pfl System,Solo 2 40 Pf,Solo 3 30 Pf System",231185,Cover,N,,,,,,,,,,,,,,,
426,P789138,Baxi harness hv ac assembly,Baxi,45.92,"This Baxi wiring harness, compatible with Main HE, Performa SL and Suprima boilers, connects the printed circuit board (PCB) to the switches, thermostats and sensors in a boiler. These groups of wires are designed to give the PCB complete control over the boiler's processes and safety protocols.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi harness hv ac assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/38/789138_wm.jpg,N,"Main Heat Only 12 HE, Main Heat Only 15 HE, Main Heat Only 18 HE, Main Heat Only 24 HE, Main Heat Only 9 HE, 12 SL, 15 SL, 18 SL, 21 SL, 24 SL, 9 SL, 30HE, 40HE, 50HE, 60HE, 70HE, 80HE",Control Panel,"Main HE, Performa SL, Suprima",H26834,"50HE,40HE,24 HE,30 HE,12HE,21 SL,60HE,24 SL,70HE,80HE,12 SL,18HE,15HE,9 SL,9 HE,18 SL,15 SL",5112336,Wiring Harness,N,,,,,,,,,,,,,,,
427,P423756,Baxi insulation-front-comb-box,Baxi,15.72,"A Baxi part, this front comb box insulation is designed for the combustion chamber of Baxi Bermuda and Bermuda Inset 2 boilers.  Insulation is used inside boilers to prevent the leak of heat from the unit itself as well as  from area-to-area within the boiler. Not only does this improve efficiency, it also helps to prevent damage to delicate working parts.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi insulation-front-comb-box,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/56/423756_wm.jpg,N,"Bermuda 45/3 E, Bermuda 45/4E, Bermuda 45/4M, Bermuda 57/3 E, Bermuda 57/4E, Bermuda 57/4M, Bermuda 50/4E",Fan Combustion Chamber,"Bermuda, Bermuda Inset 2",193178,"Bermuda 57/4E,Bermuda 50/4E,Bermuda 45/4E,Bermuda 57/3 E,Bermuda 57/4M,Bermuda 45/3 E,Bermuda 50/4M,Bermuda 45/4M",231177,Front Insulation,N,,,,,,,,,,,,,,,
428,P423953,Baxi 238292 pilot assembly kit,Baxi,58.88,"This Baxi pilot assembly is supplied with a sealing washer and is suitable for use in the Bermuda unit.  The pilot flame ignites gas entering the boiler's main burner via the gas valve when the system is switched on. The pilot flame operates alongside the printed circuit board (PCB) and the rest of the pilot assembly for safe and efficient ignition.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi 238292 pilot assembly kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/53/423953_wm.jpg,N,"Bermuda 45/4E, Bermuda 51/5, Bermuda 57/4E",Gas Assembly,Bermuda,E00133,"Bermuda 57/4E,Bermuda 51/5,Bermuda 45/4E",238292BAX,Pilot Assembly,N,,,,,,,,,,,,,,,
429,P795850,Baxi Rds-Standard Combi 24,Baxi,45.28,"A Baxi branded printed circuit board for installation in Promax Ultra ErP and Duo-tec 2 boilers.  The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi Rds-Standard Combi 24,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/50/795850_wm.jpg,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Baxi_Duo-tec_Combi_GA_Installation.pdf,,,,,,,,,,,,,,
430,P423918,Baxi front panel insulation,Baxi,15.72,"A Baxi part, this front comb box insulation is for use in the combustion chamber of Bermuda boilers.  Insulation is used inside boilers to prevent the leak of heat from the unit itself as well as  from area-to-area within the boiler. Not only does this improve efficiency, it also helps to prevent damage to delicate working parts.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi front panel insulation,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/18/423918_wm.jpg,N,"Bermuda 45/3 E, Bermuda 45/3 M, Bermuda 45/4E, Bermuda 45/4M, Bermuda 57/3 E, Bermuda 57/3 M, Bermuda 57/4E, Bermuda 57/4M",Fan Combustion Chamber,Bermuda,193151,"Bermuda 57/4E,Bermuda 57/3 M,Bermuda 45/3 M,Bermuda 45/4E,Bermuda 57/3 E,Bermuda 57/4M,Bermuda 45/3 E,Bermuda 45/4M",231179,Front Insulation,N,,,,,,,,,,,,,,,
431,P439504,Baxi lead ignition electrode,Baxi,7.3,"This Baxi ignition electrode lead is a replacement part for use with the spark generator in Combi, System, System IE, Main Combi/Combi HE, Main HE and Performa boilers.  A spark generator and spark electrode are part of a boiler's pilot assembly, used when generating a spark to ignite the pilot burner. This assembly is operated by an electronic control, usually via the user control panel although sometimes, particularly with older boilers, the pilot must be ignited manually.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi lead ignition electrode,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/04/439504_wm.jpg,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Baxi_Combi_80_Eco_Installation.pdf,,,,,,,,,,,,,,
