,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Hazardous,Model For Use With,Boiler Section,Boiler Range,Part Gas Council number,By Model Number,Supplier Product Code,Type,WEEE Compliant,Attachment 1,Attachment 2,Colour,Range,Warranty,Output,Range For Use With,Feature 1,Attachment 3,Attachment 4,Feature 2,Pack Quantity,Feature 3,Feature 4,For Use With
234,P789009,Baxi flame sensing cable,Baxi,17.18,"A Baxi spare part, this flame sensing cable is for use with the electrode in the gas assembly of Duo-tec, Duo-tec ErP, Megaflo, Megaflo ErP, Platinum, Platinum +, Platinum ErP, System IE, Gold, Gold ErP, Heatmax, Promax, Promax ErP, Titanium and Titanium ErP boilers.  An ignition (spark) electrode causes the spark that begins combustion within the burner while flame sensing electrodes are responsible for checking if there is a flame present in the burner to make sure that the boiler doesn't keep supplying gas without a flame.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi flame sensing cable,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/09/789009_wm.jpg,N,"24 HE, 24 HE A, 24 HE LPG, 28 HE, 28 HE A, 28 HE LPG, 33 HE, 33 HE A, 33 HE LPG, 40 HE, 40 HE A, Duo-tec 24 Combi ErP, Duo-tec 28 Combi ErP, Duo-tec 28 LPG Combi ErP, Duo-tec 33 Combi ErP, Duo-tec 40 Combi ErP, 15 HE A System, 15 HE System, 18 HE A Syste",Gas Assembly,"Duo-tec, Duo-tec ErP, Megaflo, Megaflo ErP, Platinum, Platinum +, Platinum ErP, System IE, Gold, Gold ErP, Heatmax, Promax, Promax ErP, Titanium, Titanium ErP",H29074,"40HE,Megaflo System ErP 15,28 HE LPG,24 HE LPG,Duo-tec 33 Combi ErP,Combi,28 HE,Megaflo System ErP 24,18 HE A System LPG,28 HE A,Duo-tec 40 Combi ErP,Duo-tec 28 LPG Combi ErP,18 HE System,24 HE A System,28 HE System,24 HE System,Megaflo 15 System IE ErP",5114749,Flame Sensing Cable,N,,,,,,,,,,,,,,,
235,P787391,Baxi small restrictor,Baxi,15.8,"A genuine Baxi spare, this flange is for use in the brand's Solo 2 and Solo 3 units. As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi small restrictor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/91/787391_wm.jpg,N,"Solo 2 60 Pf, Solo 2 70 Pf, Solo 2 80 Pf, Solo 3 30 Pf, Solo 3 30 Pf System, Solo 3 30 Pfl System, Solo 3 40 Pf, Solo 3 40 Pf System, Solo 3 40 Pfl System, Solo 3 50 Pf, Solo 3 50 Pf System, Solo 3 50 Pfl System",Fan Combustion Chamber,"Solo 2, Solo 3",364977,"Solo 2 70 Pf,Solo 2 80 Pf,Solo 3 50 Pf,Solo 3 30 Pf,Solo 3 40 Pf,Solo 3 40 Pfl System,Solo 3 30 Pfl System,Solo 3 50 Pfl System,Solo 2 60 Pf,Solo 3 50 Pf System,Solo 3 40 Pf System,Solo 3 30 Pf System",231154BAX,Flange,N,,,,,,,,Genuine Baxi spare,,,,,,,
236,P796936,Baxi 7211823 flow regulator 10ltr,Baxi,66.38,"This Baxi 10L flow regulator is suitable for use in Duo-Tec 24 HE A and Platinum Combi 24 HE A boilers.  The bypass valve, or flow regulator, controls the direction and flow rate of fluid in heating and plumbing systems. These valves can act as checking valves, helping to prevent the drift of fluids into the wrong areas of a system.  As the UK’s leading parts specialist, Wolseley carries the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi 7211823 flow regulator 10ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/36/796936_wm.jpg,N,,N/A,N/A,n/a,,7211823,,N,,,,,,,,,,,,,,,
237,P788945,Baxi burner gasket,Baxi,4.05,"This Baxi burner gasket is for use in the burner section of Baxi's Duo-tec, Duo-tec ErP, Ecogen, Megaflo, Megaflo ErP, Platinum, Platinum +, Platinum ErP, System IE, Gold, Gold ErP, Heatmax, Promax, Promax ErP, Titanium and Titanium ErP boilers. The burner produces heat in a combustible heating appliance. In natural gas appliances gas is transferred to a valve and into the burner for ignition. The heat created is used to heat the water in the master heat exchanger. As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi burner gasket,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/45/788945_wm.jpg,N,"24 HE, 24 HE A, 24 HE LPG, 28 HE, 28 HE A, 28 HE LPG, 33 HE, 33 HE A, 33 HE LPG, 40 HE, 40 HE A, Duo-tec 24 Combi ErP, Duo-tec 28 Combi ErP, Duo-tec 28 LPG Combi ErP, Duo-tec 33 Combi ErP, Duo-tec 40 Combi ErP, Ecogen 24, Ecogen 24 LPG, 15 HE A System, 1",Gas Assembly,"Duo-tec, Duo-tec ErP, Ecogen, Megaflo, Megaflo ErP, Platinum, Platinum +, Platinum ErP, System IE, Gold, Gold ErP, Heatmax, Promax, Promax ErP, Titanium, Titanium ErP",H29044,"32 HE A System LPG,24 HE,Ecogen 24 LPG,28 HE A System LPG,Duo-tec 24 Combi ErP,32 HE A System,32 HE Sy,40 HE A,15 HE System,Duo-tec 28 LPG Combi ErP,Duo-tec 40 Combi ErP,33 HE A,24 HE A System,Duo-tec 28 Combi ErP,33 HE,15 HE A System,Ecogen 24,33 HE LPG",5114751,Burner Gasket,N,,,,,,,,,,,,,,,
238,P410005,Baxi insulation side panel,Baxi,9.61,"Side panel insulation for use in the combustion chamber of Baxi Combi, System IE, Main HE, Performa, Main Combi/Combi HE and System boilers.  The combustion chamber is a sealed box that contains the burner and electrodes along with combusted gases ready to be cleared by the appliance's fan.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi insulation side panel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/05/410005_wm.jpg,N,"Combi Instant 80E, 28 HE Megaflo System IE LPG, Main System 24 HE, Performa 24i HE, Combi Instant 105 HE, Main System 18 HE, Performa 28, Performa System 28HE, Combi Instant 105E, Performa 24 ECO HE, 24 HE Megaflo System IE LPG, Performa 24 ECO HE 2 Comp",Fan Combustion Chamber,"Combi, System IE, Main HE, Performa, Main Combi/ Combi HE, System",E66531,"24 HE,Combi 105 HE,Performa 28i,Combi Instant 105E,Combi 105E,28 HE,Performa 28,Combi Ins,Performa 24 ECO HE 2 Composite Block,18HE,Performa System 28HE,Combi Instant 80 HE,24 HE Megaflo System IE LPG,Combi Instant 105 HE,Performa System 28E,Combi 30 HE",248011,Insulation,N,,,,,,,,,,,,,,,
239,P420849,Baxi domestic hot water cartridge 12ltr,Baxi,33.27,"A Baxi replacement 12L DHW cartridge for the flow regulator of 100 range, Duo-tec 2, EcoBlue, EcoBlue ErP and Neta-tec boilers.  The flow regulator controls the direction and flow rate of fluid in heating and plumbing systems. These valves can act as checking valves, helping to prevent the drift of fluids into the wrong areas of a system.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi domestic hot water cartridge 12ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/49/420849_wm.jpg,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Baxi_EcoBlue_Plus_Combi_Installation.pdf,,,,,,,,,,,,,,
240,P797467,Baxi gasket with double lip,Baxi,4.05,"A Baxi brand spare, this double lip gasket is suitable for use in the heat exchanger of Duo-tec, Duo-tec ErP, Megaflo, Megaflo ErP, Platinum, Platinum +, Platinum ErP, System IE, Gold, Gold ErP, Heatmax, Promax, Promax ErP, Titanium and Titanium ErP boilers.  Washers, O-rings and gaskets are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need. Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi gasket with double lip,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/67/797467_wm.jpg,N,"24 HE, 24 HE A, 24 HE LPG, 28 HE, 28 HE A, 28 HE LPG, 33 HE, 33 HE A, 33 HE LPG, 40 HE, 40 HE A, Duo-tec 24 Combi ErP, Duo-tec 28 Combi ErP, Duo-tec 28 LPG Combi ErP, Duo-tec 33 Combi ErP, Duo-tec 40 Combi ErP, 15 HE A System, 15 HE System, 18 HE A Syste",Heat Exchanger,"Duo-tec, Duo-tec ErP, Megaflo, Megaflo ErP, Platinum, Platinum +, Platinum ErP, System IE, Gold, Gold ErP, Heatmax, Promax, Promax ErP, Titanium, Titanium ErP",H28990,"32 HE A System LPG,Duo-tec 33 Combi ErP,Megaflo System ErP 18,28 HE A System LPG,Duo-tec 24 Combi ErP,28 HE,18 HE A System LPG,24HE A,40 HE A,Megaflo Sys,Duo-tec 40 Combi ErP,Duo-tec 28 LPG Combi ErP,24 HE A System,18 HE System,28 HE System,24 HE System",5114774,Gasket,N,,,,,,,,,,,,,,,
241,P787951,Baxi gasket flue,Baxi,16.75,"This Baxi flue gasket kit is suitable for the installation of 100 He, 50 He, 80 He, Combi (Condensing), Solo HE and HE A, Main HE A, Main Heat ErP, Gold, Gold ErP, Precision, Promax, Promax SL and Promax SL ErP boilers.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among other sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.   As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi gasket flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/51/787951_wm.jpg,N,"100/2 He Plus, System 100 He Plus, 50 He Plus, 80 He Plus, Combi 100 He Plus, Combi 133 He Plus, Combi 80 He Plus, 12HE, 12HE A, 15HE, 15HE A, 18HE, 18HE A, 24HE, 24HE A, 30HE, 30HE A, 12HE IE, 15HE IE, 18HE IE, 24HE IE, 30HE IE, 12 ErP IE, 15 ErP IE, 18",Flue,"100 He, 50 He, 80 He, Combi (Condensing), Solo HE & HE A, Main HE A, Main Heat ErP, Gold, Gold ErP, Precision, Promax, Promax SL, Promax SL ErP",E24482,"12HE A,24 HE,Combi 80 He Plus,30 HE,12HE,System 100 He Plus,18HE A,100/2 He Plus,30 ErP IE,24HE IE,H 15,12 ErP IE,15 ErP IE,18 ErP IE,12HE IE,Gol,15HE A,Main 30 Heat ErP,Main 15 Heat ErP,24HE A,18HE,30HE A,15HE,Combi 133 He Plus,80 He Plus,30HE IE",241577,Flue Gasket Kit,N,,,,,,,,,,,,,,,
242,P424082,Baxi pressure switch pipe,Baxi,7.55,"This pipe is a spare part for Baxi's Performa and Combi boilers.  In a boiler a pipe either allows water into a heating unit, including the mains water supply and the pipework on a wall jig, or is found within an appliance and carries water between the various mechanisms that require it, including the diverter valve and heat exchanger.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi pressure switch pipe,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/82/424082_wm.jpg,N,"Combi Instant 80E, 28 HE LPG, 33 HE A, Duo-tec 24 Combi ErP, Duo-tec 28 Combi ErP, Megaflo System ErP 15, Platinum 33 Combi ErP, System 35/60, 15 HE Megaflo System IE, Gold Combi ErP 28, Gold System ErP 28, Combi 24 HE Plus, Combi 28 HE Plus, Combi 33 HE",Flue,"Combi, Duo-tec, Duo-tec ErP, Megaflo ErP, Platinum ErP, System, System IE, Gold ErP, Promax, Promax ErP, Megaflo, Platinum, Platinum +, Gold, Heatmax, Performa, Titanium, Titanium ErP, Megaflo IE ErP, Main Combi/ Combi HE",E66376,"40HE,24 HE,Combi 80 Eco,28 HE LPG,24 HE LPG,28 HE A System,32 HE System,Combi 105E,18 HE A System,Duo-tec 24 Combi ErP,32 HE A System,28 HE A,15 HE System,33 HE A,Duo-tec 28 Combi ErP,15 HE A System,Combi 80 Maxflue,Megaflo System ErP,Combi Instant 80E",247996,Pipe,N,,,,,,,,,,,,,,,
243,P789163,Baxi protection cap - electrode,Baxi,4.05,"This Baxi O-ring is suitable for use with Duo-tec, Duo-tec ErP, Ecogen, Megaflo, Megaflo ErP, Platinum, Platinum +, Platinum ErP, System IE, Gold, Gold ErP, Heatmax, Promax, Promax ErP, Titanium and Titanium ErP boilers. The washer, O-ring or gasket has a wide variety of uses throughout various sections within heating appliances, including in heat exchangers and gas valves. Used to create seals between pipework and other parts these gaskets help to prevent gas or water leaks. We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need. Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi protection cap - electrode,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/63/789163_wm.jpg,N,"24 HE, 24 HE A, 24 HE LPG, 28 HE, 28 HE A, 28 HE LPG, 33 HE, 33 HE A, 33 HE LPG, 40 HE, 40 HE A, Duo-tec 24 Combi ErP, Duo-tec 28 Combi ErP, Duo-tec 28 LPG Combi ErP, Duo-tec 33 Combi ErP, Duo-tec 40 Combi ErP, Ecogen 24, 15 HE A System, 15 HE System, 18",Gas Assembly,"Duo-tec, Duo-tec ErP, Ecogen, Megaflo, Megaflo ErP, Platinum, Platinum +, Platinum ErP, System IE, Gold, Gold ErP, Heatmax, Promax, Promax ErP, Titanium, Titanium ErP",H29085,"40HE,24 HE,Megaflo System ErP 15,28 HE LPG,24 HE LPG,32 HE System,28 HE A System,Combi 24 HE,Plat,18 HE A System,Duo-tec 24 Combi ErP,32 HE A System,Combi 40 HE,Combi 28 HE,28 HE A,15 HE System,33 HE A,Duo-tec 28 Combi ErP,33 HE,15 HE A System,33 HE LPG",5114772,Gasket,N,,,,,,,,,,,,,,,
244,P795785,Baxi Limit Thermostat 105C,Baxi,19.79,"This Baxi thermostat is designed for use with Baxi 100 Range, Baxi 600 Range, Baxi 800 Range, Duo-tec 2, EcoBlue, EcoBlue ErP, Megaflo 2, Neta-tec, Platinum 2, Main Eco Compact, Assure Range and Promax Ultra ErP boilers. The thermostat allows the user to change or set the temperature of your boiler. As well as wired thermostats, Wi-Fi enabled and wireless versions can also be used with selected boilers. We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi Limit Thermostat 105C,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/85/795785_wm.jpg,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Baxi_Megaflo_System_GA_Installation.pdf,,,,,,,,,,,,,,
245,P424739,Baxi 248093 control knob 80 eco,Baxi,7.3,"A Baxi spare, this control knob is a replacement part for use on the brand's Combi boilers.  Affixed to a spindle on the front of an appliance this knob allows for manual control of the boiler like temperature, function and mode changes.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi 248093 control knob 80 eco,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/39/424739_wm.jpg,N,Combi 80 Eco,Control Panel,Combi,E66455,Combi 80 Eco,248093,Control Knob,N,,,,,,,,,,,,,,,
246,P797069,Baxi pipe condensate discharge,Baxi,4.15,"A Baxi spare, this condensate discharge pipe is suitable for use in Duo-tec 2, Megaflo and Neta-tec boilers.  The condensate trap holds discharge that accumulates in the primary heating or cooling system caused by changes in pressure and temperature. A discharge pipe connected to the condensate trap sends held water out of the property. This pipe is ordinarily made of plastic that can withstand the low levels of acid present due to CO2 from the combustion process dissolving in the water.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi pipe condensate discharge,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/69/797069_wm.jpg,N,"Duo-tec 2 Combi 40, Megaflo 2 System 24 Compact GA, Neta-tec Combi 24 GA, Neta-tec Combi 28 GA, Neta-tec Plus Combi 24 GA, Megaflo 2 System 15 Compact GA, Neta-tec Plus Combi 33 GA, Duo-tec 2 Combi 28 Compact, Neta-tec Combi 33 GA, Neta-tec Plus Combi 28",Gas Assembly,Neta-tecMegaflo 2Duo-tec 2,726830,,710079501,Condensate Discharge Pipe,N,,,,,,,,,,,,,,,
247,P425060,Baxi quick blow fuse 4amp,Baxi,1.18,"This Baxi quick blow fuse is for use in the control panel of Bermuda, Solo 2, Solo 3 and Bermuda Inset 2 boilers.  The boiler control panel usually features control knobs and a digital display for switching the boiler on and off, viewing fault info and setting modes.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi quick blow fuse 4amp,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/60/425060_wm.jpg,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Baxi_Heat_Solo_3_PF_Installation.pdf,,,,,,,,,,,,,,
248,P788185,Baxi door seals - spares,Baxi,15.1,"This Baxi door seal kit is for use with the brand's 100 He, 50 He, 80 He, Barcelona, Combi (Condensing), Platinum, Solo HE and HE A, Main HE A, Main Heat ErP, Gold, Gold ErP, Precision, Promax, Promax SL and Promax SL ErP boilers.  A boiler's casing will vary depending on the appliance with manufacturers attempting to make them as user-friendly and as robust as possible. As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi door seals - spares,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/85/788185_wm.jpg,N,"100 He, 100/2 He Plus, System 100 He Plus, 50 He Plus, 80 He Plus, Barcelona, Barcelona System, Combi 100 He Plus, Combi 133 He Plus, Combi 80 He Plus, 15 HE, 24 HE, 12HE, 12HE A, 15HE, 15HE A, 18HE, 18HE A, 24HE, 24HE A, 30HE, 30HE A, 12HE IE, 15HE IE,",Casing,"100 He, 50 He, 80 He, Barcelona, Combi (Condensing), Platinum, Solo HE & HE A, Main HE A, Main Heat ErP, Gold, Gold ErP, Precision, Promax, Promax SL, Promax SL ErP",E06084,"12HE A,Main 12 Heat ErP,24 HE,12HE IE,30 He Plus,50 He Plus,Gold Heat ErP 18,System 100 He Plus,Main 30 Heat ErP,Gold Heat ErP 15,BG Precision,24HE A,18HE A,30HE A,24 He Plus,H 24,24 ErP IE,12 ErP IE,Barcelona System,H 18,15/2 He Plus",242483,Door Seal Kit,N,,,,,,,,,,,,,,,
249,P795781,Baxi Cable Fixing,Baxi,16.55,"This Baxi cable fixing is designed for use in Baxi 100 Range, Duo-tec 2, EcoBlue, EcoBlue ErP, Megaflo 2, Neta-tec, Platinum 2 and Promax Ultra ErP boilers. To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi Cable Fixing,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/81/795781_wm.jpg,N,"Baxi 124 Combi, Baxi 128 Combi, Duo-tec 2 Combi 24, Duo-tec 2 Combi 24 GA, Duo-tec 2 Combi 28, Duo-tec 2 Combi 28 Compact, Duo-tec 2 Combi 28 GA, Duo-tec 2 Combi 33 GA, Duo-tec 2 Combi 40, Duo-tec 2 Combi 40 GA, EcoBlue Advance Combi 24, EcoBlue Advance",Control Panel,"Baxi 100 Range, Duo-tec 2, EcoBlue, EcoBlue ErP, Megaflo 2, Neta-tec, Platinum 2, Promax Ultra ErP",H90410,"EcoBlue Combi 28,EcoBlue System 15,EcoBlue Advance Combi ErP 33,Duo-tec 2 Combi 28,EcoBlue Combi ErP 33,Baxi 128 Combi,EcoBlue Advance Combi ErP 40,Duo-tec 2 Combi 24,EcoBlue,Duo-tec 2 Combi 40,EcoBlue Combi ErP 28,EcoBlue System 24,Duo-tec 2 Combi 28 GA",720760901,Cable Fixing,N,,,,,,,,,,,,,,,
250,P425386,Baxi kit fibre washer and locknut,Baxi,13.11,"This Baxi O-ring is suitable for use with 100 He, 50 He, 80 He, Barcelona, Combi, Combi (Condensing), Platinum, Solo HE and HE A, System IE, Main Combi/Combi HE, Main HE, Main HE A, Main Heat ErP, Gold, Gold ErP, Performa, Precision, Promax, Promax SL and Promax SL ErP boilers. The washer, O-ring or gasket has a wide variety of uses throughout various sections within heating appliances, including in heat exchangers and gas valves. Used to create seals between pipework and other parts these gaskets help to prevent gas or water leaks. We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need. Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi kit fibre washer and locknut,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/86/425386_wm.jpg,N,"100 He, 100/2 He Plus, System 100 He Plus, 50 He Plus, 80 He Plus, Barcelona System, Combi 105 HE, Combi Instant 105 HE, Combi Instant 80 HE, Combi 100 He Plus, Combi 130 He, Combi 133 He Plus, Combi 80 He Plus, 15 HE, 24 HE, 12HE A, 15HE A, 18HE A, 24HE",Hydraulics,"100 He, 50 He, 80 He, Barcelona, Combi, Combi (Condensing), Platinum, Solo HE & HE A, System IE, Main Combi/ Combi HE, Main HE, Main HE A, Main Heat ErP, Gold, Gold ErP, Performa, Precision, Promax, Promax SL, Promax SL ErP",E24462,"12HE A,Combi 105 HE,28 HE Megaflo System IE LPG,Combi 80 He Plus,15/2 He Plu,15HE A,Main 24 Heat ErP,50 He Plus,Main 30 Heat ErP,Gold Heat ErP 24,24HE A,18HE A,18HE,100 HE,30 ErP IE,Performa 24i HE,H 24,Combi Instant 105 HE,Combi 30 HE",244738,Washer & Nut Kit,N,,,,,,,,,,,,,,,
