,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Range,Hazardous,Sheath Colour,Voltage Rating,Cross Sectional Area (mm),Conductor Strand Type,Pack Length,Harmonised Code,Pack Type,Conductor Material,Insulation Material,Number of Cores,Number of Strands,Operating Temperature Range (C),Outer Diameter,Sheath Material,Strands Size,Standards,Supplier Product Code,Type,WEEE Compliant,Feature 1,Diameter,Pack Quantity,Colour,Depth (mm),Back Box Type,Material,Number of Gangs,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Amps,Voltage (V),Ways,Application,Size,Dimensions (L x W x D)
53,PM10007,Doncaster YY 3 core 550mtr rl per reel Grey,Doncaster,86.02,"Suitable for use as an interconnecting cable, this Doncaster YY 8.2mm power cable, supplied on a 550M reel, is manufactured for the measurement, control or regulation of the control equipment used on assembly and production lines. It is also suitable for use in conveyors or for computer units and, thanks to its flexibility, this cable is particularly recommended for linking fixed mobile equipment. Suitable for use indoors in dry or moist atmospheres, YY class 5 annealed copper cable is also well-protected enough for outdoor applications.",Trade Essentials/Electrical Essentials/Electrical Essentials.csv -> Doncaster YY 3 core 550mtr rl per reel Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/07/NW-M10007_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/da/ta/Doncaster_YY_Control_Technical_Data.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PM09998,Doncaster SY sy 1.5mm 4 core 50mtr rl per reel Clear,Doncaster,154.68,"Supplied in a 50M reel, this Doncaster SY 11.5mm power cable can be used as an interconnecting cable suitable for measurement, control or regulation in control equipment on assembly and production lines, in conveyors or for computer units. Popular for building and construction, rail and transport infrastructure, transmission and automation and process control applications, this cable is occasionally used in fixed installations under light mechanical stress. Well protected, SY cable can be used outdoor, however it is more commonly selected for indoor use in dry or moist conditions.",Trade Essentials/Electrical Essentials/Electrical Essentials.csv -> Doncaster SY sy 1.5mm 4 core 50mtr rl per reel Clear,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/98/NW-M09998_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/da/ta/Doncaster_SY_Control_Technical_Data.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PM10005,Doncaster SY sy 2.5mm 3 core 50mtr rl per reel Clear,Doncaster,183.14,"Supplied in a 50M reel, this Doncaster SY 11.7mm power cable can be used as an interconnecting cable suitable for measurement, control or regulation in control equipment on assembly and production lines, in conveyors or for computer units. Popular for building and construction, rail and transport infrastructure, transmission and automation and process control applications, this cable is occasionally used in fixed installations under light mechanical stress. Well protected, SY cable can be used outdoor, however it is more commonly selected for indoor use in dry or moist conditions.",Trade Essentials/Electrical Essentials/Electrical Essentials.csv -> Doncaster SY sy 2.5mm 3 core 50mtr rl per reel Clear,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/06/NW-M10005_M10006_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/da/ta/Doncaster_SY_Control_Technical_Data.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PE01115,Doncaster 3184Y 4 core electrical cable 0.75mm2 reel 100mtr White,Doncaster,1.8,"Ordinary duty flexible cords are used where the risk of mechanical damage and mechanical stresses is normal, i.e. when cables are subject to low mechanical stresses in the areas of application, and the risk of mechanical damage is low, as is the case to be expected in the normal use of small to medium size equipment in domestic and commercial as well as in light industrial premises. Examples of appliances that use ordinary duty flexible cords include vacuum cleaners, toasters, washing machines, refrigerators, dryers and televisions.",Trade Essentials/Electrical Essentials/Electrical Essentials.csv -> Doncaster 3184Y 4 core electrical cable 0.75mm2 reel 100mtr White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/15/NW-E01113_E01115_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Doncaster_318_Y_Cables_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PM10003,Doncaster CY cy 1.5 4core scrnd 50mtr rl per reel Grey,Doncaster,150.68,"Supplied in a 50M reel, this Doncaster CY 9.2mm power cable can be used as an interconnecting cable suitable for measurement, control or regulation in control equipment on assembly and production lines, in conveyors or for computer units. Because the cable's shielding reduces electromagnetic interference, it is especially suited to data transmission tasks. Well protected, CY cable can be used outdoor, however it is more commonly selected for indoor use in dry or moist conditions.",Trade Essentials/Electrical Essentials/Electrical Essentials.csv -> Doncaster CY cy 1.5 4core scrnd 50mtr rl per reel Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/03/NW-M10003_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/da/ta/Doncaster_CY_Control_Technical_Data.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PE01131,Doncaster 3185Y 5 core electrical cable 0.75mm2 reel 100mtr White,Doncaster,2.32,"Ordinary duty flexible cords are used where the risk of mechanical damage and mechanical stresses is normal, i.e. when cables are subject to low mechanical stresses in the areas of application, and the risk of mechanical damage is low, as is the case to be expected in the normal use of small to medium size equipment in domestic and commercial as well as in light industrial premises. Examples of appliances that use ordinary duty flexible cords include vacuum cleaners, toasters, washing machines, refrigerators, dryers and televisions.",Trade Essentials/Electrical Essentials/Electrical Essentials.csv -> Doncaster 3185Y 5 core electrical cable 0.75mm2 reel 100mtr White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/31/NW-E01131_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Doncaster_318_Y_Cables_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PM10011,Doncaster CY cy 1.0 2core scrnd 50mtr rl per reel Grey,Doncaster,68.88,"Suitable for use as an interconnecting cable, this Doncaster CY 7.5mm power cable, supplied on a 50M reel, is manufactured for the measurement, control or regulation of the control equipment used on assembly and production lines. It is also suitable for use in conveyors or for computer units and, with shielding that will reduce electromagnetic interference, this cable is particularly recommended for use in data transmission. Suitable for use indoors in dry or moist atmospheres, CY class 5 annealed copper cable is also well-protected enough for outdoor applications.",Trade Essentials/Electrical Essentials/Electrical Essentials.csv -> Doncaster CY cy 1.0 2core scrnd 50mtr rl per reel Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/11/NW-M10011_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/da/ta/Doncaster_CY_Control_Technical_Data.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,P617011,Specialised Wiring ring terminal 5.3mm Blue (100),Specialised Wiring,0.06,"These Specialised Wiring pre-insulated ring terminals are manufactured in a pure electrolytic copper allowing for excellent electrical conductivity. The barrel internal surfaces are rifled, for good contact with conductor strands, and terminal annealed after final machining.",Trade Essentials/Electrical Essentials/Electrical Essentials.csv -> Specialised Wiring ring terminal 5.3mm Blue (100),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/12/NW-617011_617012_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_r/ev/SWA_Ring_Terminals_Rev.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,P617081,Specialised Wiring ALT cable gland 6-12mm Black (1),Specialised Wiring,0.32,This Specialised Wiring ALT 20mm diameter insulated cable gland is made using brass for excellent resistance to a wide variety of substances.,Trade Essentials/Electrical Essentials/Electrical Essentials.csv -> Specialised Wiring ALT cable gland 6-12mm Black (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/81/617081_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/SWA_Accessories_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,P617043,Specialised Wiring push on terminal female 6.3mm Blue (100),Specialised Wiring,0.08,"These Specialised Wiring pre-insulated push-on female terminals are manufactured in a pure electrolytic copper allowing for excellent electrical conductivity. The barrel internal surfaces are rifled, for good contact with conductor strands, and terminal annealed after final machining.",Trade Essentials/Electrical Essentials/Electrical Essentials.csv -> Specialised Wiring push on terminal female 6.3mm Blue (100),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/43/NW-617043_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/SWA_Cable_Termination_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PE01090,Doncaster 3093Y 3 core heat resisting electrical cable 1.5mm per metre,Doncaster,2.93,"Heat resisting ordinary duty flexible cords are used where the risk of mechanical damage and mechanical stresses is normal, i.e. when cables are subject to low mechanical stresses in the areas of application, and the risk of mechanical damage is low, as is the case to be expected in the normal use of small to medium size equipment in domestic and commercial as well as in light industrial premises. Examples of appliances that use heat resisting ordinary duty flexible cords are portable tools, immersion heaters, washing machines, cookers and refrigerators; especially in higher temperature zones.",Trade Essentials/Electrical Essentials/Electrical Essentials.csv -> Doncaster 3093Y 3 core heat resisting electrical cable 1.5mm per metre,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/91/NW-E01090_E01091_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Doncaster_309_Y_Cables_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PN90757,Marshall Tufflex MMT5 mini trunking 20 x 25mm,Marshall Tufflex,13.09,"Protecting cables while also offering space for other electrical equipment, Marshall Tufflex MMT5WH 20 x 25mm mini trunking is supplied in a 3M length. Finished in simple, clean white, this trunking is made of unplasticised polyvinyl chloride, or PVC-u and includes pre-galvanised surface protection.",Trade Essentials/Electrical Essentials/Electrical Essentials.csv -> Marshall Tufflex MMT5 mini trunking 20 x 25mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/57/NW-N90757_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/MarshallTufflex_PVCU_Trunk_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PE01104,Doncaster 3093Y 3093Y 3 core heat resisting electrical cable 2.5mm2 reel 50mtr White,Doncaster,4.96,"Heat resisting ordinary duty flexible cords are used where the risk of mechanical damage and mechanical stresses is normal, i.e. when cables are subject to low mechanical stresses in the areas of application, and the risk of mechanical damage is low, as is the case to be expected in the normal use of small to medium size equipment in domestic and commercial as well as in light industrial premises. Examples of appliances that use heat resisting ordinary duty flexible cords are portable tools, immersion heaters, washing machines, cookers and refrigerators; especially in higher temperature zones.",Trade Essentials/Electrical Essentials/Electrical Essentials.csv -> Doncaster 3093Y 3093Y 3 core heat resisting electrical cable 2.5mm2 reel 50mtr White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/04/NW-E01104_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Doncaster_309_Y_Cables_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,P408823,Omegaflex Junction Boxes 4-terminal small junction box 20A (1 per Pack),Omegaflex,2.25,"Made of a white thermoset urea, this 27mm height Omega 60mm diameter four terminal junction box is suitable for downlighters used in domestic, commercial or industrial premises.",Trade Essentials/Electrical Essentials/Electrical Essentials.csv -> Omegaflex Junction Boxes 4-terminal small junction box 20A (1 per Pack),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/23/408823_wm.jpg,,,Junction Boxes,N,,,,,,,,,,,,,,,,,0106-8043,Junction Box,N,Optional entry positions,,1 per Pack,White,,,Thermoset Urea,,With pillar-type terminals,Suitable for downlighters,Suitable for domestic use,Suitable for commercial and industrial use,,,,,,,,,,,,,,,,,,DomesticIndustrialCommercial,60 mm (Dia) x 27 mm (H),
67,P408696,Omegaflex OMEGA 3 terminal junction box 30a (10),Omegaflex,2.83,This 30A rated Omega junction box is made of thermoset urea and offers three pillar-type terminals.,Trade Essentials/Electrical Essentials/Electrical Essentials.csv -> Omegaflex OMEGA 3 terminal junction box 30a (10),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/96/NW-408696_wm.jpg,,,OMEGA,N,,,,,,,,,,,,,,,,,2748-6988,Junction Box,N,30A current rating,,10,White,,,Thermoset Urea,,Surface-mounted,3x pillar-type terminals,Optional entry positions,CE compliant 93/68/EEC,Meets BS EN 9001 standard,,,,,,,,,,,,,,,,,,90 (Dia) x 90 (W) x 38 mm (D),
68,P617035,Specialised Wiring UPVC Fixing Band 12mm x 10mtr Galvanised Steel,Specialised Wiring,19.22,"Offering hidden inner strength, this Specialised Wiring 10M all round fixing band has a hardwearing galvanised finish. Pre-wired, this strong, versatile band minimises waste.",Trade Essentials/Electrical Essentials/Electrical Essentials.csv -> Specialised Wiring UPVC Fixing Band 12mm x 10mtr Galvanised Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/35/NW-617035_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/SWA_Fixing-Band_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/SWA_Fixing-Band_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,P617044,Specialised Wiring push on terminal male 6.3mm Blue (100),Specialised Wiring,0.07,"These Specialised Wiring pre-insulated push-on male terminals are manufactured in a pure electrolytic copper allowing for excellent electrical conductivity. The barrel internal surfaces are rifled, for good contact with conductor strands, and terminal annealed after final machining.",Trade Essentials/Electrical Essentials/Electrical Essentials.csv -> Specialised Wiring push on terminal male 6.3mm Blue (100),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/44/NW-617044_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/SWA_Cable_Termination_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PE01114,Doncaster 3093Y 3093Y 3 core heat resisting electrical cable 1.0mm2 reel 50mtr White,Doncaster,2.12,"Heat resisting ordinary duty flexible cords are used where the risk of mechanical damage and mechanical stresses is normal, i.e. when cables are subject to low mechanical stresses in the areas of application, and the risk of mechanical damage is low, as is the case to be expected in the normal use of small to medium size equipment in domestic and commercial as well as in light industrial premises. Examples of appliances that use heat resisting ordinary duty flexible cords are portable tools, immersion heaters, washing machines, cookers and refrigerators; especially in higher temperature zones.",Trade Essentials/Electrical Essentials/Electrical Essentials.csv -> Doncaster 3093Y 3093Y 3 core heat resisting electrical cable 1.0mm2 reel 50mtr White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/15/NW-E01113_E01115_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Doncaster_309_Y_Cables_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,P617041,Specialised Wiring push on terminal female 6.3mm Red (100),Specialised Wiring,0.07,"These Specialised Wiring pre-insulated push-on female terminals are manufactured in a pure electrolytic copper allowing for excellent electrical conductivity. The barrel internal surfaces are rifled, for good contact with conductor strands, and terminal annealed after final machining.",Trade Essentials/Electrical Essentials/Electrical Essentials.csv -> Specialised Wiring push on terminal female 6.3mm Red (100),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/41/NW-617041_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/SWA_Cable_Termination_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PE01113,Doncaster 3183Y 3183Y 3 core electrical cable 0.75mm2 reel 50mtr White,Doncaster,1.43,"Ordinary duty flexible cords are used where the risk of mechanical damage and mechanical stresses is normal, i.e. when cables are subject to low mechanical stresses in the areas of application, and the risk of mechanical damage is low, as is the case to be expected in the normal use of small to medium size equipment in domestic and commercial as well as in light industrial premises. Examples of appliances that use ordinary duty flexible cords include vacuum cleaners, toasters, washing machines, refrigerators, dryers and televisions.",Trade Essentials/Electrical Essentials/Electrical Essentials.csv -> Doncaster 3183Y 3183Y 3 core electrical cable 0.75mm2 reel 50mtr White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/15/NW-E01113_E01115_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Doncaster_318_Y_Cables_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
