,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Connection Size,Connection Type,Diameter,Operating Temperature,Range,Hazardous,Approvals,Equal / Unequal,Angle,End Connection A size,End Connection C size,Gender,Material,Size,Connection Type 1,Connection Type 2,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Attachment 2,Attachment 3,End Connection B size,Colour,Application,Handle Type,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Warranty,Output,Range For Use With,Attachment 8,Attachment 9,Material Type,Pack Quantity,Nut Types,Dimensions mm (H x W x D),Part Gas Council number,Feature 9,Feature 10,Washer Type,Screw / Bolt Type,Set Type,Screw / Bolt Length,Screw / Bolt Sizes,Drive,Bolt Type,Total Pack Quantity,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Wall Thickness (mm),Weight,Depth (mm),Flue Type,Boiler Bundles,Flue Diameter,Flue Length,Flue Size,By Model Number,Grade,Min Outlet Pressure,Max Outlet Pressure,Connection Gender,Standards,Flow Rate,Fuel Type,Energy Rating,Efficiency (SAP 2009),Mounting Type,Feature 20,Feature 21,Feature 22,Attachment 10,Connection Size (mm),Actuator Type,Number of Ports,Operator Type,Seal Material,Enclosure Class
790,PT83913,JET Range zinc plated high tensile screw set (grade 8.8) 60mm (m12) (100 per bag),JET Range,2.09,This JET Range set M12 x 60mm screw is made of heat-treated steel with a bright zinc-plated (BZP) finish.,School's Out/School's Out.csv -> JET Range zinc plated high tensile screw set (grade 8.8) 60mm (m12) (100 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/13/NW-T83913_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,PM97825,JET Range J-Flex BSP screwed pump flexible/bellow - PN16 - 15mm,JET Range,45.02,"Designed for use in HVAC installation, this JET Range J-Flex EPDM rubber expansion joint with 15mm bore absorbs vibration and noise transference through pipework, helping to prevent damage to plant equipment. This tied flanged unit is made of spherical-moulded, nylon-reinforced EPDM for high isolation efficiency and noise absorption.",School's Out/School's Out.csv -> JET Range J-Flex BSP screwed pump flexible/bellow - PN16 - 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/30/NW-M97825_M97830_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Jet Screwed Pump Flexibles_Data Sheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/M97802_M97830 Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,PT87165,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 150mm (m16) (25 per bag),JET Range,10.25,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,School's Out/School's Out.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 150mm (m16) (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/65/NW-T87150_T87165_wm.jpg,,,,,,XOX,N,,,,,,,Steel,M16 x 150mm,,,HTBMET01600150Z,Assortment Sets,N,Reliable,Easy to replace,Made of grade 8.8 steel,Bright zinc plated,,,,,,,,,,,,,,,,,,,,BZP Steel,25 per bag,Hex Nut,,,,,,Hex Head Bolt,Nut and Bolt,150,M16,Hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,PT83770,JET Range bright zinc plated screw set (grade 8.8) 45mm (m20) (25 per bag),JET Range,6.96,This JET Range set M20 x 45mm screw is made of steel with a bright zinc-plated (BZP) finish.,School's Out/School's Out.csv -> JET Range bright zinc plated screw set (grade 8.8) 45mm (m20) (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/75/NW-T83770_T83775_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,PT87174,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 65mm (m20) (25 per bag),JET Range,9.69,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,School's Out/School's Out.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 65mm (m20) (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/79/NW-T87170_T87179_wm.jpg,,,,,,XOX,N,,,,,,,Steel,M20 x 65mm,,,HTBMET02000065Z,Assortment Sets,N,Reliable,Easy to replace,Made of grade 8.8 steel,Bright zinc plated,,,,,,,,,,,,,,,,,,,,,25 per bag,Hex Nut,,,,,,Hex Head Bolt,Nut and Bolt,65,M20,Hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,P635845,Center CB 635845 integral solder ring reducer 54 x 42mm,Center CB,34.67,"Constructed for ease of handling, this Center CB 54 x 42mm integral solder ring (ISR) reducer is compact and lightweight with a smooth design to reduce flow restrictions. Ensuring a clean finish if used on exposed piping, this easy to install precision-made fitting is designed with high quality solder incorporated into each capillary socket, meaning that a reliable joint is created without the requirement to end feed. A solder joint is created through the principle of capillary action. When fitting and tube are heated to the correct temperature, the solder becomes molten, allowing it to be drawn into the gap between the two for a tough, reliable joint.",School's Out/School's Out.csv -> Center CB 635845 integral solder ring reducer 54 x 42mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/45/NW-635828_635845_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/635845_Center _Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,PT83743,JET Range bright zinc plated set screw (grade 8.8) 50mm (m12) (100 per bag),JET Range,1.89,This JET Range set M12 x 50mm screw is made of steel with a bright zinc-plated (BZP) finish.,School's Out/School's Out.csv -> JET Range bright zinc plated set screw (grade 8.8) 50mm (m12) (100 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/43/NW-T83743_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,PT83724,JET Range bright zinc plated set screw (grade 8.8) 25mm (m10) (200 per bag),JET Range,0.82,This JET Range set M10 x 25mm screw is made of steel with a bright zinc-plated (BZP) finish.,School's Out/School's Out.csv -> JET Range bright zinc plated set screw (grade 8.8) 25mm (m10) (200 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/27/NW-T83723_T83727_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,PM97928,JET Range Stud Bolt stud bolt BZP M10 70mm (500),JET Range,0.59,"Manufactured in 4.8 grade BZP-coated mild steel, this JET Range M10 x 70mm stud bolt offers fast, consistent and high quality installation. Pre-cut to the most commonly used sizes, these stud bolts save on time and waste and ensure unbeatable accuracy.",School's Out/School's Out.csv -> JET Range Stud Bolt stud bolt BZP M10 70mm (500),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/32/NW-M97924_M97932_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_M97924-32_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,PK74446,JET Range 51 wheel head gate valve (BSP) PN20 25mm Bronze,JET Range,111.42,"This JET Range 51 gate valve is designed for isolating pipelines. With 25mm BSP tapered female connections, the valve includes a bronze body, wedge, screwed bonnet, non-rising stem and wheel handle. A gate valve, also known as a sluice valve, opens by lifting a barrier out of the path of a fluid. Gate valves normally require minimal space along the pipe axis and offer minimal flow restriction when fully open. A multiturn valve, operation of a gate valve is carried out via a threaded stem, turning multiple times to change position.",School's Out/School's Out.csv -> JET Range 51 wheel head gate valve (BSP) PN20 25mm Bronze,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/51/NW-K74442_K74451_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Jet_Valve_Guide_2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Jet_JET51_JET51LS_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,PT83910,JET Range half turn screw set grade 8.8 M10 x 60mm Zinc Plated (100 per bag),JET Range,1.75,This JET Range set M10 x 60mm screw is made of heat-treated steel with a bright zinc-plated (BZP) finish.,School's Out/School's Out.csv -> JET Range half turn screw set grade 8.8 M10 x 60mm Zinc Plated (100 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/10/NW-T83910_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,P635878,Center CB 635878 integral solder ring reducing tee 35 x 35 x 22mm,Center CB,25.71,"Constructed for ease of handling, this Center CB 35 x 35 x 22mm integral solder ring (ISR) reducing tee is compact and lightweight with a smooth design to reduce flow restrictions. Ensuring a clean finish if used on exposed piping, this easy to install precision-made fitting is designed with high quality solder incorporated into each capillary socket, meaning that a reliable joint is created without the requirement to end feed. A solder joint is created through the principle of capillary action. When fitting and tube are heated to the correct temperature, the solder becomes molten, allowing it to be drawn into the gap between the two for a tough, reliable joint.",School's Out/School's Out.csv -> Center CB 635878 integral solder ring reducing tee 35 x 35 x 22mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/79/NW-635874_635879_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/635878_Center _Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,PM97818,JET Range J-Flex anti-tamper tied flanged pump flexible/bellow - PN16 - 65mm,JET Range,186.44,"Designed for use in HVAC installation, this JET Range J-Flex EPDM rubber expansion joint with 65mm bore absorbs vibration and noise transference through pipework, helping to prevent damage to plant equipment. This tied flanged unit is made of spherical-moulded, nylon-reinforced EPDM for high isolation efficiency and noise absorption.",School's Out/School's Out.csv -> JET Range J-Flex anti-tamper tied flanged pump flexible/bellow - PN16 - 65mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/24/NW-M97815_M97824_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Jet Tied Pump Flexibles_Data Sheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/M97802_M97830 Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
