,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Hazardous,Spray Angle,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2
31,P732931,Danfoss ES H04922M 00.60 x 80 es nozzle kerosene,Danfoss,7.82,"Suitable for domestic high-pressure oil burners, this Danfoss ES oil nozzle is designed to operate with kerosene. Fitted with sintered bronze filters, this brass nozzle offers a spray angle of 80°.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss ES H04922M 00.60 x 80 es nozzle kerosene,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/31/NW-732931_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_EH_ES_Technical.pdf,,,,,,,
32,P732941,Danfoss OD-S 00.65 x 60 s nozzle,Danfoss,7.82,"Suitable for domestic and commercial use, this Danfoss OD-S oil nozzle is designed for use in high-pressure oil burners using light or heavy fuel. This brass nozzle offers a 60° spray angle.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss OD-S 00.65 x 60 s nozzle,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/41/NW-732941_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_OD_Technical.pdf,,,,,,,
33,P732909,Danfoss ES H04920X 00.50 x 80 es nozzle kerosene,Danfoss,7.82,"Suitable for domestic high-pressure oil burners, this Danfoss ES oil nozzle is designed to operate with kerosene. Fitted with sintered bronze filters, this brass nozzle offers a spray angle of 80°.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss ES H04920X 00.50 x 80 es nozzle kerosene,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/09/NW-732909_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_EH_ES_Technical.pdf,,,,,,,
34,P732925,Danfoss EH H04932P 00.60 x 60 eh nozzle kerosene,Danfoss,7.82,"Suitable for domestic high-pressure oil burners, this Danfoss EH oil nozzle is designed to operate with kerosene. Fitted with sintered bronze filters, this brass nozzle offers a spray angle of 60°.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss EH H04932P 00.60 x 60 eh nozzle kerosene,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/25/NW-732925_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_EH_ES_Technical.pdf,,,,,,,
35,P732982,Danfoss EH H04946V 01.00 x 80 eh nozzle kerosene,Danfoss,7.82,"Suitable for domestic high-pressure oil burners, this Danfoss EH oil nozzle is designed to operate with kerosene. Fitted with sintered bronze filters, this brass nozzle offers a spray angle of 80°.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss EH H04946V 01.00 x 80 eh nozzle kerosene,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/82/NW-732982_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_EH_ES_Technical.pdf,,,,,,,
36,P733069,Danfoss OD-S 02.00 x 45 s nozzle,Danfoss,7.82,"Suitable for domestic and commercial use, this Danfoss OD-S oil nozzle is designed for use in high-pressure oil burners using light or heavy fuel. This brass nozzle offers a 45° spray angle.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss OD-S 02.00 x 45 s nozzle,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/69/NW-733069_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_OD_Technical.pdf,,,,,,,
37,P732939,Danfoss ES H04913L 00.65 x 60 es nozzle kerosene,Danfoss,7.82,"Suitable for domestic high-pressure oil burners, this Danfoss ES oil nozzle is designed to operate with kerosene. Fitted with sintered bronze filters, this brass nozzle offers a spray angle of 60°.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss ES H04913L 00.65 x 60 es nozzle kerosene,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/39/NW-732939_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_EH_ES_Technical.pdf,,,,,,,
38,P733001,Danfoss OD-S H04211U 01.20 x 60 s nozzle,Danfoss,7.82,"Suitable for domestic and commercial use, this Danfoss OD-S oil nozzle is designed for use in high-pressure oil burners using light or heavy fuel. This brass nozzle offers a 60° spray angle.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss OD-S H04211U 01.20 x 60 s nozzle,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/01/NW-733001_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_OD_Technical.pdf,,,,,,,
39,P732975,Danfoss OD-S 01.00 x 45 s nozzle,Danfoss,7.82,"Suitable for domestic and commercial use, this Danfoss OD-S oil nozzle is designed for use in high-pressure oil burners using light or heavy fuel. This brass nozzle offers a 45° spray angle.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss OD-S 01.00 x 45 s nozzle,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/75/NW-732975_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_OD_Technical.pdf,,,,,,,
40,P732938,Danfoss EH 00.65 x 60 eh nozzle kerosene,Danfoss,7.82,"Suitable for domestic high-pressure oil burners, this Danfoss EH oil nozzle is designed to operate with kerosene. Fitted with sintered bronze filters, this brass nozzle offers a spray angle of 60°.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss EH 00.65 x 60 eh nozzle kerosene,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/38/NW-732938_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_EH_ES_Technical.pdf,,,,,,,
41,P732914,Danfoss EH H04931N 00.55 x 60 eh nozzle kerosene,Danfoss,7.82,"Suitable for domestic high-pressure oil burners, this Danfoss EH oil nozzle is designed to operate with kerosene. Fitted with sintered bronze filters, this brass nozzle offers a spray angle of 60°.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss EH H04931N 00.55 x 60 eh nozzle kerosene,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/14/NW-732914_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_EH_ES_Technical.pdf,,,,,,,
42,P732990,Danfoss ES 01.10 x 60 es nozzle kerosene,Danfoss,7.82,"Suitable for domestic high-pressure oil burners, this Danfoss ES oil nozzle is designed to operate with kerosene. Fitted with sintered bronze filters, this brass nozzle offers a spray angle of 60°.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss ES 01.10 x 60 es nozzle kerosene,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/90/NW-732990_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_EH_ES_Technical.pdf,,,,,,,
43,P732891,Danfoss ES 00.40 x 60 es nozzle kerosene,Danfoss,7.82,"Suitable for domestic high-pressure oil burners, this Danfoss ES oil nozzle is designed to operate with kerosene. Fitted with sintered bronze filters, this brass nozzle offers a spray angle of 60°.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss ES 00.40 x 60 es nozzle kerosene,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/91/NW-732891_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_EH_ES_Technical.pdf,,,,,,,
44,P732958,Danfoss OD-H 00.75 x 80 h nozzle,Danfoss,7.82,"Suitable for domestic and commercial use, this Danfoss OD-H oil nozzle is designed for use in high-pressure oil burners using light or heavy fuel. This brass nozzle offers an 80° spray angle.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss OD-H 00.75 x 80 h nozzle,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/58/NW-732958_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_OD_Technical.pdf,,,,,,,
45,P733013,Danfoss OD-S H04212V 01.25 x 60 s nozzle,Danfoss,7.82,"Suitable for domestic and commercial use, this Danfoss OD-S oil nozzle is designed for use in high-pressure oil burners using light or heavy fuel. This brass nozzle offers a 60° spray angle.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss OD-S H04212V 01.25 x 60 s nozzle,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/13/NW-733013_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_OD_Technical.pdf,,,,,,,
46,P732985,Danfoss OD-S 01.00 x 80 s nozzle,Danfoss,7.82,"Suitable for domestic and commercial use, this Danfoss OD-S oil nozzle is designed for use in high-pressure oil burners using light or heavy fuel. This brass nozzle offers an 80° spray angle.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss OD-S 01.00 x 80 s nozzle,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/85/NW-732985_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_OD_Technical.pdf,,,,,,,
47,P732972,Danfoss OD-S 00.85 x 80 s nozzle,Danfoss,7.82,"Suitable for domestic and commercial use, this Danfoss OD-S oil nozzle is designed for use in high-pressure oil burners using light or heavy fuel. This brass nozzle offers an 80° spray angle.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss OD-S 00.85 x 80 s nozzle,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/72/NW-732972_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_OD_Technical.pdf,,,,,,,
48,P732901,Danfoss OD-S 00.45 x 80 s nozzle,Danfoss,7.82,"Suitable for domestic and commercial use, this Danfoss OD-S oil nozzle is designed for use in high-pressure oil burners using light or heavy fuel. This brass nozzle offers an 80° spray angle.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss OD-S 00.45 x 80 s nozzle,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/01/NW-732901_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_OD_Technical.pdf,,,,,,,
49,P733065,Danfoss OD-S 01.75 x 80 s nozzle,Danfoss,7.82,"Suitable for domestic and commercial use, this Danfoss OD-S oil nozzle is designed for use in high-pressure oil burners using light or heavy fuel. This brass nozzle offers an 80° spray angle.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss OD-S 01.75 x 80 s nozzle,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/65/NW-733065_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_OD_Technical.pdf,,,,,,,
50,P732946,Danfoss OD-S 00.65 x 80 s nozzle,Danfoss,7.82,"Suitable for domestic and commercial use, this Danfoss OD-S oil nozzle is designed for use in high-pressure oil burners using light or heavy fuel. This brass nozzle offers an 80° spray angle.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss OD-S 00.65 x 80 s nozzle,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/46/NW-732946_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_OD_Technical.pdf,,,,,,,
51,P732965,Danfoss ES 00.85 x 60 es nozzle kerosene,Danfoss,7.82,"Suitable for domestic high-pressure oil burners, this Danfoss ES oil nozzle is designed to operate with kerosene. Fitted with sintered bronze filters, this brass nozzle offers a spray angle of 60°.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss ES 00.85 x 60 es nozzle kerosene,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/65/NW-732965_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_EH_ES_Technical.pdf,,,,,,,
52,P732945,Danfoss OD-H 00.65 x 80 h nozzle,Danfoss,7.82,"Suitable for domestic and commercial use, this Danfoss OD-H oil nozzle is designed for use in high-pressure oil burners using light or heavy fuel. This brass nozzle offers an 80° spray angle.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss OD-H 00.65 x 80 h nozzle,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/45/NW-732945_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_OD_Technical.pdf,,,,,,,
53,P732899,Danfoss EH H04939W 00.45 x 80 eh nozzle kerosene,Danfoss,7.82,"Suitable for domestic high-pressure oil burners, this Danfoss EH oil nozzle is designed to operate with kerosene. Fitted with sintered bronze filters, this brass nozzle offers a spray angle of 80°.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss EH H04939W 00.45 x 80 eh nozzle kerosene,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/99/NW-732899_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_EH_ES_Technical.pdf,,,,,,,
54,P733035,Danfoss OD-S 01.50 x 45 s nozzle,Danfoss,7.82,"Suitable for domestic and commercial use, this Danfoss OD-S oil nozzle is designed for use in high-pressure oil burners using light or heavy fuel. This brass nozzle offers a 45° spray angle.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss OD-S 01.50 x 45 s nozzle,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/35/NW-733035_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_OD_Technical.pdf,,,,,,,
55,P436249,Delavan W-Type nozzle 00.50 x 60mm,Delavan,10.11,"Ordinarily used in oil appliances, this Delavan W type all-purpose nozzle has a 60° spray angle and, though offering neither a truly hollow or solid spray pattern, at lower flow rates tends towards a hollow pattern. In use, oil is forced through a tube at high speed creating a cloud of microscopic droplets on contact with the nozzle orifice.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Delavan W-Type nozzle 00.50 x 60mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/49/NW-436249_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Delavan_Oil_Burner_Nozzles_Brochure.pdf,,,,,,,,
56,P732944,Danfoss ES H04923M 00.65 x 80 es nozzle kerosene,Danfoss,7.82,"Suitable for domestic high-pressure oil burners, this Danfoss ES oil nozzle is designed to operate with kerosene. Fitted with sintered bronze filters, this brass nozzle offers a spray angle of 80°.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss ES H04923M 00.65 x 80 es nozzle kerosene,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/44/NW-732944_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_EH_ES_Technical.pdf,,,,,,,
57,P732993,Danfoss EH H04947W 01.10 x 80 eh nozzle kerosene,Danfoss,7.82,"Suitable for domestic high-pressure oil burners, this Danfoss EH oil nozzle is designed to operate with kerosene. Fitted with sintered bronze filters, this brass nozzle offers a spray angle of 80°.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss EH H04947W 01.10 x 80 eh nozzle kerosene,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/93/NW-732993_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_EH_ES_Technical.pdf,,,,,,,
58,P732917,Danfoss OD-S 00.55 x 60 s nozzle,Danfoss,7.82,"Suitable for domestic and commercial use, this Danfoss OD-S oil nozzle is designed for use in high-pressure oil burners using light or heavy fuel. This brass nozzle offers a 60° spray angle.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss OD-S 00.55 x 60 s nozzle,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/17/NW-732917_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_OD_Technical.pdf,,,,,,,
59,P732927,Danfoss OD-H 00.60 x 60 h nozzle,Danfoss,7.82,"Suitable for domestic and commercial use, this Danfoss OD-H oil nozzle is designed for use in high-pressure oil burners using light or heavy fuel. This brass nozzle offers a 60° spray angle.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss OD-H 00.60 x 60 h nozzle,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/27/NW-732927_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_OD_Technical.pdf,,,,,,,
60,P732894,Danfoss ES 00.40 x 80 es nozzle kerosene,Danfoss,7.82,"Suitable for domestic high-pressure oil burners, this Danfoss ES oil nozzle is designed to operate with kerosene. Fitted with sintered bronze filters, this brass nozzle offers a spray angle of 80°.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss ES 00.40 x 80 es nozzle kerosene,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/94/NW-732894_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_EH_ES_Technical.pdf,,,,,,,
