,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Colour,Range,Material,Feature 7,Feature 8,Feature 9,Diameter,Thickness,Warranty,Connection Size,Length (M),Size,Attachment 4,Attachment 5,Dimensions (L x W x D),Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Depth (mm),Pack Quantity,Dimensions mm (H x W x D)
97,P305845,Siemens Ancillary female thermostat coupling 40mm (Pack of 3),Siemens,24.81,"This Siemens 40mm coupling is designed for globe and pressure independent control valves. It incorporates a 2 1/4"" BSPP x 1 1/2"" FBSPT type connection.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Siemens Ancillary female thermostat coupling 40mm (Pack of 3),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/45/NW-305844_305845_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Siemens_Heating Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,P686636,Aspen Pumps Smartlock union reducer 3/8-1/4,Aspen Pumps,76.27,"Doing away with the need for brazing or flaring, this Aspen Pumps Smartlock 3/8 x 1/4"" union reducer connects differently sized copper or aluminium tubes securely and quickly without complex tools or a hot works permit.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Smartlock union reducer 3/8-1/4,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/36/686636_wm.jpg,,,,N,UNRD3814,Union Reducer,N,Connects larger sized copper or aluminum tube to smaller sized copper or aluminum tube,Design pressure 1600 psig,Burst pressure 8500 psig,Temperature range -40°C to 150°C,Suitable for copper and aluminium tubing,Compatible with soft and hard copper tubes,Red,Smartlock,Metal ferrule,No dissimilar metal corrosion issues,No brazing required,No need for a hot works permit,0.260-0.394(internal) 0.669-0.886(external),,,,,,,,,No flaring,No specialist tools required,Leak-free connection,No nitrogen purging or oxidation,,,,
99,P686621,Aspen Pumps Smartlock flare connector MLT angle 1/2-3/8,Aspen Pumps,101.27,"Doing away with the need for brazing or flaring, this Aspen Pumps Smartlock 1/2 x 3/8"" MLT angle flare connector connects differently sized copper or aluminium tubes securely and quickly without complex tools or a hot works permit. With this fitting there's no need to buy both a flare connector multi angle and a union reducer.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Smartlock flare connector MLT angle 1/2-3/8,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/21/686621_wm.jpg,,,,N,FCRS1238,Flare connector reducer special,N,Connects larger sized flare to smaller sized copper/aluminum tube without flaring,Design pressure 1600 psig,Burst pressure 8500 psig,Temperature range -40°C to 150°C,Suitable for copper and aluminium tubing,Compatible with soft and hard copper tubes,Red,Smartlock,Metal ferrule,No dissimilar metal corrosion issues,No brazing required,No need for a hot works permit,0.394-0.512(internal); 0886-0.945(external),,,,,,,,,No flaring,No specialist tools required,Leak-free connection,No nitrogen purging or oxidation,,,,
100,P691580,Bluemay M12 domed nut for nylon rod,Bluemay,1.16,This Bluemay M12 domed nut is made of strong yet lightweight nylon.,Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Bluemay M12 domed nut for nylon rod,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/80/NW-691579_691580_wm.jpg,,,,N,NN6DOM12N,Domed Nut,N,Lightweight thermoplastic construction,Strong design,Resistant to vibration,,,,Natural,M12,Nylon,,,,M12,10 mm,n/a,,,,,,,,,,,,,,
101,P686616,Aspen Pumps Smartlock flare connector MLT angle 1/4,Aspen Pumps,45.48,"Doing away with the need for brazing or flaring, this Aspen Pumps Smartlock 1/4"" MLT angle flare connection connects copper or aluminium tubes to flare valves securely and quickly without complex tools or a hot works permit.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Smartlock flare connector MLT angle 1/4,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/16/686616_wm.jpg,,,,N,FCMA1400,Flare connector multi angle,N,For 45 and 37.5 degree flares OR any degree flare,Temperature range -40°C to 150°C,Design pressure 1700 psig,Burst pressure 9700 psig,Suitable for copper and aluminium tubing,Compatible with soft and hard copper tubes,Red,Smartlock,Metal ferrule,No dissimilar metal corrosion issues,No brazing required,No need for a hot works permit,0.26 (internal); 0.669 (external),,,,,,,,,No flaring,No specialist tools required,Leak-free connection,No nitrogen purging or oxidation,,,,
102,P667978,Aspen Pumps Xtra EIN-105 90 deg elbow bend in-corner (Pair),Aspen Pumps,26.37,An Aspen Pumps Xtra EIN-105 110mm 90° in-corner bend in ivory plastic.,Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Xtra EIN-105 90 deg elbow bend in-corner (Pair),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/78/667978_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,P690852,Javac Refco elbow coupler 1/4 x 5/16”,Javac,84.68,"This Javac Refco elbow coupler includes 1/4"" female x 5/16"" male connections.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Javac Refco elbow coupler 1/4 x 5/16”,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/52/NW-690852_wm.jpg,,,,N,4681270,Elbow Coupler,N,Connection size: 1/4 inch female x 5/16 inch male,,,,,,,Refco,,,,,,,,,,,,,,,,,,,,,
104,P617111,"Javac Edge heavy tube cutter 1/4 -1.1/4""",Javac,90.65,"Making a fast, clean cut every time in any tube shape, this Javac Edge heavy duty tube cutter for stainless steel up to 3mm thick offers automatic cutting with spring pressure advancing the blade so there's no need to re-tighten the cutter as you go. Featuring a titanium blade, this cutter ensures a clean cut across the tube, reducing burr and saving on time.","Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Javac Edge heavy tube cutter 1/4 -1.1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/11/NW-617111_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Javac_Tube-Cutter-Range_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,P690854,"Javac Refco elbow coupler 1/4 x 1/4""",Javac,54.51,"This Javac Refco elbow coupler includes 1/4"" female x 1/4"" male connections.","Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Javac Refco elbow coupler 1/4 x 1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/54/NW-690854_wm.jpg,,,,N,4681246,Elbow Coupler,N,Connection size: 1/4 inch female x 1/4 inch male,,,,,,,Refco,,,,,,,,,,,,,,,,,,,,,
106,P686619,Aspen Pumps Smartlock flare connector MLT angle 5/8,Aspen Pumps,80.54,"Doing away with the need for brazing or flaring, this Aspen Pumps Smartlock 5/8"" MLT angle flare connection connects copper or aluminium tubes to flare valves securely and quickly without complex tools or a hot works permit.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Smartlock flare connector MLT angle 5/8,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/19/686619_wm.jpg,,,,N,FCMA5800,Flare connector multi angle,N,For 45 and 37.5 degree flares OR any degree flare,Temperature range -40°C to 150°C,Design pressure 1300 psig,Burst pressure 6800 psig,Suitable for copper and aluminium tubing,Compatible with soft and hard copper tubes,Red,Smartlock,Metal ferrule,No dissimilar metal corrosion issues,No brazing required,No need for a hot works permit,0.642 (internal); 1.063 (external),,,,,,,,,No flaring,No specialist tools required,Leak-free connection,No nitrogen purging or oxidation,,,,
107,P670089,"JET Range cushion clamp 2.1/8"" (Pack of 10)",JET Range,125.79,"These JET Range 2 1/8"" cushion clamps are ideal for supporting copper refrigerant tube, particularly in multiple pipe runs. They have a zinc dichromate plating for excellent resistance to corrosion resistance while polymer inserts ensure positive grip, absorbing shocks and vibrations and preventing galvanic corrosion.","Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> JET Range cushion clamp 2.1/8"" (Pack of 10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/91/NW-670080_670091_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Install_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/am/ps/Jet_Cushion_Clamps.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,P668046,Aspen Pumps Xtra FB-70-45 70-45deg economy flat bend Ivory,Aspen Pumps,12.37,An Aspen Pumps Xtra FB-70 145mm 45° flat bend in ivory plastic.,Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Xtra FB-70-45 70-45deg economy flat bend Ivory,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/46/668046_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,P686622,Aspen Pumps Smartlock swage union 3/8,Aspen Pumps,87.67,"Doing away with the need for brazing or flaring, this Aspen Pumps Smartlock 3/8"" swage union connects copper or aluminium tube to a swage valve securely and quickly without complex tools or a hot works permit.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Smartlock swage union 3/8,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/22/686622_wm.jpg,,,,N,SWUN3800,Swage Union,N,Connects swage valve to tube,Design pressure 1600 psig,Burst pressure 8500 psig,Temperature range -40°C to 150°C,Suitable for copper and aluminium tubing,Compatible with soft and hard copper tubes,Red,Smartlock,Metal ferrule,No dissimilar metal corrosion issues,No brazing required,No need for a hot works permit,0.394 (internal); 0.886 (external),,,,,,,,,No flaring,No specialist tools required,Leak-free connection,No nitrogen purging or oxidation,,,,
110,P686624,Aspen Pumps Smartlock swage union 3/4,Aspen Pumps,151.31,"Doing away with the need for brazing or flaring, this Aspen Pumps Smartlock 3/4"" swage union connects copper or aluminium tube to a swage valve securely and quickly without complex tools or a hot works permit.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Smartlock swage union 3/4,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/24/686624_wm.jpg,,,,N,SWUN3400,Swage Union,N,Connects swage valve to tube,Design pressure 1000 psig,Burst pressure 5100 psig,Temperature range -40°C to 150°C,Suitable for copper and aluminium tubing,Compatible with soft and hard copper tubes,Red,Smartlock,Metal ferrule,No dissimilar metal corrosion issues,No brazing required,No need for a hot works permit,0.772 (internal); 1.260 (external),,,,,,,,,No flaring,No specialist tools required,Leak-free connection,No nitrogen purging or oxidation,,,,
111,P667960,Aspen Pumps Xtra EB-105 90 deg  vertical elbow bend,Aspen Pumps,23.41,An Aspen Pumps Xtra EB-105 ivory plastic 110mm 90° vertical bend.,Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Xtra EB-105 90 deg  vertical elbow bend,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/60/667960_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,P691560,Bluemay threaded nylon rod M16,Bluemay,0.28,"Suitable for cleanly cutting to any size, this Bluemay 10mm washer is made of 6.6 bar nylon, one of the toughest grades of engineering plastic available.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Bluemay threaded nylon rod M16,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/60/NW-691560_wm.jpg,,,,N,WN610-5X21X2N,Washer,N,Can be clean cut to any length very easily,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,P671570,Aspen Pumps Xtra clip stud M8 x 15mm (Pack of 10),Aspen Pumps,16.45,"These 5/8"" Aspen Pumps Xtra stud clips are made of nylon. They have a unique ratchet design for fast, easy installation and adjustment.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Xtra clip stud M8 x 15mm (Pack of 10),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/70/NW-671570_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AP_Xtra_Stud_Clips_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AP_Pipe_Support_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/uk/AP_Xtra_BigFoot_Catalogue_UK.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,P667984,Aspen Pumps Xtra WR-105 wall rosette,Aspen Pumps,7.59,An Aspen Pumps Xtra WR-105 ivory plastic 150mm wall rosette.,Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Xtra WR-105 wall rosette,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/83/667983_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,P697259,Inaba Denko SLIMDUCT ID-ST-75-K slim trunk T joint 75mm Black,Inaba Denko,32.46,"Made of black PVC with a gloss finish, this Inaba Denko SLIMDUCT 75mm trunking T-joint is suitable for internal or external use. This fitting is UV resistant, fireproof and fully paintable.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Inaba Denko SLIMDUCT ID-ST-75-K slim trunk T joint 75mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/59/697259_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Inaba_Denko_Trunking_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,P685049,Aspen Pumps Xtra pipe clip (Size-3) (Pack of 5),Aspen Pumps,57.35,"Made of powder-coated mild steel, these Aspen Pumps Xtra three pipe clips are uniquely designed to provide support for VRV/VRF systems pipework.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Xtra pipe clip (Size-3) (Pack of 5),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/50/NW-685047_685050_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aspen_Pumps_Pipe_Clip_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,P686630,Aspen Pumps Smartlock union straight 1/4,Aspen Pumps,67.57,"Doing away with the need for brazing or flaring, this Aspen Pumps Smartlock 1/4"" straight union connects copper or aluminium tubes of the same size securely and quickly without complex tools or a hot works permit.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Smartlock union straight 1/4,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/30/686630_wm.jpg,,,,N,UNST1400,Union Straight,N,Connects copper/aluminum tube to copper/aluminum tube of same size,Design pressure 1700 psig,Burst pressure 9700 psig,Temperature range -40°C to 150°C,Suitable for copper and aluminium tubing,Compatible with soft and hard copper tubes,Red,Smartlock,Metal ferrule,No dissimilar metal corrosion issues,No brazing required,No need for a hot works permit,0.260(internal) 0.669(external),,,,,,,,,No flaring,No specialist tools required,Leak-free connection,No nitrogen purging or oxidation,,,,
118,P686640,Aspen Pumps Smartlock union reducer 7/8-3/4,Aspen Pumps,154.56,"Doing away with the need for brazing or flaring, this Aspen Pumps Smartlock 7/8 x 3/4"" union reducer connects differently sized copper or aluminium tubes securely and quickly without complex tools or a hot works permit.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Smartlock union reducer 7/8-3/4,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/40/686640_wm.jpg,,,,N,UNRD7834,Union Reducer,N,Connects larger sized copper or aluminum tube to smaller sized copper or aluminum tube,Design pressure 960 psig,Burst pressure 4800 psig,Temperature range -40°C to 150°C,Suitable for copper and aluminium tubing,Compatible with soft and hard copper tubes,Red,Smartlock,Metal ferrule,No dissimilar metal corrosion issues,No brazing required,No need for a hot works permit,0.772-0.890(internal) 1.260-1.417(external),,,,,,,,,No flaring,No specialist tools required,Leak-free connection,No nitrogen purging or oxidation,,,,
119,P617116,Javac tube cutter blade 25.0mm,Javac,23.86,This pair of Javac 25mm titanium-plated replacement blades are for use in JAV-1014 tube cutters. These blades adjust to a tube's shape ensuring a smooth cut.,Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Javac tube cutter blade 25.0mm,,2x replacement blade,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/17/NW-617113_617117_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Javac_Tube_Cutters_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_UK_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,P667966,Aspen Pumps Xtra TJ-105 T joint,Aspen Pumps,48.43,An Aspen Pumps Xtra TJ-105 ivory plastic 200mm T joint.,Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Xtra TJ-105 T joint,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/66/667966_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,P686617,Aspen Pumps Smartlock flare connector MLT angle 3/8,Aspen Pumps,54.87,"Doing away with the need for brazing or flaring, this Aspen Pumps Smartlock 3/8"" MLT angle flare connection connects copper or aluminium tubes to flare valves securely and quickly without complex tools or a hot works permit.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Smartlock flare connector MLT angle 3/8,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/17/686617_wm.jpg,,,,N,FCMA3800,Flare connector multi angle,N,For 45 and 37.5 degree flares OR any degree flare,Temperature range -40°C to 150°C,Design pressure 1600 psig,Burst pressure 8500 psig,Suitable for copper and aluminium tubing,Compatible with soft and hard copper tubes,Red,Smartlock,Metal ferrule,No dissimilar metal corrosion issues,No brazing required,No need for a hot works permit,0.394 (internal); 0.886 (external),,,,,,,,,No flaring,No specialist tools required,Leak-free connection,No nitrogen purging or oxidation,,,,
122,P686642,Aspen Pumps Smartlock elbow union 5/8,Aspen Pumps,140.91,"Doing away with the need for brazing or flaring, this Aspen Pumps Smartlock 5/8"" elbow union connects copper or aluminium tubes at a 90 angle securely and quickly without complex tools or a hot works permit.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Smartlock elbow union 5/8,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/42/686642_wm.jpg,,,,N,ELUN5800,Elbow Union,N,Connects copper/aluminum tube to copper/aluminum tube of same size in a 90 angle,Design pressure 1300 psig,Burst pressure 6800 psig,Temperature range -40°C to 150°C,Suitable for copper and aluminium tubing,Compatible with soft and hard copper tubes,Red,Smartlock,Metal ferrule,No dissimilar metal corrosion issues,No brazing required,No need for a hot works permit,0.642 (internal); 1.063 (external),,,,,,,,,No flaring,No specialist tools required,Leak-free connection,No nitrogen purging or oxidation,,,,
123,P683374,Javac Wey-Tek bluetooth wireless scales 115kg,Javac,488.12,"Designed for use with A2L R32 refrigerants, the Javac Wey-Tek 115kg capacity wireless charging scale is Bluetooth-enabled for wireless communication with a handy smartphone app, providing on-site flexibility. Durable and versatile this scale offers a range of weighing options and has a large, anti-slip weighing platform for ease of use plus an alarm mode indicating when the target refrigerant charge is reached for high levels of accuracy.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Javac Wey-Tek bluetooth wireless scales 115kg,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/74/NW-683374_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Javac_Wey-Tek_Specsheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,P686618,Aspen Pumps Smartlock flare connector MLT angle 1/2,Aspen Pumps,64.59,"Doing away with the need for brazing or flaring, this Aspen Pumps Smartlock 1/2"" MLT angle flare connection connects copper or aluminium tubes to flare valves securely and quickly without complex tools or a hot works permit.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Smartlock flare connector MLT angle 1/2,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/18/686618_wm.jpg,,,,N,FCMA1200,Flare connector multi angle,N,For 45 and 37.5 degree flares OR any degree flare,Temperature range -40°C to 150°C,Design pressure 1300 psig,Burst pressure 8000 psig,Suitable for copper and aluminium tubing,Compatible with soft and hard copper tubes,Red,Smartlock,Metal ferrule,No dissimilar metal corrosion issues,No brazing required,No need for a hot works permit,0.512 (internal); 0.945 (external),,,,,,,,,No flaring,No specialist tools required,Leak-free connection,No nitrogen purging or oxidation,,,,
125,P691026,Daikin BS6Q14AV1B Multi Boxes For Vrv/Iv,Daikin,2907.0,A Daikin branch selector for VRV IV units.,Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Daikin BS6Q14AV1B Multi Boxes For Vrv/Iv,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/28/NW-691025_691028_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_BSQ14AV1_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e-/lr/Daikin_VRV_General_Brochure-LR.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_BS-QAV1_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,P690855,"Javac Refco straight coupler 1/4 x 1/4""",Javac,46.27,"This Javac Refco straight coupler includes 1/4"" female x 1/4"" male connections.","Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Javac Refco straight coupler 1/4 x 1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/55/NW-690855_wm.jpg,,,,N,4681254,Straight Coupler,N,Connection size: 1/4 inch female x 1/4 inch male,,,,,,,Refco,,,,,,,,,,,,,,,,,,,,,
