,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Colour,Range,Material,Feature 7,Feature 8,Feature 9,Diameter,Thickness,Warranty,Connection Size,Length (M),Size,Attachment 4,Attachment 5,Dimensions (L x W x D),Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Depth (mm),Pack Quantity,Dimensions mm (H x W x D)
0,P689834,"Javac hydraulic bender 1/4 - 7/8""",Javac,589.96,"The Javac OB/85S hydraulic tube bender has a die cast aluminium body and stainless steel body pump along with hydraulic assistance for smooth control and effortless bending of soft drawn copper pipe. Fully adjustable to suit individual hand sizes, the operating lever is designed to make bending easier while reducing hand fatigue.","Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Javac hydraulic bender 1/4 - 7/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/98/34/NW-689834_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Javac_HB-35_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,P670000,Aspen Pumps Xtra single aluminium channel 3mtr,Aspen Pumps,41.65,This Aspen Pumps Xtra single aluminium channel with 40 x 20mm profile is supplied in a 3M length.,Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Xtra single aluminium channel 3mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/00/NW-670000_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,P690081,"Pump House male x copper flared access valve 1/4 x 1/4""",Pump House,4.0,"Made of copper, this Pump House extended tube is suitable for installation in any position on either high or low side. It is used for charging, purging, quick testing or pressure checking.","Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Pump House male x copper flared access valve 1/4 x 1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/81/NW-690081_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Pump_House_Access-Fittings_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Pump_House_Catalogue_2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,P693285,"Javac Edge 41 bar safe seal hoses 1/4""",Javac,179.54,"This Javac Edge Safe Seal 72"" charging hose has a 600/3000 psi (41 bar) working pressure and 3000 psi (207 bar) bursting pressure. With patented Safe Seal technology and One-Touch design this hose is simply screwed on to the system before a knob is turned to start refrigerant, minimising refrigerant loss and the risk of refrigerant burn. Designed to prevent leaks, a safety swivel sleeve allows free rotational movement of the hose while maintaining the security of the fitting.","Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Javac Edge 41 bar safe seal hoses 1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/86/NW-693285_693286_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Javac_Safe_Seal_Charging_Hoses_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,P693286,"Javac Edge 55 bar safe seal hoses 1/4 x 5/16""",Javac,182.2,"This Javac Edge Safe Seal 72"" charging hose has a 600/3000 psi (41 bar) working pressure and 3000 psi (207 bar) bursting pressure. With patented Safe Seal technology and One-Touch design this hose is simply screwed on to the system before a knob is turned to start flow, minimising refrigerant loss and the risk of refrigerant burn. Designed to prevent leaks, a safety swivel sleeve allows free rotational movement of the hose while maintaining the security of the fitting.","Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Javac Edge 55 bar safe seal hoses 1/4 x 5/16""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/86/NW-693285_693286_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Javac_Safe_Seal_Charging_Hoses_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,P617124,Javac Edge eccentric flaring tool,Javac,186.75,"A ratchet-type tool, the Javac Edge eccentric flaring tool includes an eccentric flaring cone for a smooth finish on all flares. Ideal for joints on high pressure R410A systems, this tool minimises leaks, using a positioning plate to ensure the tube is set at the correct position for a perfect finish.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Javac Edge eccentric flaring tool,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/24/NW-617124_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Javac_Eccentric-Flaring_Instrcts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Javac_Eccentric-Flaring_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,P689840,Javac Edge JAV-275-K flaring and swaging tool,Javac,92.02,"Made of tough steel, this Javac Edge flaring and swaging kit is designed for use with copper tube and is ideal for use in tight areas, ensuring a professional seal on all flaring and swaging joints.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Javac Edge JAV-275-K flaring and swaging tool,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/98/40/NW-689840_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Javac_JAV-275-K_Instrcts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,P685042,Aspen Pumps Xtra adaptor (for tube 6/10mm) (Pack of 3),Aspen Pumps,58.09,"Supplied in a pack of three, these Aspen Pumps Xtra 6 to 10mm (1/4 to 3/8"") self-sealing  pipe adapters connect tube-to-soil stack or hose-to-overflow or waste/soil pipe. They are recommended for use with Xtra pumps.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Xtra adaptor (for tube 6/10mm) (Pack of 3),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/42/NW-685042_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aspen_Pumps_Tube-Connector_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,P690856,Javac Heat Shield JAV-1002 heat shield putty,Javac,53.04,"Javac Heat Shield heat blocking compound is a removable, reusable putty for protecting sensitive parts from heat damage during brazing, soldering and welding.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Javac Heat Shield JAV-1002 heat shield putty,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/56/NW-690856_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Javac_690856_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Javac_Heat_Shield_Blocking_Cmpd_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,P667549,Aspen Pumps Peri Spares spare peristaltic tube,Aspen Pumps,11.02,"This Aspen Pumps peristaltic spare tube kit is suitable for all peristaltic models in the Aspen range, including Universal, Universal Silent +, Standard Mk2, Mechanical, Mechanical with Alarm, MK4 and Compressor Sensor.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Peri Spares spare peristaltic tube,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/49/NW-667549_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aspen_Pumps_Spare_Tube_Kit_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,P688630,Fridgenius solenoid valve operating magnet,Fridgenius,13.49,"Designed for solenoid valves with a stem of up to 15mm diameter, this Fridgenius solenoid valve operating magnet converts an electrically-operated solenoid valve to hand-operated for use by a service engineer. This magnet makes installation, refrigerant recovery and commissioning and decommissioning of plants and machinery easier.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Fridgenius solenoid valve operating magnet,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/30/NW-688630_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Fridgenius_SVOM_Datasheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,P691816,Pump House Adaptors WTB11CR cable tie 250 x 7.5mm Black (Pack of 100),Pump House,29.05,"Made of robust black nylon, these handy Pump House 250 x 7.5mm cable ties are used for neatly bundling cables and wires. UV resistant, these cable ties resist rotting, rusting and corrosion, making them well-suited to outdoor applications.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Pump House Adaptors WTB11CR cable tie 250 x 7.5mm Black (Pack of 100),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/16/NW-691816_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tu/re/Pump_House_Dvelectrical_Literature.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,P617109,"Javac Edge tube cutter 1/8 -1.1/4""",Javac,47.22,"Making a fast, clean cut every time in any tube shape, this Javac Edge tube cutter for stainless steel up to 3mm thick offers automatic cutting with spring pressure advancing the blade so there's no need to re-tighten the cutter as you go. Featuring a titanium blade, this cutter ensures a clean cut across the tube, reducing burr and saving on time.","Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Javac Edge tube cutter 1/8 -1.1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/09/NW-617109_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Javac_Tube-Cutter-Range_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,P685030,Aspen Pumps Xtra cassette adaptor 26-21mm,Aspen Pumps,15.08,These Aspen Pumps Xtra rubber adapters connect a 26mm cassette unit condensate drain pipe to the 21mm overflow pipe of a tank pump.,Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Xtra cassette adaptor 26-21mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/31/NW-685029_685031_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aspen_Pumps_Connectors_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,P670054,Aspen Pumps Xtra size 3 metal hangers (Pack of 10),Aspen Pumps,77.79,"Made of zinc passivated mild steel, these Aspen Pumps Xtra metal hangers, size 1/2"" for liquid and 7/8"" for gas, are ideal for supporting air conditioning line set pairs.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Xtra size 3 metal hangers (Pack of 10),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/55/NW-670053_670055_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aspen_Pumps_Metal_Hanger_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,P670083,"JET Range cushion clamp 5/8"" (Pack of 10)",JET Range,37.57,"These JET Range 5/8"" cushion clamps are ideal for supporting copper refrigerant tube, particularly in multiple pipe runs. They have a zinc dichromate plating for excellent resistance to corrosion resistance while polymer inserts ensure positive grip, absorbing shocks and vibrations and preventing galvanic corrosion.","Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> JET Range cushion clamp 5/8"" (Pack of 10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/91/NW-670080_670091_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Install_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/am/ps/Jet_Cushion_Clamps.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,P688317,Javac CH-351 radial fin comb,Javac,8.26,"This Javac CH-351 radial fan comb fits 8, 10, 12, 14 and 15 FPI sizes.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Javac CH-351 radial fin comb,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/17/NW-688317_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Javac_Fin-Comb_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,P670081,"JET Range cushion clamp 3/8"" (Pack of 10)",JET Range,37.57,"These JET Range 3/8"" cushion clamps are ideal for supporting copper refrigerant tube, particularly in multiple pipe runs. They have a zinc dichromate plating for excellent resistance to corrosion resistance while polymer inserts ensure positive grip, absorbing shocks and vibrations and preventing galvanic corrosion.","Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> JET Range cushion clamp 3/8"" (Pack of 10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/91/NW-670080_670091_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Install_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/am/ps/Jet_Cushion_Clamps.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,P667583,Aspen Pumps peri pro +,Aspen Pumps,175.79,"Built on stepper motor technology and software control, the Aspen Pumps Peri Pro+ float based condensate removal pump is highly reliable and offers excellent levels of lift using similar smart pumping technology to modern mini pumps. With its programmable speed control, the Peri Pro+ minimises both tube wear and operational noise.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps peri pro +,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/83/667583_wm.jpg,,,,N,FP3391,Float Based Peristaltic Condensate Removal Pump,N,Configurable motor speed,Flexible installation,Reliably high lift levels,Patented mounting technology for ease of installation,Includes temperature sensor triggering switch,Low operational noise,,,,,,,,,,,,,,,,,,,,,,,
19,P688643,Fridgenius solenoid valve operating magnet 18mm,Fridgenius,13.49,"Designed for solenoid valves with a stem of up to 18mm diameter, this Fridgenius solenoid valve operating magnet converts an electrically-operated solenoid valve to hand-operated for use by a service engineer. This magnet makes installation, refrigerant recovery and commissioning and decommissioning of plants and machinery easier.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Fridgenius solenoid valve operating magnet 18mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/43/NW-688643_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Fridgenius_SVOM_Datasheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,P617107,"Javac Edge rever tube cutter 1/8 -7/8""",Javac,30.8,"Making a fast, clean cut every time in any tube shape, this Javac Edge rever tube for stainless steel up to 3mm thick offers automatic cutting with spring pressure advancing the blade so there's no need to re-tighten the cutter as you go. Featuring a titanium blade, this cutter ensures a clean cut across the tube, reducing burr and saving on time.","Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Javac Edge rever tube cutter 1/8 -7/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/07/NW-617107_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Javac_Tube-Cutter-Range_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,P683417,Javac can valve adaptor (R600/R290),Javac,25.54,"This Javac valve adapter with 1/4"" SAE outlet connection is for R600A or R290A refrigerant.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Javac can valve adaptor (R600/R290),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/17/683417_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,P675871,Aspen Pumps Condenser Support Bracket wall mount support bracket 90kg,Aspen Pumps,48.09,"Constructed in tough galvanised steel, this Aspen Pumps 90kg condenser support bracket is designed for reliable wall mounting of a pump unit. Supplied with all fittings, this bracket includes an inbuilt spirit level to ensure straight and true installation.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Condenser Support Bracket wall mount support bracket 90kg,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/71/675871_wm.jpg,,,,N,B2091,Wall Support Bracket,N,Integrated spirit level provided (not B2093),Adjustable unit fixing feet positions (not B2093),With pre-assembled arms,Supplied with arm levelling fixing bolt,Wall fixing kit included,With unit fixing feet kit,White / Steel,Condenser Support Bracket,Polyester powder coated galvanised steel construction,Manufactured in galvanised steel,White polyester powder-coated finish (approx 100m thickness),M8 8.8 zinc passivated carbon steel high strength fixings included,,,,,,,,,,,,,,,,,
23,P667988,Pump House Type 2 type-2 load condensing unit bracket 90kg,Pump House,56.37,"This Pump House Type 2 medium steel bracket offers a 90kg safe working load. This flat-packed, self assembly bracket gives a professional finish to any installation of wall-mounted outdoor condensing units and air source heat pumps, with a crossbar for precise upright spacing and wall spacers to help level the unit on uneven walls. All components have a scratch-resistant, textured powder-coating finish designed to match in with most brands of condensing units and domestic air source heat pumps.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Pump House Type 2 type-2 load condensing unit bracket 90kg,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/88/NW-667988_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Pump_House_Type_2_CBR2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Pump_House_Type_2_Brackets_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Pump_House_Type_2_Brackets_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
