,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Attachment 8,Attachment 9,Colour,Hazardous,Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Range,Style,Warranty,Watts,Weight,IP Rating,Material,Shape,Wall to Centre Tapping,BTU h,Projection Depth,Fuel Source,Orientation,Type,Output (W),Pressure,Projection
877,P273563,Stelrad Classic Column 3 column 22 section horizontal radiator 600 x 1042mm,Stelrad,614.52,"A statement choice for contemporary or period homes, the Stelrad Classic Column horizontal radiator has a bold, classic design based around three columns. Just as at home in a Victorian terrace as it is in a warehouse conversion, this 1042 x 600mm horizontal radiator is suitable for both residential and commercial projects, and with a wide range of alternative sizes there's a Classic Column to suit any space, large or small. Delivered carefully wrapped in tough packaging, this radiator will reach you in pristine condition and can be installed before unpackaging for risk-free installation.",Radiators/Central Heating Radiators/Central Heating Radiators.csv -> Stelrad Classic Column 3 column 22 section horizontal radiator 600 x 1042mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/66/NW-273562_273566_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Stelrad_ClassicColumnHorizontal_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,P231753,Myson LST Super Plus low surface temperature radiator 650 x 1200mm,Myson,701.12,"Install the Myson LST Super Plus radiator anywhere that safety and cleanliness is of the utmost importance. This horizontal double panel radiator is compliant with NHS Estates Guidance so it's ideal for use in hospitals and other clinical settings as well as providing low-risk heating in care homes, schools, student accommodation and social housing. The 3992 BTU/h Myson LST Super Plus has a rounded steel casing free of sharp edges, concealed pipework, a low surface temperature of less than 43°C and is treated with an antibacterial paint for dependability even in the most challenging setting.",Radiators/Central Heating Radiators/Central Heating Radiators.csv -> Myson LST Super Plus low surface temperature radiator 650 x 1200mm,,Low surface temperature (LST) radiator;Fixing brackets;Air vent ;plug pack;Instructions manual,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/53/231751_231753_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_LST_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Myson_LST_Direct_Fit_TRV_Instrcts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Myson_LST_Close_Coupled_TRV_Instrcts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_Radiator_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_LST_Horizontal_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_LST_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_ProductRange_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_Radiator_Certification.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,P239511,Myson Premier Compact SC compact radiator 450 x 1000mm,Myson,190.92,"Smart and stylish, yet traditional in design, the Myson Premier Compact single convector radiator has a smooth round top and compact side panels to the top grille. Perfect for newly renovated period homes yet equally suitable in a contemporary new build, this 1000 x 450mm horizontal radiator is finished in crowd-pleasing white.",Radiators/Central Heating Radiators/Central Heating Radiators.csv -> Myson Premier Compact SC compact radiator 450 x 1000mm,,Single convector compact radiator;Air vent ;plug pack;Wall bracket,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/11/NW-239505_239511_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Premeir_Compact_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_ProductRange_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,P271790,Stelrad Compact K2 90 section radiator 700 x 3000mm,Stelrad,689.74,"Made of steel, the rectangular Stelrad Compact K2 90 double convector section radiator measures 700 x 3000mm and offers a heat output of 20,079 BTU/h. Simple to install, this robust radiator is designed with an integrated top grille and sides panels for a secure fit and minimal movement while precision-welded convectors ensure maximum efficiency and economical heating.",Radiators/Central Heating Radiators/Central Heating Radiators.csv -> Stelrad Compact K2 90 section radiator 700 x 3000mm,,Compact radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/90/271790_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Radiator_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,P238575,Stelrad Vita Deco Concept K2 radiator 600 x 1000mm,Stelrad,258.56,"A smart statement piece, the Stelrad Vita Deco Concept horizontal double panel convector radiator proves that heating a home doesn't need to be boring. Finished in a sleek anthracite grey paint, this contemporary radiator is built to look good in design-driven interiors, proving a great addition to dark colour schemes in both modern and period properties. With Stelrad's trademark reliability and robustness inbuilt, the 5463 BTU/h output Vita Deco Concept provides warmth you can depend on.",Radiators/Central Heating Radiators/Central Heating Radiators.csv -> Stelrad Vita Deco Concept K2 radiator 600 x 1000mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/77/238566_238577_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_BoutiqueSeries_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Vita_Deco_Concept_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,P273573,Stelrad Classic Column 4 column 22 section horizontal radiator 600 x 1042mm,Stelrad,702.03,"A statement choice for contemporary or period homes, the Stelrad Classic Column horizontal radiator has a bold, classic design based around four columns. Just as at home in a Victorian terrace as it is in a warehouse conversion, this 1042 x 600mm horizontal radiator is suitable for both residential and commercial projects, and with a wide range of alternative sizes there's a Classic Column to suit any space, large or small. Delivered carefully wrapped in tough packaging, this radiator will reach you in pristine condition and can be installed before unpackaging for risk-free installation.",Radiators/Central Heating Radiators/Central Heating Radiators.csv -> Stelrad Classic Column 4 column 22 section horizontal radiator 600 x 1042mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/74/NW-273572_273574_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Stelrad_ClassicColumnHorizontal_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,P224169,Myson Premier Metric DX 4 tapping radiator 600 x 700mm,Myson,145.66,"Free of sharp edges, the smooth Myson Premier Metric double panel Xtra tapping radiator is beautifully designed to suit modern and traditional interiors alike. Measuring 700 x 600mm, this sleek horizontal unit is finished in classic white.",Radiators/Central Heating Radiators/Central Heating Radiators.csv -> Myson Premier Metric DX 4 tapping radiator 600 x 700mm,,Double panel xtra tapping radiator;Fixing bracket;Air vent ;plug pack,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/69/NW-224167_224169_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Myson_Declaration_Of_Performance.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Premier_Metric_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ra/ds/Myson_Brochure_Rads.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,P262421,Stelrad Vita Deco K1 radiator 600 x 400mm,Stelrad,57.56,"Chic and minimalist, the Stelrad Vita Deco horizontal single panel convector radiator is a suitable choice for just about any space, its flat-fronted design making it a sleek finishing touch in period homes and complementing contemporary spaces in style. Finished in a simple, bright white, this tough powder-coated steel is a neat all-rounder to suit any scheme. Boasting Stelrad's trademark dependable performance, the 1188 BTU/h output Vita Deco provides reliable warmth year after year.",Radiators/Central Heating Radiators/Central Heating Radiators.csv -> Stelrad Vita Deco K1 radiator 600 x 400mm,,Flat panel radiator;Fixing brackets;Vents and plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/49/262411_262449_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Vita_Deco_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Stelrad_Vita_Series_Brochure_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Vita Series_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vita_Deco_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_VITA_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,P239983,Myson Decor 8 tube vertical radiator 1800 x 605mm,Myson,471.48,"A popular alternative to traditional radiators, the stylish Myson Décor vertical radiator is much more than just a heating device, it's part of your interior design too. Measuring 605 x 1800mm, this unit is finished in clean, bright white.",Radiators/Central Heating Radiators/Central Heating Radiators.csv -> Myson Decor 8 tube vertical radiator 1800 x 605mm,,Decorative radiator;Air vent ;plug;Wall bracket,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/84/NW-239983_239984_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Decor_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,P200648,Stelrad Elite K2 48 section radiator 600 x 1600mm,Stelrad,203.97,"Providing high levels of heating performance along with robust practicality, the 600 x 1600mm Stelrad Elite double panel double convector radiator supplies homeowners with a generous heat output of 9710 BTU/h. Easy to install, this clever radiator is designed with a symmetrical convector for either way up mounting, while TBOE connection improve efficiency, contributing to lower bills. Robustly built, with a convector precision-welded onto its waterways and all tappings carefully aligned, the Elite is fitted with hardwearing EPDM O-rings and nickel-plated plugs and vents, helping it to last well with minimal need for maintenance. Smoothly finished with high definition pressings, this smart radiator has been finished with two coats of run-free Traffic White paint before being wrapped in a robust packaging that remains in place until after installation, minimising the risk of chips or scratches during transit and fitting.",Radiators/Central Heating Radiators/Central Heating Radiators.csv -> Stelrad Elite K2 48 section radiator 600 x 1600mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/48/NW-200648_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Series_Elite_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,P239568,Myson Premier Compact DC compact radiator 600 x 1100mm,Myson,492.87,"Smart and stylish, yet traditional in design, the Myson Premier Compact double convector radiator has a smooth round top and compact side panels to the top grille. Perfect for newly renovated period homes yet equally suitable in a contemporary new build, this 1100 x 600mm horizontal radiator is finished in crowd-pleasing white.",Radiators/Central Heating Radiators/Central Heating Radiators.csv -> Myson Premier Compact DC compact radiator 600 x 1100mm,,Double convector compact radiator;Air vent ;plug pack;Wall bracket,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/71/NW-239568_239571_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Premeir_Compact_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_ProductRange_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,P212724,Stelrad Planar K2 24 section radiator 600 x 800mm,Stelrad,319.74,"Understated and slimline, the Stelrad Planar double panel double convector radiator incorporates integrated top grilles and side panels for a flat, uninterrupted surface that's ideal for modern interior designs, whether commercial or domestic. Supplied fully assembled, the 800 x 600mm Stelrad Planar is easy to install, with protective wrapping keeping it safe and scratch-free until you're ready to switch on. This radiator has a directional air vent designed to direct waterflow during venting, while efficiency is improved by the precision-welding of the unit's convectors to its waterways. Finally, all tappings are precisely aligned, while quality nickel-plated plugs and vents and high-definition pressings ensure smooth edges and corners and an overall high-end designer look.",Radiators/Central Heating Radiators/Central Heating Radiators.csv -> Stelrad Planar K2 24 section radiator 600 x 800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/24/NW-212724_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Planar_Horizontal_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,P206089,Stelrad Vita Plan radiator 600 x 800mm,Stelrad,197.19,"Designed with minimalist interiors in mind, the Stelrad Vita Plan horizontal radiator offers the ideal compromise between dependable practicality and style. This simple and elegant flat-fronted double panel radiator, painted in bright, understated white, provides the perfect finishing touch in contemporary homes while delivering impressive 4372 BTU/h performance and reliability.",Radiators/Central Heating Radiators/Central Heating Radiators.csv -> Stelrad Vita Plan radiator 600 x 800mm,,Flat fronted radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/95/206057_206095_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Vita_Plan_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vita_Plan_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Vita Series_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_BoutiqueSeries_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_VITA_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,P201704,Stelrad k2 3422 vertex 1600x300,Stelrad,347.39,"A vertical unit with a touch of traditional style, the Stelrad Vertex vertical radiator brings character to modern and period homes alike. Finished in white, this robustly built radiator measures 1600 x 300mm and offers piping flexibility for simplified installation. The Vertex offers a generous heat output of 3716 BTU/h.",Radiators/Central Heating Radiators/Central Heating Radiators.csv -> Stelrad k2 3422 vertex 1600x300,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/rt/ex/Stelrad_Compact_Vertex_wm.jpg,,,,,,,,,,Traffic White,N,31162203,N,K2 type,Steel construction,Traffic White powder-coated finish,Integrated top grilles and side panels eradicate movement,"Tight, professional fit remains in place after storage, transit and installation",Convectors precision-welded directly onto waterways for efficiency and economy,10 year warranty,,,,,,1089,,,,,,3716,,,,Double Convector,1089,,
891,P200660,Stelrad Elite K2 60 section radiator 600 x 2000mm,Stelrad,278.62,"Offering the brand's best ever quality and performance, the Stelrad Elite double panel double convector radiator provides improved outputs for even more impressive heating performance. With a symmetrical convector, the 2000 x 600mm radiator can be mounted either way up, for the ultimate in flexibility of siting, while a TBOE connection ensures high levels of efficiency and economy, a must for commercial applications. The Elite's convector is precision-welded directly onto the waterways while all tappings are well-aligned, with robust nickel-plated plugs and vents and quality EPDM O-rings for reliability and longevity. Manufactured with high definition pressings, this radiator promises smooth edges and corners and a run-free, two-coat paint finish that won't let your decor down. Wrapped in tough packaging, every Stelrad radiator reaches its destination in pristine condition, with unwrapping required only after installation, removing the risk of last-minute scrapes and chips.",Radiators/Central Heating Radiators/Central Heating Radiators.csv -> Stelrad Elite K2 60 section radiator 600 x 2000mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/60/NW-200660_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Series_Elite_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,P243504,Stelrad Vita Compact K2 radiator 450 x 1400mm,Stelrad,151.29,"The Stelrad Vita Compact double panel rectangular radiator is perfect for homes where space is at a premium. With its reduced dimensions, sleek design and 6550 BTU/h heat output, this compact radiator is designed to be unobtrusive even in the smallest of spaces. Powder-coated steel finished in bright Traffic White, the classic lines and neat finish of the Vita Compact make it a real crowd pleaser.",Radiators/Central Heating Radiators/Central Heating Radiators.csv -> Stelrad Vita Compact K2 radiator 450 x 1400mm,,Compact radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/42/243454_243542_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Stelrad_Vita_Series_Brochure_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Vita_Compact_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vita_Compact_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Vita Series_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_VITA_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,P276363,Stelrad Classic Compact 900 K1 radiator 600mm 2784 BTU/h,Stelrad,91.05,"Ideal for homes where space is at a premium, this Stelrad Classic Compact 900 K1 radiator measures 600mm yet offers a generous heat output of 2784 BTU/h. A traditional design made of robust steel, this radiator offers easy installation thanks to its integrated top grille and side panels and tough brackets. A nickel-plated plug and vent ensures reliable jointing while offering an attractive finish.",Radiators/Central Heating Radiators/Central Heating Radiators.csv -> Stelrad Classic Compact 900 K1 radiator 600mm 2784 BTU/h,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_9/00/Stelrad_Compact_900_wm.jpg,,,,,,,,,,Traffic White,N,3091106,N,Single convector type,Traditional design,Guaranteed to perform to a maximum pressure of 116 psi,Integrated top grille and side panels eradicate movement,"Tight professional fit will remain in place after storage, transport and installation",Convectors precision-welded directly onto waterways for efficiency and economy,Nickel-plated plug and vent for watertight joint,Strong brackets with open top and deep slots for secure installation,10 year warranty,Classic Compact 900,,,,,,,,,,,,,,,,
894,P239570,Myson Premier Compact DC compact radiator 600 x 1400mm,Myson,722.95,"Smart and stylish, yet traditional in design, the Myson Premier Compact double convector radiator has a smooth round top and compact side panels to the top grille. Perfect for newly renovated period homes yet equally suitable in a contemporary new build, this 1400 x 600mm horizontal radiator is finished in crowd-pleasing white.",Radiators/Central Heating Radiators/Central Heating Radiators.csv -> Myson Premier Compact DC compact radiator 600 x 1400mm,,Double convector compact radiator;Air vent ;plug pack;Wall bracket,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/71/NW-239568_239571_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Premeir_Compact_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_ProductRange_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,P207245,"Myson Premier HE SC 2 tapping radiator 27"" x 45""",Myson,418.59,"A popular design delivering on both style and efficiency, the 27 x 45"" Myson Premier HE Xtra double panel tapping radiator has a smoothly rounded top free from sharp edges, meaning that it's a safer choice for homes where young children or the elderly are in residence. Providing a heat output of 4187 BTU/h, this smart white epoxy-finished radiator is manufactured in robust steel for long lasting strength.","Radiators/Central Heating Radiators/Central Heating Radiators.csv -> Myson Premier HE SC 2 tapping radiator 27"" x 45""",,Single convector tapping radiator;Wall bracket;Air vent,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/45/NW-207245_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Premeir_HE_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Myson_Declaration_Of_Performance.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,P200136,Stelrad Elite K1 36 section radiator 450 x 1200mm,Stelrad,74.72,"Offering the brand's best ever quality and performance, the Stelrad Elite single panel single convector radiator provides improved outputs for even more impressive heating performance. With a symmetrical convector, this 1200 x 450mm radiator can be mounted either way up, for the ultimate in flexibility of siting, while a TBOE connection ensures high levels of efficiency and economy, a must for commercial applications. The Elite's convector is precision-welded directly onto the waterways while all tappings are well-aligned, with robust nickel-plated plugs and vents and quality EPDM O-rings for reliability and longevity. Manufactured with high definition pressings, this radiator promises smooth edges and corners and a run-free, two-coat paint finish that won't let your decor down. Wrapped in tough packaging, every Stelrad radiator reaches its destination in pristine condition, with unwrapping required only after installation, removing the risk of last-minute scrapes and chips.",Radiators/Central Heating Radiators/Central Heating Radiators.csv -> Stelrad Elite K1 36 section radiator 450 x 1200mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/36/NW-200136_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Series_Elite_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
