,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Colour,Range,Warranty,Hazardous,Soft Close Seat,Hinge Fixing,Hole Centres,Hinge Material,Material,Shape,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Attachment 1,Attachment 2,Attachment 3,Feature 6,Feature 7,Feature 8,Feature 9,Attachment 4,Seat Projection,Attachment 5,Weight,Flush Type,Pack Quantity,Style,Depth (mm),Mounting Type,Application,Design Type,Fittings Included,Attachment 6
27,PD58447,Ideal Standard Concept Space soft close toilet seat and cover White,Ideal Standard,115.24,"Made of a simple and robust white plastic, the Ideal Standard Concept Space oval toilet seat and cover with bottom fixing soft-close hinge is part of the space-saving Concept Space range, ideal for installation in bathrooms with limited room to manoeuvre.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Ideal Standard Concept Space soft close toilet seat and cover White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/47/D58447_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D58447_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/IS_Bathrooms_Brchr_2018.pdf,,,,,,,,,,,,,,,,,,
28,PC21356,Ideal Standard Concept toilet seat and cover White,Ideal Standard,84.9,"Made of a robust white plastic, the Ideal Standard Concept oval toilet seat and cover is a simple design that will match seamlessly to the brand's Concept toilet while also suiting loos from other manufacturers. It is supplied with a bottom fixing hinge.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Ideal Standard Concept toilet seat and cover White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/56/NW-C21356_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/16/IS_Bathroom_Brochure_16.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/IS_Bathrooms_Brchr_2018.pdf,,,,,,,,,,,,,,,,,,
29,PE48604,Carrara and Matta ProSeat moulded wood universal seat White,Carrara and Matta,16.75,"The environmentally friendly Carrara and Matta ProSeat elongated American Innova toilet seat is designed to fit most toilets. With a durable finish and adjustable Pro-style hinges, this easy to install seat ensures a secure, long lasting fit.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Carrara and Matta ProSeat moulded wood universal seat White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/04/NW-E48604_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Carrara_and_Matta_Catalogue.pdf,,,,,,,,,,,,,,,,,,,
30,PE48671,Carrara and Matta York Silentium Sta-Tite slow close toilet seat with STA-TITE hinges White,Carrara and Matta,32.01,"The highly durable Carrara and Matta York Silentium Sta-Tite oval toilet seat is designed for use on a wide range of toilet pans. Made of tough Durolux thermoset plastic with Silentium soft-close hinges this seat is built to last, the Sta-Tite fixing ensuring it won't loosen or shift over time.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Carrara and Matta York Silentium Sta-Tite slow close toilet seat with STA-TITE hinges White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/71/NW-E48671_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Carrara_and_Matta_Catalogue.pdf,,,,,,,,,,,,,,,,,,,
31,PD59025,Roca Debba square soft close seat and cover top fixing White,Roca,75.66,"This Roca Debba square toilet seat and cover with stainless steel hinges is part of a wider collection of modern, simple bathroom furnishings and fixtures. With a quick release, soft close hinge this seat is easy to clean for improved hygiene and prevents slamming.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Roca Debba square soft close seat and cover top fixing White,,Toilet seat;Cover;Hinge,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/26/NW-D59025_D59026_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D59025_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Roca_Discovery_Brochure_2020.pdf,,,,,,,,,,,,,,,,,,
32,PB61671,Nabis Arno Square 600 premium soft close seat,Nabis,37.3,The modern Nabis Arno Square 600 premium toilet seat and cover is designed to suit compact toilets for cloakroom and en suite use. It is supplied with soft close hinges for quieter and safer use.,Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Nabis Arno Square 600 premium soft close seat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/34/598334_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tr/ix/Toilet Seats & Pans Matrix.pdf,,,,,,,,,,,,,,,,,,,
33,PN66491,Ideal Standard iLife Wrapover seat 360x445x45 mm in white glossy finish,Ideal Standard,74.54,"Suitable for use on a variety of WCs, the Ideal Standard wrapover toilet seat and cover is manufactured in strong Duroplast. Top fixed with rust-resistant hinges, this soft close loo seat shuts gently with no slamming.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Ideal Standard iLife Wrapover seat 360x445x45 mm in white glossy finish,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/_a/N66491_A_wm.jpg,White/Gloss,iLIFE,5 Years,N,Yes,Top,180,Stainless Steel,Duroplast,Squared,T453101,,N,For Ideal Standard i.life WCs,"Compatible with close-coupled, back-to-wall or wall hung toilets",Duroplast construction,White colour,With stainless steel top fix hinges,,,,Hinges are rust-resistant,White plastic construction,Soft close feature,5 year warranty,,,,,,,,,,,,,
34,PB87000,Armitage Shanks Astra toilet seat and cover White,Armitage Shanks,97.54,"A practical, universal design that will suit a wide range of loos, the Armitage Shanks Astra round toilet seat and cover is made of a simple white plastic. This robust loo seat is fitted with a quick-release bottom fixing hinge mechanism, meaning the whole thing can be removed with ease for fast and complete cleaning.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Armitage Shanks Astra toilet seat and cover White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/00/NW-B87000_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B87000_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Armitage_Shanks_Astra_Technical.pdf,,,,,,,,,,,,,,,,,,
35,PB82890,Celmac Crescent Junior toilet seat only Black,Celmac,35.44,"Designed for use in schools, this robust, anti-viral and antibacterial Celmac Crescent Junior oval toilet seat is made of strong black thermoset with a 304 stainless steel hinge. Highly resistant, this seat is built to stand up to constant use and is resistant to scratches, burns and chemicals.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Celmac Crescent Junior toilet seat only Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/90/NW-B82890_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/8-/19/Wirquin_Product_Catalogue_UK_2018-19.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Celamc_Crescent_Toilet_Seat_Tech.pdf,,,,,,,,,,,,,,,,,,
36,PA21971,Nabis Pride close coupler soft close toilet seat White,Nabis,36.49,"Designed to fit seamlessly with the wider Pride bathroom range, the Nabis Pride white toilet seat in tough thermoset is suitable for use on a close-coupled toilet. It has a bottom fixing soft-close hinge for quiet closing with no slamming.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Nabis Pride close coupler soft close toilet seat White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/71/NW-A21971_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_A21971_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tr/ix/Toilet Seats & Pans Matrix.pdf,,,,,,,,,,,,,,,,,,
37,PB79334,Twyford Alcona wc seat soft close,Twyford,73.33,"Offering slow-close for slam-free use, the Twyford Alcona toilet seat is fitted with a neat wrapover cover. It is suitable for use with a range of Twyford Alcona WC pans. Manufactured in a smooth, non-porous Duroplast, this seat is resistant to fading and discolouration and will not yellow over time.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Twyford Alcona wc seat soft close,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/B79334_Primary_Image_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/B79334_Tech_Sheet.pdf,,,,,,,,,,,,,,,,,,,
38,PD00768,Roca Laura soft close toilet seat,Roca,96.18,"An elegant choice for any bathroom, the Roca Laura oval toilet seat and cover is made of a simple and strong white acrylic. Designed for use on the Laura toilet, this seat lifts off quickly and easily for fast, effective cleaning while a bottom fixing soft-close hinge improves comfort by keeping both seat and cover from slamming.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Roca Laura soft close toilet seat,,Toilet seat;Cover;Hinge;Fixings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/68/NW-D00768_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D00768_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Roca_Soft_Close_WC_Installation.pdf,,,,,,,,,,,,,,,,,,
39,PB82010,Celmac Sonata heavy weight toilet seat and hinges Black/Brushed Chrome Plated,Celmac,27.73,"Made of heavyweight black thermoset, this Celmac Sonata oval toilet seat and cover has a robust 304 stainless steel hinge for secure, long lasting fitting. Resistant to damage, the Sonata is easy to clean and designed for comfort and durability.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Celmac Sonata heavy weight toilet seat and hinges Black/Brushed Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/10/NW-B82010_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Celmac_Toilet_Seats_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/8-/19/Wirquin_Product_Catalogue_UK_2018-19.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fl/et/Celmac_Toilet_Seats_Instrct_Leaflet.pdf,,,,,,,,,,,,,,,,,
40,PJ01676,Twyford Avalon Sola AV7886BE seat ring top fix Blue,Twyford,119.19,"This Twyford Avalon Sola round, blue toilet seat ring is supplied with stainless steel top fix hinges and stability buffers for more stable use.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Twyford Avalon Sola AV7886BE seat ring top fix Blue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/76/NW-J01676_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Twyford_Specification_Manual_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Twyford_Avalon_Sola_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Twyford_WC_Seats_Technical.pdf,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Twyford_Avalon_Sola_Installation.pdf,,,,,,,,,,,,
41,PB61735,Nabis Vector II soft close seat and cover,Nabis,34.88,"Made of white gloss plastic, the Nabis Vector II toilet seat and cover is a finishing touch for bathrooms fitted with the contemporary Vector II range. Top fixing EVA soft-close hinges ensure slam-free, quiet use.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Nabis Vector II soft close seat and cover,,Toilet seat;Cover,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/35/B61735_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B61735_Nabis_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tr/ix/Toilet Seats & Pans Matrix.pdf,,,,,,,,,,,,,,,,,,
42,PB82200,Celmac Sonata toilet seat and cover top fix White,Celmac,48.47,"Made of heavyweight white thermoset, this Celmac Sonata oval toilet seat and cover has a robust top fix 304 stainless steel hinge for secure, long lasting fitting. Resistant to damage, the Sonata is easy to clean and designed for comfort and durability.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Celmac Sonata toilet seat and cover top fix White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/00/NW-B82200_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/8-/19/Wirquin_Product_Catalogue_UK_2018-19.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fl/et/Celmac_Toilet_Seats_Instrct_Leaflet.pdf,,,,,,,,,,,,,,,,,,
43,PD00709,Roca Laura toilet seat and cover,Roca,55.25,"Made of a robust acrylic, the Roca Laura oval toilet seat and cover is supplied with top-fixing stainless steel L-shaped standard close hinges and all necessary pan connections for quick, easy fitting. This smart loo seat is the ideal finishing touch for the Laura bathroom suite.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Roca Laura toilet seat and cover,,Toilet seat;Cover;Hinge;Fixings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/09/NW-D00709_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Roca_Laura_A801_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Roca_Discovery_Brochure_2020.pdf,,,,,,,,,,,,,,,,,,
44,PB79337,Twyford Alcona wc seat bottom fix,Twyford,38.53,"With its smooth, non-porous surface, the Twyford Alcona bottom-fix toilet seat offers long lasting durability. Not only is this seat resistant to chemicals and scratches its Duroplast surface also resists discolouration and fading over time.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Twyford Alcona wc seat bottom fix,,Toilet seat;Cover;Hinge,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/B79337_Primary_Image_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/B79337_Dimensions.pdf,,,,,,,,,,,,,,,,,,,
45,PB88700,Armitage Shanks Bakasan toilet seat only White,Armitage Shanks,57.37,This Armitage Shanks Bakasan oval toilet seat is made of white plastic and includes a stainless steel rod and plastic top fixing hinges.,Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Armitage Shanks Bakasan toilet seat only White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/00/NW-B88700_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Armitage_Shanks_Bakasan_Seats_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Armitage_Shanks_Bakasan_S4062_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B88700_Technical.pdf,,,,,,,,,,,,,,,,,
46,PB81500,Celmac Calypso dual position plastic toilet seat and cover White,Celmac,16.89,"Highly durable, this Celmac Calypso oval white toilet seat and cover is made of light weight thermoset and is supplied with a colour matching plastic hinge.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Celmac Calypso dual position plastic toilet seat and cover White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/00/NW-B81500_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/8-/19/Wirquin_Product_Catalogue_UK_2018-19.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fl/et/Celmac_Toilet_Seats_Instrct_Leaflet.pdf,,,,,,,,,,,,,,,,,,
47,PB61680,Nabis Arno Round deluxe soft close seat and cover,Nabis,37.28,The modern Nabis Arno D-shaped toilet seat and cover is designed to suit compact toilets for cloakroom and en suite use. It is supplied with soft close hinges for quieter and safer use.,Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Nabis Arno Round deluxe soft close seat and cover,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/28/598328_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tr/ix/Toilet Seats & Pans Matrix.pdf,,,,,,,,,,,,,,,,,,,
48,PB90600,Ideal Standard Alto toilet seat with cover White,Ideal Standard,43.82,"Made of white plastic, the Ideal Standard Alto D-shaped toilet seat and cover is fitted with robust stainless steel hinges for secure bottom fixing.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Ideal Standard Alto toilet seat with cover White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/00/NW-B90600_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/16/IS_Bathroom_Brochure_16.pdf,,,,,,,,,,,,,,,,,,,
49,PD02455,Armitage Shanks S21+ toilet seat and cover - slow close,Armitage Shanks,48.21,"Supplied with a cover, this Armitage Shanks S21+ oval toilet seat is supplied with a robust metal hinge for bottom-fixing. Made of white plastic to suit the vast majority of bathrooms, this seat closes slowly without slamming.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Armitage Shanks S21+ toilet seat and cover - slow close,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/55/D02455_wm.jpg,White,S21+,5 Years,N,Yes,Bottom fixing,155,Metal,Plastic,Oval,E131801,,N,Soft-close design,Bottom fixing hinge,Metal hinge,Plastic construction,White finish,,,,5 year warranty,,,,,,,,,,,,,,,,
50,PJ57818,Twyford Option toilet seat and cover White,Twyford,34.99,"Made of white plastic, the Twyford Option oval toilet seat and cover is designed with durable stainless steel hinges.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Twyford Option toilet seat and cover White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/J57818_Primary_Image_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Twyford_Specification_Manual_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Twyford_ForLifeBathrooms_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Twyford_Moda_Option_Technical.pdf,,,,,,,,,,,,,,,,,
51,PD04667,Ideal Standard Tempo Arc toilet seat & cover White,Ideal Standard,43.47,"With no sharp corners or hard edges, the Ideal Standard Tempo Arc D-shaped toilet seat and cover is an ideal choice for a family home. This streamlined loo seat is made of a glossy white plastic to suit the vast majority of bathroom designs. The Tempo seat and cover is fitted with top fixing hinges.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Ideal Standard Tempo Arc toilet seat & cover White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/67/NW-D04667_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/IS_Tempo_Arc_Drawing.pdf,,,,,,,,,,,,,,,,,,,
52,PE48639,Carrara and Matta Kent thermoplastic top fix toilet seat White,Carrara and Matta,15.82,"Fully recyclable, the Carrara and Matta Kent oval toilet seat is made from highly durable Tecnoplast with plastic hinges. Designed for universal fitting, this seat is suitable for commercial and residential use and by employing the restricted/concealed access hardware kit it is easy to install, even on a pan with restricted access.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Carrara and Matta Kent thermoplastic top fix toilet seat White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/39/NW-E48639_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Carra_and_Matta_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Carrara_and_Matta_Catalogue.pdf,,,,,,,,,,,,,,,,,,
53,PE48603,Carrara and Matta Inox Hybrid Sta-Tite anti-vandal toilet seat,Carrara and Matta,25.83,"Ideal for use in schools, public toilets and prisons, this anti-vandal Carrara and Matta Inox Hybrid Sta-Tite oval open-fronted toilet seat is made of highly durable thermoplastic with stainless steel bottom-fix hinges. Installed with Sta-Tite, this seat maintains reliable sturdiness even with heavy use.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Carrara and Matta Inox Hybrid Sta-Tite anti-vandal toilet seat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/03/NW-E48603_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Carrara_and_Matta_Catalogue.pdf,,,,,,,,,,,,,,,,,,,
54,PB89600,Twyford Option toilet seat with cover White,Twyford,25.93,"Made of plastic, this Twyford Option oval toilet seat and cover incorporates plastic hinges. All fittings are included for ease of installation. Combine with Twyford Option Pans.",Bathrooms and Kitchens/Toilets/Toilet Seats/Toilet Seats.csv -> Twyford Option toilet seat with cover White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/B89600_Primary_Image_wm.jpg,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Twyford_ForLifeBathrooms_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Twyford_Moda_Option_Technical.pdf,,,,,,,,,,,,,,,,,,
