,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Colour,Range,Warranty,Hazardous,Soft Close Seat,Hinge Fixing,Hole Centres,Hinge Material,Material,Shape,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Depth (mm),Cistern Size,Design Type,Fittings Included,Toilet Pack Contents,Feature 6,Feature 7,Feature 8,Diameter,Size,Dimensions mm (H x W x D),Material Type,Tap Holes,Body Material,Number of Tap Holes,Anti Slip,Grips/Handles,Feature 9,Attachment 7,Attachment 8,Attachment 9,Attachment 10,Attachment 11,Attachment 12,Flush Type,Overflow Type,Air Pipe Supplied,Inlet Position,Flush Mechanism,Capacity Litre,Grip Holes,Flow Rate,Min System Pressure Cold (Bar),Operating Temperature,Projection Depth,Style,Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Feature 10,Finish,Feature 11,Waste Supplied,Pre-Drilled Waste Hole,Pre-Drilled Overflow,Voltage (V),Watts,Weight,Easy Maintenance,Inlets,Clog Resistance,Noise Level,Application,Bend (in degrees),Projection,Thickness,Anti Slip Surface,Grips or Handles,Feature 12,Feature 13,Feature 14,Feature 15,Door Opening Orientation,Bowl Type,Tap Orientation,Drainer Type,Bowl Shape,Main Bowl Size,Second Bowl Size,Pack Quantity,Feature 16,Main Bowl Size (mm),Minimum Base Unit Size (mm),Waste Kit Included,Position,Demisting,Seat Projection,Sector,Height (mm),Pressure,Dimensions (L x W x D),Mounting Type
189,PB28000,Twyford Classic low level side inlet side outlet cistern White,Twyford,81.85,"For installation where service points can't be changed, the Twyford Classic low level toilet cistern with 6L lever-operated flush offers the ideal solution.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Twyford Classic low level side inlet side outlet cistern White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/00/NW-B28000_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Twyford_ClassicLowLevelWC_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PP76432,Constance Flexi-Fix thermoset toilet seat White pack,Constance,30.0,"The Croydex Constance Flexi-Fix D-shaped toilet seat is made of durable white thermoset with an antibacterial treatment for cleaner use. Incorporating innovative grip pad technology and patented V plate hinges, the Constance allows for maximum adjustment to fit the fixing holes of any standard toilet pan and can be installed from above or below for a perfect slip-free fit.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Constance Flexi-Fix thermoset toilet seat White pack,,Toilet seat;All fittings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/73/NW-D30973_wm.jpg,,,,,,,White,Flexi-Fix,1 year,N,Yes,Patented V plate hinges,110mm - 200,Zinc,Thermoset,D-Shape,P76432 PK,,N,Adjustable hinges fit all standard toilets,Antibacterial treated white thermoset plastic,Chrome-plated hinges,Soft close hinges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PA05017,Nabis Barford lever basin pillar taps Chrome (Pair),Nabis,46.77,"A high quality choice, this Nabis Barford pair of 87mm projection basin pillar taps with 1/2"" ceramic disc valves has a contemporary look ideal for modern bathrooms. These taps are built from tough brass with a chrome finish and are lever-operated.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Nabis Barford lever basin pillar taps Chrome (Pair),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/17/NW-A05017_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap_Spares_Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Barford_Tap_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PB82100,Celmac Sonata toilet seat only top fix White,Celmac,39.43,"Made of heavyweight white thermoset, this Celmac Sonata oval toilet seat and cover has a robust 304 stainless steel hinge for secure, long lasting fitting. Resistant to damage, the Sonata is easy to clean and designed for comfort and durability.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Celmac Sonata toilet seat only top fix White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/00/NW-B82100_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Celmac_Toilet_Seats_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/8-/19/Wirquin_Product_Catalogue_UK_2018-19.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fl/et/Celmac_Toilet_Seats_Instrct_Leaflet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PC34295,Ideal Standard clearplan single lever bath shower mixer with shower set,Ideal Standard,198.47,"Re-worked for modern bathrooms, the Ideal Standard Clearplan single lever bath/shower mixer has a slimline, contemporary design with a smooth chrome finish. Supplied complete with a shower set, this deck-mounted mixer offers ease of installation using the EasyFix system.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Ideal Standard clearplan single lever bath shower mixer with shower set,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/95/C34295_wm.jpg,,,,,,,Chrome,,5 Years,N,,,,,Brass,,BD267AA,Deck mounted bath shower mixer,N,With shower set,"FirmaFlow ceramic cartridges for 500,000 cycle lifespan",Easyfix fixation system for ease of fitting,With flexible tails,Lever-operated,196,,,,,Brass construction,Chrome finish,5 year warranty,,,,,,,0,,,,,,,,,,,,,,,,,15,50 kPs,N/A,153,Lever bath shower mixer,Med,N/A,Yes,Yes,Fixed,Deck,Lever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PB08928,Nabis Levico mono side control kitchen tap,Nabis,44.41,"Operated by a single side lever, the Nabis Levico monobloc kitchen tap is simple to use, swivelling over multiple sinks for practical rinsing and washing up jobs. Finished in a clean, glossy chrome, this modern design deck-mounted tap is supplied with flexible tails for ease of fitting.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Nabis Levico mono side control kitchen tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/28/NW-B08928_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_B08918_19_28_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/Nabis_Kitchen_Tap_Product_Info.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_Kitchen_Tap_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Nabis_Tap_Spares_Matrix_26Oct2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_1/_0/WUK  INST 47 Rev.1.0.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PD02380,Ideal Standard Sandringham 21 1 tap hole semi-countertop basin 500mm White,Ideal Standard,128.28,"Stylish yet cost-effective, the Ideal Standard Sandringham 21 490mm semi-countertop washbasin with single tap hole is made of hardwearing vitreous china.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Ideal Standard Sandringham 21 1 tap hole semi-countertop basin 500mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/80/NW-D02380_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Sandringham21_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D02380_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PB90487,Thomas Dudley Vantage dual flush push button 73.5mm Chrome Plated,Thomas Dudley,32.77,A Thomas Dudley Vantage chrome dual flush button offering compatibility with a wide range of cisterns.,Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Thomas Dudley Vantage dual flush push button 73.5mm Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/87/NW-B90487_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Thomas_Dudley_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PC62000,Nabis 1 1/4' Adjustable bottle trap - chrome plated,Nabis,19.8,This Nabis chrome adjustable bottle trap is suitable for all commercial and domestic installations.,Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Nabis 1 1/4' Adjustable bottle trap - chrome plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/00/C62000_wm.jpg,,,,,,,Chrome,,,N,,,,,Metal,,PBT41WC,Bottle Trap,N,Easy to install,Lightweight and easy to handle on-site,Suitable for commercial and domestic installations,Chrome-plated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PB45274,Center CB 4-piece pack and toilet seat White,Center CB,114.45,This four piece Center CB bathroom pack includes a close coupled toilet with the choice of a push button or lever flush cistern and single or two tap hole basin.,Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Center CB 4-piece pack and toilet seat White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/74/NW-B45274_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Center_CB_8282560002431_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/B61021_B61022_Pushbutton_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/B61021_B61022_Fitting_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/B61021_B61022_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PB08927,Nabis Idro monobloc kitchen tap,Nabis,66.83,"A practical and attractive choice for the modern kitchen, this Nabis Idro monobloc kitchen tap is fitted with flexible tails for easy installation and a ceramic disc valve for precision use. Deck-mounted, this elegant chrome kitchen tap has a high arc swivel design, making it ideal for fitting over a two bowl sink.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Nabis Idro monobloc kitchen tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/27/NW-B08927_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/Nabis_Kitchen_Tap_Product_Info.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_1/_0/WUK  INST 17 Rev.1.0.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Nabis_Tap_Spares_Matrix_26Oct2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_MonoKitchenMixer_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PD02383,Ideal Standard Sandringham 21 close coupled toilet pan with horizontal outlet White,Ideal Standard,72.41,"This Ideal Standard Sandringham 21 close coupled curved toilet pan is part of a comprehensive and popular range of sanitaryware, bathing and brassware options. This water-saving toilet is suitable for domestic or public use.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Ideal Standard Sandringham 21 close coupled toilet pan with horizontal outlet White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/83/NW-D02383_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_E896301_WC_Pan_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PD02404,Armitage Shanks Sandringham 21 normal close seat and cover (metal hinges Stainless Steel) White,Armitage Shanks,78.41,"An economy choice designed to suit most bathrooms, the Armitage Shanks Sandringham 21 oval toilet seat and cover is made of robust white plastic with bottom fixing stainless steel hinges. This simple loo seat is part of the extensive Sandringham 21 range of bathroom fixtures and fittings.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Armitage Shanks Sandringham 21 normal close seat and cover (metal hinges Stainless Steel) White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/04/NW-D02404_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Sandringham21_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AS_Sandringham_21_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PN68975,Ideal Standard i.Life B HWB 45 white basin,Ideal Standard,81.5,"A smart designer-look fitting, the Ideal Standard i.Life B 450mm basin is suitable for mounting on a pedestal or wall. Finished in glossy white, this bathroom handwash basin is manufactured in a robust vitreous china.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Ideal Standard i.Life B HWB 45 white basin,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/75/N68975_wm.jpg,,,,,,,White,,,N,,,,,Vitresou China,,E336901,Hand Rinse Basin,N,Designed by Palomba Serafini Associati,Pedestal or semi-pedestal options,Vitreous china construction,White colour,Single taphole,380,,,,,Without waste,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,380,,,,,,,Wall/Pedestal,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PB92192,Thomas Dudley Hydroflo side entry inlet valve,Thomas Dudley,10.36,This Thomas Dudley Hydroflo fixed side entry inlet valve is suitable for low and high pressure water supplies and has been pressure tested from 0.1 - 20 bar.,Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Thomas Dudley Hydroflo side entry inlet valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/92/NW-B92192_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Thomas_Dudley_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PG70664,Carron Phoenix Antea 1.5 bowl sink reversible Stainless Steel,Carron Phoenix,142.98,"A smart finishing touch for any kitchen, this Carron Phoenix Antea AZN651 reversible rectangular inset kitchen sink is designed to sit in a pre-prepared hole in a kitchen worktop for a sleek, seamless look. Made of a robust stainless steel with a polished finish, the Antea has a 340 x 420 x 150mm main sink bowl along with a practical side bowl for rinsing and draining plus a single tap hole ready for the mixer of your choice.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Carron Phoenix Antea 1.5 bowl sink reversible Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/64/NW-G70664_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/G70664_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PE12087,Hib Drilled  drilled mirror 4mm float glass 60 x 45cm,Hib,22.29,"Ready-drilled for ease of hanging, this rectangular HiB mirror measures 600 x 450mm. Made using 4mm float glass, this simple, elegant bathroom mirror provides a clean and clear reflection.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Hib Drilled  drilled mirror 4mm float glass 60 x 45cm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/87/NW-E12086_E12087_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/HiB_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PD81426,Ideal Standard iLife back to wall W/C bowl with horizontal outlet,Ideal Standard,163.82,"A designer choice for a modern bathroom, the Ideal Standard iLife back-to-wall WC bowl is manufactured in robust vitreous china with a glossy white finish. Part of a broad collection complete with furniture units, soft close toilet seats and more, this toilet pan can form part of a stylish matching suite.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Ideal Standard iLife back to wall W/C bowl with horizontal outlet,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/26/D81426_wm.jpg,,,,,,,White/Gloss,iLIFE,Lifetime,N,,,,,Vitreous China,Round / Curved,E247401,,N,Designed by Palomba Serafini Associati,Water efficient design,RimLS+ flush technology,Dedicated furniture unit available,Vitreous china construction,,,Palomba Serafini Associati,Yes,,White gloss finish,Horizontal outlet,With fixings,,,,,,,,,,Lifetime warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PD09652,Ideal Standard Sandringham 21 bath with no grips 1700mm White,Ideal Standard,147.54,"With its updated interior shape, the 1700mm Ideal Standard Sandringham 21 bath provides the most comfortable bathing position yet.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Ideal Standard Sandringham 21 bath with no grips 1700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/52/NW-D09652_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Armitage_Shanks_MENA_Edi1_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_E028201_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PC22708,Ideal Standard Cube bottom supply internal overflow close coupled cistern 6/4ltr White,Ideal Standard,168.19,The stylishly designed Ideal Concept Cube cistern is built in robust vitreous china and offers an efficient 4/6L dual flush through an optional top or front-mounted flush plate or button or via a contactless sensor.,Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Ideal Standard Cube bottom supply internal overflow close coupled cistern 6/4ltr White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/08/NW-C22708_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_E822901_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PB82500,Ideal Standard Space toilet seat with cover hinges White/Stainless Steel,Ideal Standard,105.33,"Made of plastic, the Ideal Standard Space round toilet seat and cover is fitted with robust stainless steel hinges for bottom fixing.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Ideal Standard Space toilet seat with cover hinges White/Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/00/NW-B82500_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/16/IS_Bathroom_Brochure_16.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_Space_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PG15981,Domus single metal airbrick 220 x 90mm Cotswold,Domus,97.97,"Non-combustible, the Domus Ventilation Solis Air Brick 220 x 90mm single metal airbrick, finished in a Cotswold Beige to seamlessly blend with its surroundings, maintains low resistance and ensures compliance with fire regs, providing peace of mind for both residents and developers.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Domus single metal airbrick 220 x 90mm Cotswold,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/81/G15981_wm.jpg,,,,,,,Cotswold Beige,,,N,,,,,Metal,,SOL-AB-220X90C,Fire Rated AirBrick,N,Metal construction,Cotswold Beige finish,Low resistance,Compatible with Domus Rigid and Thermal ducting range,Non-combustible as set out in Approved Document B (fire safety),,,,,,"Air brick powder coating pre-qualified to EN13501-1 classification A2-s1,d0","Air brick material 1.5mm galvanised steel, fire class A1 ‘no contribution to fire’",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PA05030,Nabis Swish bath pillar taps Chrome (Pair),Nabis,55.86,"Designed to suit modern bathrooms, the Nabis Swish bath pillar tap with 3/4"" ceramic disc valve looks great and is effortless to use. Built in brass, this tap is finished in high shine chrome and is operated via a simple lever handle.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Nabis Swish bath pillar taps Chrome (Pair),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/30/NW-A05030_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap_Spares_Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Swish_Tap_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
