,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Colour,Range,Warranty,Hazardous,Soft Close Seat,Hinge Fixing,Hole Centres,Hinge Material,Material,Shape,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Depth (mm),Cistern Size,Design Type,Fittings Included,Toilet Pack Contents,Feature 6,Feature 7,Feature 8,Diameter,Size,Dimensions mm (H x W x D),Material Type,Tap Holes,Body Material,Number of Tap Holes,Anti Slip,Grips/Handles,Feature 9,Attachment 7,Attachment 8,Attachment 9,Attachment 10,Attachment 11,Attachment 12,Flush Type,Overflow Type,Air Pipe Supplied,Inlet Position,Flush Mechanism,Capacity Litre,Grip Holes,Flow Rate,Min System Pressure Cold (Bar),Operating Temperature,Projection Depth,Style,Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Feature 10,Finish,Feature 11,Waste Supplied,Pre-Drilled Waste Hole,Pre-Drilled Overflow,Voltage (V),Watts,Weight,Easy Maintenance,Inlets,Clog Resistance,Noise Level,Application,Bend (in degrees),Projection,Thickness,Anti Slip Surface,Grips or Handles,Feature 12,Feature 13,Feature 14,Feature 15,Door Opening Orientation,Bowl Type,Tap Orientation,Drainer Type,Bowl Shape,Main Bowl Size,Second Bowl Size,Pack Quantity,Feature 16,Main Bowl Size (mm),Minimum Base Unit Size (mm),Waste Kit Included,Position,Demisting,Seat Projection,Sector,Height (mm),Pressure,Dimensions (L x W x D),Mounting Type
1255,PD00631,Roca Laura 2 tap hole basin 560mm White,Roca,82.03,"Elegantly curved, this Roca Laura 560mm basin with two tap holes looks great in any bathroom. Functional and robust, this vitreous china basin is designed for wall mounting.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Roca Laura 2 tap hole basin 560mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/31/NW-D00631_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Roca_Everyday_Collection_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Roca_Care_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D00631_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Roca_Basins_Generic_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,PC68075,Deva LEVER lever sink tap comes with brass back nuts,Deva,34.29,"These Deva LEVER sink taps are made of brass with a chrome finish. Suitable for all plumbing systems, this pair of deck-mounted taps include tactile lever handles for inclusive flow and temperature control.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Deva LEVER lever sink tap comes with brass back nuts,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/75/NW-C68075_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Deva_DLTSPEC103_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Deva_Shower-Tap_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,PP64401,Geberit Selnova Compact handrinse basin 1 tap 450 x 340mm,Geberit,88.31,"With its smaller overall size, the Geberit Selnova Compact 450 x 340mm handrinse basin is an ideal choice for small bathrooms, en-suites or cloakrooms. Made of vitreous china with a classic white finish, this basin is suitable for pedestal mounting.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Geberit Selnova Compact handrinse basin 1 tap 450 x 340mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/02/NW-P64401_P64402_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Geberit_Selnova_Compact_HBasin_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,PC00432,Ideal Standard Accent bowl seat White,Ideal Standard,242.64,The Ideal Standard Accent D-shaped toilet seat is made of heavy duty Duraplast and is supplied with a chrome hinge.,Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Ideal Standard Accent bowl seat White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/32/NW-C00432_wm.jpg,,,,,,,White,Accent,5 Years,N,No,"Hinge set, pins inserted in lid",160,Chrome,Duraplast,D-Shape,K700401,Standard Toilet Seat,N,White Duraplast,5 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,PC63028,Bristan Capri bath shower mixer tap Chrome Plated,Bristan,267.41,"The Bristan Capri twist control bath/shower mixer with handheld shower, hose and wall holder is made of hardwearing brass with a chrome finish. Suitable for use in any plumbing system but best performing in balanced systems, this modern deck-mounted mixer incorporates ceramic cartridge technology for smooth control and durability.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Bristan Capri bath shower mixer tap Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/y_/09/CAP BSM C from July 09_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Capri_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/C63028_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C63028_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,PC36810,Deva Adore monobloc sink mixer tap Chrome Plated,Deva,97.22,"Offering tilt and turn temperature control, the swivelling Deva Adore mono sink mixer with press-top waste is fitted with a ceramic disc for smoother precision turning. Made of tough brass with a chrome finish, this kitchen tap is compatible with any plumbing system and is designed to be deck-mounted.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Deva Adore monobloc sink mixer tap Chrome Plated,,Mono sink mixer;Tap fittings;Tap hot ;cold water connections,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/10/NW-C36810_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Deva_Shower-Tap_Guide_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Deva_ADORE171_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,PG75664,Domus EasiPipe 150 round to rectangular adaptor,Domus,15.74,Part of the rigid duct range this Domus EasiPipe 100 round-to-rectangular in-line adapter makes changing to an alternative ducting profile simple.,Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Domus EasiPipe 150 round to rectangular adaptor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/64/G75664_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,PD88208,Bristan Value bib taps with 6in levers Chrome,Bristan,106.06,"A classic design, this Bristan Value bib tap is ideal for budget renovations. Easy to use thanks to ceramic disc valves, this tap has lever handles and a 100mm spout projection. Designed under strict quality control measures, Value taps are made of long-lasting brass and have a chrome finish to suit any interior.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Bristan Value bib taps with 6in levers Chrome,,Bib tap;Handles,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/09/NW-D88208_D88209_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/D88208_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/D88208_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D88208_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,PD88230,Bristan Napoli Napoli Basin Mixer with Clicker Waste,Bristan,101.4,"Soft yet sleek, the Napoli monobloc basin mixer brings a touch of modern elegance to the bathroom. Robustly built to withstand the rigours of family life, this chrome-finished mixer tap is supplied complete with a clicker waste and all the fitting components you'll need for a complete installation with no additional parts to buy.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Bristan Napoli Napoli Basin Mixer with Clicker Waste,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/30/D88230_wm.jpg,,,,,,,Chrome Plated,Napoli,10 Years,N,,,,,Brass,,NAP BAS C,Basin Mixer with Click Waste,N,Flow regulator limits flow to 5LPM to reduce waste,Long life ceramic cartridge for durability and smooth operation,With flexible tails and fixing kit,Includes clicker waste,Tough brass construction,148,,,,,"Long-lasting, scratch-resistant chrome finish",Salt spray tested for durability,"Flow rate of 3.1LPM at 0.5 bar, 4.6LPM at 5 bar",,,,,,,1,,,10 year warranty,,,,,,,,,,,,,,3.1l/min@0.5bar - 4.6l/min@5bar,0.5,60,100,Contemporary,,No,No,Yes,Fixed,Deck,Lever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,PC17498,"Pegler Mercia quarter turn bath pillar taps 3/4""",Pegler,35.23,"Operated with an easy quarter turn, this pair of Pegler Yorkshire Mercia pillar taps has a simple, traditional design that will suit all but the most modern of bathrooms. Suitable for low pressure systems right down to 0.2 bar, these deck-mounted are made of brass with a shiny chrome finish.","Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Pegler Mercia quarter turn bath pillar taps 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/98/NW-C17498_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/PY_Brassware_Guide_2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,PD01784,Roca superthick front panel for acrylic bath -white,Roca,81.94,"Ultra-thick for robust long-term use, this Roca Superthick 1800 x 515mm front bath panel is manufactured in white acrylic to match into most bathroom schemes.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Roca superthick front panel for acrylic bath -white,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/84/D01784_wm.jpg,,,,,,,White,,2 Year,N,,,,,Acrylic,,Z025170000,Bath Panel,N,Can be cut to size,Acrylic construction,White finish,2 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 mm,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,PD88207,Bristan Value bath filler ceramic disc valves Chrome,Bristan,167.7,"A budget choice designed to suit most bathrooms, this Bristan Value bath filler tap has a simple silhouette, a tough brass body and a clean, glossy chrome finish. Operated with 3"" metal lever handles, this mixer tap incorporates ceramic disc valves for ease of use and has a 115mm spout projection.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Bristan Value bath filler ceramic disc valves Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/07/NW-D88207_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/D88207_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/D88207_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D88207_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,PE51338,Hib Vega mirror (LED illuminated) with charging socket 80 x 60 x 5.5cm,Hib,373.55,"With a charging socket hidden discreetly behind its front, the HIB Vega 800 x 600 x 55mm mirror is a practical choice for a streamlined bathroom, providing easy charging of toothbrushes and shavers. With the addition of LED colour temperature changing lighting and a built-in heated demister pad, the Vega helps to streamline your morning routine and create the perfect in-bathroom atmosphere.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Hib Vega mirror (LED illuminated) with charging socket 80 x 60 x 5.5cm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/39/NW-E51337_E51339_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/HIB_Arena_Vega_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/HIB_Vega_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,PF69562,Domus EasiPipe 150 round pipe 150mm x 2mtr,Domus,26.72,"Suitable for use in kitchen, commercial and whole-house applications, the Domus EasiPipe 150 round rigid duct helps ventilation appliances to maximise their energy efficiency. Manufactured to exacting tolerances, this rigid duct virtually eliminates air leakage while reducing pressure drops.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Domus EasiPipe 150 round pipe 150mm x 2mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/62/NW-F69560_F69562_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Domus_Ventilation_Ducting_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Domus_Specification_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,PA01893,Twyford Celtic 2 tap hole plain bath 1700mm White,Twyford,230.6,"Supplied with a fast fixing set for ease of installation, the Twyford Celtic BS1502WH 1700mm bath includes two pre-drilled tap holes. Made of robust steel, this 540mm deep bath is suitable for over-bath showering and is made to withstand high levels of use.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Twyford Celtic 2 tap hole plain bath 1700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/94/NW-A01892_A01894_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Twyford_BS1502WH_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Twyford_DOP17_Baths_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Twyford_BS1572WH_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Twyford_BS1572WH-BS1502WH_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,PD41582,Roca Senso Close coupled toilet pan White,Roca,393.21,The contemporary Schmidt and Lackner designed Roca Senso close coupled square toilet pan with double outlet is built with the design duo's signature German efficiency and modernity for a practical style suited to modern homes.,Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Roca Senso Close coupled toilet pan White,,WC pan;Fixing kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/82/NW-D41582_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_A342514000_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,PG75831,Domus EasiPipe 125 right angled bend round pipe White,Domus,21.9,This 90° horizontal-angled Domus EasiPipe 125 rigid duct bend is designed to help you to achieve the highest possible energy efficiency from the brand's ventilation appliances.,Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Domus EasiPipe 125 right angled bend round pipe White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/31/G75831_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_Domus_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,PB47420,Twyford Alcona floor standing washdown WC with horizontal outlet for exposed close-coupled cistern,Twyford,65.72,"Suitable for fitting with exposed close-coupled cisterns, the Twyford Alcona floor standing washdown WC offers a water saving flush of just 4/2.6L. A modern toilet design, this WC pan is suitable for fitting with the Alcona cistern and seat.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Twyford Alcona floor standing washdown WC with horizontal outlet for exposed close-coupled cistern,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/20/B47420_wm.jpg,,,,,,,White,Alcona,10 Years,N,,,,,Vitreous China,Round D Shape,AR1158WH,,N,For exposed close-coupled cistern,Horizontal outlet,Washdown type,Floor standing installation,With horizontal outlet,,,Modern,No,,Vitreous china construction,White finish,10 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,PD88169,Bristan Vantage basin mixer without waste,Bristan,124.8,"Built in a tough brass with a chrome finish and elongated handles, the Bristan Vantage basin mixer tap is a modern classic design that will suit the décor of most bathrooms. Suitable for use in any plumbing system, this deck-mounted tap offers ease of installation and long lasting durability.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Bristan Vantage basin mixer without waste,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/69/NW-D88169_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/D88169_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D88169_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/D88169_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1274,PC21335,Ideal Standard Sandringham 21 Bottom supply and internal overflow cistern with reversible spatula lever 6-4ltr White,Ideal Standard,103.05,The Ideal Standard Sandringham 21 bottom inlet close coupled cistern is built in durable vitreous china and includes a reversible spatula lever for single 6(4)L flush operation. This cistern is part of an extensive range designed to help you create a matching bathroom suite.,Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Ideal Standard Sandringham 21 Bottom supply and internal overflow cistern with reversible spatula lever 6-4ltr White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/35/NW-C21335_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_E900201_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,PA71300,Ideal Standard Uniline front bath panel 1700mm White,Ideal Standard,54.14,"The Ideal Standard Uniline 1700mm bath front panel is manufactured in a tough, high impact polystyrene with rigid honeycomb backing.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Ideal Standard Uniline front bath panel 1700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/00/NW-A71300_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/IS_Bath_Book_Brchr_2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
