,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Flow Rate,Min System Pressure Cold (Bar),Operating Temperature,Projection Depth,Range,Style,Warranty,Hazardous,Depth (mm),Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Material,Number of Tap Holes,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Finish
0,PA05404,Nabis Alia hot and cold basin taps,Nabis,27.5,"Beautifully modern, this pair of Nabis Alia deck-mounted basin taps is built from tough brass and finished in glossy chrome.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Pillar Taps/Bathroom Pillar Taps.csv -> Nabis Alia hot and cold basin taps,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/04/NW-A05404_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_A05404_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares List_May 2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Alia_Tap_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,PA05432,Nabis Regal hot and cold basin taps,Nabis,21.76,"Classically designed, these Nabis Regal basin taps are ideal for traditional bathrooms. Built in robust brass with zinc handles, this pair of deck-mounted taps is finished in chrome.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Pillar Taps/Bathroom Pillar Taps.csv -> Nabis Regal hot and cold basin taps,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/32/NW-A05432_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/2_/ds/Nabis_A05432_DS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_A05432_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Regal_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares List_May 2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,PC58100,"Swan SWAN STANDARD standard basin pillar taps 1/2"" Chrome",Swan,17.01,"Swan pillar tap is manufactured to the highest possible standards and designed with a focus on functionality. Provides the user with a high quality, hard-wearing features backed up with a 5 year guarantee for extra peace of mind.","Bathrooms and Kitchens/Bathroom Taps/Bathroom Pillar Taps/Bathroom Pillar Taps.csv -> Swan SWAN STANDARD standard basin pillar taps 1/2"" Chrome",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/00/NW-C58100_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Swan_C58100101115116109110_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C58100_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,PC58116,"Swan Lever quarter turn bath pillar taps 3/4"" chrome",Swan,21.76,"Swan pillar tap is manufactured to the highest possible standards and designed with a focus on functionality. Provides the user with a high quality, hard-wearing features backed up with a 5 year guarantee for extra peace of mind.","Bathrooms and Kitchens/Bathroom Taps/Bathroom Pillar Taps/Bathroom Pillar Taps.csv -> Swan Lever quarter turn bath pillar taps 3/4"" chrome",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/16/NW-C58116_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C58116_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Swan_C58100101115116109110_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PA05030,Nabis Swish bath pillar taps Chrome (Pair),Nabis,55.86,"Designed to suit modern bathrooms, the Nabis Swish bath pillar tap with 3/4"" ceramic disc valve looks great and is effortless to use. Built in brass, this tap is finished in high shine chrome and is operated via a simple lever handle.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Pillar Taps/Bathroom Pillar Taps.csv -> Nabis Swish bath pillar taps Chrome (Pair),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/30/NW-A05030_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap_Spares_Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Swish_Tap_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,PC58101,"Swan Standard bath pillar taps 3/4"" chrome",Swan,23.49,"Swan pillar tap is manufactured to the highest possible standards and designed with a focus on functionality. Provides the user with a high quality, hard-wearing features backed up with a 5 year guarantee for extra peace of mind.","Bathrooms and Kitchens/Bathroom Taps/Bathroom Pillar Taps/Bathroom Pillar Taps.csv -> Swan Standard bath pillar taps 3/4"" chrome",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/01/NW-C58101_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C58101_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Swan_C58100101115116109110_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,PA05018,* NAB BARFORD LEVER BATH PILLAR TAPS,Nabis,55.61,"A high quality choice, this Nabis Barford pair of 101mm projection basin pillar taps with 1/2"" ceramic disc valves has a contemporary look ideal for modern bathrooms. These taps are built from tough brass with a chrome finish and are lever-operated.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Pillar Taps/Bathroom Pillar Taps.csv -> * NAB BARFORD LEVER BATH PILLAR TAPS,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/18/NW-A05018_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap_Spares_Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Barford_Tap_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,PD10029,"Bristan 1901 basin pillar taps 1/2"" ceramic disc valves Chrome Plated pack",Bristan,73.99,"Finished in bright, glossy chrome, these Bristan 1901 basin taps, supplied with pop-up waste, are made of durable brass. Suitable for all plumbing systems, this pair of deck-mounted, Edwardian-inspired taps is an ideal choice for bathrooms in period homes.","Bathrooms and Kitchens/Bathroom Taps/Bathroom Pillar Taps/Bathroom Pillar Taps.csv -> Bristan 1901 basin pillar taps 1/2"" ceramic disc valves Chrome Plated pack",,"2 x Taps, 2 x Metal Washers, 2 x Black Rubber Washers, 1 x Fitting Instructions",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/78/NW-D77378_wm.jpg,,,,,,Chrome/Metallic,8.2 L/min at 0.2 bar45.4 L/min at 5 bar,0.2,65,85,1901,Traditional,5 Years,N,121,Low,No,No,Yes,Fixed,Deck,Cross,Brass,2,D10029 PK,Basin tap,N,Precise glide,Chrome finish,Matching taps and showers available,Secure fix,Long life 1/4 turn ceramic disc valves,Metal handles,Metal back nuts for durability,Chrome-plated to BS EN 248,"Flow rate 15.9LPM at 0.2 bar, 79.6LPM at 5 bar",5 year warranty,
8,PA05017,Nabis Barford lever basin pillar taps Chrome (Pair),Nabis,46.77,"A high quality choice, this Nabis Barford pair of 87mm projection basin pillar taps with 1/2"" ceramic disc valves has a contemporary look ideal for modern bathrooms. These taps are built from tough brass with a chrome finish and are lever-operated.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Pillar Taps/Bathroom Pillar Taps.csv -> Nabis Barford lever basin pillar taps Chrome (Pair),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/17/NW-A05017_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap_Spares_Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Barford_Tap_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,PC22712,Bristan Sonique sequential exposed valve mixer shower and kit,Bristan,109.0,"Supplied with all required parts for easy installation, the Bristan Sonique exposed mini valve shower has a modern, angular design well-suited to contemporary bathrooms and incorporates thermostatic technology for reliably comfortable and safe showering.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Pillar Taps/Bathroom Pillar Taps.csv -> Bristan Sonique sequential exposed valve mixer shower and kit,,Shower Valve;2x long elbows;2x covers;2x filters;Green flow regulator;Yellow flow regulator;2x backplate fixings;Showerhead;2x sealing washers;Shower hose;Riser rail;4x riser rail fixings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/12/NW-C22712_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tr/uc/Bristan_Sonique_Capri_Acute_Instruc.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/C22712_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C22712_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,PC43097,Deva Commercial non concussive basin taps Chrome Plated,Deva,60.16,"The ideal choice for a public bathroom, this Deva Commercial basin tap saves water and minimises nuisance use thanks to its pre-set ten second shut-off. Deck-mounted, this tap is made of robust brass with a smart chrome finish.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Pillar Taps/Bathroom Pillar Taps.csv -> Deva Commercial non concussive basin taps Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/97/NW-C43097_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Deva_Shower-Tap_Guide_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Deva_NCT001_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,PJ97814,Grohe Euroeco Cosmopolitan T cosmopolitan self closing pillar tap,Grohe,96.2,"Fitted with SlikMove technology for smooth and precise use, the Grohe Euroeco Cosmopolitan T pillar tap includes three adjustable flow times for greater economy and convenience and features EcoJoy for reduced water waste with no loss of performance. This tap has been finished in StarLight chrome, Grohe's easy clean coating designed to resist scratching and tarnishing.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Pillar Taps/Bathroom Pillar Taps.csv -> Grohe Euroeco Cosmopolitan T cosmopolitan self closing pillar tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/14/NW-J97814_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grohe_Euroeco_Cosmo_T_36265000_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Grohe_Product_Guide_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grohe_36265_36266_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,PC58115,* @ SWAN QT LEVER 1/2IN BASIN PILLARS CP,Swan,16.76,"Swan pillar tap is manufactured to the highest possible standards and designed with a focus on functionality. Provides the user with a high quality, hard-wearing features backed up with a 5 year guarantee for extra peace of mind.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Pillar Taps/Bathroom Pillar Taps.csv -> * @ SWAN QT LEVER 1/2IN BASIN PILLARS CP,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/15/NW-C58115_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Swan_C58100101115116109110_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C58115_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,PC58118,* @ SWAN Q LVR 1/2IN H/NECK SNK PILLAR CP,Swan,24.0,"Swan pillar tap is manufactured to the highest possible standards and designed with a focus on functionality. Provides the user with a high quality, hard-wearing features backed up with a 5 year guarantee for extra peace of mind.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Pillar Taps/Bathroom Pillar Taps.csv -> * @ SWAN Q LVR 1/2IN H/NECK SNK PILLAR CP,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/18/NW-C58118_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Swan_C58103_112_118_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C58118_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,PC43074,Deva LEVER lever action basin taps Chrome Plated,Deva,24.95,"These Deva LEVER basin taps are made of brass with a chrome finish. Suitable for all plumbing systems, this pair of deck-mounted taps include tactile lever handles for inclusive flow and temperature control.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Pillar Taps/Bathroom Pillar Taps.csv -> Deva LEVER lever action basin taps Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/74/NW-C43074_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Deva_DLT101_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Deva_Shower-Tap_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,PC43205,Deva Dynamic pillar mounted thermostatic bath shower mixer tap,Deva,224.24,"Suitable for commercial or domestic use, the Deva Dynamic chrome bath/shower mixer with shower kit and wall bracket is compatible with high pressure systems.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Pillar Taps/Bathroom Pillar Taps.csv -> Deva Dynamic pillar mounted thermostatic bath shower mixer tap,,Bath shower mixer;Single mode shower kit;Wall bracket,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/05/NW-C43205_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Deva_DYN106_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Deva_Shower-Tap_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,PC43055,Deva Cross cross top bib pillar tap Chrome Plated,Deva,25.69,"The smart Deva Cross bib taps are made of brass with a chrome finish. Suitable for all plumbing systems, this pair of taps is designed for wall mounting.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Pillar Taps/Bathroom Pillar Taps.csv -> Deva Cross cross top bib pillar tap Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/55/NW-C43055_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Deva_Shower-Tap_Guide_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Deva_095X_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,PD10024,Bristan Cobalt basin mixer tap pack,Bristan,62.0,"The bold, geometric lines of the Bristan Cobalt basin mixer are an ideal addition to a contemporary bathroom. Made of long lasting brass and finished in chrome, this deck-mounted bathroom tap is compatible with all plumbing systems.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Pillar Taps/Bathroom Pillar Taps.csv -> Bristan Cobalt basin mixer tap pack,,Basin mixer;Flexible tails,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/24/NW-D10024_wm.jpg,,,,,,Chrome/Metallic,5 L/min at 5 barL/min at 5 bar,0.3,-4.44444444444444,100,Cobalt,Modern,5 Years,N,145,,No,No,Yes,Fixed,Deck,Lever,Brass,1,D10024 PK,Basin Mixer,N,Precise glide,Chrome finish,Matching taps and showers available,Secure fix,Long life ceramic cartridge for durability and ease of use,Metal back nuts for durability,Easy to use lever handle,Chrome-plated to BS EN 248,Flow rate 5LPM at 5 bar,5 year warranty,
18,PB88656,Ideal Standard Calista basin rim mounted pillar taps,Ideal Standard,66.58,"Smartly stylish, the Ideal Standard Calista basin pillar taps are part of a wide bathroom range for a cohesive finished design. Easy to operate, this pair of chrome deck-mounted taps includes 4LPM flow regulators for reduced water waste.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Pillar Taps/Bathroom Pillar Taps.csv -> Ideal Standard Calista basin rim mounted pillar taps,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/56/NW-B88656_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/IS_Calista_B1146-47_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Calista_B1146AA_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Bathrooms_Brchr_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,PD88216,Bristan Value high neck pillar taps Chrome,Bristan,53.5,"A budget choice designed to suit most bathrooms, this Bristan Value high neck pillar tap has a simple silhouette, a tough brass body and a clean, glossy chrome finish. Operated with 3"" metal lever handles, this mixer tap incorporates ceramic disc valves for ease of use and has a 85mm spout projection.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Pillar Taps/Bathroom Pillar Taps.csv -> Bristan Value high neck pillar taps Chrome,,Pillar tap;3inch (76mm) metal lever handles;Ceramic disc valves,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/16/NW-D88216_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/D88216_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D88216_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/D88216_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,PD80264,Bristan Value Non Concussive Basin Taps Chrome,Bristan,88.84,"A classic design, this Bristan Value basin tap is ideal for budget bathroom renovations. Made of tough brass with a chrome finish and 110mm spout, this tap offers an automatic shut-off to help save on water and waste and soft-touch operation for ease of use.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Pillar Taps/Bathroom Pillar Taps.csv -> Bristan Value Non Concussive Basin Taps Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/64/NW-D80264_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Bristan_Self_Closing_Taps_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D80264_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/D80264_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,PC69013,Bristan Club basin taps with metal heads Chrome Plated,Bristan,30.36,This pair of classic Bristan Club basin taps is compatible with all plumbing systems. These simply smart deck-mounted bathroom taps are made of durable brass with a glossy chrome finish.,Bathrooms and Kitchens/Bathroom Taps/Bathroom Pillar Taps/Bathroom Pillar Taps.csv -> Bristan Club basin taps with metal heads Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/13/NW-C69013_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Bristan_Club_Tap_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C69013_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Bristan_Club_Bath_Basin_Tap_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,PA05491,* NAB GALENE LEVER BATH PILLAR TAPS,Nabis,50.71,"Nabis Galene pillar tap with 3/4 inch ceramic disc valve, suits the styling of different bathroom designs depending on user requirement along with high level of quality.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Pillar Taps/Bathroom Pillar Taps.csv -> * NAB GALENE LEVER BATH PILLAR TAPS,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/91/NW-A05491_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Galene_Tap_Range_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Nabis_Tap_Spares_Matrix_26Oct2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,PA05405,Nabis Alia hot and cold bath taps,Nabis,54.13,This contemporary Nabis Alia pair of deck-mounted bath pillar taps is made of robust brass with a high-shine chrome finish.,Bathrooms and Kitchens/Bathroom Taps/Bathroom Pillar Taps/Bathroom Pillar Taps.csv -> Nabis Alia hot and cold bath taps,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/05/NW-A05405_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/A05405_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap_Spares_Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Alia_Tap_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
