,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Colour,Range,Warranty,Hazardous,Soft Close Seat,Hinge Fixing,Hole Centres,Hinge Material,Material,Shape,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Depth (mm),Cistern Size,Design Type,Fittings Included,Toilet Pack Contents,Feature 6,Feature 7,Feature 8,Feature 9,Flush Type,Overflow Type,Air Pipe Supplied,Inlet Position,Flush Mechanism,Capacity Litre,Finish,Anti Slip,Pre-Drilled Waste Hole,Pre-Drilled Overflow,Grips/Handles,Attachment 4,Attachment 5,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Attachment 6,Pack Quantity,Feature 16,Seat Projection,Material Type,Sector,Position,Thickness,Anti Slip Surface,Grips or Handles,Weight,Style,Mounting Type,Application
26,PB55254,Grohe Rapid SL wall frame 1.13m,Grohe,260.16,"The Grohe Rapid SL 3-in-1 installation set for wall-hung toilets makes fitting straightforward with the toolless QuickFix system, allowing connection of the hose, inspection shaft and water supply with ease. The steel frame is certified to hold loads of over 400kg for reliable stability and can be quickly installed in front of a solid wall or into a stud wall. Featuring a 6 - 9L dual flush with EcoJoy technology, this cistern kit reduces water consumption by up to 50% with no loss of flushing power and operates quietly thanks to the Whisper low-noise fittings and separate plumbing.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Grohe Rapid SL wall frame 1.13m,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/54/NW-B55254_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grohe_100181340_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grohe_38772001_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PB96680,Saniflo Sanishower+ water pump for shower and basin,Saniflo,356.29,"Ideal for the installation of basement bathrooms where gravity drainage isn't available, the Saniflo Sanishower+ macerator pump can be fitted either next to or underneath a shower tray while maintaining access for maintenance. Powerful enough to provide waste disposal for a standard electric or gravity mixer shower, the Sanishower+ includes an additional inlet for the addition of a wash basin.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Saniflo Sanishower+ water pump for shower and basin,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/80/NW-B96680_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B96680_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Saniflo_Pumps_Macerators_Brchr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Saniflo_Sani_Shower_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PB28100,Twyford Classic low level bottom supply bottom outlet cistern White,Twyford,81.85,This Twyford Classic low level 6L cistern with chrome plated lever is suitable for use where existing service points can't be altered.,Bathrooms and Kitchens/Toilets/Toilets.csv -> Twyford Classic low level bottom supply bottom outlet cistern White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/00/NW-B28100_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Twyford_Classic_Low_Level_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Twyford_ClassicLowLevelWC_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PB96677,"Saniflo Sani Pro XR Up macerator pump for WC wash basin, bath and shower",Saniflo,571.76,"The easy-install Saniflo Sani Pro XR Up macerator pump unit is a useful addition to an en-suite bathroom, removing waste from your toilet, power shower, bidet and basin while neutralising odours with an inbuilt activated carbon filter. Compact in size and with a removable lid for hassle-free maintenance, the XR Up is ideal for retrofitting with no change in pipework required during installation.","Bathrooms and Kitchens/Toilets/Toilets.csv -> Saniflo Sani Pro XR Up macerator pump for WC wash basin, bath and shower",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/77/NW-B96677_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Saniflo_Sani_Pro_XR_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Saniflo_Pumps_Macerators_Brchr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B96677_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PB24017,Nabis Flushing side entry concealed cistern,Nabis,53.1,"The innovative air inlet valve fitted to the Nabis Flushing concealed toilet cistern is capable of achieving an AG-type air gap. Providing easy installation, this complete kit includes a flushing valve, side entry valve and a smart chrome-plated push button. The compact Flushing is suitable for either in-wall or in-furniture installation and has a 6/4L or 4/2.6L adjustable dual flush with delayed action inlet valve, helping users to minimise water usage.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Nabis Flushing side entry concealed cistern,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/17/NW-B24016_B24017_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/B24017_Nabis_TDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_B24016_B24017_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PC21355,Ideal Standard Concept soft close toilet seat and cover White,Ideal Standard,122.03,"Made of a robust white plastic, the Ideal Standard Concept oval toilet seat and cover is a simple design that will match seamlessly to the brand's Concept toilet while also suiting loos from other manufacturers. This toilet seat's bottom fix hinge provides a gentle soft-close function for slam-free, quiet closure.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Ideal Standard Concept soft close toilet seat and cover White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/55/NW-C21355_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/16/IS_Bathroom_Brochure_16.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/IS_Bathrooms_Brchr_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PD81439,Ideal Standard iLife A and S W/C seat and cover slow close,Ideal Standard,81.91,"Part of a comprehensive modern bathroom range, the Ideal Standard i.Life toilet seat and cover is suitable for installation on rectangular WC pans. Manufactured in robust plastic, this soft-close  toilet seat and cover set is finished in a high gloss white and has quick-release hinges for easy, quick cleaning.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Ideal Standard iLife A and S W/C seat and cover slow close,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/_a/D81439_A_wm.jpg,,,,White/Gloss,iLIFE,5 Years,N,Yes,yes,180,Stainless Steel,Plastic,Rectangle,T473701,,N,Quick-release for easy cleaning,Stainless steel hinges,Soft-close action,Rectangular shape,Plastic construction,,,,,,Gloss white finish,5 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PD16320,Ideal Standard Sandringham 21 toilet boxed pack White,Ideal Standard,194.74,The Ideal Standard Sandringham 21 toilet boxed pack includes a close coupled washdown horizontal outlet toilet pan with open flushing rim with water saving 6/4L dual flush.,Bathrooms and Kitchens/Toilets/Toilets.csv -> Ideal Standard Sandringham 21 toilet boxed pack White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/20/NW-D16320_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Sandringham21_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PB98510,Saniflo SaniSlim sanitary system,Saniflo,580.3,"A slimline unit designed for easy concealed installation, the Saniflo SaniSlim macerator pump is ideal for concealment in kitchen or utility room units or for unobtrusive fitting behind slimline WCs. This powerful pump has four inlets for connection to domestic sinks or appliances and incorporates a carbon air filter to combat odours.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Saniflo SaniSlim sanitary system,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/10/NW-B98510_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B98510_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Saniflo_Sani_Vite_Pump2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Saniflo_Pumps_Macerators_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PD13266,Roca Colina comfort high pan White,Roca,242.96,"Ideal for taller users and those with back and joint discomfort, the Roca Colina back to wall, close coupled toilet pan with horizontal outlet is built to sit slightly higher for added comfort. This rounded pan includes a washdown flush and closed rim.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Roca Colina comfort high pan White,,WC pan;Fixing kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/68/NW-D13266_D13268_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_A3418CP000_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PB47418,Twyford Alcona Flushwise back to wall toilet pan White,Twyford,127.71,"Suitable for a wide range of locations, from schools to hotels to homes, the Twyford Alcona Flushwise back to wall toilet pan with horizontal outlet has an eco-friendly water saving 4/2.6L dual flush and the option to add a soft close seat for quieter use.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Twyford Alcona Flushwise back to wall toilet pan White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/18/NW-B47418_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Twyford_Alcona_BTW_WC_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Twyford_DoP10_WCs_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Twyford_Alcona_BTW_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PB90310,Thomas Dudley Tri-Shell side inlet high pressure/low pressure high level cistern Black,Thomas Dudley,108.5,"Highly robust, the Thomas Dudley high Tri-Shell is a heavy-duty black plastic toilet cistern with dual lever-operated flush and side inlet.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Thomas Dudley Tri-Shell side inlet high pressure/low pressure high level cistern Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/10/NW-B90310_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/TDudley_HDutyCisterns_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PB80900,Celmac Emerald toilet seat and cover White,Celmac,16.38,"An always popular choice for commercial and contract, the Celmac Emerald oval toilet seat and cover is made of robust thermoplastic and comes with a pre-assembled plastic matching hinge for universal fitting to almost any toilet.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Celmac Emerald toilet seat and cover White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/00/NW-B80900_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Celmac_Emerald_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/ns/Celmac_Emerald-Sapphire_Fit_Istrctns.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/8-/19/Wirquin_Product_Catalogue_UK_2018-19.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PJ23417,Ideal Standard Sandringham 21 close coupled raised pan only horizontal outlet White,Ideal Standard,166.22,"This Ideal Standard Sandringham 21 raised height close coupled curved toilet pan is part of a comprehensive and popular range of sanitaryware, bathing and brassware options. This water-saving toilet is suitable for domestic or public use and has an overall 75cm projection for Doc M compliance.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Ideal Standard Sandringham 21 close coupled raised pan only horizontal outlet White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/17/NW-J23417_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_E883401_WC_Pan_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PP76433,Eyre Flexi-Fix D-shaped toilet seat White pack,Eyre,30.0,"Antibacterial for cleaner use, this Croydex Eyre Flexi-Fit D-shaped toilet seat is made of white thermoset plastic and includes soft close chrome-plated adjustable hinges designed for fitting to all standard toilets.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Eyre Flexi-Fix D-shaped toilet seat White pack,,Toilet seat;All fittings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/75/NW-D30975_wm.jpg,,,,White,Flexi-Fix,1 year,N,Yes,Top Fixing,90 - 223,Zinc,Thermoset,D-Shape,P76433 PK,,N,Adjustable hinges fit all standard toilets,Antibacterial treated white thermoplastic,Chrome-plated hinges,Soft close hinges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PD44938,Roca The Gap cleanrim pan White,Roca,168.88,"Designed by Antonio Bullo, Roca's The Gap back to wall, close coupled square toilet pan with dual outlet delivers on style and functionality. This compact design makes the most of a modern bathroom space, bringing a touch of designer style to even the smallest room.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Roca The Gap cleanrim pan White,,WC pan;Fixings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/38/NW-D44938_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_A34273700H_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PD02386,Ideal Standard Sandringham 21 close coupled cistern bottom inlet siphon flush 6/4ltr White,Ideal Standard,81.36,"Close-coupled, the Ideal Standard Sandringham 21 bottom inlet toilet cistern is made of a tough vitreous china. Part of an extensive coordinated bathroom range, this lever-operated cistern provides a 6L single flush.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Ideal Standard Sandringham 21 close coupled cistern bottom inlet siphon flush 6/4ltr White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/86/NW-D02386_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_E896801_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PJ23360,Armitage Shanks Profile 21 toilet seat and cover White,Armitage Shanks,103.14,"Made of robust white plastic with smooth lines, the Armitage Shanks Profile 21 round toilet seat and cover is a luxury choice for any environment, standing up well to the rigours of commercial bathrooms as well as domestic use. This smart toilet seat is designed with a bottom fixing soft-close mechanism meaning it won't slam shut.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Armitage Shanks Profile 21 toilet seat and cover White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/60/NW-J23359_J23360_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Armitage_Shanks_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/J23360_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
