,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Colour,Range,Warranty,Hazardous,Soft Close Seat,Hinge Fixing,Hole Centres,Hinge Material,Material,Shape,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Depth (mm),Cistern Size,Design Type,Fittings Included,Toilet Pack Contents,Feature 6,Feature 7,Feature 8,Feature 9,Flush Type,Overflow Type,Air Pipe Supplied,Inlet Position,Flush Mechanism,Capacity Litre,Finish,Anti Slip,Pre-Drilled Waste Hole,Pre-Drilled Overflow,Grips/Handles,Attachment 4,Attachment 5,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Attachment 6,Pack Quantity,Feature 16,Seat Projection,Material Type,Sector,Position,Thickness,Anti Slip Surface,Grips or Handles,Weight,Style,Mounting Type,Application
62,PB61670,Nabis Arno square close cloupled pan,Nabis,182.2,"A compact design ideal for smaller sized bathrooms, the Nabis Arno close coupled pan has a stylish, modern square shape and shorter projection. Easy to clean and maintain, the Arno is finished in a high gloss white glaze.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Nabis Arno square close cloupled pan,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/70/NW-B61670_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Nabis_PhaseII_Ceramic_Info_30Aug2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tr/ix/Toilet Seats & Pans Matrix.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PN66486,Ideal Standard iLife close-coupled toilet bowl with RimLS+,Ideal Standard,132.5,"A simple design for modern interiors, this Ideal Standard i.Life close-coupled RimLS+ open bowl WC pan has been created for reduced water waste.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Ideal Standard iLife close-coupled toilet bowl with RimLS+,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/86/N66486_wm.jpg,,,,White/Gloss,iLIFE,Lifetime,N,,,,,Ceramic,rounded/curved,E247501,,N,Designed by Palomba Serafini Associati,Push-button dual flush,Horizontal outlet,Ceramic pan,White finish,,,Palomba Serafini Associati,Yes,,Water efficient design,RimLS+ flush technology,Lifetime warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PB81810,Celmac Sonata dual position plastic high weight toilet seat and cover Black,Celmac,21.48,"Made of heavyweight black thermoset, this Celmac Sonata oval toilet seat and cover has a matched plastic hinge for secure, long lasting fitting. Resistant to damage, the Sonata is easy to clean and designed for comfort and durability.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Celmac Sonata dual position plastic high weight toilet seat and cover Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/10/NW-B81810_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Celmac_Toilet_Seats_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/8-/19/Wirquin_Product_Catalogue_UK_2018-19.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fl/et/Celmac_Toilet_Seats_Instrct_Leaflet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PB26000,Twyford Classic low level horizontal output WC pan White,Twyford,54.17,"For use where existing service points can't be changed, the Twyford Classic close coupled low level toilet pan with horizontal outlet has a smooth modern design and water saving 4/2.6L flush.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Twyford Classic low level horizontal output WC pan White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/00/NW-B26000_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Twyford_Classic_Low_Level_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Twyford_ForLifeBathrooms_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Twyford_ClassicLowLevelWC_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Twyford_DoP10_WCs_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,
66,PB28000,Twyford Classic low level side inlet side outlet cistern White,Twyford,81.85,"For installation where service points can't be changed, the Twyford Classic low level toilet cistern with 6L lever-operated flush offers the ideal solution.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Twyford Classic low level side inlet side outlet cistern White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/00/NW-B28000_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Twyford_ClassicLowLevelWC_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PP76432,Constance Flexi-Fix thermoset toilet seat White pack,Constance,30.0,"The Croydex Constance Flexi-Fix D-shaped toilet seat is made of durable white thermoset with an antibacterial treatment for cleaner use. Incorporating innovative grip pad technology and patented V plate hinges, the Constance allows for maximum adjustment to fit the fixing holes of any standard toilet pan and can be installed from above or below for a perfect slip-free fit.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Constance Flexi-Fix thermoset toilet seat White pack,,Toilet seat;All fittings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/73/NW-D30973_wm.jpg,,,,White,Flexi-Fix,1 year,N,Yes,Patented V plate hinges,110mm - 200,Zinc,Thermoset,D-Shape,P76432 PK,,N,Adjustable hinges fit all standard toilets,Antibacterial treated white thermoset plastic,Chrome-plated hinges,Soft close hinges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PB82100,Celmac Sonata toilet seat only top fix White,Celmac,39.43,"Made of heavyweight white thermoset, this Celmac Sonata oval toilet seat and cover has a robust 304 stainless steel hinge for secure, long lasting fitting. Resistant to damage, the Sonata is easy to clean and designed for comfort and durability.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Celmac Sonata toilet seat only top fix White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/00/NW-B82100_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Celmac_Toilet_Seats_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/8-/19/Wirquin_Product_Catalogue_UK_2018-19.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fl/et/Celmac_Toilet_Seats_Instrct_Leaflet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PB90487,Thomas Dudley Vantage dual flush push button 73.5mm Chrome Plated,Thomas Dudley,32.77,A Thomas Dudley Vantage chrome dual flush button offering compatibility with a wide range of cisterns.,Bathrooms and Kitchens/Toilets/Toilets.csv -> Thomas Dudley Vantage dual flush push button 73.5mm Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/87/NW-B90487_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Thomas_Dudley_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PD02383,Ideal Standard Sandringham 21 close coupled toilet pan with horizontal outlet White,Ideal Standard,72.41,"This Ideal Standard Sandringham 21 close coupled curved toilet pan is part of a comprehensive and popular range of sanitaryware, bathing and brassware options. This water-saving toilet is suitable for domestic or public use.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Ideal Standard Sandringham 21 close coupled toilet pan with horizontal outlet White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/83/NW-D02383_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_E896301_WC_Pan_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PD02404,Armitage Shanks Sandringham 21 normal close seat and cover (metal hinges Stainless Steel) White,Armitage Shanks,78.41,"An economy choice designed to suit most bathrooms, the Armitage Shanks Sandringham 21 oval toilet seat and cover is made of robust white plastic with bottom fixing stainless steel hinges. This simple loo seat is part of the extensive Sandringham 21 range of bathroom fixtures and fittings.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Armitage Shanks Sandringham 21 normal close seat and cover (metal hinges Stainless Steel) White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/04/NW-D02404_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Sandringham21_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AS_Sandringham_21_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PB92192,Thomas Dudley Hydroflo side entry inlet valve,Thomas Dudley,10.36,This Thomas Dudley Hydroflo fixed side entry inlet valve is suitable for low and high pressure water supplies and has been pressure tested from 0.1 - 20 bar.,Bathrooms and Kitchens/Toilets/Toilets.csv -> Thomas Dudley Hydroflo side entry inlet valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/92/NW-B92192_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Thomas_Dudley_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PD81426,Ideal Standard iLife back to wall W/C bowl with horizontal outlet,Ideal Standard,163.82,"A designer choice for a modern bathroom, the Ideal Standard iLife back-to-wall WC bowl is manufactured in robust vitreous china with a glossy white finish. Part of a broad collection complete with furniture units, soft close toilet seats and more, this toilet pan can form part of a stylish matching suite.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Ideal Standard iLife back to wall W/C bowl with horizontal outlet,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/26/D81426_wm.jpg,,,,White/Gloss,iLIFE,Lifetime,N,,,,,Vitreous China,Round / Curved,E247401,,N,Designed by Palomba Serafini Associati,Water efficient design,RimLS+ flush technology,Dedicated furniture unit available,Vitreous china construction,,,Palomba Serafini Associati,Yes,,White gloss finish,Horizontal outlet,With fixings,Lifetime warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PC22708,Ideal Standard Cube bottom supply internal overflow close coupled cistern 6/4ltr White,Ideal Standard,168.19,The stylishly designed Ideal Concept Cube cistern is built in robust vitreous china and offers an efficient 4/6L dual flush through an optional top or front-mounted flush plate or button or via a contactless sensor.,Bathrooms and Kitchens/Toilets/Toilets.csv -> Ideal Standard Cube bottom supply internal overflow close coupled cistern 6/4ltr White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/08/NW-C22708_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_E822901_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PB82500,Ideal Standard Space toilet seat with cover hinges White/Stainless Steel,Ideal Standard,105.33,"Made of plastic, the Ideal Standard Space round toilet seat and cover is fitted with robust stainless steel hinges for bottom fixing.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Ideal Standard Space toilet seat with cover hinges White/Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/00/NW-B82500_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/16/IS_Bathroom_Brochure_16.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_Space_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PD02402,Armitage Shanks Sandringham 21 universal toilet seat and cover White,Armitage Shanks,30.82,"An economical choice, the simple Armitage Shanks Sandringham 21 round toilet seat and cover is made of robust white plastic. This loo seat and lid is designed to match into the Sandringham 21 range of bathroom fittings and furnishings.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Armitage Shanks Sandringham 21 universal toilet seat and cover White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/02/D02402_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Sandringham21_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D02402_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AS_Sandringham_21_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PD04668,Ideal Standard Tempo Arc soft close toilet seat & cover White,Ideal Standard,80.73,"With no sharp corners or hard edges, the Ideal Standard Tempo Arc D-shaped toilet seat and cover is an ideal choice for a family home, reducing the risk of trapped fingers with its quiet soft-close bottom fixing hinge. This streamlined loo seat is made of a glossy white plastic to suit the vast majority of bathroom designs.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Ideal Standard Tempo Arc soft close toilet seat & cover White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/68/NW-D04668_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/IS_Tempo_Arc_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PB90090,Thomas Dudley Pneumatic Cistern contract concealed cistern round push button side inlet side outlet Chrome Plated,Thomas Dudley,88.01,The Thomas Dudley Pneu 6L low level concealed cistern with side inlet and outlet offers pneumatic single flush cistern operation.,Bathrooms and Kitchens/Toilets/Toilets.csv -> Thomas Dudley Pneumatic Cistern contract concealed cistern round push button side inlet side outlet Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/90/B90090_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/TDudley_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PD58447,Ideal Standard Concept Space soft close toilet seat and cover White,Ideal Standard,115.24,"Made of a simple and robust white plastic, the Ideal Standard Concept Space oval toilet seat and cover with bottom fixing soft-close hinge is part of the space-saving Concept Space range, ideal for installation in bathrooms with limited room to manoeuvre.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Ideal Standard Concept Space soft close toilet seat and cover White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/47/D58447_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D58447_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/IS_Bathrooms_Brchr_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PC21356,Ideal Standard Concept toilet seat and cover White,Ideal Standard,84.9,"Made of a robust white plastic, the Ideal Standard Concept oval toilet seat and cover is a simple design that will match seamlessly to the brand's Concept toilet while also suiting loos from other manufacturers. It is supplied with a bottom fixing hinge.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Ideal Standard Concept toilet seat and cover White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/56/NW-C21356_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/16/IS_Bathroom_Brochure_16.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/IS_Bathrooms_Brchr_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT02631,Ideal Standard Tesi back to wall WC bowl with aquablade technology,Ideal Standard,211.48,"The geometric lines of the Ideal Standard Tesi back to wall toilet pan with horizontal outlet make it an ideal addition to a contemporary bathroom design. Part of an extensive range of bathroom furnishings, the Tesi toilet incorporates Ideal Standard's Aquablade flushing technology for improved hygiene, performance and water saving.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Ideal Standard Tesi back to wall WC bowl with aquablade technology,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/31/NW-T02631_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_T353501_WC_Pan_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PB45278,Nabis 4-piece pack and soft close toilet seat White,Nabis,211.05,"This Nabis Pride bathroom pack includes a choice of basin and a Nabis Pride close coupled toilet with soft close seat and dual flush push button cistern. Coolly modern, this sanitaryware set is designed for a light, simple bathroom look.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Nabis 4-piece pack and soft close toilet seat White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/78/NW-B45278_wm.jpg,,,,,,,N,,,,,,,B45278 PK,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PC24479,Ideal Standard Concept close coupled toilet pan with AquaBlade technology White,Ideal Standard,201.46,"The Ideal Standard Concept close coupled toilet pan has a contemporary curved design and features the brand's cutting-edge water-saving flush technology for higher performance, improved hygiene and easier cleaning.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Ideal Standard Concept close coupled toilet pan with AquaBlade technology White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/79/NW-C24479_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_E822901_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PC24475,Ideal Standard Concept thin soft close toilet seat and cover White,Ideal Standard,122.03,"Made of simple, robust white plastic, the Ideal Standard Concept oval toilet seat and cover is designed to fit the Ideal Standard Concept toilet, however it also provides compatibility with a wide variety of other loos. The Concept toilet seat has a convenient top fixing soft-close hinge for a hint of luxury and less noise.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Ideal Standard Concept thin soft close toilet seat and cover White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/75/NW-C24475_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/16/IS_Bathroom_Brochure_16.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PE48604,Carrara and Matta ProSeat moulded wood universal seat White,Carrara and Matta,16.75,"The environmentally friendly Carrara and Matta ProSeat elongated American Innova toilet seat is designed to fit most toilets. With a durable finish and adjustable Pro-style hinges, this easy to install seat ensures a secure, long lasting fit.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Carrara and Matta ProSeat moulded wood universal seat White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/04/NW-E48604_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Carrara_and_Matta_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PD02405,Ideal Standard Sandringham 21 close coupled cistern with dual flush and bottom inlet 6/4ltr White,Ideal Standard,63.95,The Ideal Standard Sandringham 21 bottom inlet cistern is built in durable vitreous china and offers a 6/4L dual flush via a chrome push button. This cistern is part of an extensive range designed to help you create a matching bathroom suite.,Bathrooms and Kitchens/Toilets/Toilets.csv -> Ideal Standard Sandringham 21 close coupled cistern with dual flush and bottom inlet 6/4ltr White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/05/NW-D02405_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_E896301_WC_Pan_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PE48671,Carrara and Matta York Silentium Sta-Tite slow close toilet seat with STA-TITE hinges White,Carrara and Matta,32.01,"The highly durable Carrara and Matta York Silentium Sta-Tite oval toilet seat is designed for use on a wide range of toilet pans. Made of tough Durolux thermoset plastic with Silentium soft-close hinges this seat is built to last, the Sta-Tite fixing ensuring it won't loosen or shift over time.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Carrara and Matta York Silentium Sta-Tite slow close toilet seat with STA-TITE hinges White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/71/NW-E48671_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Carrara_and_Matta_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PB61671,Nabis Arno Square 600 premium soft close seat,Nabis,37.3,The modern Nabis Arno Square 600 premium toilet seat and cover is designed to suit compact toilets for cloakroom and en suite use. It is supplied with soft close hinges for quieter and safer use.,Bathrooms and Kitchens/Toilets/Toilets.csv -> Nabis Arno Square 600 premium soft close seat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/34/598334_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tr/ix/Toilet Seats & Pans Matrix.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PD59025,Roca Debba square soft close seat and cover top fixing White,Roca,75.66,"This Roca Debba square toilet seat and cover with stainless steel hinges is part of a wider collection of modern, simple bathroom furnishings and fixtures. With a quick release, soft close hinge this seat is easy to clean for improved hygiene and prevents slamming.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Roca Debba square soft close seat and cover top fixing White,,Toilet seat;Cover;Hinge,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/26/NW-D59025_D59026_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D59025_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Roca_Discovery_Brochure_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
