,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Flow Rate,Max System Pressure Cold (Bar),Min System Pressure Cold (Bar),Warranty,Hazardous,Depth (mm),Material,Number of Outlets,Number of Spray Patterns,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Range,Pressure,Water Heating Declared Load Profile,Water Heating Energy Efficiency Class,Sound Power Level (Indoors),Manual / Thermostatic,Shower Head Diameter,Engine Box Height (mm),Engine Box Width (mm),Engine Box Depth (mm),Hose Length,Water Entry,Water Heating Energy Efficiency,Cable Entry,Operating Temperature,Projection Depth,Style,Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Number of Tap Holes,Attachment 6,Feature 13,Attachment 7,Attachment 8,Pack Quantity,Remote Options,Shower Head Position,Controls,Display Type,Water Entry Points,Voltage (V),Feature 14,Eco Setting
57,P231468,Mira Jump Dual Jump Dual 10.8KW Outlet 10.8KW electric shower,Mira,199.0,"Supplied with two heads for showering convenience, the Mira Jump Dual 10.8kW electrical shower makes daily showering a pleasure. Easy to install, this white and chrome electric shower has multiple cable and water entry points for flexibility of fitting and is designed to make replacing an old unit straightforward. The Jump Dual is built for ease, with features including Clearscale technology for 50% less limescale and an eco setting to help save on water and energy, contributing to the unit's A rating.",Showering/Showers/Showers.csv -> Mira Jump Dual Jump Dual 10.8KW Outlet 10.8KW electric shower,,Electric shower;Showerhead;Shower fittings;Hose;Component pack;Guarantee brochure;Installation guide;Installation template;User guide,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/05/D90605_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Mira_Jump_Dual_Elec_Shower_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_Dual_Outlet_Shower_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_Jump_Multi-Fit_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PD35292,Mira Sport manual dual outlet electric shower 9.0kW,Mira,258.0,"Easy to install, the Mira Sport manual dual outlet 9kW electric shower offers retrofit options to minimise the hassle of a bathroom refit. Attractively styled in white and chrome, this shower is supplied complete with a luxury overhead soaking shower and a targeted handheld head, providing you with a range of showering options to suit your mood.",Showering/Showers/Showers.csv -> Mira Sport manual dual outlet electric shower 9.0kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/36/D90836_wm.jpg,,,,,,White / Chrome,N/A (conditions apply),10.0,0.7,2 years,N,90,,,5,D35292 PK,,N,Includes 120mm handheld spray,Includes large 250mm overhead showerhead,With 5x spray patterns total,White and chrome finish,2 year warranty,,,,,,,,Sport,10 BAR,XS,A,15 dB,Manual,250,358,215,90,1.25m,"Left (rising, falling & rear)",39,"Left (rising, falling & rear)",,,,,,,,,,,,,,,,,,,,,,,,
59,PD60985,Mira Excel exposed variable thermostatic shower mixer and kit Chrome Plated,Mira,490.0,"Reliable and safe, the Mira Excel SV shower mixer is packed with useful, safe technology, making this shower ideal for family bathrooms, ranging from thermostatic control to a built-in temperature stop alongside Magni-flo for triple power showering, even in low pressure systems. Easy to install, the Excel SV is as popular with plumbers as it is with users.",Showering/Showers/Showers.csv -> Mira Excel exposed variable thermostatic shower mixer and kit Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/85/NW-D60985_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_Excel_1068628_W2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ab/el/Mira_Excel_EV_BMA_Water_Label.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Mira_Excel_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_Excel_Mixer_Shower_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_Excel_Drw_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Mira_ShowersEnclosuresTrays_Brochure.pdf,,,,,,,,,,,,
60,PD62129,Mira Vigour thermostatic power shower White/Chrome Plated,Mira,233.26,"Ideal for low pressure water systems, the Mira Vigour Thermostatic power shower offers an invigorating shower experience via an inbuilt pump. The Vigour includes separate flow and temperature controls for precise delivery, inbuilt thermostatic safety, and a showerhead with four individual spray patterns. Easy to maintain, the Vigour's showerhead simply rubs clean with a cloth or finger and resists limescale for a longer useable life.",Showering/Showers/Showers.csv -> Mira Vigour thermostatic power shower White/Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/29/NW-D62129_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Mira_L14B_Shower_Fittings_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Mira_Vigour_Thermostatic_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_Vigour_Thermostatic_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Mira_Vigour_Thermostatic_Spare_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PC01193,AKW SmartCare Plus electric shower 8.5kW White,AKW,441.86,"Easy to use with a range of safety features including rounded edges and audible indicators, the 8.5kW AKW iCare thermostatically controlled digital care shower and shower kit features intuitive push button controls closely grouped together with raised finishes and LED indicators for safer use for vulnerable residents.",Showering/Showers/Showers.csv -> AKW SmartCare Plus electric shower 8.5kW White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/93/NW-C01193_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/AKW_iCare_Elect_Shower_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/AKW_Elec_Shower_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AKW_iCare_Elec_Shower_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PD00467,Triton T80Z fast fit shower 10.5kw White/Chrome Plated,Triton,166.69,"Attractively designed for a modern, stylish look, the chrome and white 10.5kW Triton T80Z Fast-Fit manual shower is an ideal replacement for outdated shower units, offering multiple cable and water entry points located to the left and right side of the unit for straightforward refitting. Simple start/stop controls, a rub clean showerhead with a range of spray patterns and a sleek adjustable riser rail kit make the A-rated T80Z as popular with homeowners as it is with installers.",Showering/Showers/Showers.csv -> Triton T80Z fast fit shower 10.5kw White/Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/67/D00467_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Triton_Lewis_Riser_Rail_Assy_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/t_/v4/T80Z Fast-Fit DuElec Technical Sheet v4.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Triton_T80Z_Fast-Fit_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Triton_T80Z_Fast-Fit_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Triton_T80Z_Fast-Fit_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PD74631,Triton Exe bar mixer shower,Triton,101.3,"The easy to install Triton Exe bar shower mixer has an attractive, crowd-pleasing lever control design and suitability for use with any pressure system. Durably put together, with ceramic disc flow control and a neat chrome finish the Exe is easy to install thanks to single piece, one screw rail fixings with adjustable centres.",Showering/Showers/Showers.csv -> Triton Exe bar mixer shower,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/31/NW-D74631_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Triton_Lewis_Riser_Rail_Assy_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Triton_File_1485262290_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Triton_File_1377616242_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Triton_File_1566566883_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PD62148,Mira Advance Flex Extra 1.1785.005 thermostatic electric shower 8.7kW,Mira,366.14,"Designed for usability, the 8.7kW Mira Advance Flex Extra electric thermostatic shower, styled in sleek chrome and white, includes a wide range of safety and operation features to make showering easy for every family member, young or old. Boasting Mira's Opti-floPro™, this efficient A-rated electric shower delivers consistent comfort all year, regardless of water pressure while thermostatic temperature control and adjustable maximum temperature settings keep users safe and comfortable.",Showering/Showers/Showers.csv -> Mira Advance Flex Extra 1.1785.005 thermostatic electric shower 8.7kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/48/NW-D62144_D62148_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_AdvanceFlex_Extra_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Mira_Advance_J09A_DGKN_Spare_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Mira_Advance_Shower_Fittings_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_Thermo_Elec_Shwr_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PD35293,Mira Sport thermostatic single outlet electric shower 9.0kW,Mira,220.0,"The Mira Sport thermostatic single outlet 9kW electric shower is an adaptable unit designed to meet your every showering need. Separate temperature and power controls give the user complete control of their comfort while four spray modes provide a range of different experiences, from drenching coverage to a muscle-easing massage.",Showering/Showers/Showers.csv -> Mira Sport thermostatic single outlet electric shower 9.0kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/42/D90842_wm.jpg,,,,,,Chrome / White,N/A (conditions apply),10.0,0.7,2 years,N,90,,,4,D35293 PK,,N,With 120mm handset,Handset offers 4x spray modes,Chrome and white finish,2 year warranty,,,,,,,,,Sport,0.7 Bar Minimum dynamic,XS,A,15 dB,Thermostatic,120,358,215,90,1.25m,"Left (rising, falling & rear)",39,"Left (rising, falling & rear)",,,,,,,,,,,,,,,,,,,,,,,,
66,PD62477,Mira Minilite exposed mini mixing valve with magniflow Chrome,Mira,205.13,"Perfect for en-suite bathrooms, the compact Mira Minilite EV shower mixer is a real space saver. Fast and easy to install, the Minilite EV includes a single flow and temperature control for fine-tuned comfort, Mira Magni-flo technology for improved flow, even at low pressure and a large 90mm showerhead for full, luxuriant coverage.",Showering/Showers/Showers.csv -> Mira Minilite exposed mini mixing valve with magniflow Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/77/NW-D62477_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_Minilite_Guide_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_Minilite_EV_Drw_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_Beat-Nectar_Shower_Fits_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PD62483,Mira Relate ERD dual outlet bar valve shower chrome,Mira,220.02,"Bringing together reliable performance and attractive, crowd-pleasing design, the Mira Relate ERD mixer shower, with 90mm head and 200mm deluge head, offers flexible, easy installation and hassle-free cleaning. Featuring Mira's Magni-flo technology for three times better flow than other showers and a range of safety features including thermostatic temperature control, the Relate is ideal for family bathrooms.",Showering/Showers/Showers.csv -> Mira Relate ERD dual outlet bar valve shower chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/83/NW-D62483_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Mira_ERD_ThermostaticBarValve_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_Relate_ERD_Drw_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Mira_EV_ERD_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_Relate_ERD_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PD62482,Mira Relate EV bar mixer valve shower chrome,Mira,106.28,"Bringing together reliable performance and attractive, crowd-pleasing design, the Mira Relate EV mixer shower with 90mm head offers flexible, easy installation and hassle-free cleaning. Featuring Mira's Magni-flo technology for three times better flow than other showers and a range of safety features including thermostatic temperature control, the Relate is ideal for family bathrooms.",Showering/Showers/Showers.csv -> Mira Relate EV bar mixer valve shower chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/82/NW-D62482_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_Relate_EV_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_BeatNectarShowerFitting_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_Relate_EV_Drw_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Mira_EV_ERD_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_EV_ThermostaticBarValve_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PD10850,Bristan Frenzy cool touch bar valve shower multi-mode kit,Bristan,150.85,"The stylish Bristan Frenzy thermostatic bar shower is easy to install using the supplied wall mount 12 fixing kit and built-in front-of-wall isolation valves. With a range of safety features, dual flow and temperature control and an easy to clean handset, the Frenzy is highly suitable for family bathrooms.",Showering/Showers/Showers.csv -> Bristan Frenzy cool touch bar valve shower multi-mode kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/50/D10850_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Bristan_FZSHXMMCTFFC-VOCTFFC_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/D10850 FZ SHXMMCTFF C_Data Sheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PD62396,Mira Coda pro EV exposed variable bar shower and kit,Mira,172.47,"Simple yet powerful, the Mira Coda Pro EV shower mixer offers easy installation with a front-of-tile fitting system and adjustable centres plus intuitive use via separate temperature and flow controls. Suitable for all systems, performing in even the lowest pressure, the Coda Pro EV is an economical choice for challenging bathrooms.",Showering/Showers/Showers.csv -> Mira Coda pro EV exposed variable bar shower and kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/96/NW-D62396_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_BeatNectarShowerFitting_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_Coda_Pro_EV_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Mira_EV_ERD_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_Coda_Pro_EV_Drw_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_EV_ThermostaticBarValve_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PD90833,Mira Sport manual single outlet Electric Shower 9.0kW,Mira,284.78,"Enjoy a luxurious showering experience with the Mira Sport 9.0kW manual single outlet electric shower. A simple chrome and white design, this shower is supplied complete with separated power and temperature controls and a four-mode handset, allowing every user to enjoy a bespoke showering experience, whether that's an invigorating post-workout cool down or a relaxing warm deluge.",Showering/Showers/Showers.csv -> Mira Sport manual single outlet Electric Shower 9.0kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/33/D90832_D90833_wm.jpg,,,,,,White / Chrome,N/A (conditions apply),10.0,0.7,2 years,N,90,,,4,1.1746.821,,N,With 120mm handset,Includes 4x spray modes,White and chrome finish,A-rated efficiency,2 year warranty,,,,,,,,Sport,10 BAR,XS,A,15 dB,Manual,120,358,215,90,1.25m,"Left (rising, falling & rear)",39,"Left (rising, falling & rear)",,,,,,,,,,,,,,,,,,,,,,,,
72,PP76420,Bristan Zing Zing Bar Valve & Kit Cp,Bristan,55.0,"A great choice for a family bathroom, the Bristan Zing bar valve and shower kit features a range of safety features for peace of mind. These include a safe-touch bar valve in which cold water surrounds the hot supply, keeping the outer surface cool, even during the hottest of showers, and thermostatic technology, maintaining a safe temperature should water pressures fluctuate. The included shower kit includes a limescale-resistant, rub-clean showerhead for ease of maintenance.",Showering/Showers/Showers.csv -> Bristan Zing Zing Bar Valve & Kit Cp,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/03/C26203_wm.jpg,,,,,,Chrome/Metallic,"4 L/min at 0.2 bar, 22.8 L/min at 5 bar",5,0.2,5 Years,N,64,Brass,Single,1,P76420 PK,Thermostatic,N,Brass construction,Metallic chrome finish,"With G 1/2"" inlet connections",Thermostatic cartridge with pre-set temperature stop at 38°C,Preset can be overridden to a maximum of 46°C,Cold water feed surrounds hot water for safe-to-touch valve,With 1.5M hose,Rub-clean anti-limescale handset,Includes hose retainer,"Flow rate 4LPM at 0.2 bar, 22.8LPM at 5 bar",5 year warranty,,Zing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PP76425,ZING2 ADJ THERM RISER DIV BARSHOW CHR PK,Bristan,130.0,"A stylish design suitable for over-bath, cubicle or wet room installation, the easy-install Bristan Zing adjustable thermostatic dual outlet shower with diverter is supplied complete with a telescopic riser, hose and two showerheads. Featuring rub-clean nozzles, the overhead drencher showerhead and single function handset not only provide users with showering choice, they also make cleaning simple, requiring just a gentle rub to remove debris and limescale.",Showering/Showers/Showers.csv -> ZING2 ADJ THERM RISER DIV BARSHOW CHR PK,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/83/D88183_wm.jpg,,,,,,Chrome,,,,5 Years,N,,,,,P76425 PK,Thermostatic Bar Shower,N,Includes bar shower valve and hose,With telescopic rigid riser rail,Includes drench head and single function handset,Supplied with Wall Mount 10 fast fixing kit for easy retrofit,Telescopic riser for adjustable height,Integral 2 outlet diverter for easy switching,Rub-clean anti-limescale handset and drench head design,Chrome finish,5 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PA05042,Nabis concealed dual control thermostatic valve plate and handles,Nabis,107.1,This Nabis two control valve plate includes thermostatic control for safe showering and individual adjustment of flow and temperature. The valve is supplied with both round and square handle options to suit your bathroom design.,Showering/Showers/Showers.csv -> Nabis concealed dual control thermostatic valve plate and handles,,Concealed dual control thermostatic valve plateHandles,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/42/NW-A05042_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_A05042_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Nabis Shower Spare Parts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_A05033-A05060_Shower_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,P231598,Mira relate EV single outlet bar mixer shower Matt Black,Mira,129.0,"An up-to-the-minute statement design, the Mira Relate EV single outlet bar mixer shower is finished in an eye-catching matte black, durability tested for a long lasting sleek finish. This attractive shower minimises maintenance with easy-clean nozzles while safety is assured through features such as Mira's Cool Shield technology and precise thermostatic control. The Relate offers four indulgent spray settings, easily selected via the on-handle push button.",Showering/Showers/Showers.csv -> Mira relate EV single outlet bar mixer shower Matt Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/68/D96068_wm.jpg,,,,,,Black/Matt,9/L a minute at 0.5bar,10,0.1,5 Years,N,10.5,Stainless Steel,1,4,231598 PK,Bar Value,N,With enhanced 100mm handheld shower,Easy-clean nozzles,Switches effortlessly between 4x spray settings via push button,Separate temperature and flow controls,Precision thermostatic control,Maximum temperature stop,Mira Cool Shield technology prevents hot touchpoints,"Works with any system, at any pressure",Guaranteed performance thanks to Mira Magni-flo technology,Matte black finish,Rigorous testing to guarantee long-lasting performance even in hard water,5 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
