,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Flow Rate,Max System Pressure Cold (Bar),Min System Pressure Cold (Bar),Warranty,Hazardous,Depth (mm),Material,Number of Outlets,Number of Spray Patterns,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Range,Pressure,Water Heating Declared Load Profile,Water Heating Energy Efficiency Class,Sound Power Level (Indoors),Manual / Thermostatic,Shower Head Diameter,Engine Box Height (mm),Engine Box Width (mm),Engine Box Depth (mm),Hose Length,Water Entry,Water Heating Energy Efficiency,Cable Entry,Operating Temperature,Projection Depth,Style,Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Number of Tap Holes,Attachment 6,Feature 13,Attachment 7,Attachment 8,Pack Quantity,Remote Options,Shower Head Position,Controls,Display Type,Water Entry Points,Voltage (V),Feature 14,Eco Setting
255,PC15689,Grohe Rapido smart box,Grohe,55.94,A Grohe Rapido SmartBox Universal rough-in box.,Showering/Showers/Showers.csv -> Grohe Rapido smart box,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/89/NW-C15689_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grohe_35600-35604_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grohe_35600000_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PC42687,Bristan Prism exposed sequential valve and diverter kit Chrome,Bristan,585.44,"The modern Bristan Prism exposed single control shower with rigid riser is built for effortless, fingertip touch use and easy cleaning. Designed with adjustable inlets for use on existing pipework centres, the Prism is easy to fit and offers flexibility of installation.",Showering/Showers/Showers.csv -> Bristan Prism exposed sequential valve and diverter kit Chrome,,Shower unit;Diverter;Shower rose;Rigid riser;Anti-limescale handset;Hose,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/87/NW-C42687_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Bristan_Expo_Top_Shower_Valve_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Bristan_Prism_PM2_SQSHXDIV_C_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_Prism_PM2_SQSHXDIV_C_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT41285,Scudo core round concealed shower set chrome,Scudo,367.81,"A modern design for contemporary bathrooms, the Scudo Core dual outlet round concealed shower set brings together the Core chrome round showerhead, handheld shower, handle and riser in one useful kit. Two handle options are included, a diamond crosshatch design for those who appreciate subtle detail and a smooth, seamless plain chrome for minimalists.",Showering/Showers/Showers.csv -> Scudo core round concealed shower set chrome,,Complete Shower Kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/_a/T41285_A_wm.jpg,,,,,,Chrome,"Flow Rates: 0.2bar (l/min) - 5.6, 0.5bar (l/min) - 8.8, 1bar (l/min) - 13.8, 2bar (l/min) - 20.8, 3bar (l/min) - 25.7",5,0.5,Lifetime,N,350,Brass /Stainless steel 304 alloy,2 Outlets,,NU-022,Complete Shower,N,High quality brass and stainless steel construction,Chrome finish,"With 2x handle options, smooth or diamond cross hatch",Wall-mounted design,Operates efficiently between 0.5 and 5 bar,Lifetime warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PD77215,Bristan Artisan dual control valve,Bristan,307.21,"Incorporating thermostatic technology, the contemporary Bristan Artisan recessed concealed shower valve is a reassuringly safe choice for family homes. With its modern design the Artisan requires just 35mm cavity depth for effortless installation in any UK bathroom, no matter how small.",Showering/Showers/Showers.csv -> Bristan Artisan dual control valve,,Concealing plate; Valve body; 2x handles; 2x valve body fixings; 2x inserts; 2x flow regulators; 2x filter washers; Wall outlet; 2x shrouds,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/15/NW-D77215_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_Artisan_AR3_SHCVO_C_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Bristan_Artisan_AR3_SHCVO_C_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Bristan_DualCtrl_Shower_Valve_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PD10603,Bristan Aristan thermostatic surf mounted bar shower,Bristan,234.71,"The contemporary Bristan Artisan thermostatic bar shower includes thermostatic technology with a pre-set temperature stop, ideal safety features for the family bathroom. Supplied with wall mount 12 fixing kit, this sleekly designed shower uses built-in front-of-wall isolation valves for straightforward fitting.",Showering/Showers/Showers.csv -> Bristan Aristan thermostatic surf mounted bar shower,,Bar shower unit;Wall mount 12 fixing kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/03/NW-D10603_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Bristan_Aristan_AR2_SHXVOFF_C_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_Aristan_AR2_SHXVOFFC_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Bristan_AR2SHXMTFFC-VOFFC_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PA76203,QUARTZ BLUE SMART EXPOSED ADJ - HP,Aqualisa,539.57,"Minimalist in style, the Aqualisa Quartz Blue exposed high pressure smart shower with adjustable head is a thoroughly modern addition to a bathroom, providing individualised programme features and Wi-Fi connectivity for app or voice controlled shower activation. Features including ultra-precise thermostatic control and an adjustable maximum temperature, plus a water saving eco mode ensure that the family-friendly Quartz Blue offers much more than just style.",Showering/Showers/Showers.csv -> QUARTZ BLUE SMART EXPOSED ADJ - HP,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/03/NW-A76202_A76203_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Aqualisa_Smart_Shower_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aqualisa_QZSB_A1_EV_20_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Aqualisa_Quartz_Blue_Smart_UserGuide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PA76220,Aqualisa Quartz Classic Smart divert high pressure shower with adjustable ceiling mounted head,Aqualisa,914.29,"The Aqualisa Quartz Classic high pressure smart shower with adjustable head and ceiling drencher brings your bathroom into the 21st century. Wi-Fi connected, the Quartz is fully controllable via app or voice control, letting you start your bath from anywhere in the home. Family-friendly features include precise thermostatic control and an eco mode for impressive water savings and without compromising on reliably high performance.",Showering/Showers/Showers.csv -> Aqualisa Quartz Classic Smart divert high pressure shower with adjustable ceiling mounted head,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/20/NW-A76220_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Aqualisa_Smart_Shower_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aqualisa_QZD_A1_EV_DVFC_20_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Aqualisa_Quartz_Classic_User_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PD67576,Ideal Standard Ceratherm shower mixer and wall bracket,Ideal Standard,459.9,"A handy all-in-one kit ideal for a family bathroom, the Ideal Standard Ceratherm T50 exposed thermostatic shower mixer comes complete with a fixed riser and the multifunction IdealRain EVO round handheld shower spray. Supplied with a wall bracket for ease of installation, this high performance chrome finish shower is designed with a range of features that improve safety and comfort, including Cool Body technology, which surrounds the hot water flow with cold, reducing the risk of accidental scalding when the shower body is touched.",Showering/Showers/Showers.csv -> Ideal Standard Ceratherm shower mixer and wall bracket,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/01/532701_wm.jpg,,,,,,Chrome,Max 11.4L @ 300kPa,10,0.5,5 Years,N,493.5,Brass,2,3,A7227AA,Exposed,N,Brass construction,Chrome finish,Cool body for safe use,With temperature safety button,With FirmaFlow ceramic cartridge,Handheld spray and riser included,Includes hose retaining ring,5 year warranty,,,,,Ceratherm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PA76215,Aqualisa Quartz Classic Smart divert concealed high pressure shower with ceiling mounted head,Aqualisa,858.94,"The Aqualisa Quartz Classic high pressure smart shower with adjustable head and ceiling drencher brings your bathroom into the 21st century. Wi-Fi connected, the Quartz is fully controllable via app or voice control, letting you start your bath from anywhere in the home. Family-friendly features include precise thermostatic control and an eco mode for impressive water savings and without compromising on reliably high performance.",Showering/Showers/Showers.csv -> Aqualisa Quartz Classic Smart divert concealed high pressure shower with ceiling mounted head,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/15/NW-A76215_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aqualisa_QZD_A1_BV_DVFC_20_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Aqualisa_Smart_Shower_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Aqualisa_Quartz_Classic_User_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PQ89045,Hansgrohe Crometta E shower pipe Chrome,Hansgrohe,747.1,"The Hansgrohe HG Crometta E 240 Ecosmart is a complete shower solution with dual rain spray overhead and handheld showering included for the ideal combination of indulgence and practicality. Height adjustable, thermostatic and with a temperature safety lock, this shower is an ideal choice for a family bathroom.",Showering/Showers/Showers.csv -> Hansgrohe Crometta E shower pipe Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/45/NW-Q89045_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Hansgrohe_Service_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Hansgrohe_27281000_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Hansgrohe_16_HRGH1392_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PD67574,Ideal Standard Ceratherm T50 shower mixer with evo shower hose 600 UK,Ideal Standard,349.53,"Supplied with a fixed riser and multifunction EVO hand spray, the Ideal Ceratherm T50 exposed thermostatic shower mixer pack makes specification easy for a new bathroom. Thanks to Cool Body technology, this shower remains cool to the touch at all times, the hot water pipes always surrounded by cold to reduce the risk of scalding while a thermostatic cartridge ensures a safe temperature. The Ceratherm T50 exposed thermostatic shower mixer pack is made from limescale-resistant polymer for longevity and ease of maintenance.",Showering/Showers/Showers.csv -> Ideal Standard Ceratherm T50 shower mixer with evo shower hose 600 UK,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/74/NW-D67574_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Ceratherm_T50_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ideal_Ceratherm_T50_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT03852,Ideal Standard retail ceratherm T100 built-in Thermostatic 1 outlet shower mixer - Chrome,Ideal Standard,391.83,"Durable and attractively designed, the practical Ideal Standard Ceratherm T100 single outlet built-in thermostatic shower mixer makes installation easy with flexible fitting that allows for mounting in the most convenient position. Robustly built, this safe thermostatic shower mixer is compatible with a wide variety of Ideal Standard shower heads and handsprays, allowing you to create your perfect bathroom.",Showering/Showers/Showers.csv -> Ideal Standard retail ceratherm T100 built-in Thermostatic 1 outlet shower mixer - Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/52/T03852_wm.jpg,,,,,,Chrome,30 lpm @ 3 Bar,10,0.5 Bar,5 Years,N,10.5,PVD Coated Brass,1 Outlet,,A5813AA,Shower Mixer,N,Sealed plastic box for durability,"Thermostatic cartridge for easy, safe use",With rotating threaded inlet,Versatile bracket fits to any side and different wall types,Brass construction,PVD-coated,Chrome finish,5 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PD77219,Bristan Prism dual control valve and diverter,Bristan,337.67,"The modern Bristan Prism recessed concealed shower valve with diverter is built for effortless, fingertip touch use and easy cleaning. Designed to fit in any UK wall cavity, requiring a cavity space of just 35mm, and front accessible for servicing, the Prism is a great selection for small bathrooms.",Showering/Showers/Showers.csv -> Bristan Prism dual control valve and diverter,,Concealing plate;Valve body;2x handles;2x shrouds;Shroud extension screws;2x valve body fixings;2x inserts;2x flow regulators;2x filter washers;Wall outlet,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/19/NW-D77219_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Bristan_Shower_Valve_Diverter_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_Prism_PM2_SHCDIV_C_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Bristan_Prism_PM2_SHCDIV_C_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
