,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Range,Warranty,Hazardous,Depth (mm),Overheat Protection,Pre-Wired,Boiler Section,Boiler Range,Material,Part Gas Council number,By Model Number,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Attachment 2,Fuel Type,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Colour,Connection Type,Operating Temperature,Weight,Water Heating Declared Load Profile,Sound Power Level (Indoors),Output,Re-heat times,Anti Legionella Function,Water Pressure,Thermostat Temperature,Useage Single / Multi Point,Controls,Eco Setting,ErP Rating,IP Rating,Max Pressure (Psi),Min Pressure (Psi),Mounting Type,Water Connection,Capacity Litre,Feature 5,Feature 6,Attachment 7,Connection Size,Diameter,Energy Efficiency Class,Feature 7,Feature 8,Feature 9,Material Type,Feature 10,Feature 11,Feature 12,Feature 13,Mugs (250ml) per Tank,Antimicrobial Protection,Body Material,Frequency,Min Bar Pressure,Pressure,Voltage (V),Direct / Indirect,Insulation Type,Application,Feature 14,Feature 15,Flow Rate,Watts,Projection,Tap Holes,Safety Lock,Water Options,Cartridge Type,Spout Type,Handle Type,Feature 16,Feature 17,Feature 18,Feature 19,Grade,Pack Quantity,Attachment 8
313,P175209,Heatrae Sadia Megaflo Eco slimline indirect unvented cylinder 200L,Heatrae Sadia,1704.24,"Combining performance and reliability, this 200L Heatrae Sadia Megaflo Eco Slimline cylinder contains the brand's tried-and-tested internal expansion system. A more compact version of the Megaflo Eco, ideal for homes where space is at a premium, this taller, slimmer cylinder stores the same amount of water as standard units in a fraction of the footprint with no loss of hot water performance. Suitable for domestic or light commercial installations, the Megaflo Eco Slimline is easy and fast to fit and built with duplex stainless steel for long-lasting durability backed by a lifetime warranty.",Water Heating and Storage/Water Heating and Storage.csv -> Heatrae Sadia Megaflo Eco slimline indirect unvented cylinder 200L,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/09/175209_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/re/ct/Megaflo_Eco_Slimline_Indirect.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/HS_Slimline_Indirect_Technical.pdf,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HS_Slimline_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HS_Megaflo_Issue9_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PD52924,Ariston Pro1 Eco 50 50L Wall Hung Water Heater,Ariston,523.11,"Easy to use and packed with great features, the modern 50L Ariston Pro1 Eco unvented storage electric heater is designed for use in small and medium homes or light commercial settings, providing safe, reliable hot water with ease. Incorporating an intuitive user interface for ultra-simple temperature setting and control, the 3kW Pro1 Eco also includes a comprehensive set of safety features and an Eco Evo function for huge energy and cost savings.",Water Heating and Storage/Water Heating and Storage.csv -> Ariston Pro1 Eco 50 50L Wall Hung Water Heater,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/26/D52924_D52926_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Ariston_Pro1Eco_DataSheet.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ariston_Pro1Eco_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,P634661,Dimplex Edel EDL200UK-630RF hot water heat pump,Dimplex,2722.05,"Highly efficient and app-connected, the Dimplex Edel 200L heat pump cylinder is made up of a stainless steel inner vessel and a hot water heat pump, top-mounted for ease of installation in tighter spots. Operating by extracting heat from the air using insulated ductwork, available as an accessory, the unit's heat pump helps to reduce SAP emissions. Protected from frost and operating quietly thanks to its smart design, the Edel is RF-ready for remote control via connection to a DimplexHub.",Water Heating and Storage/Water Heating and Storage.csv -> Dimplex Edel EDL200UK-630RF hot water heat pump,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/32/634661_634332_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/Dimplex_EDLRF_TDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PD70445,Heatrae Sadia Multipoint Powerpack 7 instantaneous water heater 7kw,Heatrae Sadia,326.44,"The high quality 7kW Heatrae Sadia Multipoint Instantaneous unvented water heater is a reliable choice for busy residences such as student accommodation or bedsits, or to supply hot water in remote spots like garages or workrooms. Compact yet powerful, the ErP A-rated Multipoint is capable of supplying a shower outlet or spray tap.",Water Heating and Storage/Water Heating and Storage.csv -> Heatrae Sadia Multipoint Powerpack 7 instantaneous water heater 7kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/45/D70445_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HeatraeSadia_Multipoint_Brochure.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HS_Multipoint_Instant_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HS_Unvented_PoU_Hot_Water_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,P419880,Advanced Water 320 -255-0002 immersion heater 3KW 1 3/4,Advanced Water,73.97,"Measuring 279.4mm, the Advanced Water Albino IMHTRSS 3kW immersion heater is designed for compatibility with Kingspan Flomaster and Copperform Flomaster unvented cylinders.",Water Heating and Storage/Water Heating and Storage.csv -> Advanced Water 320 -255-0002 immersion heater 3KW 1 3/4,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/98/80/NW-419880_wm.jpg,,320,1 year,N,90,Yes,No,,,Incoloy,,,320-255-0002,,N,Incoloy construction,1 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,P113875,UK Cylinders Elite Cyl indirect unvented cylinder 150ltr,UK Cylinders,512.23,"Built for performance and reliability, the UK Cylinders Elite Cyl 150L unvented indirect cylinder is manufactured to a very high quality here in the UK. Promising fast flowing water to all outlets throughout the home, it ensures a fast reheat and low heat loss. Containing robust and well-designed components and made of long-lasting Duplex stainless steel, the Elite Cyl will work at its best for many years to come.",Water Heating and Storage/Water Heating and Storage.csv -> UK Cylinders Elite Cyl indirect unvented cylinder 150ltr,,Cylinder;Casing;Mechanical cylinder stat;Immersion heater;Nuts;Olives,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/82/NW-113873_113882_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/UK_Cylinders_Elite_Unvented_P_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,P178554,Heatrae Sadia Megaflo Eco 210DD unvented direct cylinder 210ltr,Heatrae Sadia,1327.7,"Part of a range favoured by installers and homeowners alike, the Heatrae Sadia Megaflo Eco 210L direct unvented cylinder reduces energy consumption without compromising on hot water power, giving you all the flow you need for uninterrupted showering, fast bath filling and stress-free dishwashing. Made right here in the UK from hardwearing corrosion-resistant duplex stainless steel, the almost maintenance-free Megaflo Eco is supplied with a lifetime guarantee so you need never worry about going without hot water. With an internal expansion system, installation of the Megaflo Eco is quick and easy with a neater, more compact finish.",Water Heating and Storage/Water Heating and Storage.csv -> Heatrae Sadia Megaflo Eco 210DD unvented direct cylinder 210ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/56/178550_178556_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HeatraeSadia_Megaflo_Installation.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HS_Megaflo_Issue9_Brochure.pdf,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/HS_Direct_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HS_Megaflo_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HeatraeSadia_MegafloEco_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ec/t2/Megaflo_Eco_Direct2.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,P175968,ThermaQ Evocyl high efficiency indirect pre-plumbed twin zone cylinder 180ltr,ThermaQ,1215.92,"A reliable, hardwearing and powerful option for domestic hot water, the pre-plumbed ThermaQ Evocyl 180L twin zone indirect cylinder is manufactured to the very highest standards using tough duplex stainless steel for corrosion-free use for years to come. Equipped with cutting-edge components and insulated with thick CFC-free lagging, the Evocyl promises reduced heat loss, fast recovery and high levels of efficiency for hot water you can rely on.",Water Heating and Storage/Water Heating and Storage.csv -> ThermaQ Evocyl high efficiency indirect pre-plumbed twin zone cylinder 180ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/71/175966_175971_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/ThermaQ_OHS-MS Policy 4.2_H&S.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/ThermaQ_Evocyl July 15_Brochure.pdf,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/_s/ThermaQ_OHS-MS_Policy_4-2_H_S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/ThermaQ_Evocyl_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/ThermaQ_evocylmanual_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/ThermaQ_Cylinder_Product_Guide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PD69996,Ariston Andris Lux 15 15L Over Sink 3kW,Ariston,281.97,"Featuring cutting-edge Italian design, the Ariston Andris Europrisma 15L unvented electric oversink water heater offers excellent hot water performance and simple, straightforward operation. This easy to install, ErP A-rated unit includes a tough titanium-enamel tank insulated with eco-friendly materials for high levels of efficiency and heat retention alongside reliable durability.",Water Heating and Storage/Water Heating and Storage.csv -> Ariston Andris Lux 15 15L Over Sink 3kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/97/D69995_D69997_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ariston_AndrisLux_Brochure.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/x_/ds/Ariston_ANDRISLUX_DS.pdf,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ariston_AndrisLux_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/x_/ds/Ariston_AndrisLux_DS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,P193358,Kingspan Albion Fortic F3 indirect copper cylinder combi 1200 x 450mm,Kingspan,480.33,"Incorporating a cold water cistern and hot water storage tank, the compact 115L Kingspan Albion Fortic combi hot water cylinder does away the need for a cold water storage tank and pipe work, saving space in your home and reducing installation and maintenance costs, making it ideal for flats, bungalows, bedsits or homes with converted lofts. Lagged with CFC-free urethane foam insulation, this hardwearing copper cylinder reduces heat loss for higher levels of efficiency.",Water Heating and Storage/Water Heating and Storage.csv -> Kingspan Albion Fortic F3 indirect copper cylinder combi 1200 x 450mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/58/193356_193358_wm.jpg,,Albion Fortic,2 Year,N,,,,,,,,,KN1200450G3C,Vented Cylinder,N,Single thickness of environmentally-friendly CFC-free urethane foam lagging,Suitable replacement for old Economy 7 style combi cylinders,Copper construction,Blue finish,,,,,,,Blue,,,,,,,,,,,,,,,,,,,,115 l,Manufactured to British Standard 3198,Energy Efficiency Class 3,,,450mm,,2 year warranty against manufacturing defects,,,copper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,P178556,Heatrae Sadia Megaflo Eco unvented direct cylinder 300ltr,Heatrae Sadia,1565.69,"Part of a range favoured by installers and homeowners alike, the Heatrae Sadia Megaflo Eco 300L direct unvented cylinder reduces energy consumption without compromising on hot water power, giving you all the flow you need for uninterrupted showering, fast bath filling and stress-free dishwashing. Made right here in the UK from hardwearing corrosion-resistant duplex stainless steel, the almost maintenance-free Megaflo Eco is supplied with a lifetime guarantee so you need never worry about going without hot water. With an internal expansion system, installation of the Megaflo Eco is quick and easy with a neater, more compact finish.",Water Heating and Storage/Water Heating and Storage.csv -> Heatrae Sadia Megaflo Eco unvented direct cylinder 300ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/56/178550_178556_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HeatraeSadia_Megaflo_Installation.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HS_Megaflo_Issue9_Brochure.pdf,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HS_Megaflo_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/HS_Direct_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HeatraeSadia_MegafloEco_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ec/t2/Megaflo_Eco_Direct2.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,P178502,Heatrae Sadia Megaflo Eco 145I unvented indirect cylinder,Heatrae Sadia,1130.42,"Part of a range favoured by installers and homeowners alike, the Heatrae Sadia Megaflo Eco 145L indirect unvented cylinder reduces energy consumption without compromising on hot water power, giving you all the flow you need for uninterrupted showering, fast bath filling and stress-free dishwashing. Made right here in the UK from hardwearing corrosion-resistant duplex stainless steel, the almost maintenance-free Megaflo Eco is supplied with a lifetime guarantee so you need never worry about going without hot water. With an internal expansion system, installation of the Megaflo Eco is quick and easy with a neater, more compact finish.",Water Heating and Storage/Water Heating and Storage.csv -> Heatrae Sadia Megaflo Eco 145I unvented indirect cylinder,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/06/178500_178506_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HeatraeSadia_Megaflo_Installation.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HS_Megaflo_Issue9_Brochure.pdf,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/re/ct/Megaflo_Eco_Indirect.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HS_Megaflo_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/HS_Indirect_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HeatraeSadia_MegafloEco_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,P138380,Andrews Water Heaters ECOflo EC380/1400 wall hung natural gas condensing water heater,Andrews Water Heaters,9155.0,"Highly energy efficient, with an ErP A rating, the low NOx 380L Andrews ECOflo EC380/1400 fully condensing storage water heater offers impressive hot water recovery rates for comfort and convenience you can rely on. Featuring a Vitraglas® lined, thermally efficient tank protected by maintenance-free anodes and equipped with a Hydrojet® sediment reduction system, the 79.1kW ECOflo is designed to ensure uninterrupted hot water performance for years to come.",Water Heating and Storage/Water Heating and Storage.csv -> Andrews Water Heaters ECOflo EC380/1400 wall hung natural gas condensing water heater,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/80/138374_138380_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Andrews_Ecoflo_Installation.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Andrews_Ecoflo_Technical.pdf,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Andrews_WH_Spec_Guide_July_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,P174869,UK Cylinders Elite Air slimline direct unvented cylinder 150ltr,UK Cylinders,810.43,"Ideal for those installations where space is limited, the compact UK Cylinders Elite Air 150L slimline direct unvented cylinder has a width of just 475mm, fitting neatly into smaller cupboards or making installation simpler where access routes are narrow. Manufactured using high-quality Duplex stainless steel, this cylinder is built to last.",Water Heating and Storage/Water Heating and Storage.csv -> UK Cylinders Elite Air slimline direct unvented cylinder 150ltr,,Cylinder;Immersion heater;Cylinder case;Mechanical cylinder stat,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/71/NW-174868_174871_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/UK_Cylinders_Elite_Unvented_P_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PD52926,Ariston Pro1 Eco 100 100L Wall Hung Water Heater,Ariston,600.73,"Easy to use and packed with great features, the modern 100L Ariston Pro1 Eco unvented storage electric heater is designed for use in small and medium homes or light commercial settings, providing safe, reliable hot water with ease. Incorporating an intuitive user interface for ultra-simple temperature setting and control, the 3kW Pro1 Eco also includes a comprehensive set of safety features and an Eco Evo function for huge energy and cost savings.",Water Heating and Storage/Water Heating and Storage.csv -> Ariston Pro1 Eco 100 100L Wall Hung Water Heater,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/26/D52924_D52926_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Ariston_Pro1Eco_DataSheet.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ariston_Pro1Eco_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,P113868,UK Cylinders Elite Cyl heatpump unvented cylinder 300ltr,UK Cylinders,1000.83,"Built for ultimate performance, the UK Cylinders Elite Cyl Heatpump 300L single coil unvented indirect cylinder incorporates the brand's own large diameter corrugated coil. The Elite Cyl is fitted with all the components you'll require for compatibility with any heat pump.",Water Heating and Storage/Water Heating and Storage.csv -> UK Cylinders Elite Cyl heatpump unvented cylinder 300ltr,,Cylinder;Casing;10mm sensor probe pocket;Immersion heater;Nuts;Olives,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/69/NW-113865_113869_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/UK_Cylinders_Elite_Unvented_P_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,P193347,Kingspan Albion Hercal indirect copper cylinder grade 3 1500 x 450mm,Kingspan,572.41,"Providing heating and domestic hot water in an open-vented system, this 206L Kingspan Albion Hercal indirect hot water cylinder with standard coil uses a traditional gas, oil or electric boiler. Built from tough copper and lagged with 35mm of CFC-free insulation, this reliable cylinder is designed to minimise standing heat loss.",Water Heating and Storage/Water Heating and Storage.csv -> Kingspan Albion Hercal indirect copper cylinder grade 3 1500 x 450mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/47/193347_wm.jpg,,Albion Hercal,2 Year,N,,,,,,,,,KN1500450G3,Vented Cylinder,N,Provides domestic hot water and space heating,Copper construction,"Single 35mm thickness of environmentally-friendly, CFC-free urethane foam lagging",Grade 3 to suit various working heads,,,,,,,Blue,,,,,,,,,,,,,,,,,,,,206 l,Blue finish,Part L1B compliant,,,450mm,,Manufactured to BS 1566,Energy Efficiency Class 3,2 year warranty against manufacturing defects,copper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,P125455,Vaillant uniSTOR 0020235272 heat pump cylinder 200ltr,Vaillant,1094.38,"Built for performance and reliability, the Vaillant uniSTOR 200L indirect heat pump cylinder is manufactured from hardwearing stainless steel and incorporates the latest thermal-injected insulation for ultra-low heat loss, as little as 1kW in 24 hours. The uniSTOR has a large diameter, smooth-surfaced coil positioned in an optimal spot for the ultimate in hot water performance and with automatic de-scaling provides ongoing efficiency with minimal maintenance.",Water Heating and Storage/Water Heating and Storage.csv -> Vaillant uniSTOR 0020235272 heat pump cylinder 200ltr,,Cylinder;Documentation;Tundish;Three-way motorised valve;Unvented cylinder kit;Expansion vessel;3/4 inch x 28mm MI-copper compression fittings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/57/125454_125457_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_Heat_Pump_Cylinder_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
