,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Range,Warranty,Hazardous,Depth (mm),Overheat Protection,Pre-Wired,Boiler Section,Boiler Range,Material,Part Gas Council number,By Model Number,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Attachment 2,Fuel Type,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Colour,Connection Type,Operating Temperature,Weight,Water Heating Declared Load Profile,Sound Power Level (Indoors),Output,Re-heat times,Anti Legionella Function,Water Pressure,Thermostat Temperature,Useage Single / Multi Point,Controls,Eco Setting,ErP Rating,IP Rating,Max Pressure (Psi),Min Pressure (Psi),Mounting Type,Water Connection,Capacity Litre,Feature 5,Feature 6,Attachment 7,Connection Size,Diameter,Energy Efficiency Class,Feature 7,Feature 8,Feature 9,Material Type,Feature 10,Feature 11,Feature 12,Feature 13,Mugs (250ml) per Tank,Antimicrobial Protection,Body Material,Frequency,Min Bar Pressure,Pressure,Voltage (V),Direct / Indirect,Insulation Type,Application,Feature 14,Feature 15,Flow Rate,Watts,Projection,Tap Holes,Safety Lock,Water Options,Cartridge Type,Spout Type,Handle Type,Feature 16,Feature 17,Feature 18,Feature 19,Grade,Pack Quantity,Attachment 8
106,PD49993,Ariston Andris Lux 15 15L Under Sink 3kW pack,Ariston,118.0,"Featuring cutting-edge Italian design, the Ariston Andris Europrisma 15L unvented electric undersink water heater offers excellent hot water performance and simple, straightforward operation. This easy to install 3kW unit includes a tough titanium-enamel tank insulated with eco-friendly materials for high levels of efficiency and heat retention alongside reliable durability.",Water Heating and Storage/Water Heating and Storage.csv -> Ariston Andris Lux 15 15L Under Sink 3kW pack,,EP unvented water heater;Wall bracket;Pressure relief valve set at 6 bar;2x dielectric junctions,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/93/D69990_D69993_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/AristonHT_WHeater_UcylinderCatalogue.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ariston_Andris_Lux_Brochure.pdf,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Ariston_Andris_Lux_Dimensions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,P126564,Gledhill TruCyl indirect vented cylinder including immersion heater 1050 x 390mm,Gledhill,265.82,"This reliable, high quality Gledhill TruCyl indirect vented stainless steel cylinder is supplied with an immersion heater for convenient, complete installation.",Water Heating and Storage/Water Heating and Storage.csv -> Gledhill TruCyl indirect vented cylinder including immersion heater 1050 x 390mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/66/126561_126566_wm.jpg,,TruCyl,10 Years,N,,,,,,,,,SETRU42X16INDIMM,Vented Cylinder,N,Includes factory fitted immersion heater,Stainless steel construction,Blue finish,,,,,,,,Blue,,,,,,,,,,,,,,,,,,,,117 l,,,,,3 / 90mm,,,,,Stainless Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,P180215,Kingspan Ferham FC50G Oval  Cold Water Cistern Kit 227ltr,Kingspan,204.28,"Supplied with a range of accessories, this 227L capacity Kingspan Ferham FC50G open top oval (stackable) cistern kit is intended for the storage and supply of cold potable water to an open-vented cylinder or for use as an expansion tank in vented heating systems.",Water Heating and Storage/Water Heating and Storage.csv -> Kingspan Ferham FC50G Oval  Cold Water Cistern Kit 227ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/15/180212_180215_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Kingspan_Ferham_Oval_Technical.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Kingspan_Ferham_Tank_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PD69160,Zip InLine ES3 instantaneous water heater 2.8kw,Zip,243.51,"Boasting an energy efficient ErP A rating, the Zip InLine ES3 water heater helps to reduce waste while supplying reliable instantaneous hot water. With a compact footprint, the 2.8kW output ES3 is easy to install and incorporates both temperature stabilisation technology and flow adjustment control, ensuring safe, comfortable use.",Water Heating and Storage/Water Heating and Storage.csv -> Zip InLine ES3 instantaneous water heater 2.8kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/60/NW_D69160_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Zip_ES_Installation.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_DL spreads_Brochure.pdf,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Zip_InLineES_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Zip_Inline_ES_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,P191030,Kingspan Ferham FC50GL Low Level Cistern 227ltr including byelaw kit,Kingspan,207.42,"Ideal for loft installation, this Kingspan Ferham FC50GL 227L low level cold water cistern pack with integrated lid is also known as a coffin tank due to its shape, designed for spaces with reduced head height. Fully enclosed, this tank protects water from contamination by debris or pests, ensuring the hygienic storage and supply of cold water.",Water Heating and Storage/Water Heating and Storage.csv -> Kingspan Ferham FC50GL Low Level Cistern 227ltr including byelaw kit,,Cistern;Fitting lid;22mm Byelaw 30 fittings;Backing plate;60mm insulation jacket;Ties,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/30/NW-191030_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Kingspan_Ferham_DL_Brochure.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Kingspan_Ferham_Low_Level_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,P181060,"Heatrae Sadia RDT RDT 7"" horizontal resettable immersion heater thermostat 7""",Heatrae Sadia,19.92,"This 7"" horizontal Heatrae Sadia RDT domestic immersion heater includes a RDT combined thermostat and resettable safety cut-out. The RDT resettable thermostat provides useful protection against boiling steam with no need to drain down the hot water cylinder. The thermostat's manual reset incorporates patented MFS technology for single pole safety operation.","Water Heating and Storage/Water Heating and Storage.csv -> Heatrae Sadia RDT RDT 7"" horizontal resettable immersion heater thermostat 7""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/63/181060_181063_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Heatrae Sadia_Immersion_Brochure.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Heatrae_Sadia_Immersion_Installation.pdf,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Heatrae_Sadia_Immersion_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PD68161,Santon Aquarius A7/1 oversink water heater 7ltr 1.2kw,Santon,202.64,"The 7L Santon Aquarius A7/1 oversink vented water heater is designed for convenient point-of-use installation ideal for handwashing and dishwashing. Supplied with a valve, spout and fixtures, the 1kW Aquarius provides straightforward installation and thanks to an easily removed heater plate, maintenance is simple too.",Water Heating and Storage/Water Heating and Storage.csv -> Santon Aquarius A7/1 oversink water heater 7ltr 1.2kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/nt/on/D68160_santon_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Santon_Aquarius_Brochure.pdf,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Santon_Aquarius_Oversink_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,P126561,Gledhill TruCyl indirect vented cylinder including immersion heater 900 x 400mm,Gledhill,240.2,"This reliable, high quality Gledhill TruCyl indirect vented stainless steel cylinder is supplied with an immersion heater for convenient, complete installation.",Water Heating and Storage/Water Heating and Storage.csv -> Gledhill TruCyl indirect vented cylinder including immersion heater 900 x 400mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/66/126561_126566_wm.jpg,,TruCyl,10 Years,N,,,,,,,,,SETRU36X16INDIMM,Vented Cylinder,N,Includes factory fitted immersion heater,Stainless steel construction,Blue finish,,,,,,,,Blue,,,,,,,,,,,,,,,,,,,,96 l,,,,,400 mm,,,,,Stainless Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PD70505,Heatrae Sadia Streamline 7 oversink water heater and spout 7ltr 3kw,Heatrae Sadia,340.22,"The contemporary, slimline 3kW Heatrae Sadia Streamline 7L oversink vented water heater is designed for mounting above a basin for convenient handwashing and cup filling in washrooms or office breakrooms. Quick and straightforward to install, the Streamline requires only a cold water supply and mains electricity and with a range of safety features and requiring minimal maintenance it's an ideal choice for spots where small amounts of water are regularly required.",Water Heating and Storage/Water Heating and Storage.csv -> Heatrae Sadia Streamline 7 oversink water heater and spout 7ltr 3kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/05/D70505_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/HS_VentedPoUHotWater_Brochure_2017.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/HS_Streamline_Oversink_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HS_Streamline_Taps_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Heatrae Sadia_Streamline_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,P172145,Center CYL L1B vented enviroment cylinder 1200 x 450mm Stainless Steel,Center,280.13,"The Center Stainless Steel cylinders are designed, manufactured and tested to the HWA (Hot Water Association) specification. They feature a Shower take-off/secondary return on all models as standard. They come insulated with a removable HCFC-free jacket, providing effective insulation for low standing heat loss during the life of the product. At the end of the product’s life you can simply remove the jacket, making the cylinder fully recyclable and preventing it from going to landfill. The cylinder is ready to fit with an electric immersion heater (not included).",Water Heating and Storage/Water Heating and Storage.csv -> Center CYL L1B vented enviroment cylinder 1200 x 450mm Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/45/172145_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/172145_Center_Technical.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/172145_Center_TDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PD69012,Zip Aquapoint III AP3/15 water heater 15ltr 2kw,Zip,322.46,"Supplying fast hot water to multiple outlets, the 15L Zip Aquapoint III AP3/15 unvented water heater connects to the mains water supply and operates with your existing conventional taps and mixers. Tested to ensure robustness and reliability, this 2kW water heater is ErP A-rated, helping to minimise energy waste and contributing to reduced bills.",Water Heating and Storage/Water Heating and Storage.csv -> Zip Aquapoint III AP3/15 water heater 15ltr 2kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/12/D69010_D69012_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Zip_AquapointIII_Installation.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_DL_spreads_Brochure.pdf,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Zip_Aquapoint_III_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_DL spreads_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Zip_Aquapoint_III_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,P172136,Center CYL L1B indirect vented enviroment cylinder 900 x 400mm Copper,Center,249.55,"The Center Copper Enviro Cylinders are designed, manufactured and tested to the British Standard BS 1566-1. The double feed, indirectly heated cylinders are suitable for pumped primary circuits and a maximum working head of 10 meters. They come insulated with a removable HCFC-free jacket, providing effective insulation for low standing heat loss during the life of the product. At the end of the product’s life you can simply remove the jacket, making the copper cylinder fully recyclable and preventing it from going to landfill. The cylinder is ready to fit with an electric immersion heater (not included).",Water Heating and Storage/Water Heating and Storage.csv -> Center CYL L1B indirect vented enviroment cylinder 900 x 400mm Copper,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/36/172136_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/172136_Center_TDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,P187041,Polytank 36-24-36 50GL Rectangular Tank and Insulation,Polytank,200.64,The Polytank 36-24-23 is a highly durable 227L capacity rectangular water tank that's ideal for a variety of applications. This strong and long-lasting tank comes with a complete fitting kit that includes a Byelaw 30 compliant ball valve and insulation for a secure and watertight installation.,Water Heating and Storage/Water Heating and Storage.csv -> Polytank 36-24-36 50GL Rectangular Tank and Insulation,,Water tank;Byelaw 30 kit;Fitting instructions;Ball valve;Float;Ball valve back plate;22mm compression tank connector;Angled service valve;Insulation ;ties,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/41/NW_187041_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polytank_Poly_Tank_Brochure.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Polytank_Poly_Tank_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,P126563,Gledhill TruCyl indirect vented cylinder including immersion heater 900 x 450mm,Gledhill,263.4,"This reliable, high quality Gledhill TruCyl indirect vented stainless steel cylinder is supplied with an immersion heater for convenient, complete installation.",Water Heating and Storage/Water Heating and Storage.csv -> Gledhill TruCyl indirect vented cylinder including immersion heater 900 x 450mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/66/126561_126566_wm.jpg,,TruCyl,10 Years,N,,,,,,,,,SETRU36X18INDIMM,Vented Cylinder,N,Includes factory fitted immersion heater,Stainless steel construction,Blue finish,,,,,,,,Blue,,,,,,,,,,,,,,,,,,,,117 l,,,,,450mm,,,,,Stainless Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,P112160,"Hyco Speedflow SF15K Hyco Speedflow, SF15K - 15L 2kW Unvented Water Heater",Hyco,156.92,"Supplying hot water to up to two units, the Hyco Speedflow SF15K 2kW unvented water heater is compatible with normal taps for ease of specification and operation. Providing mains pressure flow, this 15L water heater unit is designed for safety and convenience, incorporating features such as frost protection and a pressure relief valve.","Water Heating and Storage/Water Heating and Storage.csv -> Hyco Speedflow SF15K Hyco Speedflow, SF15K - 15L 2kW Unvented Water Heater",,SF15K;Pressure Relief Valve;Wall Mounting Brackets,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/29/596329_wm.jpg,,Speedflow,1 Year Parts or Replacement Warranty.,N,280,,,,,High Impact Plastic,,,SF15K,,N,Can supply hot water to one or two basins depending on usage,"Compatible with regular taps, including mixer taps",Offers mains pressure flow rates,15L tank capacity,,,,,,,White,"Inlet/ Outlet 2 x 1/2 BSP male,  2 x 15mm compression to 1/2 BSP female adapter",Adjustable between approx. 50°C to 75,8.3,XXS,15 dB,2 kW,18 min,N/A,4.2,Adjustable between approx. 50°C to 75,Multi Point,Manual,No,B,IPX4,60.92,7.25,Floor StandingWall Mounted,Inlet/ Outlet 2 x 1/2 BSP male (100mm apart centre to centre). Fittings required (not supplied): 2 x 15mm compression to 1/2 BSP female adapter.,15 l,External temperature control,Includes frost protection setting,,,,,Cable is pre-wired,With glass lined tank,Pressure relief valve included,,PRV requires on-site fitting,ErP B rated,IPX4 protection,1 year parts or replacement warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PD69951,Ariston Europrisma Pressure Reducing Valve,Ariston,43.64,This Ariston 3.5 bar pressure reducing valve is for optional use with Europrisma water heaters.,Water Heating and Storage/Water Heating and Storage.csv -> Ariston Europrisma Pressure Reducing Valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/51/D69951_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ariston_WaterHeater_Installation.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/v2/_1/Ariston_600_Europrisma_Manual_V2.1.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,P471031,Oso Hotwater Super Xpress VIP direct cylinder 150ltr,Oso Hotwater,808.1,"Made of lightweight stainless steel, the Oso Hotwater Super Xpress VIP 150L pre-plumbed direct cylinder is also extremely compact, making siting and installation simple. With a unique, factory-fitted integrated expansion solution and all pipes and connections hidden under an insulated top lid, this cylinder takes up minimal space and ensures a neat finish. Ready-fitted components, including the multifunction blending valve, also help to make fitting ultra-fast. Super Xpress offers low heat loss, a dedicated secondary return and fast heat-up and recovery times.",Water Heating and Storage/Water Heating and Storage.csv -> Oso Hotwater Super Xpress VIP direct cylinder 150ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/35/NW-471030_471035_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Oso_Hotwater_Super_Xpress_VIP_Instal.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Oso_Hotwater_Water_Heaters_2020_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PD69017,Zip Aquapoint AP3/05OB over sink water heater 5ltr,Zip,239.92,"Connecting directly to the mains water supply, the oversink 5L Zip Aquapoint III AP3/05OB unvented water heater is capable of serving fast and plentiful hot water to multiple outlets via conventional taps and mixers. Well-protected and tested for reliability and longevity, the 2kW Aquapoint III is ErP A-rated, ensuring less waste and potential cost savings.",Water Heating and Storage/Water Heating and Storage.csv -> Zip Aquapoint AP3/05OB over sink water heater 5ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/19/D69017_D69019_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_DL_spreads_Brochure.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Zip_Aquapoint_III_Technical.pdf,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Zip_Aquapoint_III_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,P302071,Drayton Digistat Plus digital radio frequency controlled cylinder thermostat,Drayton,257.76,"User-friendly, the Drayton Digistat Plus C RF thermostat, SCR and sensor offers tactile, audible and visual feedback for confident use. It combines a familiar dial control with a digital display, showing that the temperature has been set accurately. This cylinder thermostat controls domestic hot water temperature and can help the user to save energy when set between the recommended 60 and 65°C temperature.",Water Heating and Storage/Water Heating and Storage.csv -> Drayton Digistat Plus digital radio frequency controlled cylinder thermostat,,Digistat+C RF thermostat;SCR;Sensor,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/71/NW-302071_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_Digistat+_CRF_Technical.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_Digistat+_CRF_Installation.pdf,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/15/Drayton_Product_Catalogue_Issue_15.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
