,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Connection Size,Connection Type,Diameter,Range,Warranty,Weight,Hazardous,Material,Standards,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Drainage Product Type,Minimum Operating Temperature,Resistance Features,Wall Thickness (mm),Maximum Operating Temperature,Paintable,Application,Feature 11,Approvals,Equal / Unequal,End Connection A size,End Connection C size,Operating Temperature Range (C),Size,Connection Type 1,Attachment 6
110,PP28745,"Gps Pe Pipe Systems Protecta-Line PE female iron BSP end connector 25mm x 3/4""",Gps Pe Pipe Systems,7.24,"Made of polyethylene (PE), this GPS PE Pipe Systems Protecta-Line end connector with 25mm x 3/4"" PE x female iron BSP tapered connections offers proven protection against all recognised brownfield contaminants, organic and inorganic, even at maximum reported concentrations.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Gps Pe Pipe Systems Protecta-Line PE female iron BSP end connector 25mm x 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/47/NW-P28745_P28747_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/GPS_PE_Protecta_Line_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/GPS_PE_Protecta_Line_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/P28745_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/GPS_PE_Protecta_Line_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/GPS_PE_Infrastrctr_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/GPS_PE_Brochure.pdf
111,PF50792,"Georg Fischer Aquasystem threaded female saddle with spigot 90mm x 3/4""",Georg Fischer,47.17,"This Georg Fischer Aquasystem 90mm x 3/4"" threaded female saddle with spigot is part of the lightweight polypropylene-random Aquasystem piping system. Corrosion-resistant and highly flexible, Aquasystem is ideal for commercial use and can be used in the riser and distribution runs necessary in space heating, DHW, mains cold water and chilled water services.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Georg Fischer Aquasystem threaded female saddle with spigot 90mm x 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/83/F50783_wm.jpg,,,,,,,90 x 3/4,,90 x 3/4,Aquasystem,,,N,PP-R,,4302909091022,Flange Saddle,N,Fibreglass reinforced,Reduced expansion design,Corrosion-resistant,Suitable for temperatures of 0° to 90°C,Socket fusion connection,WRAS approved,,,,,,,,,,,,,WRAS,Unequal,90 mm,3/4 InchØ,0 to 90,90mm x 3/4'',Socket Fusion,
112,PP45952,"Philmac 3G reducing tee 50mm - 1.1/2"" x 32mm - 1""",Philmac,55.09,"This Philmac 3G reducing tee with 50mm/1 1/2"" x 50mm/1 1/2"" x 32mm/1"" POL x POL end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Philmac 3G reducing tee 50mm - 1.1/2"" x 32mm - 1""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/52/NW-P45952_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PP45948,"Philmac 3G metric/imperial tee 50mm x 1.1/2""",Philmac,43.84,"This Philmac 3G tee with 50mm/1 1/2"" POL x POL end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Philmac 3G metric/imperial tee 50mm x 1.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/49/NW-P45948_P45949_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PP45647,"Philmac 3G metric/imperial tee Pol  x  FI 32mm x 1/2""",Philmac,18.01,"This Philmac 3G tee with 32mm/1"" x 1/2"" POL x FI BSP end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Philmac 3G metric/imperial tee Pol  x  FI 32mm x 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/47/NW-P45647_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PP19113,Plasson Tools pipe squeeze off tool 16-32mm,Plasson,93.07,"Temporarily isolating PE water pipes, this Plasson steel 16 to 32mm pipe squeeze off tool is one in a wide range of accessories compatible with Plasson mechanical fittings and valves as well as PlassOne push-fit and electrofusion fittings.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Plasson Tools pipe squeeze off tool 16-32mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/13/NW-P19113_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Plasson_60123_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PP45594,"Philmac 3G end connector Pol  x  MI 25mm - 3/4"" x 1/2""",Philmac,6.3,"This Philmac 3G connector with 25mm/3/4"" x 1/2"" POL x MI BSP end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Philmac 3G end connector Pol  x  MI 25mm - 3/4"" x 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/99/NW-P45594_P45599_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PP45607,"Philmac 3G end connector Pol  x  MI 50mm x 1.1/2""",Philmac,22.83,"This Philmac 3G connector with 50mm/1 1/2"" x 1 1/2"" POL x MI BSP end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Philmac 3G end connector Pol  x  MI 50mm x 1.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/10/NW-P45607_P45610_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PP06006,Plasson Mechanical 7010 straight coupling 63mm,Plasson,51.98,"Ideal for use in infrastructure, horticulture and in agricultural systems, the Plasson 7010 113mm compression fit coupler with 63mm ends can be employed in the connection of water mains pipes to water supply pipes. Made of virgin polypropylene (PP) for its good resistance to impacts and stress, and its UV and frost resistance, this coupler is suitable for connecting MDPE to MDPE irrigation pipes if used with a pipe liner. Suitable for outdoor use, 7010 fittings are supplied with a captive O-ring, ensuring a reliably watertight seal when the grip is tightened after attaching to a pipe.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Plasson Mechanical 7010 straight coupling 63mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/06/NW-P06005_P06006_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Plasson_7010HH0_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Plasson_Technical_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PP06244,Plasson 7950 pipe liner 50mm,Plasson,1.77,"Made of strong polypropylene (PP), this Plasson 7950 50mm compression pipe liner is connects water mains pipes and any water supply pipes in infrastructure, agriculture and horticulture. Robustly constructed, this liner is in compliance with water board regulations and has been WRAS approved for use with mechanical fittings with a working pressure of up to 16 bar. This pipe liner is suitable for cold water pipes and can withstand sub-zero temperatures.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Plasson 7950 pipe liner 50mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/45/NW-P06244_P06245_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Plasson_7950G00_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Plasson_7020_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Plasson_Technical_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PP06023,Plasson Mechanical 7050 90deg elbow 25mm,Plasson,11.68,"Featuring a valve for controlled flow, this Plasson 7050 90° elbow with 25mm compression connections connects the PE pipes used to carry water and other fluids in urban and inter-urban infrastructure as well as in industrial, mining, landscaping, farming and optical fibre duct systems. Made of polypropylene (PP), these mechanical fitting are built to withstand working pressures of up to 16 bar.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Plasson Mechanical 7050 90deg elbow 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/24/NW-P06022_P06024_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Plasson_7050DD0_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Plasson_7020_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Plasson_Technical_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PP28713,Gps Pe Pipe Systems Protecta-Line coupler to copper 25 x 22mm,Gps Pe Pipe Systems,12.85,"The acetal GPS PE Pipe Systems Protecta-Line 25 x 22mm PE to copper coupler with mechanical compression connection is a WRAS approved fitting suitable for use with 25 to 63mm Protecta-Line pipe. Proven to offer barrier protection against contaminants, this fitting incorporates a unique pipe insert for total sealing against the pipe bore, making sure that there's no contact between your drinking water and the pipe's aluminium layer.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Gps Pe Pipe Systems Protecta-Line coupler to copper 25 x 22mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/14/NW-P28712_P28714_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/GPS_PE_Protecta_Line_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/GPS_PE_Protecta_Line_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/GPS_PE_Protecta_Line_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/GPS_PE_Infrastrctr_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/P28713_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PP45555,"Philmac 3G metric/imperial joiner 40mm x 1.1/4""",Philmac,29.35,"This Philmac 3G joiner with 40mm/1 1/4"" POL x POL end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Philmac 3G metric/imperial joiner 40mm x 1.1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/57/NW-P45552_P45557_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PP28740,"Gps Pe Pipe Systems Protecta-Line PE male iron BSP end connector 25mm x 3/4""",Gps Pe Pipe Systems,6.34,"Made of polyethylene (PE), this GPS PE Pipe Systems Protecta-Line end connector with 25mm x 3/4"" mechanical compression x male iron BSP tapered connections offers proven protection against all recognised brownfield contaminants, organic and inorganic, even at maximum reported concentrations.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Gps Pe Pipe Systems Protecta-Line PE male iron BSP end connector 25mm x 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/42/NW-P28740_P28742_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/P28740_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/GPS_PE_Protecta_Line_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/GPS_PE_Protecta_Line_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/GPS_PE_Protecta_Line_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/GPS_PE_Infrastrctr_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PP45834,"Philmac 3G reducing set 32mm - 1"" x 25mm - 3/4""",Philmac,5.31,"This Philmac 3G reducing set with 32mm/1"" x 25mm/3/4"" metric/imperial end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Philmac 3G reducing set 32mm - 1"" x 25mm - 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/36/NW-P45832_P45836_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
