,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Connection Size,Connection Type,Diameter,Range,Warranty,Weight,Hazardous,Material,Standards,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Drainage Product Type,Minimum Operating Temperature,Resistance Features,Wall Thickness (mm),Maximum Operating Temperature,Paintable,Application,Feature 11,Approvals,Equal / Unequal,End Connection A size,End Connection C size,Operating Temperature Range (C),Size,Connection Type 1,Attachment 6
90,PP01650,Plasson Pushfit 1005 elbow 20 x 20mm,Plasson,5.27,"Designed with a 45° angle for ease of use in tight spots, the Plasson 1005 elbow pipe connector with 20mm tamperproof push-fit connections is ideal for installation where a straight connector just won't fit. Suitable for carrying water and other fluids in urban and inter-urban infrastructure as well as in industrial, mining, landscape and farming applications, these compact fittings are compatible with potable, high pressure water systems and are made of tough polypropylene (PP) machined to withstand working pressures up to 16 bar.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Plasson Pushfit 1005 elbow 20 x 20mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/52/NW-P01650_P01652_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Plasson_1005U0020_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Plasson_1000_Datasheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PP45592,"Philmac 3G end connector Pol  x  MI 20mm - 1/2"" x 3/4""",Philmac,5.86,"This Philmac 3G connector with 20mm/1/2"" x 3/4"" POL x MI BSP end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Philmac 3G end connector Pol  x  MI 20mm - 1/2"" x 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/92/NW-P45591_P45592_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PP01657,Plasson 1012 end plug 25mm,Plasson,6.72,"This Plasson 1012 25mm push-fit end plug with push-fit end connections is ideal for conveying water and other fluids in urban and inter-urban infrastructure, industrial, mining, landscape, and farming and is supplied with a captive O ring for a watertight seal. Suitable for cold water pipes, this fitting offers high impact strength and stress resistance, withstanding working pressures of up to 16 bar.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Plasson 1012 end plug 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/57/P01657_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Plasson_1012U0025_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Plasson_1000_Datasheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PP65715,Philmac 3G universal transition elbow 15-21 x 25mm,Philmac,25.09,"This Philmac 3G elbow with 15 to 21mm x 25mm/3/4"" UTC x POL end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Philmac 3G universal transition elbow 15-21 x 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/16/NW-P65715_P65716_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PP45670,Philmac 3G metric/imperial tee Pol  x  FI 63mm x 2,Philmac,58.28,"This Philmac 3G tee with 63mm/2"" x 2"" POL x FI BSP end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Philmac 3G metric/imperial tee Pol  x  FI 63mm x 2",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/70/NW-P45670_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PP06589,"Plasson Mechanical 7750 plastic wall plate elbow 25 x 3/4""",Plasson,21.4,"Featuring a valve for controlled flow, this Plasson 7750 25mm x 3/4"" compression wall plate elbow connects the PE pipes used to carry water and other fluids in urban and inter-urban infrastructure as well as in industrial, mining, landscaping, farming and optical fibre duct systems. Made of polypropylene (PP), these mechanical fitting are built to withstand working pressures of up to 16 bar.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Plasson Mechanical 7750 plastic wall plate elbow 25 x 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/89/NW-P06588_P06589_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Plasson_7750D20_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Plasson_Technical_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PP06588,"Plasson Mechanical 7750 plastic wall plate elbow 20 x 1/2""",Plasson,16.05,"Featuring a valve for controlled flow, this Plasson 7750 20mm x 1/2"" compression wall plate elbow connects the PE pipes used to carry water and other fluids in urban and inter-urban infrastructure as well as in industrial, mining, landscaping, farming and optical fibre duct systems. Made of polypropylene (PP), these mechanical fitting are built to withstand working pressures of up to 16 bar.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Plasson Mechanical 7750 plastic wall plate elbow 20 x 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/89/NW-P06588_P06589_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Plasson_7750C10_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Plasson_Technical_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PP65718,Philmac 3G universal transition elbow 27-34 x 25mm,Philmac,29.82,"This Philmac 3G elbow with 27 to 34mm x 25mm/3/4"" UTC x POL end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Philmac 3G universal transition elbow 27-34 x 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/18/NW-P65718_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PP28705,Gps Pe Pipe Systems Protecta-Line stopcock BS-5433 32mm,Gps Pe Pipe Systems,138.85,"Made of metal and polyethylene (PE), this GPS PE Pipe Systems Protecta-Line BS 5433 stopcock with 32mm compression connections offers proven protection against all recognised brownfield contaminants, organic and inorganic, even at maximum reported concentrations.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Gps Pe Pipe Systems Protecta-Line stopcock BS-5433 32mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/05/NW-P28705_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/GPS_PE_Protecta_Line_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/GPS_PE_Protecta_Line_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/GPS_PE_Protecta_Line_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/P28705_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/GPS_PE_Infrastrctr_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/GPS_PE_Brochure.pdf
99,PP90390,Georg Fischer ELGEF Plus 45deg electrofusion elbow PE100 75mm,Georg Fischer,27.95,"Made of polyethylene, this Georg Fischer ELGEF Plus SDR11 75 x 75mm 45° elbow is suitable for use in transport lines, distribution lines, industrial pressure, distribution lines, house connections and water and gas distribution.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Georg Fischer ELGEF Plus 45deg electrofusion elbow PE100 75mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/90/NW-P90390_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/GF_ELGEF_Plus_45Deg_PE100_Elbow_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/GF_ELGEF_Plus_Piping_System_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/GF_ELGEF_Plus_PE_D75_250mm_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ly/er/GF_ELGEF_Plus_Sun_Protection_Flyer.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PP06022,Plasson Mechanical 7050 90deg elbow 20mm,Plasson,7.93,"Featuring a valve for controlled flow, this Plasson 7050 90° elbow with 20mm compression connections connects the PE pipes used to carry water and other fluids in urban and inter-urban infrastructure as well as in industrial, mining, landscaping, farming and optical fibre duct systems. Made of polypropylene (PP), these mechanical fitting are built to withstand working pressures of up to 16 bar.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Plasson Mechanical 7050 90deg elbow 20mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/22/P06022_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Plasson_7050CC0_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Plasson_7020_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Plasson_Technical_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PP45838,"Philmac 3G reducing set 63mm - 2"" x 32mm - 1""",Philmac,16.62,"This Philmac 3G reducing set with 63mm/2"" x 32mm/1"" metric/imperial end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Philmac 3G reducing set 63mm - 2"" x 32mm - 1""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/39/NW-P45838_P45839_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PP45599,"Philmac 3G end connector Pol  x  MI 32mm - 1"" x 1.1/4""",Philmac,18.67,"This Philmac 3G connector with 32mm/1"" x 1 1/4"" POL x MI BSP end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Philmac 3G end connector Pol  x  MI 32mm - 1"" x 1.1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/99/NW-P45594_P45599_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PP45576,"Philmac 3G reducing joiner 40mm - 1.1/4"" x 32mm - 1""",Philmac,33.44,"This Philmac 3G reducing joiner with 40mm/1 1/4"" x 32mm/1"" POL x POL end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Philmac 3G reducing joiner 40mm - 1.1/4"" x 32mm - 1""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/78/NW-P45576_P45578_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PP34680,Gps Pe Pipe Systems Frialen SDR11 90deg electrofusion elbow 63mm Black,Gps Pe Pipe Systems,50.23,"The Frialen range of electrofusion fittings has been engineered to provide the highest quality joints for polyethylene pipes, creating a fully homogenous system with GPS PE Black pipe that installers and operators can depend on. Their unique design incorporates exposed heating coils to provide consistent heat transfer during fusion and to achieve maximum bonding between the materials. ","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Gps Pe Pipe Systems Frialen SDR11 90deg electrofusion elbow 63mm Black",,Fitting only,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/80/NW-P34680_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/GPS_PE_Frialen_90_Elbow_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PP45578,"Philmac 3G reducing joiner 50mm - 1.1/2"" x 32mm - 1""",Philmac,49.18,"This Philmac 3G reducing joiner with 50mm/1 1/2"" x 32mm/1"" POL x POL end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Philmac 3G reducing joiner 50mm - 1.1/2"" x 32mm - 1""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/78/NW-P45576_P45578_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PP45598,"Philmac 3G end connector Pol  x  MI 32mm - 1"" x 1""",Philmac,8.94,"This Philmac 3G connector with 32mm/1"" x 1"" POL x MI BSP end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Philmac 3G end connector Pol  x  MI 32mm - 1"" x 1""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/99/NW-P45594_P45599_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PP45929,"Philmac 3G metric/imperial end cap 20mm x 1/2""",Philmac,5.81,"This Philmac 3G 47mm end cap with 20mm/1/2"" metric/imperial end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Philmac 3G metric/imperial end cap 20mm x 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/31/NW-P45929_P45931_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PP45958,"Philmac 3G end connector Pol  x  FI 50mm x 1 1/2""",Philmac,26.79,"This Philmac 3G connector with 50mm/1 1/2"" x 1 1/2"" POL x FI BSP end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Philmac 3G end connector Pol  x  FI 50mm x 1 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/60/NW-P45958_P45960_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PP01652,Plasson Pushfit 1005 elbow 32 x 32mm,Plasson,12.78,"Designed with a 45° angle for ease of use in tight spots, the Plasson 1005 elbow pipe connector with 32mm tamperproof push-fit connections is ideal for installation where a straight connector just won't fit. Suitable for carrying water and other fluids in urban and inter-urban infrastructure as well as in industrial, mining, landscape and farming applications, these compact fittings are compatible with potable, high pressure water systems and are made of tough polypropylene (PP) machined to withstand working pressures up to 16 bar.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Plasson Pushfit 1005 elbow 32 x 32mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/52/NW-P01650_P01652_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Plasson_1005U0032_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Plasson_1000_Datasheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
