,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Colour,Hazardous,Depth (mm),Waste Supplied,Fitting / Mounting Type,Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Finish,Material Type,Projection Depth,Range,Warranty,Tap Holes,Number of Tap Holes,Feature 4,Feature 5,Feature 6,Feature 7,Anti Slip,Pre-Drilled Waste Hole,Pre-Drilled Overflow,Grips/Handles
72,PC21369,Ideal Standard Concept Cube one tap hole basin 550mm White,Ideal Standard,113.16,"The sleek, modern Ideal Standard Concept Cube 550mm washbasin is suitable for wall or pedestal mounting and offers compatibility with a range of design-matched bathroom furniture for a smart combination of functionality and style.",Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Ideal Standard Concept Cube one tap hole basin 550mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/69/NW-C21369_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/16/IS_Bathroom_Brochure_16.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C21369_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PA67207,Ideal Standard Concept Air cube basin 550 x 460mm white,Ideal Standard,142.02,"Perfect for contemporary bathrooms, the Ideal Standard Concept Air 550mm wall-mounted or pedestal washbasin with single tap hole has thin ceramic walls for a lighter, slimmer, more modern look. Part of a wide range of bathroom fittings and furniture, this white fireclay basin can help you to achieve a seamless bathroom design.",Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Ideal Standard Concept Air cube basin 550 x 460mm white,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/07/NW-A67207_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/IS_Concept_Air_Brchr_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/A67207_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PD86835,Roca The Gap wall basin SR 1 tap hole square 550 x 420 White,Roca,175.78,"The Roca The Gap wall-mounted basin has a contemporary square silhouette that is perfect for modern bathroom designs. Cast in durable vitreous china with a glossy white finish, this smart basin is supplied with a single pre-drilled taphole ready for a complementary mono mixer.",Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Roca The Gap wall basin SR 1 tap hole square 550 x 420 White,,Basin and Fixings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/35/D86835_wm.jpg,,,,,White,N,420,No,Wall mounted,VC,A3270YG000,Wall Hung Basin,N,Vitreous china construction,White finish,For wall mounting,,,,The Gap,,,1,With single taphole,Square design,,,,,,
75,PC21367,Ideal Standard Concept Cube one tap hole basin 500mm White,Ideal Standard,108.07,"The sleek, modern Ideal Standard Concept Cube 500mm washbasin with single tap hole is suitable for wall or pedestal mounting and offers compatibility with a range of design-matched bathroom furniture for a smart combination of functionality and style.",Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Ideal Standard Concept Cube one tap hole basin 500mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/67/NW-C21367_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/16/IS_Bathroom_Brochure_16.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C21367_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PC24457,Ideal Standard Concept Freedom one tap hole basin 60cm White,Ideal Standard,265.88,"Providing accessible use for those with additional needs, the stylish Ideal Standard Concept Freedom 600mm accessible washbasin with single tap hole is generously proportioned for wheelchair users and includes a grab bar for improved manoeuvrability and support. Suitable for wall or pedestal mounting this basin provides usability without compromising on looks.",Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Ideal Standard Concept Freedom one tap hole basin 60cm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/57/NW-C24457_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C24457_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/16/IS_Bathroom_Brochure_16.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PC21361,Ideal Standard Concept Arc one tap hole basin 550mm White,Ideal Standard,113.16,The gracefully designed Ideal Standard Concept Arc 550mm washbasin is suitable for wall or pedestal mounting and offers compatibility with a range of design-matched bathroom furniture units for a smart combination of functionality and style.,Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Ideal Standard Concept Arc one tap hole basin 550mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/61/NW-C21361_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/16/IS_Bathroom_Brochure_16.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C21361_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT02620,Ideal Standard Tesi 1 tap hole pedestal basin 500mm,Ideal Standard,81.57,"With a contemporary geometric design, this Ideal Standard Tesi 500mm washbasin is part of a suite perfect for modern bathrooms. Built in tough vitreous china, this basin includes a single tap hole ready for your choice of mixer and is suitable for wall or pedestal mounting.",Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Ideal Standard Tesi 1 tap hole pedestal basin 500mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/20/NW-T02620_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Bathrooms_Brchr_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/T031201_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PC21346,Ideal Standard Concept small pedestal White,Ideal Standard,72.02,The contemporary Ideal Standard Concept semi pedestal provides a smart finishing touch for luxury bathrooms.,Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Ideal Standard Concept small pedestal White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/46/NW-C21345_C21346_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C21346_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/16/IS_Bathroom_Brochure_16.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PC21343,Ideal Standard Concept full pedestal White,Ideal Standard,66.68,The contemporary Ideal Standard Concept full pedestal provides a smart finishing touch for luxury bathrooms.,Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Ideal Standard Concept full pedestal White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/44/NW-C21343_C21344_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/16/IS_Bathroom_Brochure_16.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_Concept_Cube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PA67208,Ideal Standard Concept Air cube basin 500 x 450mm White,Ideal Standard,142.02,"Perfect for contemporary bathrooms, the Ideal Standard Concept Air 500mm wall-mounted or pedestal washbasin with single tap hole has thin ceramic walls for a lighter, slimmer, more modern look. Part of a wide range of bathroom fittings and furniture, this white fireclay basin can help you to achieve a seamless bathroom design.",Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Ideal Standard Concept Air cube basin 500 x 450mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/08/NW-A67208_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/IS_Concept_Air_Brchr_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/A67208_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PC24454,Ideal Standard Concept Arc 1 left hand tap hole handrinse basin 350 x 260 White,Ideal Standard,73.4,The gracefully designed Ideal Standard Concept Arc 350mm handrinse washbasin with single left hand tap hole is suitable for wall or pedestal mounting and offers compatibility with a range of design-matched bathroom furniture units for a smart combination of functionality and style.,Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Ideal Standard Concept Arc 1 left hand tap hole handrinse basin 350 x 260 White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/54/NW-C24454_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/16/IS_Bathroom_Brochure_16.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C24454_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PD02376,Ideal Standard Sandringham 21 1 tap hole pedestal basin with chainhole 550mm White,Ideal Standard,37.66,"Stylish yet cost-effective, the Ideal Standard Sandringham 21 550mm washbasin with single tap hole is made of hardwearing vitreous china and is suitable for wall or pedestal mounting.",Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Ideal Standard Sandringham 21 1 tap hole pedestal basin with chainhole 550mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/76/NW-D02376_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Sandringham21_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D02376_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PB65000,Ideal Standard Ova pedestal White,Ideal Standard,35.4,"Suitable for domestic or commercial bathrooms, this robust Ideal Standard Ova pedestal is made of a white vitreous china. A pedestal fits neatly under a sink to conceal unsightly pipework for a neater finish.",Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Ideal Standard Ova pedestal White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/00/NW-B65000_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Sandringham21_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B65000_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT02624,Ideal Standard Tesi small semi pedestal,Ideal Standard,58.27,This Ideal Standard Tesi small semi pedestal conceals pipework for a smart finish in any bathroom.,Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Ideal Standard Tesi small semi pedestal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/24/NW-T02624_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Bathrooms_Brchr_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PD00672,Roca Polo A331295003 pedestal White,Roca,38.9,"Made of white vitreous china, the Roca Polo full pedestal conceals basin pipework for a neater finish and easier cleaning.",Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Roca Polo A331295003 pedestal White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/72/NW-D00672_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Roca_Care_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_Polo_56_Basin_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Roca_Basins_Generic_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PD04669,Ideal Standard Tempo small semi pedestal White,Ideal Standard,46.6,"Made of white fine fireclay, this Ideal Standard Tempo handrinse pedestal sits underneath a basin, concealing pipework for a smarter, easier to clean finish.",Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Ideal Standard Tempo small semi pedestal White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/69/NW-D04669_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Bathrooms_Brchr_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D04669_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PC24263,Nabis Fitted furniture  standard washbasin unit 700mm Soft White,Nabis,145.26,"Finished in Smooth White, this Nabis 835 x 700mm standard carcass is designed for use with bathroom washbasin units. Easy to install, this unit is made of quality FSC certified materials. *Doors & Panels sold separately",Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Nabis Fitted furniture  standard washbasin unit 700mm Soft White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/3_/64/C24263_64_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C24263_Nabis_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/C24261_64_Nabis_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PD02407,Ideal Standard Sandringham 21 low level cistern bottom inlet dual flush valve 6/4ltr White,Ideal Standard,78.87,The Ideal Standard Sandringham 21 bottom inlet low level cistern is built in durable vitreous china and includes a push button for 6/4L dual flush operation. This cistern is part of an extensive range designed to help you create a matching bathroom suite.,Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Ideal Standard Sandringham 21 low level cistern bottom inlet dual flush valve 6/4ltr White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/07/NW-D02407_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_E876101_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PD01780,Roca Debba 33599000U universal pedestal 715mm,Roca,27.58,The Roca Valor full pedestal conceals pipework for a smarter bathroom look.,Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Roca Debba 33599000U universal pedestal 715mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/80/D01780_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Roca_Care_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Roca_Basins_Generic_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PA67214,Ideal Standard Connect Air pedstal for hwb s/wrp White,Ideal Standard,92.1,This Ideal Standard Concept Air small full pedestal conceals pipework for a smarter bathroom finish.,Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Ideal Standard Connect Air pedstal for hwb s/wrp White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/14/NW-A67214_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/IS_Concept_Air_Brchr_2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PD44946,Roca Debba Pedestal white,Roca,82.4,The modern Roca Debba full pedestal conceals pipework for a smart finish in the bathroom.,Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Roca Debba Pedestal white,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/46/NW-D44946_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Roca_Discovery_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Roca_Care_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D44946_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Roca_Basins_Generic_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PP71207,Geberit Selnova 501.455.00.6 semi pedestal,Geberit,65.11,"A suitable addition to a wide variety of handwash basins, this Geberit Selnova 275 x 285mm semi-pedestal has a clean and simple design that will blend into most bathroom schemes.  Made of vitreous china, this high-quality pedestal is finished in crisp, clean white. Combine with Geberit Selnova Washbasins 450mm-650mm",Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Geberit Selnova 501.455.00.6 semi pedestal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/P71207_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/P71207_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/P71207_Dimensions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PD00631,Roca Laura 2 tap hole basin 560mm White,Roca,82.03,"Elegantly curved, this Roca Laura 560mm basin with two tap holes looks great in any bathroom. Functional and robust, this vitreous china basin is designed for wall mounting.",Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Roca Laura 2 tap hole basin 560mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/31/NW-D00631_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Roca_Everyday_Collection_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Roca_Care_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D00631_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Roca_Basins_Generic_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PA67213,Ideal Standard Connect Air semiped for hwb s/wrp White,Ideal Standard,94.68,"Made of fine fireclay with a smart white finish, the Ideal Standard Concept Air 170 x 258mm small semi pedestal is a contemporary choice for your bathroom. Blending well into ceramic tile walls, this versatile pedestal is a light, understated choice with a wide variety of matched products available from the same range.",Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Ideal Standard Connect Air semiped for hwb s/wrp White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/13/NW-A67213_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/IStandard_Bathroom_Collection_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IStandard_Concept_Air_SPedestal_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PD45062,Roca Debba semi pedestal to suit 450mm basin,Roca,148.08,The modern Roca Debba semi pedestal conceals pipework for a smart finish in the bathroom.,Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Roca Debba semi pedestal to suit 450mm basin,,semi pedestal;Fixing kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/62/NW-D45062_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Roca_Discovery_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Roca_Care_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D45062_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Roca_Basins_Generic_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PD00642,Roca Nexo Basin 550mm white,Roca,111.76,"Innovatively designed, this Roca Nexo 550mm wall hung basin with single tap hole has a softly curved finish and tough vitreous china build to suit modern and traditional bathrooms alike.",Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Roca Nexo Basin 550mm white,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/42/NW-D00642_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D00642_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Roca_Everyday_Collection_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Roca_Care_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Roca_Basins_Generic_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT02621,Ideal Standard Tesi semi pedestal,Ideal Standard,58.27,This Ideal Standard Tesi semi pedestal conceals pipework for a smart finish in any bathroom.,Bathrooms and Kitchens/Bathroom Sinks/Wall and Pedestal Basins/Wall and Pedestal Basins.csv -> Ideal Standard Tesi semi pedestal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/21/NW-T02621_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Bathrooms_Brchr_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
