,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Hazardous,Model For Use With,Boiler Section,Boiler Range,Supplier Product Code,Type,WEEE Compliant,Colour,Diameter,Fuel Type,Weight,Feature 1,Feature 2,Feature 3,Feature 4,Warranty,Depth (mm),Range For Use With,Flue Type,Flue Diameter,Flue Length,Flue Size,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Range,Attachment 6,Attachment 7,Boiler Bundles,Part Gas Council number,By Model Number,For Use With,Feature 11
42,P793367,Worcester Bosch sample point cap,Worcester Bosch,9.58,"This Worcester Bosch sample point cap is for use in a boiler flue.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch sample point cap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/67/793367_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar_60-100_Hor_Flue_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,P408401,Worcester Bosch firestop plate 125,Worcester Bosch,70.93,"This Worcester Bosch 125 firestop plate is for use in a boiler's flue.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch firestop plate 125,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/01/408401_wm.jpg,,,,,,N,"FLUE VERTICAL 125MM KIT, FLUE KIT 80/125 VERTICAL",Flue,Flue Accessories,87161102760,Firestop Plate,N,,,,,Suitable for a vareity of boiler ranges,,,,,,,,,,,,,,,,,,,,,,,,
44,P408453,Worcester Bosch flue test point plugs,Worcester Bosch,8.46,"This pack of Worcester Bosch brand test point plugs is designed for use in a boiler's flue.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch flue test point plugs,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/53/408453_wm.jpg,,,,,,N,,Flue,,87161165140,Test Point Plug,N,,,,,Suitable for Worcester Bosch boilers,,,,,,,,,,,,,,,,,,,,,,,,
45,P491847,Worcester Bosch flue gas duct,Worcester Bosch,61.78,"This Worcester Bosch gas duct is for the flue of Greenstar and RD Series boilers.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch flue gas duct,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/47/491847_wm.jpg,,,,,,N,"FSP, ICS1-FSN 28KW, R29 HE Conventional, ZWBR 7-25 A23, RD537I, 30 HE Combi, CC1 FSN 29KW, FSN, R40 HE Plus Combi, RD430I, RD542I, 30 HE Plus Combi, HE Plus FSN 11-35KW, R25 HE, R40 HE Conventional, RD428, 25 HE, 28 HE System, CS1-FSN-GB NG 28KW, R30 HE,",Flue,"Greenstar, RD Series",87107253730,Gas Duct,N,,,,,Suitable for a vareity of boiler ranges,,,,,,,,,,,,,,,,,,,,,E74520,"CC1 FSN 29KW,FSN,C,30 HE Plus Combi,25 HE +,35 HE Plus Combi,RD428,RD542I,30 HE Combi,ICC2-FSN 30KW,R35 HE Plus Combi,R25 HE,RD430I,HE FSN ZWB 7 27KW,R40 HE Conventional,R40 HE Plus Combi,HE FSN ZB 7 27KW,29 HE CONVENTIONAL,28 HE System,HE Plus FSN 11-35KW",,
46,P400462,Worcester Bosch flue tube upper,Worcester Bosch,29.69,"This Worcester Bosch upper flue tube is suitable for use with Greenstar and Greenstar ErP units.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch flue tube upper,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/62/400462_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/WB_Greenstar24-28I_Junior_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,P108423,Worcester Bosch Gstar 4000 compact remote prv kit,Worcester Bosch,42.68,"This Worcester Bosch 3 bar remote pressure relief valve kit is suitable for use with Greenstar 4000 and Greenstar Compact combi and system boilers. It is supplied with a G 1/2"" thread and 15mm compression fitting, an adapter elbow and O-ring.  The pressure relief valve helps to control pressure in a closed system by proportionally opening to relieve excess pressure, preventing catastrophic malfunction.  As the UK’s leading parts specialist, Wolseley carries the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch Gstar 4000 compact remote prv kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/23/NW-108423_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/WB_Greenstar_4000_Installer_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/WB_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,P474245,Worcester Bosch support upper flue,Worcester Bosch,5.38,"This Worcester Bosch upper flue support is suitable for use with Greenstar ErP, Greenstar, Compact and Worcester 2000 boilers.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch support upper flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/45/474245_wm.jpg,,,,,,N,"15i System, 27Ri Compact LPG, 30i System, 30Ri Compact, 30Si Compact, 30 RXI, 21i System, 533 ErP, 12i System, 12i System LPG, 18i System LPG, 24i System LPG, 30i Combi, 30i System LPG, 36CDi Compact, 535 ErP, 24i System, 25i Combi LPG, 25Si Compact LPG,",Flue,"Greenstar ErP, Greenstar, Compact, Worcester 2000",87186824540,Support Upper Flue,N,,,,,Suitable for a vareity of boiler ranges,,,,,,,,,,,,,,,,,,,,,J21723,"27 Ri Compact,12i System LPG,27 i System LPG,27 i System,24i System LPG,30 i System LPG,25i Combi,24i System,18i System LPG,25 Si Compact,30 i System,25i Combi LPG,535 ErP,28 CDi Compact,533 ErP,15i System,12i System,25 Si Compact LPG,30i Combi,27 Ri Compact LPG",,
49,P106238,Worcester Bosch Greenstar heat exchanger cleaning kit,Worcester Bosch,29.75,"Compatible with the Greenstar Junior boiler, this Worcester Bosch heat exchanger cleaning kit helps to keep a heating system clean for more efficient and effective operation. Use of this kit is recommended immediately on installation with regular repeat use throughout a boiler's lifespan.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch Greenstar heat exchanger cleaning kit,,,https://www.wolseley.co.uk/wcsstore/WolseleyStorefrontAssetStore/images/NoImageIcon.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/62/38/106238.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/WB_Greenstar_i_combi_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,P105145,Worcester Bosch Greenstar Oilfit plume management extension 1mtr,Worcester Bosch,39.29,"This Worcester Bosch plume management extension extends a flue run by up to 1M to provide more convenient siting of a Greenstar Utility, Heatslave II or Heatslave II External boiler.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch Greenstar Oilfit plume management extension 1mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/45/105145_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/WB_Greenstar_Heatslave_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,P793285,Worcester Bosch flue gas duct,Worcester Bosch,23.05,"This Worcester Bosch flue gas duct is suitable for use with boilers in the Greenstar range.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch flue gas duct,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/85/793285_wm.jpg,,,,,,N,"30 CDi System LPG, 35 CDi Classic System, 40 CDi, 40 CDi LPG, 430/i LPG, 537/i LPG, 542/i, 542/i LPG, 29 CDi Classic, 30 CDi Classic Regular, 34 CDi Classic LPG, 38 CDi, 38 CDi LPG, 40 CDi Conventional, 42 CDi LPG, 27 CDi, 30 CDi LPG, 35 CDi LPG, 25 CDi",Flue,Greenstar,87107352990,Flue Gas Duct,N,,,,,Suitable for a vareity of boiler ranges,,,,,,,,,,,,,,,,,,,,,H31832,"29 CDi Classic,27 CDi LPG,30 CDi System,30 CDi Classic Regular,34 CDi Classic LPG,27 CDi,38 CDi,25 CDi,38 CDi Classic LPG,35 CDi,29 CDi LPG,37 CDi,37 CDi LPG,38 CD,30 CDi Conventional LPG,30 CDi LPG,35 CDi LPG,34 CDi,34 CDi LPG,30 CDi,30 CDi Conventional",,
52,P105919,Worcester Bosch oil flue terminal guard for 32 70KW boilers Stainless Steel,Worcester Bosch,40.52,Stainless steel flue terminal guard for Greenstar Utility 32/50 & 50/70 Utility oil boilers,Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch oil flue terminal guard for 32 70KW boilers Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/19/105919_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/WB_Greenstar_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Worcester_Greenstar_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Greenstar_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,P101536,Worcester Bosch Greenstar Oilfit extension kit 100 x 500mm,Worcester Bosch,52.8,"Allowing for flexibility of installation, this Worcester Bosch Oilfit 100mm diameter stainless steel flue extension kit provides an additional flue length of 0.5M. This kit is suitable for us with Greenstar Oilfit and Greenstar Heatslave II boilers.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch Greenstar Oilfit extension kit 100 x 500mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/36/101536_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Worcester_gstaroiLFF_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/WB_Greenstar_Heatslave_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,P474014,Worcester Bosch flue test point cap,Worcester Bosch,5.31,"This Worcester Bosch cap for use in the brand's boiler flues covers a test point when not in use.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch flue test point cap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/14/474014_wm.jpg,,,,,,N,,Flue,,87161127880,Cap,N,,,,,Suitable for a vareity of boiler ranges,,,,,,,,,,,,,,,,,,,,,,,,
55,P793150,Worcester Bosch flue tube lower,Worcester Bosch,13.38,"This Worcester Bosch lower flue tube is suitable for use with Greenstar Ri, Greenstar Junior and Greenstar ErP units.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch flue tube lower,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/50/793150_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/WB_Greenstar24-28I_Junior_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,P100763,Worcester Bosch Greenstar Oilfit 90deg flue elbow 80/125mm,Worcester Bosch,66.38,"Greenstar Oilfit range – the easy-fit fluing solution.  Multiple fluing options with the ability to flue internal floor standing boilers from the top, rear or side and external boilers from the rear and side.  The Oilfit range is quick-to-install thanks to its push-fit connection and forms a gas-tight seal. In most cases, it will also eliminate the need to cut the flue.  The Greenstar Oilfit range provide an easy-fit installation that requires no special tools when fitting flue extensions, elbows and adaptors.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch Greenstar Oilfit 90deg flue elbow 80/125mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/63/100763_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/WB_WM_Gas_Combi_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar_Oilfit_Flue_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Worcester_Greenstar_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Greenstar_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
