,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Colour,Flow Rate,Voltage (V),Warranty,Phase,Hazardous,Output,Depth (mm),Rated Speed,Enclosure Class,Frequency,Pressure Rating,Standards,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Range,Attachment 4,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17
28,P126201,"Grundfos Magna 1 32-60 180 circulating pump 180mm x 1"" 230V PN10",Grundfos,993.5,"A simple solution for basic system control and monitoring, the Grundfos MAGNA1 32 - 60 circulator pump is ideal for replacing older circulators. Complying with EuP 2015 regulations, MAGNA1 offers high efficiency in main pump, mixing loops and heating surfaces as well as air conditioning surfaces, ground source heat pump systems and small chiller applications. It is suitable for use in commercial air conditioning, heating and hot water recirculation, district cooling and heating, domestic hot water recirculation, heating and cooling and industrial heating.","Heating/Central Heating Pumps/Circulation Pumps/Circulation Pumps.csv -> Grundfos Magna 1 32-60 180 circulating pump 180mm x 1"" 230V PN10",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/03/NW-126200_126203_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA1_Model_C_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grundfos_MAGNA1_Model_C_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA1_Model_C_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA1_Model_C_Brochure.pdf,,,,,,,
29,P105861,Grundfos TPE3 D TPE3 D 80-180 S-A-F-A-BQQE-IDB TPE3 D 80-180-S-A-F-A-BQQE,Grundfos,10593.8,"Ideal for heating, cooling and district energy, the Grundfos TPE3 D single stage, close-coupled, volute pump offers inline suction and discharge ports of identical diameter and a combined temperature and differential pressure sensor. Thanks to a top-pull-out design, the power head (motor, pump head and impeller) can be removed while the pump housing remains in the pipework for easy, stress-free servicing and maintenance. The twin-head pump is designed with two parallel power heads, each with a fan-cooled, permanent-magnet synchronous motor and a frequency converter and PI controller in the motor terminal box for continuously variable control of speed.",Heating/Central Heating Pumps/Circulation Pumps/Circulation Pumps.csv -> Grundfos TPE3 D TPE3 D 80-180 S-A-F-A-BQQE-IDB TPE3 D 80-180-S-A-F-A-BQQE,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/61/NW-105861_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_TPE_TPED_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_TPE_TPED_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Grundfos_TP_TPD_TPE_TPE3_3D_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,P126236,"Grundfos Magna 1 40-150 F 250 circulating pump 220mm x 1"" 230V PN6/10",Grundfos,2615.3,"A simple solution for basic system control and monitoring, the Grundfos MAGNA1 40 - 150 F circulator pump is ideal for replacing older circulators. Complying with EuP 2015 regulations, MAGNA1 offers high efficiency in main pump, mixing loops and heating surfaces as well as air conditioning surfaces, ground source heat pump systems and small chiller applications. It is suitable for use in commercial air conditioning, heating and hot water recirculation, district cooling and heating, domestic hot water recirculation, heating and cooling and industrial heating.","Heating/Central Heating Pumps/Circulation Pumps/Circulation Pumps.csv -> Grundfos Magna 1 40-150 F 250 circulating pump 220mm x 1"" 230V PN6/10",,MAGNA1 pump;Insulating shells;Gaskets;Quick guide;Safety instructions;1x ALPHA plug,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/37/NW-126233_126237_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA1_Model_C_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA1_Model_C_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grundfos_MAGNA1_Model_C_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA1_Model_C_Brochure.pdf,,,,,,,
31,P126272,"Grundfos Magna 1 D circulating pump 340mm 1"" x 230V PN6/10",Grundfos,5594.7,"A simple solution for basic system control and monitoring, the Grundfos MAGNA1 D 65 - 60 F circulator pump is ideal for replacing older circulators. Complying with EuP 2015 regulations, MAGNA1 offers high efficiency in main pump, mixing loops and heating surfaces as well as air conditioning surfaces, ground source heat pump systems and small chiller applications. It is suitable for use in commercial air conditioning, heating and hot water recirculation, district cooling and heating, domestic hot water recirculation, heating and cooling and industrial heating.","Heating/Central Heating Pumps/Circulation Pumps/Circulation Pumps.csv -> Grundfos Magna 1 D circulating pump 340mm 1"" x 230V PN6/10",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/74/NW-126272_126274_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA1_Model_C_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grundfos_MAGNA1_Model_C_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA1_Model_C_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA1_Model_C_Brochure.pdf,,,,,,,
32,PS08830,DAB PUMP EVOPLUS D 110/250.40 M,Dab Pumps,1316.25,"Suitable for heating, ventilation and air conditioning applications, the Dab Pumps EvoPlus Small 0.2kW 220-240V electronic circulator with twin flange can be used in domestic or commercial systems. Minimising running noise, the EvoPlus is fitted with electronically controlled wet rotor pumps for constant power and reduced running costs while its intuitive interface ensures that day-to-day operation is effortless.",Heating/Central Heating Pumps/Circulation Pumps/Circulation Pumps.csv -> DAB PUMP EVOPLUS D 110/250.40 M,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/30/S08830_wm.jpg,,,,Black/Green,2 to 11.85 m3/hr,220 - 240,24 months,1,N,0.177 kW,220,Variable,IPX4,50,"6 bar, 10 bar, 16 bar",ErP,60150961,Circulator Pump,N,Sensorless motor control,Sine wave modulated PWM,High carrier frequency eliminates all audio band noise,With dedicated 32 bit processor,Optimised space vector algorithm,ErP approved,IPX4 rated,24 month warranty,,,Evoplus D,,,,,,,,
33,P180153,GFOS TPE2 50-240-N-A-F-A-BQQE,Grundfos,4454.87,"Highly engineered, the Grundfos TPE2 50-240 circulating pump is an energy efficient solution for a wide range of applications, including commercial heating and cooling, industrial processes and water supply systems. With features including Flowadapt and BMS compatibility, TPE2 is a flexible option ideal for both new and upgrade installations.",Heating/Central Heating Pumps/Circulation Pumps/Circulation Pumps.csv -> GFOS TPE2 50-240-N-A-F-A-BQQE,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/53/180153_wm.jpg,,,,Black / Red,33.1 m³/h,380 - 500,n/a,N/A,N,2.2 kW,590,480-5900 rpm,IP55,50/60,10 bar,N/A,98437897,Inline Pump,N,Low energy consumption better than IE4,Above efficiency at benchmark MEI rating,Includes Flowadapt,Intelligent communication to BMS,Wide performance range of 5 - 80 m3/h quantity and 3 - 25M head,Liquid temperature range of -25°C to +120°C,Ambient temperature range of -20°C to +50°C,"Cast iron as standard, stainless steel for single pumps up to DN66",IP55 protection,,,,,,,,,,
34,P141678,STRATOS MAXO 40/05-12 R7,Wilo,1687.84,"The Wilo Stratos Maxo is an easy to use smart pump with one touch commisioning, EC motor, electronic power adjustment and permanent, automatic performance adaptation for optimum energy efficiency. The R7 version does not include an internal temperature sensor.  This smart-pump has a range of functions for reliable use including heating and cooling quantity measurement, dry running detection and automatic No-Flow Stop, which deactivates the pump when no flow is detected.  This is an inline glandless pump, suitable to be used in domestic or light commercial buildings for all central heating, cooling, underfloor heating, water/glycol mixtures and air conditioning systems.",Heating/Central Heating Pumps/Circulation Pumps/Circulation Pumps.csv -> STRATOS MAXO 40/05-12 R7,,IPX4D,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/77/NW-146576_146577_wm.jpg,,,,Black / Green / Grey,1.8-7.4 L/sec,230,3 Year Limited,1,N,0.57 kW,396,750 - 4350,IPX4D,5360,10 bar,REACHCEEACUKCA,2217951,Circulator Pump,N,Compatible with the Wilo-Assistant app for commissioning protocol via Bluetooth,Automatic pump venting function and full motor protection to prevent failure,"Thermal insulation shell for increasing energy efficiency, saving you money",Ability to save and restore configured pump settings,Plug & play wiring with the Wilo connection plug – no tools needed!,Easy to use design featuring a large LCD display for easy commissioning.,Automatic setback operation & deblocking function,Adjustable volume flow limiter,Energy efficiency index (EEI) of less than 0.17,Fluid temperature -10°C to +90°C,Stratos Maxo,,Max operating pressure: 10 bar,Port-to-port length: 250mm,Pipe connection: Flange DN 40,Max head: 12m,,,
35,P126218,GFOS MAGNA1 32-60 F 220 1X230V PN6/10,Grundfos,1094.5,"A simple solution for basic system control and monitoring, the Grundfos MAGNA1 32 - 60 F circulator pump is ideal for replacing older circulators. Complying with EuP 2015 regulations, MAGNA1 offers high efficiency in main pump, mixing loops and heating surfaces as well as air conditioning surfaces, ground source heat pump systems and small chiller applications. It is suitable for use in commercial air conditioning, heating and hot water recirculation, district cooling and heating, domestic hot water recirculation, heating and cooling and industrial heating.",Heating/Central Heating Pumps/Circulation Pumps/Circulation Pumps.csv -> GFOS MAGNA1 32-60 F 220 1X230V PN6/10,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/18/NW-126218_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA1_Model_C_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grundfos_MAGNA1_Model_C_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA1_Model_C_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA1_Model_C_Brochure.pdf,,,,,,,
36,P141433,Grundfos Magna 3 D 32-100 180 circulating pump 1 x 230V PN10,Grundfos,2221.15,"Ideal for creating high performance heating and cooling systems, the Grundfos MAGNA3 32 - 100 single phase circulator pump is suitable for new installations and refits, offering excellent efficiency and built-in communication capabilities. With a canned rotor, this pump is a maintenance-free integral unit with no shaft seal and just two gaskets for sealing, while bearings are lubricated by the pumped liquid. Wirelessly connecting with the Grundfos GO Remote app, for advanced reporting and monitoring, MAGNA3 is suitable for mixing loops, heating and air conditioning surfaces, ground source heat pumps and small chillers and includes fieldbus communication via CIM modules as well analogue and digital inputs and configurable relays. Features include FLOWADAPT, reducing the requirement for throttling valves, and a built-in differential pressure and temperature sensor.",Heating/Central Heating Pumps/Circulation Pumps/Circulation Pumps.csv -> Grundfos Magna 3 D 32-100 180 circulating pump 1 x 230V PN10,,MAGNA3 pump;Insulating shells;Gaskets;Quick guide;Safety instructions;1x ALPHA plug,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/33/NW-141430_141433_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA3_Model_D_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA3_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grundfos_MAGNA3_Model_D_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA3_instructions.pdf,,,,,,,
37,P126284,"Grundfos Magna 1 circulating pump 360mm 1"" x 230V PN6",Grundfos,3187.5,"A simple solution for basic system control and monitoring, the Grundfos MAGNA1 80 - 60 F circulator pump is ideal for replacing older circulators. Complying with EuP 2015 regulations, MAGNA1 offers high efficiency in main pump, mixing loops and heating surfaces as well as air conditioning surfaces, ground source heat pump systems and small chiller applications. It is suitable for use in commercial air conditioning, heating and hot water recirculation, district cooling and heating, domestic hot water recirculation, heating and cooling and industrial heating.","Heating/Central Heating Pumps/Circulation Pumps/Circulation Pumps.csv -> Grundfos Magna 1 circulating pump 360mm 1"" x 230V PN6",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/84/NW-126284_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA1_Model_C_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grundfos_MAGNA1_Model_C_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA1_Model_C_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA1_Model_C_Brochure.pdf,,,,,,,
38,P141674,STRATOS MAXO 32/05-12 R7,Wilo,1618.54,"Suitable for domestic or light commercial use, the Wilo Stratos Maxo 32/05-12 R7 is compatible with central heating, cooling, underfloor heating and air conditioning systems and can be used with water/glycol mixtures. An inline glandless smart pump with one touch commissioning, Maxo incorporates an EC motor and electronic power adjustment as well as efficiency enhancing permanent automatic performance adaptation. A range of clever features, including heating and cooling quantity measurement and dry running detection are included. Automatic no-flow stop, meanwhile, deactivates the pump in the absence of flow, reducing the risk of dry-running damage.",Heating/Central Heating Pumps/Circulation Pumps/Circulation Pumps.csv -> STRATOS MAXO 32/05-12 R7,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/xo/Wilo_Stratos_Maxo_wm.jpg,,,,Green,17.1 m³/h,230,3 Years,1,N,0.266 kW,360,4400 1/min,IPX4D,50/60,10 bar,CE;EAC;VDE,2217947,Circulating Pump,N,Compatible with Wilo-Assistant app for Bluetooth commissioning,Automatic pump venting function and full motor protection prevents failure,Thermal insulation shell for energy efficiency,Configured pump settings can be saved and restored,Wilo connection plug for tool-free plug-and-play wiring,"Easy to use, large LCD display for easy commissioning",Automatic setback operation and deblocking function,Adjustable volume flow limiter,Energy efficiency index (EEI) of less than 0.19,Fluid temperature of -10°C to +90°C,Stratos,,Port-to-port length of 180mm,Threaded G2 pipe connection,Maximum head of 10M,Maximum flow of 12M³/h,IPX4D rated,"CE, EAC and VDE approved",3 year warranty
39,P105797,GRUNDFOS TPE3 D 50-240 PUMP,Grundfos,9519.13,"Ideal for heating, cooling and district energy, the Grundfos TPE3 D single stage, close-coupled, volute pump offers inline suction and discharge ports of identical diameter and a combined temperature and differential pressure sensor. Thanks to a top-pull-out design, the power head (motor, pump head and impeller) can be removed while the pump housing remains in the pipework for easy, stress-free servicing and maintenance. The twin-head pump is designed with two parallel power heads, each with a fan-cooled, permanent-magnet synchronous motor and a frequency converter and PI controller in the motor terminal box for continuously variable control of speed.",Heating/Central Heating Pumps/Circulation Pumps/Circulation Pumps.csv -> GRUNDFOS TPE3 D 50-240 PUMP,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/97/NW-105797_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_TPE_TPED_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_TPE_TPED_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Grundfos_TP_TPD_TPE_TPE3_3D_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,P164064,Wilo 25/0.5-6 130 CHP stratos pico,,274.35,"Highly efficient, the Wilo Stratos Pico central heating pump incorporates EC motor technology and inbuilt electronic power control for continuous differential pressure. This reliable pump offers numerous useful routines, including automatic restart, self-venting and automatic dry-running protection, ensuring safe use and minimising downtime. The Stratos Pico is compatible with central heating and underfloor heating systems, air conditioning and industrial circulation. It offers ease of commissioning via the one-touch Dynamic Adapt Plus function.",Heating/Central Heating Pumps/Circulation Pumps/Circulation Pumps.csv -> Wilo 25/0.5-6 130 CHP stratos pico,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/64/164064_wm.jpg,,,,,,,,,N,0.4 kW,,,IPX4D,,,,4244396,,N,With automatic deblocking function and integrated motor protection,"Full colour display shows real-time electricity consumption, delivery head and cumulative kWh",Dynamic Adapt Plus for one-touch commissioning,Settings assistant for number of radiators or underfloor heating area,Compatible with the Wilo-Smart Balance app,Tool-free plug-and-play wiring with Wilo connection plug,Energy efficiency index (EEI) of less than 0.18,Suitable fluid temperature of -10°C to +110°C,Maximum operating pressure 10 bar,Port-to-port length 130mm,,,With G 1½ pipe connection,Maximum head of 6M,IPX4D rated,2 year warranty,,,
41,P141671,Wilo Stratos MAXO-D 30/05-10 R7,Wilo,1985.06,"Suitable for domestic or light commercial use, the Wilo Stratos Maxo-D 30/05-10 R7 is compatible with central heating, cooling, underfloor heating and air conditioning systems and can be used with water/glycol mixtures. An inline glandless smart pump with one touch commissioning, Maxo incorporates an EC motor and electronic power adjustment as well as efficiency enhancing permanent automatic performance adaptation. A range of clever features, including heating and cooling quantity measurement and dry running detection are included. Automatic no-flow stop, meanwhile, deactivates the pump in the absence of flow, reducing the risk of dry-running damage.",Heating/Central Heating Pumps/Circulation Pumps/Circulation Pumps.csv -> Wilo Stratos MAXO-D 30/05-10 R7,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/xo/Wilo_Stratos_Maxo_wm.jpg,,,,Green,12.0 m³/h,230,3 Years,1,N,0.275 kW,350,3950 1/min,IPX4D,50/60,10 bar,CE;EAC;VDE,2217904,Circulating Pump,N,Compatible with Wilo-Assistant app for Bluetooth commissioning,Automatic pump venting function and full motor protection prevents failure,Thermal insulation shell for energy efficiency,Configured pump settings can be saved and restored,Wilo connection plug for tool-free plug-and-play wiring,"Easy to use, large LCD display for easy commissioning",Automatic setback operation and deblocking function,Adjustable volume flow limiter,Energy efficiency index (EEI) of less than 0.19,Fluid temperature of -10°C to +90°C,Stratos,,Port-to-port length of 180mm,Threaded G2 pipe connection,Maximum head of 10M,Maximum flow of 12M³/h,IPX4D rated,"CE, EAC and VDE approved",3 year warranty
42,P163937,WILO YONOS MAXO 25/0 5-12 PN10,Wilo,696.54,"The Wilo Yonos Maxo is a compact pump for commercial buildings with HVAC applications, with an EC motor and electronic power adjustment for optimum energy efficiency.  Easy to set up with three operating modes and simple adjustment over three speed stages when replacing an uncontrolled standard pump. Additional option to expand the pumps intelligent functions further with the Wilo Connect Module.   This inline glandless pump is suitable for use in domestic or commercial buildings for all central heating, underfloor heating, air-conditioning systems, closed cooling circuits, industrial circulation systems.",Heating/Central Heating Pumps/Circulation Pumps/Circulation Pumps.csv -> WILO YONOS MAXO 25/0 5-12 PN10,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/37/163937_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wilo_Yonos_MAXO_D_Z_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wilo_REACH_Regulation_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wilo_Stratos_Yonos_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wilo_Yonos_MAXO_D_Installation.pdf,,,,,,,
43,P141849,GFS MAGNA3 D 80-100 F 360 1X230V PN6,Grundfos,6808.38,"Suitable for use in new installations or retrofits, the Grundfos MAGNA3 80 - 100 F single phase circulator pump allows installers to create high performance heating and cooling systems with high levels of efficiency. Offering built-in communication, this pump features a canned rotor and has no shaft seal. Only two gaskets are used for sealing and bearings are self-lubricating, meaning that the unit is essentially maintenance-free. Compatible with the Grundfos GO Remote app, the MAGNA3 allows for advanced reporting and monitoring and includes fieldbus communication using CIM modules in addition to analogue and digital inputs, plus configurable relays. With features including an inbuilt differential pressure and temperature sensor as well as Flowadapt, meaning there's less need for throttling valves, MAGNA3 is compatible with heating and air con surfaces, mixing loops, ground source heat pumps and small chiller units.",Heating/Central Heating Pumps/Circulation Pumps/Circulation Pumps.csv -> GFS MAGNA3 D 80-100 F 360 1X230V PN6,,MAGNA3 pump;Insulating shells;Gaskets;Quick guide;Safety instructions;1x ALPHA plug,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/50/NW-141849_141850_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA3_Model_D_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA3_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grundfos_MAGNA3_Model_D_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA3_instructions.pdf,,,,,,,
44,P145033,WILO TOP Z40/7 BRONZE HW BARE PUMP 1PH,Wilo,2183.0,"A stainless steel secondary hot water pump with thermal insulation, internal protection against unacceptably high winding temperatures and three pre-selectable speed stages for power adjustment.  Option to add a Protect Module C which offers additional functions to prevent failure including blocking detection, integrated full motor protection with tripping unit and fault acknowledgement.   The Wilo Top-Z is a glandless circulation pump be used in commercial buildings for hot water circulation systems, suitable for drinking water only.",Heating/Central Heating Pumps/Circulation Pumps/Circulation Pumps.csv -> WILO TOP Z40/7 BRONZE HW BARE PUMP 1PH,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/33/NW-145033_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wilo_REACH_Regulation_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
