,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Hazardous,Model For Use With,Boiler Section,Boiler Range,Supplier Product Code,Type,WEEE Compliant,Part Gas Council number,By Model Number,Feature 1,Feature 2,Colour,Diameter,Weight,Feature 3,Range For Use With,Fuel Type,Feature 4,Warranty,Depth (mm),Flue Type,Flue Diameter,Flue Length,Flue Size,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Range,Max Set Pressure,Maximum Operating Temperature,Attachment 6,Attachment 7,Dimensions mm (H x W x D),Application,Boiler Bundles,Length (M),Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,For Use With,Size
229,P123308,Ideal flue deflector kit 60mm,Ideal,39.66,"It may be tempting to opt for a low cost spare part, but do consider the impact that this may have. Counterfeit parts are typically substandard, manufactured from poor quality materials thus impacting on the design and strength of the product. In the event of a system failure or - in a worst case scenario, an accident - the ultimate responsibility lies with the service and repair engineer rather than the product which was ill-chosen for the application. It is always reccommended you go for an official part, such as this one.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Ideal flue deflector kit 60mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/08/123308_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ideal_Domestic Gas Boilers_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Logic_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,P138649,Grant plume kit,Grant,182.24,This Grant brand plume kit helps to prevent nuisance pluming outside a property.,Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Grant plume kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/49/138649_wm.jpg,,,,,,N,,Flue,Grant boilers,NI GPDA90IRL,Plume Kit,N,,,Single wall stainless steel in 80mm & 100mm,Plume diverter 1m kit or a 2m telescopic kit,,,2.26165,Extensions available,,,Quick and simple installation,,,,,,,80mm diameter pipe for boilers up to 26kW,100mm diameter pipe for boilers up to 70kW,,,,,,,,,,,,,,,,,,,,,,,,
231,P419743,Parts 801614 801614 Flue Adaptor,Parts,141.35,"This Glow-worm flue adapter is compatible with the brand's own Ultracom boilers, including CX, CXI, HXI and SXI models.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it, first time.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Parts 801614 801614 Flue Adaptor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/43/419743_wm.jpg,,,,,,N,Ultracom 12 HXIUltracom 15 HXIUltracom 18 HXIUltracom 18 SXIUltracom 24 CXUltracom 24 HXIUltracom 24CXIUltracom 30 CXIUltracom 30 HXIUltracom 30 SXIUltracom 30CXUltracom 38 CXIUltracom 38 HXI30 CXI24 CXI38 CXI12 HXI15 HXI18 HXI24HXI30HXI38HXI18 SXI30 SXI,Flue,Ultracom,801614/SD,Adaptor,N,,,For flue use,Suitable for Ultracom units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,P123501,Ideal horizontal flue terminal 600mm,Ideal,90.14,"It may be tempting to opt for a low cost spare part, but do consider the impact that this may have. Counterfeit parts are typically substandard, manufactured from poor quality materials thus impacting on the design and strength of the product. In the event of a system failure or - in a worst case scenario, an accident - the ultimate responsibility lies with the service and repair engineer rather than the product which was ill-chosen for the application. It is always reccommended you go for an official part, such as this one.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Ideal horizontal flue terminal 600mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/01/123501_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ideal_Domestic Gas Boilers_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,P447263,Morco flue terminal and pipe kit,Morco,83.49,"This Morco pipe and terminal kit is designed to fir the G101 and G11 water heater ranges. The pack includes a 110mm diameter x 250mm external height flue pipe, external roof flange and flue terminal.  When a standard flue kit is used the water heater compartment must be given additional high level ventilation.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Morco flue terminal and pipe kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/63/NW-447263_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Morco_D_Spare_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,P411396,Vaillant 0020143478 burner,Vaillant,738.78,"This Vaillant burner is designed for compatibility with Vaillant gas boilers.  The burner produces heat in a combustible heating appliance. In natural gas appliances gas is transferred to a gas valve and into the burner for ignition. The heat created is used to heat the water in the master heat exchanger.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Vaillant 0020143478 burner,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/96/411396_wm.jpg,,,,,,N,,,,0020143478,Burner,N,,,10 Year Warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,P100915,Worcester Bosch Greenstar vertical pre piping kit (for CDI combi),Worcester Bosch,111.23,"Suitable for installation of the Greenstar CDi Classic Combi, this Worcester Bosch vertical pre-piping kit is designed pre-bent with swaged ends for easy soldering. This convenient kit helps to save around 30 minutes in installation time.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Worcester Bosch Greenstar vertical pre piping kit (for CDI combi),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/15/100915_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/W B_Greenstar_CDi_Classic_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,P333683,Vaillant rear telescopic flue kit - Pure Only,Vaillant,105.0,"Vaillant Rear Telescopic Flue Kit has been designed to work with Vaillant EcoFit Pure Boiler models in installations where space above the boiler is at a premium, typically inside kitchen cupboards.  The flue mounts directly behind the boiler for direct fluing out through an external wall.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Vaillant rear telescopic flue kit - Pure Only,,Flue;Terminal;Elbow,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/83/333683_wm.jpg,,,,,,N,,Fan Combustion Chamber,ecoFIT Pure,333683 PK,Flue Kit,N,,,Compatible with EcoFit Pure boiler models,,White,,1000.00000,,EcoFit Pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,P117247,Grant adjustable vertical balanced flue with bracket (for 26 70KW boilers),Grant,25.75,"Grant’s low level balanced range of EZ-Flue systems have been developed to make the installation of Grant boilers both quick and simple, whilst ensuring trouble free operation – even in the most exposed site conditions. The round low level kits feature self-sealing ducts requiring no silicone or tape for joints, and the quick-fit connection arrangement ensures a perfect seal every time.  The kits are compatible with all Grant boilers, except external modules.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Grant adjustable vertical balanced flue with bracket (for 26 70KW boilers),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/47/117247_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Grant_EZ-Fit_Product_Guide_May-2015.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grant_Flue_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,P468533,Ideal flue sensing nipple kit,Ideal,40.01,"This Ideal flue sensing nipple kit is compatible with boilers in the Classic, Esprit, iCombi, Independent, Instinct, Logic, Logic+, Exclusive, Morco, Atlantic, Procombi, Keston C and I-mini ranges.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Ideal flue sensing nipple kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/33/468533_wm.jpg,,,,,,N,"Combi 2 24, Combi 2 35, Eco 24, i2 24, i35, 0, System 15, 2 24, 30, C 24, E 24, E 35, System 15, System S 15, System S 30, 30, + C 35, + Heat 30, + Heat H 12, + Heat H 24, + System 18, Exclusive 2 24, i30, 0, System 18, ES 24, ES 30, ESP 30, Heat H 24, +",Flue,CombiExclusiveSystemHeat,175640,Nipple Kit,N,H78173,"E 35,24,Combi 30,E 30,Eco 30,i35,Heat 30,Max Heat H 24,System 24,Heat 15,System 18 IE,ESP 35,ESP1 24,30,ESP1 30,C 24,C30,E 24,35,C35,i24,System 15,Max Heat H 18,System 30,System 15 IE,Heat 24,Exclusive 30,Eco 24,ESP1 35,+ System",Complete nipple kit,"For use in Combi, Exclusive, System and Heat units",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,P449374,Morco RSF503 horizontal flue kit,Morco,61.95,Horizontal Flue,Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Morco RSF503 horizontal flue kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/74/NW-449374_wm.jpg,,,,,,N,,Flue,EUP11RS,RSF503,,N,,,For horiztonal installation,Suitable for GB boilers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,P147201,Viessmann 87deg standard concentric flue elbow 60/100mm dia,Viessmann,33.97,Standard concentric 87 degree flue elbow for use with a 60/100 mm diameter pipe.,Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Viessmann 87deg standard concentric flue elbow 60/100mm dia,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/01/147201_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Viessmann_Domestic_Gas_Boiler_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Viessmann_Domestic_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,P113287,Glow-worm small spacing frame,Glow-worm,53.55,"A small spacing frame for the easy installation of Glow-worm system and combi boilers. Creating additional space behind the boiler for pipework, this frame ensures a neat finish with obstructive pipes hidden out of sight.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Glow-worm small spacing frame,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/86/113286_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/32/87/113287.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Glow-worm_Betacom4_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,P333749,Worcester Bosch 60/100Mm Vertical Flue Kit,Worcester Bosch,121.0,"Specifically for use when installing floor standing units, this Worcester Bosch 60 - 100mm vertical flue kit helps to make the installation of a Worcester Greenstar boiler easier and quicker by providing additional flueing options.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Worcester Bosch 60/100Mm Vertical Flue Kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/23/100823_wm.jpg,,,,,,N,,Flue,Greenstar FS CDi Regular Greenstar Highflow Condensfit II,333749 PK,Vertical Flue Kit,N,,,Quick and simple to install,Designed for Worcester Bosch Greenstar floor-standing boilers,White,,,Anti-corrosion,,,White-coated finish,,,,,,,Aesthetically designed,,,,,,,,,,,,,,,,,,,,,,,,,
243,P105146,Worcester Bosch Greenstar Oilfit 45deg plume management bend,Worcester Bosch,44.21,"This Worcester Bosch brand 45° bend reduces the length of a plume management system for convenient siting and a neater finish. It is compatible with Greenstar Utility, Heatslave II or Heatslave II External boilers.  Plume management kits are used to solve the issue of nuisance pluming, where the plume from a condensing boiler causes an obstruction in a garden, side passage or courtyard. The kit simply redirects the plume away from the property to a more convenient location.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Worcester Bosch Greenstar Oilfit 45deg plume management bend,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/46/105146_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/WB_Greenstar_Heatslave_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,P117202,Grant low level extension (for 15 26KW boilers) 225mm,Grant,56.25,"Grant’s low level balanced range of EZ-Flue systems have been developed to make the installation of Grant boilers both quick and simple, whilst ensuring trouble free operation – even in the most exposed site conditions. The round low level kits feature self-sealing ducts requiring no silicone or tape for joints, and the quick-fit connection arrangement ensures a perfect seal every time.  The kits are compatible with all Grant boilers, except external modules.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Grant low level extension (for 15 26KW boilers) 225mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/02/117202_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/h_/20/Grant_EZ-Fit_Flue_Guide_March_20.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grant_Flue_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,P115249,Grant Green System extended wall bracket 12-26kW Black,Grant,32.04,A Grant Green system extended wall bracket for the installation of a range of different boilers.,Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Grant Green System extended wall bracket 12-26kW Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/_a/115249_A_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/52/50/115249_115250.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Grant_EZ-Fit_Flue_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,P101346,Intergas Kit-B fitting (robokit 12ltr),Intergas,94.08,An official Intergas B 12L robo fitting kit complete with valves.,Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Intergas Kit-B fitting (robokit 12ltr),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/46/101346_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Intergas_Compact_HRE_&_RF_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/13/46/101346.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,P796762,Worcester Bosch flue gas collector,Worcester Bosch,32.96,"This Worcester Bosch flue gas collector can be used with boilers in the Greenstar range.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Worcester Bosch flue gas collector,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/62/796762_wm.jpg,,,,,,N,"27 CDi, 29 CDi LPG, 34 CDi Classic LPG, 37 CDi, 38 CDi, 430/i, 430/i LPG, 25 CDi LPG, 30 CDi, 30 CDi Conventional, 30 CDi LPG, 42 CDi LPG, 532/i LPG, 38 CDi LPG, 40 CDi, 40 CDi Conventional, 40 CDi Conventional LPG, 40 CDi LPG, 542/i, 29 CDi, 29 CDi Clas",Flue,Greenstar,8716119319,Flue Gas Collector,N,,,Suitable for a vareity of boiler ranges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27 CDi, 29 CDi LPG, 34 CDi Classic LPG, 37 CDi, 38 CDi, 430/i, 430/i LPG, 25 CDi LPG, 30 CDi, 30 CDi Conventional, 30 CDi LPG, 42 CDi LPG, 532/i LPG, 38 CDi LPG, 40 CDi, 40 CDi Conventional, 40 CDi Conventional LPG, 40 CDi LPG, 542/i, 29 CDi, 29 CDi Clas",
248,P101347,Intergas Kit-B fitting (robokit 8ltr),Intergas,76.44,An official Intergas C 8L robo fitting kit complete with valves.,Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Intergas Kit-B fitting (robokit 8ltr),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/47/101347_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Intergas_Compact_HRE_&_RF_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/13/47/101347.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,P111355,"Ideal insulation starter kit, standard height DN80/100",Ideal,233.0,"Made of expanded polypropylene, this Ideal 80/100mm insulation system for Evomax boilers consists of modular insulation sections, which are combined to cover a range of headers. Sections are secured together by coupling corresponding interlock features.","Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Ideal insulation starter kit, standard height DN80/100",,Standard Height Insulation Continuation Kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/56/578056_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_Evomax2-Frame-Kit_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,P105583,Worcester Bosch flexible flue system diameter 80mm,Worcester Bosch,865.1,"A Worcester Bosch 80mm flexible flue system.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Worcester Bosch flexible flue system diameter 80mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/83/105583_wm.jpg,,,,,,N,,,,7733601207,Boilers,N,,,Suitable for Worcester Bosch boilers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,P105538,Worcester Bosch Oilfit Flexible 100mtr flue system 8mtr,Worcester Bosch,650.4,"This Worcester Bosch 100mm diameter flue system has a length of 8M for convenient siting of a Greenstar Oilfit boiler.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Worcester Bosch Oilfit Flexible 100mtr flue system 8mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/38/105538_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar_Oilfit_Flexi_CF_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/22/WB_Product_Guide_2022.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,P100824,Worcester Bosch horizontal flue kit 80/125mm,Worcester Bosch,177.04,125mm diameter standard horizontal flue kit (965mm) for use with Greenstar Highflow and FS CDi Regular floor standing boilers,Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Worcester Bosch horizontal flue kit 80/125mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/24/100824_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/WB_Greenstar_FS_CDi_Regular_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_82-125mm_RS_Horiz_Flue_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Worcester_Greenstar_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Greenstar_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
