,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Hazardous,Model For Use With,Boiler Section,Boiler Range,Supplier Product Code,Type,WEEE Compliant,Part Gas Council number,By Model Number,Feature 1,Feature 2,Colour,Diameter,Weight,Feature 3,Range For Use With,Fuel Type,Feature 4,Warranty,Depth (mm),Flue Type,Flue Diameter,Flue Length,Flue Size,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Range,Max Set Pressure,Maximum Operating Temperature,Attachment 6,Attachment 7,Dimensions mm (H x W x D),Application,Boiler Bundles,Length (M),Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,For Use With,Size
336,P114536,Warmflow K-plume management kit,Warmflow,204.91,"Helping to combat pluming issues in challenging spots, the Warmflow K-plume management kit is compatible with high efficiency oil-fired boilers. This kit includes extensions, bends and clips as well as locking clamps for a more secure finish compared to push-fit.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Warmflow K-plume management kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/36/114536_wm.jpg,,,,,,N,,Flue,K Series,KPMKUK,Plume Management Kit,N,,,"Specifically manufactured for high efficiency, oil-fired boilers",Simple fitting,,,,Locking clamp arrangement for added resilience and security compared to traditional push-fit set-ups,K Series,,CE certification,,,,,,,5 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,
337,P107173,Ideal Spares 45deg elbow kit 100/150mm,Ideal,47.0,This Ideal 100/150mm 45° elbow kit is suitable for the fitting of Evomax 30 - 80 boilers.,Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Ideal Spares 45deg elbow kit 100/150mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/73/NW-107173_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Evomax-2_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,P774220,Potterton flue elbow plate bush assembly,Potterton,8.14,"This flue elbow plate is compatible with Potterton's Main HE, Kingfisher, Kingfisher Mf, Performa SL and Suprima boilers. A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance. As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Potterton flue elbow plate bush assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/20/774220_wm.jpg,,,,,,N,"Main Heat Only 12 HE, Main Heat Only 15 HE, Main Heat Only 18 HE, Main Heat Only 24 HE, Main Heat Only 9 HE, 40 Cfl (Not Produced), 100Cf, 100Cfl, 100Rs, 100Rsl, 40Cf, 40Cfl, 40Rs, 50Cf, 50Cfl, 50Rs, 50Rsl, 60Cf, 60Cfl, 60Rs, 60Rsl, 70Cf, 70Cfl, 70Rs, 70",Flue,SuprimaMain HEKingfisher MfPerforma SLKingfisherPhoenix,238134,Elbow Plate,N,114950,"60Cfl,90Cf,100Rsl,60Rs,24 HE,80Rs,70Cf,40Rs,50Cf,12HE,21 SL,70Cfl,50Cfl,40L,60L,Phoenix,100Rs,30,9 HE,80Rsl,100Cfl,60Rsl,80Cf,40HE,90Rs,70Rs,60Cf,50Rs,40Cf,90Cfl,120L,70Rsl,100L,80HE,50Rsl,12 SL,18HE,15HE,80,40 Cfl (Not Produced),80Cfl,40,100Cf,40Cfl",For flue elbow plate,"Suitable for Suprims, Main HE, Kingfisher Mf, Performa SL, Kingfisher and Phoenix units",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,P115243,Grant Green System 90deg high level terminal 12-26kW Black,Grant,99.16,A Grant Green system high level  90° terminal suitable for use with a wide range of Grant Vortex boilers including internal and external models.,Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Grant Green System 90deg high level terminal 12-26kW Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/43/115243_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/52/44/115243_115244.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Grant_EZ-Fit_Flue_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,P797311,Glow-worm flue cap test point,Glow-worm,17.12,"This Glow-worm test point cap is a part for use on Betacom, Easicom, Eden, Energy, Energy 7, Flexicom, Home, HXI, Sustain, Ultimate, Ultracom, Ultracom2, Ultrapower, CXI, Ultimate 3, British Gas, SXI, Ultimate 2, Energy 2, Essential and Xtramax boilers.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Glow-worm flue cap test point,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/11/797311_wm.jpg,,,,,,N,"Betacom 30C, Easicom 28, Cb, 18s, 35 Store, 15r, 18HX, 30r, 15HXI, 38HXI, 18r, 35c, 24H, 35C, 12HXi, 15HXi, 24HXi, 18 SXi, SXI 170, Betacom 3 30C, 24CXI, 18r, 12r, 18r, 30c, 30r, 12HX, 25r, 30c, 12HXI, 15r, 25c, Ultimate 3 25s, Ultimate 3 35c, Betacom 24",Flue,"Betacom, Easicom, Eden, Energy, Energy 7, Flexicom, Home, HXI, Sustain, Ultimate, Ultracom, Ultracom2, Ultrapower, CXI, Ultimate 3, British Gas, SXI, Ultimate 2, Energy 2, Essential, Xtramax",0020020502,Test Point Cap,N,H44205,"35CX,Betacom 2 24,12 S,30CX,38CXI,30C,Betacom 3 30C,30 S,Betacom 3 24C,Vb,15r,25r,15s,Betacom 4 30C,30CXI,Betacom 24C,Easicom 3 24c,Betacom 24A,Easicom 2 24,24CX,25 S,15HX,Easicom 3 25r,12HX,BG330,Easicom 3 28c,24CXI,18r,25 C,12r,28C,Betacom 2 28","Suitable for use with Betacom, Easicom, Eden, Energy, Energy 7, Flexicom, Home, HXI, Sustain, Ultimate, Ultracom, Ultracom2, Ultrapower, CXI, Ultimate 3, British Gas, SXI, Ultimate 2, Energy 2, Essential and Xtramax appliances",Test point cap only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,P465403,Ideal Spares internal flue tube 100mm,Ideal,151.05,"This Ideal internal flue tube is suitable for Ideal W 100, Ideal W 45, Ideal W 45 P, Ideal W 60, Ideal W 60 P, Ideal W 80 and Ideal W 80 P boilers as well as Imax W80 and P gas appliances. A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Ideal Spares internal flue tube 100mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/03/NW-465403_wm.jpg,,,,,,N,,,,172673,Internal Flue Tube,N,H15891,"W 100,W 60 P,W 45,W 80 P,W 80,W 45 P,W 60","Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",,,,,,,,,,,,,,,,,,,,,Spares,,,,,16L X 61.8W X 12.9H,Commercial,,,,,,,,,,,,,100 mm
342,P439270,Ideal Spares thermostat kit,Ideal,196.9,"This Ideal thermostat kit is designed for Bosch SGS45E02GB/45, SGS45E02GB/52 and SGS45E02GB/56. The thermostat allows the user to change or set the temperature of a boiler. As well as wired thermostats, Wi-Fi enabled and wireless versions can also be used with selected boilers.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Ideal Spares thermostat kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/70/NW-439270_wm.jpg,,,,,,N,,,,156016,Thermostat Kit,N,E73447,"CXC 70,CXAP 100,CXA 90,CXD 140,CXA 50,CXi 550,CXC 94,CXA 70,CXC 116,CXA 50/H,CXAP 60,CXAP 40/H,CXA 70/H,CXAP 40,CXA 120/H,CXi 180,CXD 170,CXi 120,CXi 480,CXD 275,CXA 80,CXAP 90/H,CXD,CXA 40/H,CXAP 70,CXAP 50,CXAP 90,CXD 100,CXC 66,CXC 88,CXA 40,CXA 110/H","Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",,,,,,,,,,,,,,,,,,,,,Spares,,,,,26.8L X 16.8W X 6.2H,Commercial,,,,,,,,,,,,,
343,P462980,Ideal Gas Valve gas valve plug assembly,Ideal,389.44,"An Ideal replacement part, this gas valve plug assembly is suitable for use in Ideal Super commercial boilers. The gas valve is employed in the distribution of gas. When gas is required in the burner the printed circuit board (PCB) sends a signal to the gas valve, which opens to allow gas to flow into the burner or the pilot assembly (depending on the model of the appliance).",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Ideal Gas Valve gas valve plug assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/80/NW-462980_wm.jpg,,,,,,N,,,,130184,Gas Valve Plug Assembly,N,n/a,"Super - Series 3 350KW Vertical,Super - Series 3 150KW Vertical,Super - Series 3 400KW Ver,Super - Series 3 250KW Horizontal,Super - Series 3 250KW Vertical,Super - Series 3 100KW Vertical,Super - Series 3 400KW Horizontal,Super - Series 3 200KW Vertical","Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",,,,,,,,,,,,,,,,,,,,,Gas Valve,Inlet: 18 to 25 mbarOutlet: 8 to 16 mbar,,,,,,,,,,,,,,,,,,
344,P117213,Grant low level extension (for 26 70KW boilers) 450mm,Grant,82.0,"Grant’s low level balanced range of EZ-Flue systems have been developed to make the installation of Grant boilers both quick and simple, whilst ensuring trouble free operation – even in the most exposed site conditions. The round low level kits feature self-sealing ducts requiring no silicone or tape for joints, and the quick-fit connection arrangement ensures a perfect seal every time.  The kits are compatible with all Grant boilers, except external modules.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Grant low level extension (for 26 70KW boilers) 450mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/13/117213_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/h_/20/Grant_EZ-Fit_Flue_Guide_March_20.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,P101543,Worcester Bosch Greenstar Oilfit extension kit 130 x 500mm,Worcester Bosch,62.62,"This Worcester Bosch 130mm diameter stainless steel flue extension kit extends a flue run by up to 0.5M to provide more convenient siting of a Greenstar Utility Regular boiler.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Worcester Bosch Greenstar Oilfit extension kit 130 x 500mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/43/101543_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Worcester_gstaroiLFF_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/WB_Oil_Boilers-Solar_Heating_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,P141223,Intergas Rapid standard horizontal flue,Intergas,97.22,This Intergas Rapid standard horizontal flue is supplied with the fixings you'll require for a complete installation job. The flue is designed to expel steam and gases produced during a boiler's normal operation.,Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Intergas Rapid standard horizontal flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/23/141223_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/12/23/141223.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,P439786,Reznor NORDAIR NICHE; REZNOR RHC4000; REZNOR RH8000;  35-25745 flue fan assembly,Reznor,2077.53,"This Reznor Nordair Niche replacement flue fan assembly is compatible with RHC21-8125 and RHC21-8150.  The fan introduces fresh air into a boiler's combustion chamber, ensuring that gas is burnt correctly and extracting burnt gas at the end of the combustion process. Your boiler's safety parameters ensure that no gas passes through to the main burner if the fan is not functioning correctly.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Reznor NORDAIR NICHE; REZNOR RHC4000; REZNOR RH8000;  35-25745 flue fan assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/86/NW-439786_wm.jpg,,,,,,N,,,,35-25745,Fan Assembly,N,n/a,,Comb Fan with capacitor,Max permissable ambient or temp (Transp / Storage) + 80 Deg C,,,,Min permissable ambient motor temp (transp / storage) - 40 Deg C,,,Capacitor 400V-450V & 50/60Hz,,,,,,,,,,,,,NORDAIR NICHE; REZNOR RHC4000; REZNOR RH8000;,,,,,x  x,Combustion Venter Motor Assy - (Fan & motor used on the advised units),,,,,,,,,,,,,
348,P333911,Grant standard flue kit 26-70kW Black,Grant,236.0,"Developed specifically for the installation of Grant brand boilers, this Grant Yellow low-level standard flue kit provides secure fitting using a telescopic flue and quick-fit clamping for added speed and convenience.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Grant standard flue kit 26-70kW Black,,Terminal guard;Seals ;locking bands,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/07/115207_wm.jpg,,,,,,N,Boilers,Flue,VortexVortex Blue,333911 PK,Flue Kit,N,,,"Includes terminal guard, seals and locking bands",For the installation of Grant Vortex and VortexBlue boilers,White/Painted,,4300 kg,Compatible with all internal and external Grant boilers,Yellow System,,"Round, low level kits feature self-sealing ducts requiring no silicone or joint taping",,,,,,,Unique quick-fit clamp arrangement for a perfect seal every time,Compact design for a neat finish,Cone design reduces the possibility of condensate staining external walls and patios,Grant offers plume diverter kits as a solution for existing low-level flues,,,,,,,,,,,,,,,,,,,,,,
349,P127849,Vokera Evolve XV vertical flue kit 60/100mm,Vokera,164.49,This Vokera Evolve 60/100mm vertical flue terminal XV enables the effective expulsion of steam and gases produced during normal combi boiler operation.,Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Vokera Evolve XV vertical flue kit 60/100mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/_1/127849.1_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/78/49/127849.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vokera_Evolve_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PS12495,Potterton low loss header,Potterton,270.0,"Supplying hydraulic separation between a boiler, often referred to as the primary circuit, and its attached heating system, or secondary circuit, this Potterton low loss header ensures that flow through a variety of heating zones won't be impacted by changes or variations in temperature or incoming flow.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Potterton low loss header,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/95/S12495_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Potterton_Gold_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,P115248,Grant Green System wall bracket 26-70kW Black,Grant,21.27,A Grant Green system extended wall bracket for the installation of a range of different boilers.,Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Grant Green System wall bracket 26-70kW Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/_a/115248_A_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Grant_EZ-Fit_Flue_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/52/48/115247_115248.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
