,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Position,Range,Shower Tray Shape,Style,Warranty,Hazardous,Depth (mm),Floor Mounted,Waste Supplied,Anti Slip Surface,Material,Riser included,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10
23,PD09588,Ideal Standard Simplicity square shower tray with 4 upstands and waste 800mm,Ideal Standard,214.22,"Manufactured from a lightweight acrylic capped ABS stone resin, the Ideal Standard Simplicity LH 800mm square four upstand shower tray is easy to install and ensures a slimline finish ideal for modern minimalist bathrooms.",Showering/Shower Trays and Bases/Square Shower Trays/Square Shower Trays.csv -> Ideal Standard Simplicity square shower tray with 4 upstands and waste 800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/88/NW-D09587_D09588_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_Simplicity_L5114_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,PD29045,Merlyn Touchstone shower tray with 4 upstands 800 x 800mm,Merlyn,182.78,"Single-skinned, the Merlyn Touchstone 800mm shower tray is made of hardwearing ABS for reliably long lasting use. This square shower tray is supplied with four upstands with the option to use a separately purchased tray panel kit for installation.",Showering/Shower Trays and Bases/Square Shower Trays/Square Shower Trays.csv -> Merlyn Touchstone shower tray with 4 upstands 800 x 800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/46/NW-D29044_D29046_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/tn/Merlyn_LowLevelShowerTray_FitIstrctn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Merlyn_Upstand_Tray_HR_Square_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,PD09587,Ideal Standard Simplicity square shower tray with 4 upstands and waste 760mm,Ideal Standard,185.56,"Manufactured from a lightweight acrylic capped ABS stone resin, the Ideal Standard Simplicity LH 760mm square four upstand shower tray is easy to install and ensures a slimline finish ideal for modern minimalist bathrooms.",Showering/Shower Trays and Bases/Square Shower Trays/Square Shower Trays.csv -> Ideal Standard Simplicity square shower tray with 4 upstands and waste 760mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/88/NW-D09587_D09588_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_Simplicity_L5113_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,PD13149,Ideal Standard Simplicity low profile shower tray with 4 upstands 800 x 800mm,Ideal Standard,200.21,"Offering subtle, soft angles, this 40mm depth Ideal Simplicity 800mm low profile square shower tray is supplied with four upstands for ease of installation. Made of hardwearing acrylic, this shower tray has a shallow sloped recess for reliably effective drainage.",Showering/Shower Trays and Bases/Square Shower Trays/Square Shower Trays.csv -> Ideal Standard Simplicity low profile shower tray with 4 upstands 800 x 800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/49/NW-D13148_D13149_wm.jpg,,,,,,White/Gloss,Centre,Simplicity+,Square,Modern,10 Year,N,40,Yes,Yes,Yes,Acrylic,No,L507101,Low Level Shower Tray,N,Non-slip surface,Includes upstands,Lightweight design,Acrylic construction,"Strong, rigid base",With waste,10 year warranty,,,
27,PD73710,Just Trays Square Shower Trays low profile shower tray and concealed waste 700 x 700 x 40mm White,Just Trays,170.97,"Double skinned for ultra-strong use and manufactured in ABS capped stone resin, this Just Trays Fusion 700 x 700mm shower tray pack includes a waste and trap for convenient all-in-one installation. Popular with installers, this low-level shower tray is easy to fit, whether on legs using the JT riser kit or flat-to-the floor for a sleek wetroom style look. With an understated elegant design and lighter than traditional stone resin trays. the Fusion includes a discreet 90mm rapid waste outlet for powerful drainage.",Showering/Shower Trays and Bases/Square Shower Trays/Square Shower Trays.csv -> Just Trays Square Shower Trays low profile shower tray and concealed waste 700 x 700 x 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/10/NW-D73710_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/JustTrays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JustTrays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/JustTrays_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PD52789,Mira Flight Low shower tray with 2 upstands 800 x 800mm,Mira,111.34,"Made of highly durable yet lightweight acrylic capped resin stone, the low profile Mira Flight Low 800 x 800mm two upstand shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a vortex waste for reliable, fast drainage, the Flight Low includes inbuilt BioCote technology providing clean resistance to bacteria and mould.",Showering/Shower Trays and Bases/Square Shower Trays/Square Shower Trays.csv -> Mira Flight Low shower tray with 2 upstands 800 x 800mm,,Shower tray;Vortex waste,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/90/NW-D52789_D52790_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Mira_Flight_Low_Square_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_FlightLLShowerTray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PE13315,Nabis square low level shower tray and waste 800mm,Nabis,109.0,"Nabis Low Level shower tray with waste. Bathroom is special, it is where go to rejuvenate and soak away the stresses of the outside world. That is why new bathroom should be made into the perfect space for relaxing and unwinding. The Nabis bathroom collection offers a complete collection of bathroom products allowing to design that perfect space. Nabis offers a complete range of bathroom products to enable to design complete bathroom to the style and specification.",Showering/Shower Trays and Bases/Square Shower Trays/Square Shower Trays.csv -> Nabis square low level shower tray and waste 800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/16/NW-E13314_D13316_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Shower_Tray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_E13214_E13216_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PD56772,Mira Flight shower tray with 4 upstands and waste 760 x 760mm,Mira,103.75,"Made of highly durable yet lightweight acrylic capped resin stone, the Mira Flight 760 x 760mm four upstand shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a flat to the tray waste for a sleek finish, the Flight lends your bathroom an attractive, modern look while inbuilt BioCote technology provides clean resistance to bacteria and mould.",Showering/Shower Trays and Bases/Square Shower Trays/Square Shower Trays.csv -> Mira Flight shower tray with 4 upstands and waste 760 x 760mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/72/NW-D56772_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Mira_1192074_W2_B_Flight_Tray_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Mira_Flight_Square_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PD52791,Mira Flight Low shower tray with 4 upstands 760 x 760mm,Mira,99.97,"Made of highly durable yet lightweight acrylic capped resin stone, the low profile Mira Flight Low 760 x 760mm four upstand shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a vortex waste for reliable, fast drainage, the Flight Low includes inbuilt BioCote technology providing clean resistance to bacteria and mould.",Showering/Shower Trays and Bases/Square Shower Trays/Square Shower Trays.csv -> Mira Flight Low shower tray with 4 upstands 760 x 760mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/93/NW-D52791_D52793_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Mira_Flight_Low_Square_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_FlightLLShowerTray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PD13150,Ideal Standard Simplicity low profile shower tray with 4 upstands 900 x 900mm,Ideal Standard,290.5,"Offering subtle, soft angles, this 40mm depth Ideal Simplicity 900mm low profile square shower tray is supplied with four upstands for ease of installation. Made of hardwearing acrylic, this shower tray has a shallow sloped recess for reliably effective drainage.",Showering/Shower Trays and Bases/Square Shower Trays/Square Shower Trays.csv -> Ideal Standard Simplicity low profile shower tray with 4 upstands 900 x 900mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/50/NW-D13150_wm.jpg,,,,,,White/Gloss,Centre,Simplicity+,Square,Modern,10 Year,N,40,Yes,No,Yes,Acrylic,No,L507201,Low Level Shower Tray,N,Non-slip surface,Includes upstands,Lightweight design,Acrylic construction,"Strong, rigid base",With waste,10 year warranty,,,
33,PD07352,Center CB square shower tray with 4 upstands 800mm 80mm,Center CB,162.66,Center CB upstand modern shower tray is constructed with ABS capped acrylic stone resin. Riser kit sold separately.,Showering/Shower Trays and Bases/Square Shower Trays/Square Shower Trays.csv -> Center CB square shower tray with 4 upstands 800mm 80mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/53/NW-D07350_D07353_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterCB_Shower_Tray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterCB_D07352_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PD73775,Just Trays Fusion square shower tray with anti slip and waste 800 x 800mm 40mm White,Just Trays,231.17,"Double skinned for ultra-strong use and manufactured in ABS capped stone resin, this Just Trays Fusion 800 x 800mm shower tray pack includes a waste and trap for convenient all-in-one installation. Popular with installers, this low-level shower tray is easy to fit, whether on legs using the JT riser kit or flat-to-the floor for a sleek wetroom style look. With an understated elegant design and lighter than traditional stone resin trays. the Fusion includes a discreet 90mm rapid waste outlet for powerful drainage.",Showering/Shower Trays and Bases/Square Shower Trays/Square Shower Trays.csv -> Just Trays Fusion square shower tray with anti slip and waste 800 x 800mm 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/75/NW-D73775_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JustTrays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/JustTrays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/JustTrays_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PD29046,Merlyn Touchstone shower tray with 4 upstands 900 x 900mm,Merlyn,259.74,"Single-skinned, the Merlyn Touchstone 900mm shower tray is made of hardwearing ABS for reliably long lasting use. This square shower tray is supplied with four upstands with the option to use a separately purchased tray panel kit for installation.",Showering/Shower Trays and Bases/Square Shower Trays/Square Shower Trays.csv -> Merlyn Touchstone shower tray with 4 upstands 900 x 900mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/46/NW-D29044_D29046_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/tn/Merlyn_LowLevelShowerTray_FitIstrctn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Merlyn_Upstand_Tray_HR_Square_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
