,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Connection Type,Operating Temperature,Warranty,Hazardous,Approvals,Max Pressure,Material,Operating Pressure,Maximum Operating Temperature,Supplier Product Code,WEEE Compliant,Application,Capacity Litre,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Attachment 3,Attachment 4,Colour,Range,Soft Close Seat,Hinge Fixing,Hole Centres,Hinge Material,Shape,Type,Dimensions (L x W x D),Fuel Type,Seasonal Space Heating Energy Efficiency %,Feature 12,Feature 13,Feature 14,Flow Rate,Voltage (V),Phase,Depth (mm),Rated Speed,Enclosure Class,Frequency,Pressure Rating,Standards,Attachment 5,Max System Pressure Cold (Bar),Min System Pressure Cold (Bar),Number of Outlets,Number of Spray Patterns,Amps,Position,Pressure,Pump Type,Watts,Positive / Neutral / Universal,Twin / Single,Smart,Switch Type,Battery Back Up,Number of Zones,Switching Capacity (amps),Programmable Duration,On / Off Periods per Day,Auto GMT / BST,Display Type,Number of Channels,Projection Depth,Style,Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Number of Tap Holes,Connection Size,Diameter,Energy Efficiency Class,Mounting Type,With Drain Off,Flow Water Temperature,Orientation,Pipe Connection Size,Radiator Connection Size,Sensor,With Lockshield,Attachment 6,Water Heating Declared Load Profile,Water Heating Energy Efficiency Class,Sound Power Level (Indoors),Manual / Thermostatic,Shower Head Diameter,Engine Box Height (mm),Engine Box Width (mm),Engine Box Depth (mm),Hose Length,Water Entry,Water Heating Energy Efficiency,Cable Entry,Attachment 7,Anti Slip,Pre-Drilled Waste Hole,Pre-Drilled Overflow,Grips/Handles,Setting Range,Dimensions mm (H x W x D),Operating Temperature Range (C),Boiler Section,Boiler Range,Pack Size,Pack Type,Feature 15,Feature 16,Weight,Overheat Protection,Direct / Indirect,Insulation Type,Feature 17,Feature 18,Feature 19,Size,Water Entry Points,Output,IP Rating,BTU h
59,P241094,CenterRad Deco radiator pack 600mm DG 1800mm 9739B,CenterRad,396.43,"The contemporary CenterRad Deco horizontal flat panel radiator includes all the great features of the CenterRad Plan with the addition of a sleek decorative front panel designed to fit effortlessly into a modern residential or commercial setting. With a white powder-coated steel finish, the 9739 BTU/h Deco is the ideal combination of good looks and high performance and is an excellent alternative to the classical lines of the CenterRad Compact or CenterRail towel warmer.",Offers and promotions/Offers and promotions.csv -> CenterRad Deco radiator pack 600mm DG 1800mm 9739B,,Flat panel radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/00/241073_241100_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/re/ar/CenterRad_Deco_Label_Rear.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/34363_CenterRad_Brochure_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/re/ar/CenterRad_Compact_Label_Rear.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ri/nt/Center_LeafletToPrint.pdf,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/de/co/32024_Tech_Sheet_CenterRad_Deco.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRad_Deco_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PD74297,Ariston Pro1 Eco 100 100L Wall Hung Water Heater pack,Ariston,405.0,"Easy to use and packed with great features, the modern 100L Ariston Pro1 Eco unvented storage electric heater is designed for use in small and medium homes or light commercial settings, providing safe, reliable hot water with ease. Incorporating an intuitive user interface for ultra-simple temperature setting and control, the 3kW Pro1 Eco also includes a comprehensive set of safety features and an Eco Evo function for huge energy and cost savings.",Offers and promotions/Offers and promotions.csv -> Ariston Pro1 Eco 100 100L Wall Hung Water Heater pack,,"Unvented water heater (with factory-fitted T&P) x1, Pressure relief valve set at 6 bar x1, Dielectric junctions x2, Tundish x1, Expansion Vessel x1, Check Valve x1, Pressure reducing Valve x1",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/97/D74295_D74297_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Ariston_Pro1Eco_DataSheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ariston_Pro1Eco_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PD10033,Bristan Orta basin mixer tap and clicker waste Chrome Plated pack,Bristan,48.0,"Uniquely designed for a modern bathroom, the Bristan Orta basin mixer with clicker waste offers a dynamic forward slant combined with a classic chrome finish. Suitable for all plumbing systems, this contemporary deck-mounted tap is constructed in long lasting brass.",Offers and promotions/Offers and promotions.csv -> Bristan Orta basin mixer tap and clicker waste Chrome Plated pack,,Basin mixer;Clicker waste,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/33/NW-D10033_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Bristan_Collection_2011_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D10033_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Orta_Tap_Range_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PD35250,Triton T80Z fast fit thermostatic electric shower 8.5kw,Triton,159.0,"Attractively designed for a modern, stylish look, the chrome and white 8.5kW Triton T80Z Fast-Fit thermostatic shower is an ideal replacement for outdated shower units, offering multiple cable and water entry points located to the left and right side of the unit for straightforward refitting. Simple start/stop controls, a rub clean showerhead with a range of spray patterns and a sleek adjustable riser rail kit make the A-rated T80Z as popular with homeowners as it is with installers.",Offers and promotions/Offers and promotions.csv -> Triton T80Z fast fit thermostatic electric shower 8.5kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/50/NW-D35250_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Triton_T80Z_Fast-Fit_Thermo_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Triton_T80Z_Fast-Fit_Thermo_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Triton_Lewis_Riser_Rail_Assy_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/t_/v4/T80Z Fast-Fit DuElec Technical Sheet v4.pdf,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Triton_T80Z_Fast-Fit_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PD35294,Mira Sport single outlet electric shower 9.8kW,Mira,216.0,"The Mira Sport thermostatic single outlet 9.8kW electric shower is an adaptable unit designed to meet your every showering need. Separate temperature and power controls give the user complete control of their comfort while four spray modes provide a range of different experiences, from drenching coverage to a muscle-easing massage.",Offers and promotions/Offers and promotions.csv -> Mira Sport single outlet electric shower 9.8kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/34/D90834_wm.jpg,,,,,2 years,N,,,,,,D35294 PK,N,,,With 120mm handset,Handset offers 4x spray modes,Chrome and white finish,2 year warranty,,,,,,,,,,Chrome / White,Sport,,,,,,,,,,,,,N/A (conditions apply),,,90,,,,,,,10.0,0.7,,4,,,0.7 Bar Minimum dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS,A,15 dB,Manual,120,358,215,90,1.25m,"Left (rising, falling & rear)",39,"Left (rising, falling & rear)",,,,,,,,,,,,,,,,,,,,,,,,,,
64,P222394,Drayton RT212 integrated head and lockshield pack 15mm,Drayton,12.99,"A low cost solution to room-by-room heating control, the Drayton RT212 angled thermostatic radiator valve (TRV) is fitted with a liquid sensor for accurate temperature setting. With a reverse flow body the RT212 allows for vertical or horizontal flow or return mounting, providing installation flexibility.",Offers and promotions/Offers and promotions.csv -> Drayton RT212 integrated head and lockshield pack 15mm,,Thermostatic radiator valve;Lockshield,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/47/247947_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/ns/Drayton_TRV_Commissioning_Instrctns.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/de/rs/Drayton_TRV_Info_for_Householders.pdf,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_Declared_CEN_Information.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Drayton_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ci/ty/Drayton_ED_Valve_Flow_Capacity.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Drayton_RT212_Installation_UserGuide.pdf,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_RT212_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
65,P224863,Honeywell Home Valencia VTL120 Angle TRV with lockshield 15 mm offer,Honeywell Home,17.0,"Providing reliable room-specific heating control, the Valencia angled thermostatic room valve (TRV) uses a liquid sensor to read the temperature in a room and adjust the radiator output to maintain comfort and save on energy use. With a bi-directional design and additional tailpiece length, the Valencia allows for flexible installation horizontally or vertically while compatibility with the evohome controller head and an integral energy saving button provide opportunities for extra efficiency.",Offers and promotions/Offers and promotions.csv -> Honeywell Home Valencia VTL120 Angle TRV with lockshield 15 mm offer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/19/311219_wm.jpg,,,"Threaded, Compression",,1 year,N,,10,Brass,,,224863 PK,N,,,Includes TRV and lockshield,Bi-directional flow design can be mounted vertically or horizontally,Integrated radiator balancing insert,Easy-grip TRV head,Energy saving button alerts user to most economical setting,High performance liquid sensor,Frost setting,6mm play on radiator tailpiece allows for variation in radiator-to-valve distance,Valve body accepts the evohome electronic radiator controller head,15mm connections,1 year warranty,,,,Valencia,,,,,Angular,Thermostatic Radiator Valve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Traditional,,,,,,,,,,,,,No,130,,15 mm,15 mm,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PP76429,"Fluidmaster Pro Series Pro45B Brass Be 1/2"" Fill Valve Twinpack",Fluidmaster,24.0,"Professional-grade, the Fluidmaster Pro Series fill valve twin pack includes two valves with bottom entries and 1/2"" heavy duty brass shanks. Easy to install and requiring minimal maintenance, these valves combine high standards of quality with reliably excellent performance.","Offers and promotions/Offers and promotions.csv -> Fluidmaster Pro Series Pro45B Brass Be 1/2"" Fill Valve Twinpack",,2x bottom entry fill valves,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/07/NW-171207_wm.jpg,,,,,,N,,,,,,P76429 PK,N,,,Heavy-duty brass shank,Height adjustable between 230 - 355mm,Ultra quiet operation,Minimal water hammer,Long-life performance,Offers fast refill,Anti-siphon design prevents contamination of water supply,,,,,,,,Pro Series,,,,,,Fill Valve Twin Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,P222391,Drayton TRV 4 and lockshield 15mm with integrated head,Drayton,22.0,"Rigorously tested, this Drayton TRV4 15mm angled thermostatic radiator valve (commonly referred to as a TRV), combines safety and efficiency while saving on wasted resources by controlling the heat used in an individual room. Manufactured in a UK-based, quality assured factory, this TRV provides homeowners with reliability and control.",Offers and promotions/Offers and promotions.csv -> Drayton TRV 4 and lockshield 15mm with integrated head,,Thermostatic radiator valve;Lockshield;Integral head,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/36/NW-247436_wm.jpg,,,CompressionThreaded,,18 Month,N,,20,Brass,,,222391 PK,N,,,15mm angled design,Modern design,Non-stick valve internals,Sensitive liquid-filled head,Half/full click stop settings,Radiators can be balanced via TRV,With frost protection position,With double gland seal,Manufactured in ISO 9001 certified factory,A-rated energy efficiency,Keymark approved to EN 125 standards,,,White / Chrome,,,,,,Angular,Thermostatic Radiator Valve (TRV) Pack,,,,18 month warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Contemporary,,,,,,,,,,,,,No,110,Angular,15 mm,1/2 in,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PD08095,Grundfos STP Amazon 3 Bar +VE Twin Regen Pump,Grundfos,325.0,"Part of the Amazon pump range, the Grundfos STP 3 bar regenerative shower pump is fitted with precision-machined brass impellers and brass body stampings. Designed for heavy duty use, this pump supplies reliable flow rates of up to 0.6M³/h and includes all fittings, including braided stainless steel connection hoses, inlet filters and a mains power cable.",Offers and promotions/Offers and promotions.csv -> Grundfos STP Amazon 3 Bar +VE Twin Regen Pump,,Pump;Flexible ;braided connection hose,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/95/NW-D08095_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_Watermill_ShowPump_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Grundfos_SSR_STR_SSP_STP_SSN_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grundfos_Shower_Pump_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PD35255,Triton T80Z fast fit shower 9.5kw White/Chrome Plated,Triton,108.0,"Attractively designed for a modern, stylish look, the chrome and white 9.5kW Triton T80Z Fast-Fit manual shower is an ideal replacement for outdated shower units, offering multiple cable and water entry points located to the left and right side of the unit for straightforward refitting. Simple start/stop controls, a rub clean showerhead with a range of spray patterns and a sleek adjustable riser rail kit make the A-rated T80Z as popular with homeowners as it is with installers.",Offers and promotions/Offers and promotions.csv -> Triton T80Z fast fit shower 9.5kw White/Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/66/D00466_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Triton_Lewis_Riser_Rail_Assy_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/t_/v4/T80Z Fast-Fit DuElec Technical Sheet v4.pdf,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Triton_T80Z_Fast-Fit_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Triton_T80Z_Fast-Fit_ErP.pdf,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Triton_T80Z_Fast-Fit_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,P606686,Sentinel best practice protection pack,Sentinel,75.0,"The Sentinel Best Practice protection pack is a simple, one-pack solution for the effective protection of central heating systems.",Offers and promotions/Offers and promotions.csv -> Sentinel best practice protection pack,,Eliminator Vortex300 filter with 22mm direct fit GRP T-piece;X800 fast acting cleaner 1l;X100 inhibitor 1l,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/86/NW-606686_wm.jpg,,,,,,N,,,,,,606686 PK,N,Suitable for Central Heating Systems,,Unique Vortex Core with powerful neodymium magnet assembly,Retains more magnetite than other filters,Ensures filter cannot block,Compact filter design,In-line installation and 360° rotating T-piece for reduced space,Unique anti-corrosion formulation with multiple heavy duty inhibitors,Intelligent formulation with pH stabilisers,Reduces circulation time to just 1 hour,,,,,,,,,,,,,Best Practice Protection Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,P222393,Drayton RT212 thermostatic radiator valve pack 15mm,Drayton,9.99,"A low cost solution to room-by-room heating control, the Drayton RT212 angled thermostatic radiator valve (TRV) is fitted with a liquid sensor for accurate temperature setting. With a reverse flow body the RT212 allows for vertical or horizontal flow or return mounting, providing installation flexibility.",Offers and promotions/Offers and promotions.csv -> Drayton RT212 thermostatic radiator valve pack 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/42/247942_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/ns/Drayton_TRV_Commissioning_Instrctns.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/de/rs/Drayton_TRV_Info_for_Householders.pdf,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_Declared_CEN_Information.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Drayton_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ci/ty/Drayton_ED_Valve_Flow_Capacity.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Drayton_RT212_Installation_UserGuide.pdf,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_RT212_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
72,P414663,Mira Vigour thermostatic power shower pack,Mira,175.0,"Fitted with a pump, the Mira Vigour thermostatic power shower ensures great showering pressure, even in low water pressure systems. Delivering separate flow and temperature control alongside a thermostatic cartridge and a four pattern showerhead, this shower unit provides users with everything they need for comfortable, safe showering. Thanks to rub-clean showerhead nozzles and a neat white and chrome finish, the Vigour is easy to clean and maintain.",Offers and promotions/Offers and promotions.csv -> Mira Vigour thermostatic power shower pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/29/NW-D62129_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Mira_Vigour Installation_guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Mira_Showers_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_VigourTStaticPS_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,P137702,Be Modern Serena 111740 eco LED log fire Anthracite,Be Modern,337.49,"Suitable for wall mounting or floor standing on any surface, the Be Modern Serena eco LED log fire with Anthracite grey finish and glass fascia creates a cosy feel in any room without the expense and pollution of burning real logs. The Serena's realistic log bed is coupled with a believable LED flame pattern and the choice of two heat settings for energy efficient room heating. Easy to install, this electric fire requires no flueing for faster, disruption-free fitting.",Offers and promotions/Offers and promotions.csv -> Be Modern Serena 111740 eco LED log fire Anthracite,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/02/137702_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Be_Modern_Serena_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Be Modern_SERENA_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Be_Modern_Serena_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/BeModern_Marble&Limescale_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Be_Modern_Marble_Limescale_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Be Modern_Serena_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
