,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Colour,Hazardous,Material,Supplier Product Code,WEEE Compliant,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Range,Weight,Equal / Unequal,Angle,End Connection A size,End Connection B size,End Connection C size,Size,Connection Type 1,Connection Type 2,Type,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Diameter,Approvals,Gender
37,PP16223,VULC W152 MECH FI TO PIPE COUPLER     51,Durapipe,14.4,"This Durapipe Vulcathene W152 51mm x 2"" coupler is made of virgin-grade polypropylene with standard BSP parallel threads. This coupler is suitable to be screwed directly to MI ends of metal or plastic pipes with the 51mm unit screwed to the threaded tail of a 51mm waste.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Polypropylene Pipe Fittings/Polypropylene Pipe Fittings.csv -> VULC W152 MECH FI TO PIPE COUPLER     51",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/23/NW-P16222_P16223_wm.jpg,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Durapipe_Vulcathene_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Durapipe_Vulcathene_Brochure_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,
38,PP16200,VULC W161 MECH LINE COUPLER           38,Durapipe,14.4,"Designed to connect equally sized pipes, this Durapipe Vulcathene W161 38 x 38mm coupler is made of virgin-grade polypropylene with compression ends.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Polypropylene Pipe Fittings/Polypropylene Pipe Fittings.csv -> VULC W161 MECH LINE COUPLER           38",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/03/NW-P16200_P16203_wm.jpg,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Durapipe_Vulcathene_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Durapipe_Vulcathene_Brochure_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,
39,PP16503,VULC L374 45D ENF SINGLE WYE         102,Durapipe,128.76,This Durapipe Vulcathene L374 102 x 102 x 102mm 45° single wye is made of virgin-grade polypropylene and includes Enfusion socket end connections.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/Polypropylene Pipe Fittings/Polypropylene Pipe Fittings.csv -> VULC L374 45D ENF SINGLE WYE         102",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/03/NW-P16503_wm.jpg,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Durapipe_Vulcathene_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Durapipe_Vulcathene_Brochure_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,
40,PP04611,GF PP UNION EPDM 275101               20,Georg Fischer,19.09,"This Georg Fischer PROGEF 20 x 20mm metric standard union is made of PP-H and includes a fusion socket connection. It is suitable for use in waste treatment, the chemical process industry, cooling water processing and in water treatment applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Polypropylene Pipe Fittings/Polypropylene Pipe Fittings.csv -> GF PP UNION EPDM 275101               20",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/13/NW-P04611_P04613_wm.jpg,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ly/er/GF_PROGEF_Standard_System_Spec_Flyer.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/GF_Marine_Catalogue_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/GF_PROGEF_Standard_Union_Metric_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/GF_PROGEF_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/GF_PROGEF_Piping_System_Technical.pdf,,,,,,,,,,,,,,,,,,,,
41,PP16220,VULC W141 MECH MI TO PIPE COUPLER     38,Durapipe,11.59,"This Durapipe Vulcathene W141 38mm x 1 1/2"" pipe coupler is made of virgin-grade polypropylene with standard BSP parallel threads. This pipe coupler is suitable to be screwed directly into the FI fittings of metal or plastic pipes.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Polypropylene Pipe Fittings/Polypropylene Pipe Fittings.csv -> VULC W141 MECH MI TO PIPE COUPLER     38",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/21/NW-P16220_P16221_wm.jpg,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Durapipe_Vulcathene_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Durapipe_Vulcathene_Brochure_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,
42,PP16094,VULC W701 MECHNICAL U BEND            38,Durapipe,41.04,"This Durapipe Vulcathene W70 38 x 38mm U-bend is made of virgin-grade polypropylene. Combined with other standard fittings, this bend can make up P, S and running traps. For P and S configurations, a length of Vulcathene mechanical pipe and a W15 coupler is added to one end, enabling connection to the waste fitting. The addition of a W29 loose nut sweep bend converts the bend into a P trap and with a further W29 creates an S trap. Meanwhile, connecting a W29 to each end of the U bend creates a running trap.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Polypropylene Pipe Fittings/Polypropylene Pipe Fittings.csv -> VULC W701 MECHNICAL U BEND            38",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/94/NW-P16094_wm.jpg,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Durapipe_Vulcathene_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Durapipe_Vulcathene_Brochure_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,
43,P119840,Linthwaite pipesnug 32 mm White,Linthwaite,2.94,"Removing the need to make good after passing a pipe through a wall, the Linthwaite 32mm PipeSnug is a patented product designed to create a professional finish in seconds. Made of polypropylene and TPE with a white finish, PipeSnug can be used internally or externally and makes a gap completely airtight, helping installers to comply with the latest requirements for Part L of Building Regulations. Supplied in a pack of two, this PipeSnug is suitable for any standard 40mm (1 1/2"") solvent-weld waste pipe fitting and 52mm core-drilled hole.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Polypropylene Pipe Fittings/Polypropylene Pipe Fittings.csv -> Linthwaite pipesnug 32 mm White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/57/598357_wm.jpg,White,N,Polypropylene and TPE,PS32WH2PK,N,,,,,,,,,,,,,,,,,,,,,,,,,
44,PP16145,VULC W292 92.5D MECH L/NUT BEND       51,Durapipe,19.8,This Durapipe Vulcathene W292 51 x 51mm 92.5° loose nut sweep bend is made of virgin-grade polypropylene with a standard nut and olive connection at one end and a captive nut for connection to threaded units at the other end.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/Polypropylene Pipe Fittings/Polypropylene Pipe Fittings.csv -> VULC W292 92.5D MECH L/NUT BEND       51",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/45/NW-P16144_P16145_wm.jpg,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Durapipe_Vulcathene_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Durapipe_Vulcathene_Brochure_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,
45,PP04592,GF PP 90D EQUAL TEE 272001            25,Georg Fischer,5.4,"This Georg Fischer PROGEF 25 x 25 x 25mm tee is made of PP-H. It is suitable for use in waste treatment, the chemical process industry, in water cooling processes and in water treatment applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Polypropylene Pipe Fittings/Polypropylene Pipe Fittings.csv -> GF PP 90D EQUAL TEE 272001            25",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/93/NW-P04591_P04593_wm.jpg,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ly/er/GF_PROGEF_Standard_System_Spec_Flyer.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/GF_Marine_Catalogue_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/GF_PROGEF_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/GF_PROGEF_Standard_Tee_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/GF_PROGEF_Piping_System_Technical.pdf,,,,,,,,,,,,,,,,,,,,
46,PP04786,"Georg Fischer PROGEF PP adaptor nipple 63mm x 2""",Georg Fischer,40.39,"This Georg Fischer PROGEF 63mm x 2"" metric standard adapter nipple is made of PP-H and has a metric fusion spigot and R tapered male thread connections. It is suitable for use in waste treatment, the chemical process industry, cooling water processing and in water treatment applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Polypropylene Pipe Fittings/Polypropylene Pipe Fittings.csv -> Georg Fischer PROGEF PP adaptor nipple 63mm x 2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/86/NW-P04785_P04786_wm.jpg,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ly/er/GF_PROGEF_Standard_System_Spec_Flyer.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/GF_Marine_Catalogue_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/GF_PROGEF_Std_Adaptor_Nipple_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/GF_PROGEF_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/GF_PROGEF_Piping_System_Technical.pdf,,,,,,,,,,,,,,,,,,,,
47,PP04583,Georg Fischer PROGEF 45deg PP elbow 32mm,Georg Fischer,7.49,"This Georg Fischer PROGEF 32 x 32mm 45° standard elbow is made of PP-H. It is suitable for use in waste treatment, the chemical process industry, cooling water processing and in water treatment applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Polypropylene Pipe Fittings/Polypropylene Pipe Fittings.csv -> Georg Fischer PROGEF 45deg PP elbow 32mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/83/NW-P04581_P04583_wm.jpg,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ly/er/GF_PROGEF_Standard_System_Spec_Flyer.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/GF_PROGEF_Standard_Elbow_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/GF_Marine_Catalogue_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/GF_PROGEF_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/GF_PROGEF_Piping_System_Technical.pdf,,,,,,,,,,,,,,,,,,,,
48,P119842,Linthwaite pipesnug 40 mm Black,Linthwaite,2.97,"Removing the need to make good after passing a pipe through a wall, the Linthwaite 40mm PipeSnug is a patented product designed to create a professional finish in seconds. Made of polypropylene and TPE with a black finish, PipeSnug can be used internally or externally and makes a gap completely airtight, helping installers to comply with the latest requirements for Part L of Building Regulations. Supplied in a pack of two, this PipeSnug is suitable for any standard 40mm (1 1/2"") solvent-weld waste pipe fitting and 52mm core-drilled hole.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Polypropylene Pipe Fittings/Polypropylene Pipe Fittings.csv -> Linthwaite pipesnug 40 mm Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/59/598359_wm.jpg,Black,N,Polypropylene and TPE,PS40BK2PKSF,N,,,,,,,,,,,,,,,,,,,,,,,,,
49,PP16243,VULC W804 MECH THERM STRESS RELIEF   102,Durapipe,212.5,"Suitable for vertical or horizontal installation, the Durapipe Vulcathene W804 102mm thermal stress relief unit is made of virgin-grade polypropylene with an O-ring seal.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Polypropylene Pipe Fittings/Polypropylene Pipe Fittings.csv -> VULC W804 MECH THERM STRESS RELIEF   102",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/43/NW-P16242_P16243_wm.jpg,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Durapipe_Vulcathene_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Durapipe_Vulcathene_Brochure_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,
50,P119839,Linthwaite pipesnug 32 mm Black,Linthwaite,2.94,"Removing the need to make good after passing a pipe through a wall, the Linthwaite 32mm PipeSnug is a patented product designed to create a professional finish in seconds. Made of polypropylene and TPE with a black finish, PipeSnug can be used internally or externally and makes a gap completely airtight, helping installers to comply with the latest requirements for Part L of Building Regulations. Supplied in a pack of two, this PipeSnug is suitable for any standard 40mm (1 1/2"") solvent-weld waste pipe fitting and 52mm core-drilled hole.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Polypropylene Pipe Fittings/Polypropylene Pipe Fittings.csv -> Linthwaite pipesnug 32 mm Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/56/598356_wm.jpg,Black,N,Polypropylene and TPE,PS32BK2PK,N,,,,,,,,,,,,,,,,,,,,,,,,,
