,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Hazardous,Pack Type,Supplier Product Code,Type,WEEE Compliant,Application,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Colour,Volume,Physical State / Form,Feature 9,Feature 10,Feature 11,Feature 12,Range
45,PP12997,JET Range JCO55 glycol anti-freeze 20 ltr,JET Range,514.6,"JET Glycol Anti-Freeze prevents freezing in order to reliably protect underfloor heating, boilers, chillers and all associated system components. Helping to reduce scale formation and eliminate corrosion, this monopropylene liquid anti-freeze supports improved system efficiency by maximising heat transfer. Concentrations can be adjusted to suit specific requirements by reducing the freeze point of water in direct proportion to the in-system glycol concentration.",Heating/Water Treatment Products/Central Heating Inhibitors/Central Heating Inhibitors.csv -> JET Range JCO55 glycol anti-freeze 20 ltr,,20 Litres,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/97/P12997_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/P12997_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,P609091,Adey MC Zero+ monopropylene glycol 10ltr (1),Adey,123.92,"A concentrated monopropylene-glycol solution, Adey MC Zero+ antifreeze prevents freezing in all types of water. It also contains inhibitor to protect from corrosion and scale formation and biocide to prevent bacterial contamination. This high performance heat transfer fluid is especially effective at protecting low temperature heating and cooling systems, including both heat pumps and underfloor heating.",Heating/Water Treatment Products/Central Heating Inhibitors/Central Heating Inhibitors.csv -> Adey MC Zero+ monopropylene glycol 10ltr (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/91/NW-609091_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Adey_Domestic_Product_Range_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,P608115,Sentinel X500 inibitor anti-freeze 5ltr (1),Sentinel,130.51,"A multi-purpose inhibited antifreeze, Sentinel X500 helps to control corrosion, scale, boiler noise and hydrogen gassing in all types of indirect heating systems and in closed cooling systems, including those with aluminium components. It's also ideal for biomass boilers requiring frost protection. Provided that minimum levels are maintained in the system, permanent protection is ensured with no need to replace. Use X500 wherever the risk of freezing is higher due to location, lack of use or building type.",Heating/Water Treatment Products/Central Heating Inhibitors/Central Heating Inhibitors.csv -> Sentinel X500 inibitor anti-freeze 5ltr (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/15/NW-608115_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Sentinel_X500_Safetydatasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/Sentinel_X500Liquid_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Sentinel_X500_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Sentinel_X500_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/Sentinel_X500_H&S.pdf,,,,,,,,,,,,,,,,,,,,,,,,
48,P171314,Calmag CalLytic Mini PF water conditioner 15/22mm,Calmag,32.41,"Install the Calmag CalLytic Mini 15/22mm electrolytic scale inhibitor on cold water lines to protect pipework, boilers and hot water appliances from the damage that can be caused by hard scale.",Heating/Water Treatment Products/Central Heating Inhibitors/Central Heating Inhibitors.csv -> Calmag CalLytic Mini PF water conditioner 15/22mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/14/NW-171314_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Calmag_CalLytic_Inhibitor_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Calmag_Scale inhibitor_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Calmag_CalLytic_Scale_15mm_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
49,P292298,Liff Limebeater electrolytic filter 28mm,Liff,145.82,"A simple solution for limescale issues, the Liff Limebeater 28mm electrolytic scale inhibitor uses the electrolytic principle to minimise the damage and mess caused by limescale. Inducing an electromagnetic field, the Limebeater changes the way scale forms by altering the alignment of mineral molecules during crystalline formation. This way, molecules choose to form long chains, developing into narrow, sharp crystals, commonly called aragonite. This long, thin shape means aragonite is less likely to form the hard, insulating scale that calcite can, making cleaning easier.",Heating/Water Treatment Products/Central Heating Inhibitors/Central Heating Inhibitors.csv -> Liff Limebeater electrolytic filter 28mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/98/NW-292298_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Liff_Water_Treatment_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,P171310,Calmag comp water conditioner 15mm,Calmag,26.49,"Preventing the formation of damaging limescale, the Calmag 15mm magnetic scale inhibitor is designed for installation on cold water lines. Durably built, this maintenance-free, chemical-free solution delivers protection for the entire system.",Heating/Water Treatment Products/Central Heating Inhibitors/Central Heating Inhibitors.csv -> Calmag comp water conditioner 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/10/NW-171310_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Calmag_Scale inhibitor_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CalMag_Magneticscale15mm_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CalMag_Magnetic_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
51,P608151,Sentinel system check test kit,Sentinel,87.82,"Quick and simple to use, the Sentinel system check test kit provides a water treatment analysis service suitable for use by installers, engineers, homeowners and authorities. This kit confirms whether a central heating system has been correctly cleaned and protected using Sentinel X100 inhibitor. This kit can be used when commissioning a new system or after the replacement of components in an older system.",Heating/Water Treatment Products/Central Heating Inhibitors/Central Heating Inhibitors.csv -> Sentinel system check test kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/51/NW-608151_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fl/et/PlumbCenter_SystemCare_Leaflet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Sentinel_SystemCheck_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,P171154,Calmag CalGlow comp water conditioner 22mm,Calmag,40.21,"Bringing together magnetic and electrolytic scale inhibiting technology, the Calmag CalGlow 22mm scale inhibitor is suitable for installation on cold water lines. Preventing the formation of limescale, using this inhibitor also helps to soften the scale that has previously formed around taps, sinks and showers via regular contact with treated water, making removal easier than ever.",Heating/Water Treatment Products/Central Heating Inhibitors/Central Heating Inhibitors.csv -> Calmag CalGlow comp water conditioner 22mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/54/NW-171154_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Calmag_Scale inhibitor_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CalMag_Magneticelectro_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CalMag_Magnetic22mm_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
53,P605525,Fernox central heating protector plus filter fluid 10ltr,Fernox,264.62,"Lifting and delivering circulating debris to an inline filter for safe removal, Fernox Protector+ F9 central heating filter fluid is an enhanced inhibitor with dispersant technology for reliable protection from corrosion and limescale. Suitable for use in HVAC and light commercial heating and cooling systems, this protective fluid can be left inside the system permanently to maintain an ideal pH in system water and keep pipes cleaner for more efficient system operation.",Heating/Water Treatment Products/Central Heating Inhibitors/Central Heating Inhibitors.csv -> Fernox central heating protector plus filter fluid 10ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/25/605525_wm.jpg,,,,,,,,N,10L Drum,62557,Inhibitor,N,Central Heating Inhibitor,10L drum,Must be used only in conjunction with a system filter,Protects against corrosion and scale formation,Suitable for mixed metal HVAC heating and cooling systems,Safe for use in steel and aluminium systems,Leave in system permanently,Promotes cleaner pipework for efficient running and optimum flow rates,Reduces risk of unscheduled system downtime,,,,Enhanced pH buffering ensures system water pH level  is stabilised at 7 - 8.5,"Non-toxic, low environmental impact",NSF CIAS and Belgaqua approvals,,
54,P292211,Scalemaster Electrolytic Gold electrolytic 22mm Gold,Scalemaster,84.64,"Preventing the build-up of limescale, the Scalemaster Electrolytic Gold 22mm limescale inhibitor works by simply adding a trace amount of zinc to the water supply. This zinc bonds to dissolved calcium ions which then need more energy for precipitation. At this point, the micro-crystals that might normally form limescale are taken away by the flow of water instead of adhering to heat exchanger surfaces.",Heating/Water Treatment Products/Central Heating Inhibitors/Central Heating Inhibitors.csv -> Scalemaster Electrolytic Gold electrolytic 22mm Gold,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/11/NW-292211_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Scalemaster_Electrolytic_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Scalemaster_ElctrolyticGld_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,P608070,Adey water test kit,Adey,82.9,"Accurate and reliable, this Adey water test kit produces online reports detailing water quality while providing a likely causes of system problems. It also offers Adey's Best Practice recommendations to help you restore the heating system to best efficiency.",Heating/Water Treatment Products/Central Heating Inhibitors/Central Heating Inhibitors.csv -> Adey water test kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/70/NW-608070_wm.jpg,,,,,,,,N,,CP1-03-00626,Water Test Kit,N,,Results within 24 hours of receipt,Tests central heating system water quality,In-house accredited laboratory report,"Quick, reliable online portal",Treatment advice to help prolong system life and efficiency,,,,,,,,,,,
56,P608178,Fernox Solar S1 solar inhibitor 20ltr,Fernox,103.12,"Fernox Solar S1 inhibitor, supplied in a 20L drum, is a heat transfer fluid used to protect solar thermal heating systems working at elevated temperatures. Effective in its gaseous and liquid state, S1 operates in temperatures of over 180°C.",Heating/Water Treatment Products/Central Heating Inhibitors/Central Heating Inhibitors.csv -> Fernox Solar S1 solar inhibitor 20ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/78/NW-608178_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ds/21/Alpha_SDS21.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Fernox_57674_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Fernox_57674_Safetydatasheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
57,P193125,Advanced Water Hotun HD-S1P detect tundish water detection system,Advanced Water,20.77,"Offering fast, simple installation, the battery powered Advanced Water Hotun HD-S1P tundish water detection system requires no specialist skills or tools, simply hooking on for immediate protection. Emitting both a sound and a flash, this system provides both audible and visual feedback, supplying information about which stage a system is at and helping to identify and diagnose faults with data that can be passed to a plumber for investigation.",Heating/Water Treatment Products/Central Heating Inhibitors/Central Heating Inhibitors.csv -> Advanced Water Hotun HD-S1P detect tundish water detection system,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/25/NW-193125_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Advanced_Water_Tundish_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,P292248,Scalemaster Magnetic Gold magnetic 22mm Gold,Scalemaster,57.57,"Protecting individual appliances, the Scalemaster Magnetic Gold 22mm limescale inhibitor prevents limescale build-up by influencing the crystal structure of limescale. Harnessing the results of laboratory research, which has shown that the growth of limescale crystals can be affected by a magnetic field, this inhibitor uses magnet technology to adapt forming crystals into needle-shaped aragonite. This aragonite is less damaging than the more commonly seen calcite, and is less likely to stick hard to the surfaces of heat exchangers.",Heating/Water Treatment Products/Central Heating Inhibitors/Central Heating Inhibitors.csv -> Scalemaster Magnetic Gold magnetic 22mm Gold,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/48/NW-292248_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Scalemaster_MagneticGold_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Scalemaster_Magnetic_Gold_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,P608317,Sentinel R100 solar thermal fluid 20ltr,Sentinel,196.6,"Helping to extend system life and enhance performance, Sentinel R100 solar thermal fluid offers simple use and is immediately effective straight from the container. Resistant to degradation, this fluid offers continuous protection against corrosion, whether in liquid or vapour state.",Heating/Water Treatment Products/Central Heating Inhibitors/Central Heating Inhibitors.csv -> Sentinel R100 solar thermal fluid 20ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/17/NW-608317_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Sentinel_R100_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Sentinel_R100_Safetydatasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Sentinel_R100_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
