,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Fuel Type,Range,Warranty,Weight,Energy Rating,Hazardous,Water Heating Energy Efficiency Class,Output,Depth (mm),Boiler Bundles,Dry Weight (kg),Efficiency (SAP 2009),Mounting Type,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Colour,Max High Level Flue Length (metres),Seasonal Space Heating Energy Efficiency %,Pack Quantity,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Flow Rate,Feature 19,Attachment 6,Attachment 7,Attachment 8
29,P333769,Vaillant ecoFIT pure System 625 boiler,Vaillant,1301.0,"Featuring a reliable and efficient aluminium heat exchanger, the Vaillant ecoFIT pure 625 system boiler offers powerful operation along with an ErP A rating. Easy to install, this compact 25kW boiler is lightweight for ease of handling, fitting effortlessly into a standard kitchen cupboard. Operating quietly wherever it's located, the ecoFIT pure is compatible with a wide variety of heating controls for convenient and intuitive use as part of a smart home system.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Vaillant ecoFIT pure System 625 boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/st/em/Ecofit_Pure_System_wm.jpg,Natural Gas,ecoFIT pure System,2 Year,32 kg,A,N,,25 kW,295,,32,89.7,Wall Hung,333769 PK,System Boiler Pack,N,Compact cupboard-fit,Lightweight,Rear flue option available,"Quiet Mark approved, one of the quietest products in its category",High performance build,Smart controls,Aluminium heat exchanger offers low energy consumption,"Compatible with a full range of heating control options, from simple analogue timers to vSMART smartphone app",2 year warranty,,,,,,,,,,White/Gloss,10,89,,,,,,,,,,,
30,P333772,Vaillant ecoTEC plus 615 system boiler,Vaillant,1033.0,"Providing balanced hot water across multiple outlets, fitting the Vaillant ecoTEC plus 615 high efficiency system boiler means there's no need for a loft tank and no more worries about leaks and frost damage when the outside temperature drops. Compact in size, this extremely efficient boiler is easy to install and has an ErP A rating. Suitable for use with smart controls, the ecoTEC plus is fully compatible with alternative energy sources like solar water heating, helping homeowners to make savings on their energy bills while also reducing their environmental impact.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Vaillant ecoTEC plus 615 system boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/29/146429_wm.jpg,Natural Gas,ecoTEC plus,5 Year,36 kg,A,N,,15 kW,338,,,89.2,Wall Hung,333772 PK,System Boiler Pack,N,Compact and lightweight,"High performance, control and efficiency",Precision heating reduces fuel bills,"System components are built into the boiler, so there is no need for a cold water feed and expansion tank",Supplies constant hot water to a number of taps at the same time,"Wide range of compatible heating controls, from simple boiler timer to vSMART smartphone app",Compatible with solar water heating systems and heat pumps,5 year warranty,,,,,,,,,,,White/Gloss,26,A,,,,,,,,,,,
31,P334025,Ideal Vogue Max 26 system boiler only pack,Ideal,1369.0,"The installer-friendly Ideal Vogue Max 26 condensing system boiler is built in a single piece with a lower than average lift weight for a less stressful fitting job. Attractively designed, with a modern composite casing and concealed controls, this 26kW room-sealed boiler looks great in any space and is easy to use too thanks to a large backlit LCD display. Highly efficient, the Vogue Max is fitted with high quality components for reduced maintenance and a bill-busting ErP A rating.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Ideal Vogue Max 26 system boiler only pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/st/em/Ideal Vogue Max System_wm.jpg,Natural Gas,Vogue Max,10 Years,32.9 kg,A,N,A,,330,334025,32.9,93,Wall Hung,334025 PK,Condensing System Boiler,N,Single piece unit for quick wall mounting,Low lift weight,Stylish composite design,Damped opening control cover,Premium components,Full sequence automatic spark ignition,Fan-assisted combustion,Full text support for fault modes,Easy to read pressure gauge,"Simple 3.5"" full colour large backlit LCD display with plain text and graphics",Large rotary control dials,Service timer with telephone number display/service display,Compatible with Ideal controls,Due to the high efficiency of the boiler a plume of water vapour will form at the flue terminal during operation,Condensate is drained off through a plastic waste pipe at boiler base,10 year warranty,,,,,,,,,,,,,,,,
32,P116017,Vaillant ecoFIT pure System 630 system boiler,Vaillant,2219.37,"Built for performance, the Vaillant ecoFIT pure 630 system boiler is fitted with a powerful aluminium heat exchanger for reliability and improved efficiency, earning it an ErP A rating. Compact and lightweight, this 30kW boiler makes installation flexible, with the option to cupboard fit in a standard kitchen unit and the quietest possible operation for added convenience in the smallest of spaces. Compatible with a range of heating controls, the ecoFit pure can form part of a smart, app-controlled home.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Vaillant ecoFIT pure System 630 system boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/17/116013_116017_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_ecoFIT-Pure_Boiler_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Valliant_ecoFIT_pure_Combi_Blr_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vaillant_SstemecoFITpure_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Vaillant_System_ecoFIT_pure_Install.pdf,,,,,,
33,P130193,Glow-worm Energy 30S boiler 30s,Glow-worm,1518.95,"Suitable for installation alongside a hot water storage cylinder, the Glow-worm Energy 30s system boiler is ideal for homes where demand for hot water is high. Light and compact, with the option of top or rear flueing, this 30kW output boiler is easy to site and install, and servicing is simple too thanks to a water flush cleaning system requiring no special tools or chemicals. The Energy's use of automotive-grade materials and patented four-sided cooling ensures longevity and a cost-saving ErP A rating.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Glow-worm Energy 30S boiler 30s,,System boilerHeat generatorUnit mounting bracketFlexible condensate discharge pipe4x 3/4 inch seals3x 1/2 inch seals2x service valvesGas stopcock2x connection pipe (heating flow and return)Gas pipeExpansion relief valve discharge pipeMounting templateEnc,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/93/NW-130189_130193_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Glow_worm_The_Energy_Range_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Glow_worm_Energy7_Sys_Boiler_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Glow_worm_TheEnergy_Compact_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Glow_worm_Independent_Merchant_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Glow_worm_Energy7_Syst_Oper_Instrcts.pdf,,,,,
34,P334028,Ideal Logic Max System S18 system boiler only pack,Ideal,1132.0,"The Ideal Logic Max System S18 boiler is compact and lightweight for easy installation in almost any location. ErP A-rated, this highly efficient heat only boiler can be used alongside a hot water cylinder for the supply of reliable domestic hot water and is compatible with a range of Ideal controls for additional flexibility and cost savings. The hardwearing Max Heat is straightforward to use, simple to service and requires minimal maintenance.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Ideal Logic Max System S18 system boiler only pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/st/em/Ideal Logic Max System_wm.jpg,Natural Gas,Logic Max System,,,,N,,,,334028,,,,334028 PK,Condensing System Boiler,N,Compact cupboard fit,Low lift weight,"Easy installation, commissioning and service",Hardwearing and scratch-resistant,Fan-assisted combustion,Full sequence automatic spark ignition,Large digital display,Easy to reach pressure gauge on front panel,Service timer with telephone number display/service display,Compatible with Ideal controls,Due to the high efficiency of the boiler a plume of water vapour will form at the flue terminal during operation,Condensate is drained off through a plastic waste pipe at boiler base,10 year warranty,,,,,,,,,,,,,,,,,,,
35,P130192,Glow-worm Energy 25S boiler 25s,Glow-worm,1449.04,"Suitable for installation alongside a hot water storage cylinder, the Glow-worm Energy 25s system boiler is ideal for homes where demand for hot water is high. Light and compact, with the option of top or rear flueing, this 25kW output boiler is easy to site and install, and servicing is simple too thanks to a water flush cleaning system requiring no special tools or chemicals. The Energy's use of automotive-grade materials and patented four-sided cooling ensures longevity and a cost-saving ErP A rating.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Glow-worm Energy 25S boiler 25s,,System boilerHeat generatorUnit mounting bracketFlexible condensate discharge pipe4x 3/4 inch seals3x 1/2 inch seals2x service valvesGas stopcock2x connection pipe (heating flow and return)Gas pipeExpansion relief valve discharge pipeMounting templateEnc,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/93/NW-130189_130193_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Glow_worm_The_Energy_Range_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Glow_worm_Energy7_Sys_Boiler_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Glow_worm_TheEnergy_Compact_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Glow_worm_Independent_Merchant_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Glow_worm_Energy7_Syst_Oper_Instrcts.pdf,,,,,
36,P334215,Vokera Vision Plus 25S boiler only pack 25kW,Vokera,822.0,"The Vokera Vision Plus 25S high efficiency system boiler pack can be installed to provide central heating only or is suitable for use with the Vokera AquaFlow unvented cylinder for domestic hot water storage. Flexible and efficient, earning an ErP A rating, this 25kW boiler has a wide modulation ratio and is hybrid-ready for straightforward integration into a low carbon heating system. Additionally, a built-in relay allows for effortless integration with zone valves.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Vokera Vision Plus 25S boiler only pack 25kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/15/NW-334205_334215_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Vokera_Vision_S_System_Boiler_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Vokera_Vision_Plus_Sys_Boiler_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vokera_Vision_Plus_S_C_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/da/ta/Vokera_Vision_Plus_25S_Test_Data.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Vokera_Vision_Plus_25S_Parts_List.pdf,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ce/rt/Vokera_Vision_Plus_S_EU_Type_Cert.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Vokera_Vision_Plus_25S_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Vokera_Vision_Plus_Sys_Boiler_Tech.pdf
37,P130191,Glow-worm Energy 18s boiler 18s,Glow-worm,1378.46,"Suitable for installation alongside a hot water storage cylinder, the Glow-worm Energy 18s system boiler is ideal for homes where demand for hot water is high. Light and compact, with the option of top or rear flueing, this 18kW output boiler is easy to site and install, and servicing is simple too thanks to a water flush cleaning system requiring no special tools or chemicals. The Energy's use of automotive-grade materials and patented four-sided cooling ensures longevity and a cost-saving ErP A rating.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Glow-worm Energy 18s boiler 18s,,System boilerHeat generatorUnit mounting bracketFlexible condensate discharge pipe4x 3/4 inch seals3x 1/2 inch seals2x service valvesGas stopcock2x connection pipe (heating flow and return)Gas pipeExpansion relief valve discharge pipeMounting templateEnc,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/93/NW-130189_130193_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Glow_worm_The_Energy_Range_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Glow_worm_Energy7_Sys_Boiler_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Glow_worm_TheEnergy_Compact_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Glow_worm_Independent_Merchant_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Glow_worm_Energy7_Syst_Oper_Instrcts.pdf,,,,,
38,P334024,Ideal Vogue Max 18 system boiler only pack,Ideal,1232.0,"The installer-friendly Ideal Vogue Max 18 condensing system boiler is built in a single piece with a lower than average lift weight for a less stressful fitting job. Attractively designed, with a modern composite casing and concealed controls, this 18kW room-sealed boiler looks great in any space and is easy to use too thanks to a large backlit LCD display. Highly efficient, the Vogue Max is fitted with high quality components for reduced maintenance and a bill-busting ErP A rating.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Ideal Vogue Max 18 system boiler only pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/st/em/Ideal Vogue Max System_wm.jpg,Natural Gas,Vogue Max,10 Years,3.15Kg,A,N,A,,330,334024,31.5,93,Wall Hung,334024 PK,Condensing System Boiler,N,Single piece unit for quick wall mounting,Low lift weight,Stylish composite design,Damped opening control cover,Premium components,Full sequence automatic spark ignition,Fan-assisted combustion,Full text support for fault modes,Easy to read pressure gauge,"Simple 3.5"" full colour large backlit LCD display with plain text and graphics",Large rotary control dials,Service timer with telephone number display/service display,Compatible with Ideal controls,Due to the high efficiency of the boiler a plume of water vapour will form at the flue terminal during operation,Condensate is drained off through a plastic waste pipe at boiler base,10 year warranty,,,,,,,,,,,,,,,,
39,P112952,Worcester Bosch Greenstar i Compact 27i NG system ErP boiler,Worcester Bosch,1344.53,"The Worcester Bosch Greenstar 27i ErP NG system boiler is an ultra-modern compact and lightweight boiler designed to maximise available space in homes of just about any size. Highly reliable and extremely durable, this ErP A-rated boiler incorporates a low energy pump for reduced electrical requirements and a simple, clear display and controls for error-free operation. Compatible with a range of Worcester controls and the brand's Greenskies solar panels, the Greenstar is suitable for use as part of an advanced eco-friendly heating system.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Worcester Bosch Greenstar i Compact 27i NG system ErP boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/55/112952_112955_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/112952_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Gas_Consumer_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar_27-30i_System_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/112952_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/WB_Greenstar27-30iSystm_Instruction.pdf,,,,,
40,P333969,Worcester Bosch Greenstar 8000 Style GR8700iW 30 S NG system boiler pack 30kW White,Worcester Bosch,1466.0,"The Worcester Bosch Greenstar 8000 Style GR8700iW 30 S NG system boiler is built with customer and installer feedback in mind, making it even more user-friendly than its predecessor, the popular Greenstar Cdi Classic. With quieter operation, hassle-free installation, commissioning and servicing, intuitive touchscreen operation and compatibility with Worcester Bosch's state-of-the-art Intelligent Filling System, this attractively designed, ErP A-rated combi is a winning addition to any contemporary home.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Worcester Bosch Greenstar 8000 Style GR8700iW 30 S NG system boiler pack 30kW White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/hi/te/WB_G_Style_White_wm.jpg,Natural Gas,Greenstar 8000 Style,8 years,46 kg,A,N,A,,365,333969,46,94,Wall Hung,333969 PK,Condensing System Boiler,N,Improved installation and servicing,Easy replacement for CDi Classic with same fixing points and connections,Simple commissioning procedure with all the information to complete the Benchmark Checklist quickly,Design-led product aesthetics for contemporary homes,Quiet combustion chamber design,"Rapid diagnosis, fault-finding and commissioning, with no need to search through manuals and fault codes",Innovative and intuitive full colour text touchscreen boiler control display,Compatible with cutting edge Greenstar Intelligent Filling System,8 year guarantee,,,,,,,,,,,,,,,,,,,,,,,
41,P151027,Baxi 830 1 system boiler 2 natural gas or LPG,Baxi,1393.23,"A compact design suitable for fitting into a standard cupboard, the Baxi 830 system boiler offers easy installation using the including wall mounting bracket. Manually convertible, this efficient ErP A-rated 30kW boiler can run on natural gas or LPG and offers compatibility with the Megaflo Eco hot water cylinder range. The supplied Adey Micro 2 magnetic system filter helps to improve efficiency of the 818 even further, cleverly capturing and removing damaging debris for cleaner running and less risk of breakdown.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Baxi 830 1 system boiler 2 natural gas or LPG,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/27/151027_wm.jpg,Natural Gas / LPG,830,10 Years Parts & Labour,2.85 kg,A,N,A,30 kW,285,,285,94,Wall mounting bracket,7814315,System Boiler,N,Includes magnetic system filter,Compact cupboard fit design,Suitable for wall mounting,Supplied with mounting bracket,For natural gas or LPG operation,10 year parts and labour warranty,,,,,,,,,,,,,,,,,,,,,,N/A,,,,
42,P334016,Ideal Logic+ System S24 system boiler - price offer,Ideal,1111.0,The Ideal Logic+ System S24 system boiler has been designed with quality in mind. This 24kW output unit is packed with premium features so whether you're working on a brand new installation or a re-fit you'll experience straightforward and fast fitting in any location while homeowners enjoy the convenience of a user-friendly digital display and the peace of mind that comes with inbuilt frost protection and ErP A-rated efficiency. Install the Logic+ System along with a cylinder for reliable hot water as well as comfortable central heating.,Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Ideal Logic+ System S24 system boiler - price offer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/st/em/Ideal_Logic_Plus_System_wm.jpg,Natural Gas,Logic+ System,,,,N,,,,334016,,,,334016 PK,Condensing System Boiler,N,Compact cupboard fit,Low lift weight,Wide range of additional flueing options,Pre-formed copper tails,Universal condensate connection,PRV wall outlet pipe included,Concealed pipe connections,No compartment ventilation,For use in sealed domestic systems,Large digital display,Full sequence automatic spark ignition,Fan-assisted combustion,Energy Saving Trust endorsed,Fully modulating operation to low outputs,Built-in frost protection,Due to the high efficiency of the boiler a plume of water vapour will form at the flue terminal during operation,Condensate is drained off through a plastic waste pipe at boiler base,7 year warranty,White,,,,,,,,,,,,,
43,P333968,Worcester Bosch Greenstar 8000 Style GR8700iW 35 S NG system boiler pack 35kW White,Worcester Bosch,1685.0,"The Worcester Bosch Greenstar 8000 Style GR8700iW 35 SB NG system boiler is built with customer and installer feedback in mind, making it even more user-friendly than its predecessor, the popular Greenstar Cdi Classic. With quieter operation, hassle-free installation, commissioning and servicing, intuitive touchscreen operation and compatibility with Worcester Bosch's state-of-the-art Intelligent Filling System, this attractively designed, ErP A-rated combi is a winning addition to any contemporary home.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Worcester Bosch Greenstar 8000 Style GR8700iW 35 S NG system boiler pack 35kW White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/hi/te/WB_G_Style_White_wm.jpg,Natural Gas,Greenstar 8000 Style,8 years,46 kg,A,N,A,,365,333968,46,94,Wall Hung,333968 PK,Condensing System Boiler,N,Improved installation and servicing,Easy replacement for CDi Classic with same fixing points and connections,Simple commissioning procedure with all the information to complete the Benchmark Checklist quickly,Design-led product aesthetics for contemporary homes,Quiet combustion chamber design,"Rapid diagnosis, fault-finding and commissioning, with no need to search through manuals and fault codes",Innovative and intuitive full colour text touchscreen boiler control display,Compatible with cutting edge Greenstar Intelligent Filling System,8 year guarantee,,,,,,,,,,,,,,,,,,,,,,,
44,P333866,Intergas HRE SB 24 system boiler,Intergas,942.0,"The wall-mounted Intergas Compact HRE 24 SB gas-fired boiler is designed to effectively transfer heat to a central heating system's water circuit for reliable home warmth at an ErP A rating. Suitable for use with a storage cylinder, this modulating boiler can also supply reliable hot water and, with next to no standby losses, no air pressure switch and hassle-free installation and maintenance, it is a cost effective addition to the family home.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Intergas HRE SB 24 system boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/e_/sb/Intergas_HRE_SB_wm.jpg,Natural Gas,HRE SB,7 Years,36 kg,A,N,,24 kW,240,333866,36,93,Wall Hung,333866 PK,Compact System Boiler,N,Fitted with a modulating control to adjust power in line with heat requirements,No air pressure switch,Easy to service and maintain,Almost no standby losses,7 year warranty,,,,,,,,,,,,,,White/Gloss,,A,,,,,,,,,,,
45,P151025,Baxi 818 1 system boiler 2 natural gas or LPG,Baxi,1192.06,"A compact design suitable for fitting into a standard cupboard, the Baxi 818 system boiler offers easy installation using the including wall mounting bracket. Manually convertible, this efficient ErP A-rated 18kW boiler can run on natural gas or LPG and offers compatibility with the Megaflo Eco hot water cylinder range. The supplied Adey Micro 2 magnetic system filter helps to improve efficiency of the 818 even further, cleverly capturing and removing damaging debris for cleaner running and less risk of breakdown.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Baxi 818 1 system boiler 2 natural gas or LPG,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/25/151025_wm.jpg,Natural Gas / LPG,818,10 Years Parts & Labour,2.85 kg,A,N,A,18 kW,285,,285,94,Wall mounting bracket,7814313,System Boiler,N,Includes magnetic system filter,Compact cupboard fit design,Suitable for wall mounting,Supplied with mounting bracket,For natural gas or LPG operation,10 year parts and labour warranty,,,,,,,,,,,,,,,,,,,,,,N/A,,,,
46,P333812,Baxi 600 615 system boiler only pack,Baxi,966.0,"The Baxi 615 system boiler, suitable for installation with an unvented cylinder on a fully pumped sealed system, is the ideal choice for those larger properties where water is in high demand. Compact and lightweight, this 15kW output, ErP A-rated unit can be fitted in a cupboard with ease and offers high levels of efficiency due to a fully modulating system which uses only the amount of fuel required to reach a set temperature. With a range of features such as water ingress protection, a brass hydraulics block and front-access servicing, the 615 is a cost-effective and low maintenance choice for a busy home.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Baxi 600 615 system boiler only pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/15/333812_333815_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Baxi_600_System_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Baxi_600_System_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Baxi_600_System_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Baxi_Boilers_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Baxi_600_System_Technical.pdf,,,,,
