,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Range,Hazardous,Approvals,Equal / Unequal,End Connection A size,End Connection C size,Material,Size,Connection Type 1,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Attachment 2,End Connection B size,Feature 5,Feature 6,Angle,Connection Type 2,Gender,Feature 7,Weight
0,PP91200,Uponor Uni-X compression adaptor 20 x 22mm Brass,Uponor,5.55,This Uponor Uni-C 20 x 22mm adapter is made of brass and incorporates compression fittings. It is suitable for the connection of MLC pipes to compression fitting bodies.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor Uni-X compression adaptor 20 x 22mm Brass",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/01/NW-P91200_P91201_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/Uponor_MLC_Brochure_2014.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
1,PR24356,Uponor RTM MLCP copper adaptor 16 x 15mm,Uponor,9.16,This Uponor RTM 16 x 15mm adapter is made of brass and is supplied with copper pipe and press-fit connections.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor RTM MLCP copper adaptor 16 x 15mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/56/NW-R24356_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/Uponor_MLC_Brochure_2014.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
2,PP14804,"Uponor S-Press Plus 1070502 male thread adapter 16 - 1/2""",Uponor,5.06,"This Uponor S-Press Plus 16mm x 1/2"" adapter is made of tin-plated DR brass with threaded connections. Suitable for use in hot and cold systems, this fitting is also suitable for installation in heating systems.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus 1070502 male thread adapter 16 - 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/07/NW-P14804_P14807_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
3,PP38341,Uponor S-Press Plus stop end 25 mm,Uponor,5.29,"Made of dezincification resistant brass, this Uponor S-Press Plus 25mm stop end has a stainless steel press sleeve colour-coded for easy size recognition.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus stop end 25 mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/21/1070621_wm.jpg,,S-Press Plus,N,WRAS,Unequal,25 mm,N/A,DZR Brass,25 mm,Press fit,1070623,Stop End,N,Unique press indicator,Fast 3 step press without bevel installation,QR code for immediate digital access,Suitable for hot and cold and heating systems,,,,,,,,,
4,PP38340,Uponor S-Press Plus stop end 20 mm,Uponor,4.49,"Made of dezincification resistant brass, this Uponor S-Press Plus 20mm stop end has a stainless steel press sleeve colour-coded for easy size recognition.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus stop end 20 mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/40/NW-P38340_wm.jpg,,S-Press Plus,N,WRAS,Unequal,20 mm,N/A,DZR Brass,20 mm,Press fit,1070622,Stop End,N,Unique press indicator,Fast 3 step press without bevel installation,QR code for immediate digital access,Suitable for hot and cold and heating systems,,,,,,,,,
5,PP38339,Uponor S-Press Plus stop end 16mm,Uponor,4.06,"This Uponor S-Press Plus 16mm stop end is made of brass and includes press-fit connection with press indicator. Offering speedy, bevel-free installation, this fitting is supplied with a QR code for instant digital connection.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus stop end 16mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/39/NW-P38339_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Uponor_S-Press_PLUS_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
6,PP91190,Uponor Uni-X compression adaptor 16 x 15mm Chrome,Uponor,3.27,This Uponor Uni-C 16 x 15mm adapter is made of brass and incorporates compression fittings. It is suitable for the connection of MLC pipes to compression fitting bodies.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor Uni-X compression adaptor 16 x 15mm Chrome",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/90/NW-P91190_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/Uponor_MLC_Brochure_2014.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
7,PP91311,Uponor MLC MLCP 3-size bevelling tool 16/20/25mm,Uponor,22.18,"Made of plastic, this Uponor MLC bevelling tool is designed for the bevelling of Uni Pipe PLUS and MLC pipes.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor MLC MLCP 3-size bevelling tool 16/20/25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/11/NW-P91311_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Uponor_MLCP_Brochure.pdf,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Uponor_Plumbing_Technical.pdf,,,,,,,,
8,PP38336,Uponor S-Press Plus 1070618 adapter 25-22CU,Uponor,7.86,"This Uponor S-Press Plus 25 x 22mm copper adapter includes a unique press indicator. Provided with soldered copper pipe, the copper side of the fitting is for press connections and suitable compression fittings only.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus 1070618 adapter 25-22CU",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/38/NW-P38334_P38338_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
9,PP38335,Uponor S-Press Plus 1070617 adapter 20-22CU,Uponor,6.6,"This Uponor S-Press Plus 20 x 22mm copper adapter includes a unique press indicator. Provided with soldered copper pipe, the copper side of the fitting is for press connections and suitable compression fittings only.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus 1070617 adapter 20-22CU",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/38/NW-P38334_P38338_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
10,PP14788,Uponor S-Press Plus 1039955 reducing tee PPSU 25 - 16 - 25mm,Uponor,11.52,This Uponor S-Press Plus 25 x 16 x 25mm 90° reducer tee is made of polyphenylsulfone (PPSU) with a fixed stainless steel sleeve and offers speedy three step press without bevel installation.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus 1039955 reducing tee PPSU 25 - 16 - 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/94/NW-P14781_P14794_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
11,PP38334,Uponor S-Press Plus 1070615 adapter 16-15CU,Uponor,4.28,"This Uponor S-Press Plus 16 x 15mm copper adapter includes a unique press indicator. Provided with soldered copper pipe, the copper side of the fitting is for press connections and suitable compression fittings only.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus 1070615 adapter 16-15CU",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/38/NW-P38334_P38338_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
12,PP31070,Uponor S-Press Plus reducer 25 - 20mm,Uponor,10.47,"This Uponor S-Press Plus 25 x 20mm reducer with press indicator offers speedy three step press without bevel installation. Suitable for use in hot, cold and heating systems, this fitting includes a QR code for instant digital access.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus reducer 25 - 20mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/72/NW-P31068_P31072_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
13,PP91180,Uponor Uni-X compression adaptor 16 x 15mm Brass,Uponor,3.09,This Uponor Uni-C 16 x 15mm adapter is made of brass and incorporates compression fittings. It is suitable for the connection of MLC pipes to compression fitting bodies.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor Uni-X compression adaptor 16 x 15mm Brass",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/80/NW-P91180_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/Uponor_MLC_Brochure_2014.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
14,PP31065,Uponor S-Press Plus 1070548 coupling 20 - 20mm,Uponor,7.95,"This Uponor S-Press Plus 20 x 20mm coupler is made of polyphenylsulfone (PPSU) and includes a unique press indicator. Printed with a QR code for immediate digital access, this fitting is suitable for hot and cold systems and heating systems.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus 1070548 coupling 20 - 20mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/67/NW-P31064_P31067_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
15,PR12573,Riifo F5 - Press F5-T2025X2025X2025 Ni F5 25mm Equal Tee,Riifo,7.6,"Easy to fit, this Riifo F5 25mm equal tee is made of a corrosion-resistant nickel-plated brass. Annealed during construction, this U profile press-fit fitting offers a reduced risk of stress cracking while the included double O-ring provides a reliable seal.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Riifo F5 - Press F5-T2025X2025X2025 Ni F5 25mm Equal Tee",,tee,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/46/598646_wm.jpg,,F5 - Press,N,WRAS,Equal,25 mm,25 mm,Nickel Plated Brass,25 x 25 x 25mm,RIIFO F5 Press Fit,1100044982,F5 25mm Equal Tee,N,U pressing profile,"Easy, secure installation",Brass construction,Corrosion-resistant nickel plating,,25 mm,Machined using horizontal machining centers,WRAS approved,,,,,
16,PR12588,RIIFO 25X25X16MM REDUCING TEE,Riifo,6.64,"Designed for suitability in both hot/cold and heating applications, the Riifo F5 25 x  25 x 16mm press-fit reducing tee offers quick and reliable pressing for time savings on-site.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> RIIFO 25X25X16MM REDUCING TEE",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/47/598647_wm.jpg,,,N,WRAS,Unequal,25 mm,16 mm,Ni Coated Brass,25x25x16mm,Press fit,1100042305,MLCP press fittings,N,Brass construction,Nickel coated finish,Press-fit connection with double O-ring seals,For use with RIIFO PEX/AL/PEX pipe,,25 mm,WRAS approved,,,,,,
17,PP14831,"Uponor S-Press Plus male thread elbow 20 - 1/2""",Uponor,10.61,"This Uponor S-Press Plus 20mm x 1/2"" 90° elbow with press indicator and threaded connections is suitable for use in hot and cold and heating systems.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus male thread elbow 20 - 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/32/NW-P14830_P14832_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
18,PP92460,"Uponor Eurocone euro compression adaptor 20mm x 3/4""",Uponor,5.28,"Suitable for connection to Uni-X N/V and Vario S L/S manifolds, this Uponor eurocone 20mm x 3/4"" compression adapter is manufactured in nickel-plated brass.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor Eurocone euro compression adaptor 20mm x 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/61/NW-P92460_P92461_wm.jpg,,Eurocone,N,WRAS,Unequal,20 mm,3/4 InchØ,Brass,20 x 3/4 inch,Threaded,1058092,Adaptor,N,MLCP compression fitting,Nickel-plated brass construction,Suitable for plumbing and heating applications,No tools required for fitting,,,WRAS approved,,,,,,
19,PR12693,"Riifo 2 Port 3/4""x1/2"" Red Manifolds",Riifo,13.63,"The Riifo 3/4 x 1/2"" two-port manifold in red is manufactured in brass with a nickel coating and colour-coded valves. It has inlets and outlets designed for ease of joining manifold-to-manifold, allowing installers to make up a bespoke solution featuring any number of ports.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Riifo 2 Port 3/4""x1/2"" Red Manifolds",,MLCP plumbing manifolds,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/60/598660_wm.jpg,,,N,WRAS,Equal,3/4 Male BSP,3/4 Female BSP,Ni Coated Brass,3/4 x 1/2 (port),RIIFO Manifold Adaptor,1100044374,MLCP plumbing manifolds,N,Brass construction,Nickel-coated finish,With colour-coded valves,BSP inlets/outlets allow for joining of multiple manifolds,,N/A,WRAS approved,,,,,,
20,P521382,Wavin Tigris K1 3024667 MLCP 90deg elbow 50mm,Wavin,24.6,"Featuring press-fit connections for easy fitting, this Wavin Tigris K1 50mm MLCP 90° elbow is made of PPSU and stainless steel.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Wavin Tigris K1 3024667 MLCP 90deg elbow 50mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/82/NW-521382_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wavin_Plumbing_Product_Guide.pdf,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Tigris_K1_Pipe_Installation.pdf,,,,,,,,
21,PP14809,"Uponor S-Press Plus 1070507 male thread adapter 25 - 3/4""",Uponor,9.82,"This Uponor S-Press Plus 25mm x 3/4"" adapter is made of tin-plated DR brass with threaded connections. Suitable for use in hot and cold systems, this fitting is also suitable for installation in heating systems.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus 1070507 male thread adapter 25 - 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/12/NW-P14809_P14812_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
22,PP94819,Uponor RS2 riser system coupling,Uponor,23.96,This Uponor RS2 coupler is made of brass with tin plating. It is suitable for use in hot and cold systems as well as in heating systems.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor RS2 riser system coupling",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/19/NW-P94819_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
23,PP94735,Uponor RS3 riser system coupling,Uponor,59.87,This Uponor RS3 coupler is made of brass with tin plating. It is suitable for use in hot and cold systems as well as in heating systems.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor RS3 riser system coupling",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/35/NW-P94735_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
24,PP38321,"Uponor S-Press Plus 1070602 adapter swivel nut 16mm - 1/2""",Uponor,12.41,"This Uponor S-Press Plus 16mm x 1/2"" swivel nut adapter with flat sealing washer offers fast three step press without bevel installation. This releasable screw connector is suitable for connection to on-wall fittings, filters and shut-off valves.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus 1070602 adapter swivel nut 16mm - 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/21/NW-P38321_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
25,PP91060,Uponor S-Press 45deg compression elbow 50mm,Uponor,69.19,These Uponor S-Press 50 x 50mm 45° elbows are made of polyphenylsulfone (PPSU) and offer speedy bevel installation with no need to calibrate. These fittings are suitable for use in hot and cold systems and in heating systems.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press 45deg compression elbow 50mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/60/NW-P91059_P91060_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
26,PR12594,"Riifo 16mm x 1/2"" F5 Male couplers",Riifo,1.98,"Offering time saving efficiency, the Riifo F5 16mm x 1/2"" male coupler is part of a press-fit system suitable for use in hot and cold or heating applications. Fast and easy to press, Rifeng-manufactured F5 fittings are highly reliable and incorporate double O-ring seals for excellent water-tightness.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Riifo 16mm x 1/2"" F5 Male couplers",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/48/598648_wm.jpg,,,N,WRAS,Unequal,16 mm,N/A,Ni Coated Brass,16mm x 1/2,Press fit,1100041651,MLCP press fittings,N,Nickel-coated brass body,Press-fit connection,With double O-ring seals,For use with RIIFO PEX/AL/PEX pipe,,1/2 BSP,Full WRAS approval.,,,,,,
27,PP14830,"Uponor S-Press Plus male thread elbow 16 - 1/2""",Uponor,7.01,"This Uponor S-Press Plus 16mm x 1/2"" 90° elbow with press indicator and threaded connections is suitable for use in hot and cold and heating systems.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press Plus male thread elbow 16 - 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/32/NW-P14830_P14832_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Product_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
28,PP84455,Rehau flange adaptor (pn16) 110mm x 4inch,Rehau,345.01,"Offering quick installation, the Rehau 110mm x 4"" PN16 flange adapter is compatible with optimised pre-insulated pipe systems Rauvitherm and Rauthermex. These cutting-edge district heating compatible pipe systems promise flexibility and low energy losses for reliable efficiency in renewables.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Rehau flange adaptor (pn16) 110mm x 4inch",,1 Piece,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/55/P84455_wm.jpg,,,N,SDR11,Unequal,90,N/A,Steel P355N,110mm,M/F,311510-010,Flange Adaptor,N,Flexible design,Offers quick installation,With reliable Everloc joints,Leakproof fitting,,114,P355N steel construction,SDR11 approved,,,,,
29,P407616,Maincor 90deg compression elbow 25mm,Maincor,9.71,This Maincor 25 x 25mm 90° elbow with press-fit connections is designed to create a tight bend where a radius bend would be impossible or undesirable.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Maincor 90deg compression elbow 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/16/NW-407616_wm.jpg,,,N,DVGW & WRAS,Equal,25 mm,25 mm,Metal Material –  Fitting Body - CW 617N Brass coated in a galvanic layer of tin – Sleeve – Stainless Steel. O ring Material – EPDM,25 x 25mm,Press fit,PG2525,Elbow,N,Made of copper,Creates a tight bend,,,,,,,90,Press fit,,,
30,PP38359,"Uponor Smart Aqua extra large tap elbow 16 - 1/2""",Uponor,7.6,"Fitted with female threaded connections, this Uponor Smart Aqua 16mm x 1/2"" extra large tap elbow is made of robust DZR brass.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor Smart Aqua extra large tap elbow 16 - 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/59/NW-P38359_wm.jpg,,Smart Aqua,N,WRAS,Equal,16 mm,1/2 InchØ,DZR Brass,16 mm x 1/2 inch,Female Threaded,1070646,Elbow,N,Suitable for hot and cold and heating systems,10 bar at 80°C heating alternative to copper and stainless,Brass construction,WRAS approved,,,,,,,,,
31,PP94739,Uponor S-Press riser system compression adaptor 63mm,Uponor,26.83,This Uponor S-Press 63mm adapter with press-fit connections is made of tin-plated brass material and includes colour code and test safety.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> Uponor S-Press riser system compression adaptor 63mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/40/NW-P94737_P94740_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Uponor_Product_Catalogue_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
32,PR12549,RIIFO 16MM COUPLERS  F5-S1216X1216 NI,Riifo,1.85,"Designed for suitability in both hot/cold and heating applications, the Riifo F5 16mm press-fit coupler offers quick and reliable pressing for time savings on-site.","Pipe, Valves and Fittings/Plastic Pipe Fittings/MLCP Pipe Fittings/MLCP Pipe Fittings.csv -> RIIFO 16MM COUPLERS  F5-S1216X1216 NI",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/41/598641_wm.jpg,,,N,WRAS,Equal,16 mm,16 mm,Ni Coated Brass,16x16mm,Press fit,1100041649,MLCP press fittings,N,Brass construction,Nickel coated finish,Press-fit connection with double O-ring seals,For use with RIIFO PEX/AL/PEX pipe,,N/A,WRAS approved,,,,,,
