,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Colour,Hazardous,Approvals,Material,Size,Wall Thickness (mm),Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Diameter,Type,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Weight,Pack Quantity,Connection Type 1,Range,Feature 7,Feature 8
71,PR41165,Pegler VSH XPress uncoated galvanised tube 6mtr x 42mm (Per Metre),Pegler,27.16,"This Pegler Yorkshire VSH Xpress 42mm heating tube is made of 1.5mm thick galvanised carbon steel material. Suitable for use with XPress and Tectite systems, this tube is supplied in 6M lengths.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Pegler VSH XPress uncoated galvanised tube 6mtr x 42mm (Per Metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/69/NW-R41160_R41169_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/PY_Xpress_Press-Fit_System_Guide.pdf,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Pegler_VSH_Fittings_BV_Certificate.pdf,,,,,,,,,
72,PL14229,Tata Install + hot EN 10255/17-2 heavy plain ends 125mm half random tube (Per metre),Tata,139.94,"Supplied in a 6.5M length, this Tata Install Plus 125mm hot-finished heavy tube can be used in a broad variety of building, engineering and industrial pipework applications. Made of 5mm steel and fitted with two plain ends, this half random Install Plus tube is an ideal replacement for the withdrawn BS 1387 standard that doesn't allow for CE marking or satisfy construction products regulations (CPR).","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata Install + hot EN 10255/17-2 heavy plain ends 125mm half random tube (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/di/um/Install+_red_medium_wm.jpg,,Red,N,EN 10255/17-2,Steel,125mm,5,246161,N,Flexible choice for many applications,Hot-finished for consistent mechanical performance and ductility,"For welding, threading, bending, grooving or flaring",Red paint for improved corrosion resistance,Suitable for temperatures of -20 to 300°C,Covers a range of standards,,,,,,,58.62250,Per Metre,,Install +,CPR-CE marked CAT3 and 4,Meets EN 10255/17-2.
73,PL14382,Tata Hot Tube 10255/17-2 red heavy TBE 15mm HR,Tata,13.08,"Threaded at both ends, Tata Install Plus 15mm HR heavy hot tube is a versatile selection for a range of applications. This pipe is manufactured in high strength carbon steel for reliable robustness and painted for a professional finished appearance.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata Hot Tube 10255/17-2 red heavy TBE 15mm HR",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_t/be/TATA_RED_TBE_wm.jpg,,Red,N,EN10255/EN10217,Carbon Steel,15 HVY,3.2,,N,"Suitable for welded, grooved, threaded or flanged connections",Full EPDs and tech subs available,Manufactured in UK,Carbon steel construction,Quality red paint finish suitable for end fit,Meets EN10255 and EN10217 standards,,,,,,,,,,,,
74,PR41164,Pegler VSH XPress uncoated galvanised tube 6mtr x 35mm (Per Metre),Pegler,19.9,"This Pegler Yorkshire VSH Xpress 35mm heating tube is made of 1.5mm thick galvanised carbon steel material. Suitable for use with XPress and Tectite systems, this tube is supplied in 6M lengths.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Pegler VSH XPress uncoated galvanised tube 6mtr x 35mm (Per Metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/69/NW-R41160_R41169_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/PY_Xpress_Press-Fit_System_Guide.pdf,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Pegler_VSH_Fittings_BV_Certificate.pdf,,,,,,,,,
75,PL10142,Tata Install Plus hot EN 10255/17-2 heavy grooved ends 125mm half random tube (Per Meter),Tata,63.89,"Multi-certified, this Tata Install Plus 125mm hot-finished tube is especially designed to meet the needs of a wide range of building, engineering and industrial pipework applications. An ideal replacement for the withdrawn BS 1387 standard that doesn't allow for CE marking or satisfy construction products regulations (CPR), Install Plus is made of 5.4mm galvanised steel and supplied in a 32M length.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata Install Plus hot EN 10255/17-2 heavy grooved ends 125mm half random tube (Per Meter)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/43/NW-L10138_L10143_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tata_Install_Plus_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PL14370,Tata Hot Tube 10255/17-2 red heavy TBE 20mm HR,Tata,14.89,"Threaded at both ends, Tata Install Plus 20mm HR heavy hot tube is a versatile selection for a range of applications. This pipe is manufactured in high strength carbon steel for reliable robustness and painted for a professional finished appearance.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata Hot Tube 10255/17-2 red heavy TBE 20mm HR",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_t/be/TATA_RED_TBE_wm.jpg,,Red,N,EN10255/EN10217,Carbon Steel,20 HVY,3.2,258374,N,"Suitable for welded, grooved, threaded or flanged connections",Full EPDs and tech subs available,Manufactured in UK,Carbon steel construction,Quality red paint finish suitable for end fit,Meets EN10255 and EN10217 standards,,,,,,,,,,,,
77,PL14358,Tata red medium tube 25mm,Tata,15.43,"Threaded at both ends, Tata Install Plus 25mm medium tube is a versatile selection for a range of applications. This pipe is manufactured in high strength carbon steel for reliable robustness and painted for a professional finished appearance.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata red medium tube 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_t/be/TATA_RED_TBE_wm.jpg,,Red,N,EN10255/EN10217,Carbon Steel,25 MED,3.2,258385,N,"Suitable for welded, grooved, threaded or flanged connections",Full EPDs and tech subs available,Manufactured in UK,Carbon steel construction,Quality red paint finish suitable for end fit,Meets EN10255 and EN10217 standards,,,,,,,,,,,,
78,P503521,Pegler VSH XPress uncoated galvanised tube 6mtr x 67mm (Per Metre),Pegler,49.35,"This Pegler Yorkshire VSH Xpress 66.7mm heating tube is made of 1.5mm thick galvanised carbon steel material. Suitable for use with XPress and Tectite systems, this tube is supplied in 6M lengths.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Pegler VSH XPress uncoated galvanised tube 6mtr x 67mm (Per Metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/21/NW-503521_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/PY_Xpress_Press-Fit_System_Guide.pdf,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Pegler_VSH_Fittings_BV_Certificate.pdf,,,,,,,,,
79,PL14353,Tata red heavy tube 50mm,Tata,44.82,"Threaded at both ends, Tata Install Plus 50mm heavy tube is a versatile selection for a range of applications. This pipe is manufactured in high strength carbon steel for reliable robustness and painted for a professional finished appearance.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata red heavy tube 50mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_t/be/TATA_RED_TBE_wm.jpg,,Red,N,EN10255/EN10217,Carbon Steel,50 HVY,4.5,258353,N,"Suitable for welded, grooved, threaded or flanged connections",Full EPDs and tech subs available,Manufactured in UK,Carbon steel construction,Quality red paint finish suitable for end fit,Meets EN10255 and EN10217 standards,,,,,,,,,,,,
80,PL14023,Tata Install Plus hot EN 10255/17-2 heavy plain ends 32mm tube (Per metre),Tata,27.57,"Multi-certified, this Tata Install Plus 32mm hot-finished tube is especially designed to meet the needs of a wide range of building, engineering and industrial pipework applications. An ideal replacement for the withdrawn BS 1387 standard that doesn't allow for CE marking or satisfy construction products regulations (CPR), Install Plus is made of 4mm galvanised steel and supplied in a 64M length.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata Install Plus hot EN 10255/17-2 heavy plain ends 32mm tube (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/30/NW-L14020_L14030_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tata_Install_Plus_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PR41167,Pegler VSH XPress uncoated galvanised tube 6mtr x 76mm (Per Metre),Pegler,77.77,"This Pegler Yorkshire VSH Xpress 76.1mm heating tube is made of 2mm thick galvanised carbon steel material. Suitable for use with XPress and Tectite systems, this tube is supplied in 6M lengths.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Pegler VSH XPress uncoated galvanised tube 6mtr x 76mm (Per Metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/69/NW-R41160_R41169_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/PY_Xpress_Press-Fit_System_Guide.pdf,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Pegler_VSH_Fittings_BV_Certificate.pdf,,,,,,,,,
82,PL14366,Tata Hot Tube 10255/17-2 red heavy TBE 40mm HR,Tata,37.12,"Threaded at both ends, Tata Install Plus 40mm HR heavy hot tube is a versatile selection for a range of applications. This pipe is manufactured in high strength carbon steel for reliable robustness and painted for a professional finished appearance.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata Hot Tube 10255/17-2 red heavy TBE 40mm HR",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_t/be/TATA_RED_TBE_wm.jpg,,Red,N,EN10255/EN10217,Carbon Steel,40 HVY,4,258343,N,"Suitable for welded, grooved, threaded or flanged connections",Full EPDs and tech subs available,Manufactured in UK,Carbon steel construction,Quality red paint finish suitable for end fit,Meets EN10255 and EN10217 standards,,,,,,,,,,,,
83,PM20065,Geberit Mapress carbon steel zinc plated pipe 35mm (6 metre),Geberit,12.05,"Made of carbon steel, this Geberit Mapress 35mm system pipe is finished with a robust external zinc plating.  Fitted with press-fit x plain end connections and supplied in a 6M length, this pipe is suitable for use in technical building systems, industry and shipbuilding applications.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Geberit Mapress carbon steel zinc plated pipe 35mm (6 metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/M20065_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Geberit_Mapress_CS_System_Pipe_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PL15076,"Geldbach SCH40 HFS (API/A106) seamless carbon steel pipe 8"" x 219.1mm (Per metre)",Geldbach,134.04,"This Geldbach SCH40 8"" seamless carbon steel pipe is designed with 219.1mm thick walls. It is suitable for use in industrial applications.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Geldbach SCH40 HFS (API/A106) seamless carbon steel pipe 8"" x 219.1mm (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/77/L15065_L15077_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Arcelormittal_LankwitzerHydro_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PM19951,Geberit Mapress carbon steel zinc plated pipe 88.9mm (6 metre),Geberit,32.85,"Made of carbon steel, this Geberit Mapress 88.9mm system pipe is finished with a robust external zinc plating.  Fitted with press-fit x plain end connections and supplied in a 6M length, this pipe is suitable for use in technical building systems, industry and shipbuilding applications.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Geberit Mapress carbon steel zinc plated pipe 88.9mm (6 metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/M19951_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Geberit_Mapress_CS_System_Pipe_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PR41162,Pegler VSH XPress uncoated galvanised tube 6mtr x 22mm (Per Metre),Pegler,10.92,"This Pegler Yorkshire VSH Xpress 22mm heating tube is made of 1.5mm thick galvanised carbon steel material. Suitable for use with XPress and Tectite systems, this tube is supplied in 6M lengths.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Pegler VSH XPress uncoated galvanised tube 6mtr x 22mm (Per Metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/69/NW-R41160_R41169_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/PY_Xpress_Press-Fit_System_Guide.pdf,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Pegler_VSH_Fittings_BV_Certificate.pdf,,,,,,,,,
87,PL15005,Tata Inline 265 high frequency induction pipe EN10217-2 API 5L-B 219.1 x 6.4mm (6 metre),Tata,67.3,"Multi-certified, this Tata Inline 265 200mm hot-finished, high frequency welded (HFW) pressure tube is designed for industrial, process and line pipe applications in specialist building and engineering projects. Generally equivalent to, and interchangeable with, comparable seamless alternatives, this 6M long tubing is made of 6.35mm thick carbon steel.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata Inline 265 high frequency induction pipe EN10217-2 API 5L-B 219.1 x 6.4mm (6 metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/10/NW-L15005_L15010_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Tata_Complete_Solution_Brochure.pdf,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tata_Inline_265_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/me/nt/Tata_Tech_Support_Document.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Tata_BES6001_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Tata_Inline_InlinePlus_Brochure.pdf,,,,,,
88,PL13265,Tubetrade M Hot 10255/17-2 Red Hvy Ss 25mm HR,Tubetrade,13.09,Tubetrade gas and water tube conforms to EN 10217:2019 (Part 1 & Part 2) standards. This heavy weight tube is red primer painted and has screwed and socketed connections.,"Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tubetrade M Hot 10255/17-2 Red Hvy Ss 25mm HR",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/68/L13263_L13268_wm.jpg,,Red,N,CE,Carbon Steel,25 mm,4.0,RHSS0253.25M-P2,N,Hot-formed,Red colour,Complies with EN 10217-2,,,,,,,,,,,,Screwed & Socketed,,,
89,PL15065,"Geldbach SCH40 HFS (ASTM/A106) seamless carbon steel pipe 1/2"" x 21.3mm (Per metre)",Geldbach,3.93,"This Geldbach SCH40 1/2"" seamless carbon steel pipe is designed with 21.3mm thick walls. It is suitable for use in industrial applications.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Geldbach SCH40 HFS (ASTM/A106) seamless carbon steel pipe 1/2"" x 21.3mm (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/77/L15065_L15077_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Arcelormittal_LankwitzerUV_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PL13268,Tubetrade M Hot 10255/17-2 Red Hvy Ss 50mm HR,Tubetrade,27.73,"Hot finished and painted in red primer, this Tubetrade 50mm S235 grade heavy carbon steel tube is suitable for use in gas or water applications. It is supplied in a 1M length and has screwed and socketed connections for secure fitting.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tubetrade M Hot 10255/17-2 Red Hvy Ss 50mm HR",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/68/L13263_L13268_wm.jpg,,Red,N,EN 10255/EN10217-2,"Caron Steel, Grade S235",50 mm,4.5,RHSS0503.25M-P2,N,Hot-finished red primer painted,Carbon steel construction,Half random lengths,Screwed and socketed ends,Complies with EN 10255,Complies with EN 10217:2019 (part 1 and part 2),,,,,,,,,Screwed & Socketed,,,
91,PL14357,Tata red heavy tube 25mm,Tata,18.84,"Threaded at both ends, Tata Install Plus 25mm heavy tube is a versatile selection for a range of applications. This pipe is manufactured in high strength carbon steel for reliable robustness and painted for a professional finished appearance.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata red heavy tube 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_t/be/TATA_RED_TBE_wm.jpg,,Red,N,EN10255/EN10217,Carbon Steel,25 HVY,4,258382,N,"Suitable for welded, grooved, threaded or flanged connections",Full EPDs and tech subs available,Manufactured in UK,Carbon steel construction,Quality red paint finish suitable for end fit,Meets EN10255 and EN10217 standards,,,,,,,,,,,,
92,PL14352,Tata red medium tube 40mm,Tata,26.26,"Threaded at both ends, Tata Install Plus 40mm medium tube is a versatile selection for a range of applications. This pipe is manufactured in high strength carbon steel for reliable robustness and painted for a professional finished appearance.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata red medium tube 40mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_t/be/TATA_RED_TBE_wm.jpg,,Red,N,EN10255/EN10217,Carbon Steel,40 MED,3.2,258350,N,"Suitable for welded, grooved, threaded or flanged connections",Full EPDs and tech subs available,Manufactured in UK,Carbon steel construction,Quality red paint finish suitable for end fit,Meets EN10255 and EN10217 standards,,,,,,,,,,,,
93,PL14351,Tata red heavy tube 40mm,Tata,32.2,"Threaded at both ends, Tata Install Plus 40mm heavy tube is a versatile selection for a range of applications. This pipe is manufactured in high strength carbon steel for reliable robustness and painted for a professional finished appearance.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata red heavy tube 40mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_t/be/TATA_RED_TBE_wm.jpg,,Red,N,EN10255/EN10217,Carbon Steel,40 HVY,4,258346,N,"Suitable for welded, grooved, threaded or flanged connections",Full EPDs and tech subs available,Manufactured in UK,Carbon steel construction,Quality red paint finish suitable for end fit,Meets EN10255 and EN10217 standards,,,,,,,,,,,,
94,PR41160,Pegler VSH XPress uncoated galvanised tube 6mtr x 15mm (Per Metre),Pegler,6.82,"This Pegler Yorkshire VSH Xpress 15mm heating tube is made of 1.2mm thick galvanised carbon steel material. Suitable for use with XPress and Tectite systems, this tube is supplied in 6M lengths.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Pegler VSH XPress uncoated galvanised tube 6mtr x 15mm (Per Metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/69/NW-R41160_R41169_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/PY_Xpress_Press-Fit_System_Guide.pdf,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Pegler_VSH_Fittings_BV_Certificate.pdf,,,,,,,,,
95,PM20063,Geberit Mapress carbon steel zinc plated pipe 22mm (6 metre),Geberit,6.64,"Made of carbon steel, this Geberit Mapress 22mm system pipe is finished with a robust external zinc plating.  Fitted with press-fit x plain end connections and supplied in a 6M length, this pipe is suitable for use in technical building systems, industry and shipbuilding applications.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Geberit Mapress carbon steel zinc plated pipe 22mm (6 metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/M20063_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Geberit_Mapress_CS_System_Pipe_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PL13263,Tubetrade M Hot 10255/17-2 Red Hvy Ss 15mm HR,Tubetrade,6.41,"Supplied in a 1M length, this heavyweight Tubetrade 10255/10217-2 15mm carbon steel tube is supplied with screwed and socketed connections.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tubetrade M Hot 10255/17-2 Red Hvy Ss 15mm HR",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/68/L13263_L13268_wm.jpg,,Red,N,CE,Carbon Steel,15 mm,3.2,RHSS0153.25M-P2,N,Hot-formed,Carbon steel construction,Painted in red primer,Complies with EN 10217-2 and EN 10255:2019,CE marked,,,,,,,,,,Screwed & Socketed,,,
97,PL14380,Tata tata hot 10255/17-2 red hvy tbe 15mm,Tata,11.37,"Threaded at both ends, Tata Install Plus 15mm HR heavy hot tube is a versatile selection for a range of applications. This pipe is manufactured in high strength carbon steel for reliable robustness and painted for a professional finished appearance.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata tata hot 10255/17-2 red hvy tbe 15mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_t/be/TATA_RED_TBE_wm.jpg,,Red,N,EN10255/EN10217,Carbon Steel,15 HVY,3.2,,N,"Suitable for welded, grooved, threaded or flanged connections",Full EPDs and tech subs available,Manufactured in UK,Carbon steel construction,Quality red paint finish suitable for end fit,Meets EN10255 and EN10217 standards,,,,,,,,,,,,
98,PL10141,Tata Install Plus hot EN 10255/17-2 heavy grooved ends 100mm half random tube (Per Meter),Tata,54.04,"Multi-certified, this Tata Install Plus 100mm hot-finished tube is especially designed to meet the needs of a wide range of building, engineering and industrial pipework applications. An ideal replacement for the withdrawn BS 1387 standard that doesn't allow for CE marking or satisfy construction products regulations (CPR), Install Plus is made of 5.4mm galvanised steel and supplied in a 32M length.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata Install Plus hot EN 10255/17-2 heavy grooved ends 100mm half random tube (Per Meter)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/43/NW-L10138_L10143_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tata_Install_Plus_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
