,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Pack Quantity,Hazardous,Material,Size,Total Pack Quantity,Washer Type,Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Range,Material Type,Nut Types,Type,Feature 4,Feature 5,Diameter,Screw / Bolt Type,Set Type,Screw / Bolt Length,Screw / Bolt Sizes,Drive,Dimensions (L x W x D),Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Hole Depth,Operating Temperature,Size (oz),Washer-Exterior Dia,Washer-Internal Dia,Outer Diameter,Colour,Application,Dimensions mm (H x W x D),Pack Type,Bolt Type,Head Type,Feature 15,Feature 16,Feature 17,Feature 18,Weight,Warranty
90,PT83570,JET Range zinc plated cold form hex nut (grade 8) (m20) (50 per bag),JET Range,1.64,This JET Range M20 size cold form hexagon nut is made of steel with a bright zinc finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range zinc plated cold form hex nut (grade 8) (m20) (50 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/70/NW-T83565_T83570_wm.jpg,,,,,50 per bag,N,Steel,M20,,,.20MNXFOZ,N,Reliable,Easy to replace,Grade 8 steel material,,BZP Steel,Hexagon,Hex Nut,Bright zinc-coated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT83572,JET Range zinc plated cold form hex nut (grade 8) (m24) (20 per bag),JET Range,3.95,This JET Range M24 size cold form hexagon nut is made of steel with a bright zinc finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range zinc plated cold form hex nut (grade 8) (m24) (20 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/72/NW-T83572_wm.jpg,,,,,20 per bag,N,Steel,M24,,,.24MNXFOZ,N,Reliable,Easy to replace,Grade 8 steel material,,BZP Steel,Hexagon,Hex Nut,Bright zinc-coated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT87192,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 85mm (m24) (25 per bag),JET Range,14.02,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 85mm (m24) (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/94/NW-T87191_T87194_wm.jpg,,,,,25 per bag,N,Steel,M24 x 85mm,,,HTBMET02400085Z,N,Reliable,Easy to replace,Made of grade 8.8 steel,XOX,,Hex Nut,Assortment Sets,Bright zinc plated,,,Hex Head Bolt,Nut and Bolt,85,M24,Hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT83723,JET Range bright zinc plated set screw (grade 8.8) 20mm (m10) (200 per bag),JET Range,0.78,This JET Range set M10 x 20mm screw is made of steel with a bright zinc-plated (BZP) finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range bright zinc plated set screw (grade 8.8) 20mm (m10) (200 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/27/NW-T83723_T83727_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT83940,JET Range zinc plated high tensile screw set (grade 8.8) 60mm (m24) (25 per bag),JET Range,10.7,This JET Range set M24 x 60mm screw is made of heat-treated steel with a bright zinc-plated (BZP) finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range zinc plated high tensile screw set (grade 8.8) 60mm (m24) (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/44/NW-T83940_T83944_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT83757,JET Range bright zinc plated set screw (grade 8.8) 45mm (m16) (50 per bag),JET Range,3.31,This JET Range set M16 x 45mm screw is made of steel with a bright zinc-plated (BZP) finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range bright zinc plated set screw (grade 8.8) 45mm (m16) (50 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/58/NW-T83755_T83758_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT83739,JET Range bright zinc plated set screw (grade 8.8) 30mm (m12) (100 per bag),JET Range,1.3,This JET Range set M12 x 30mm screw is made of steel with a bright zinc-plated (BZP) finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range bright zinc plated set screw (grade 8.8) 30mm (m12) (100 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/39/NW-T83738_T83739_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT83712,JET Range bright zinc plated set screw (grade 8.8) 25mm (m8) (200 per bag),JET Range,0.57,This JET Range set M8 x 25mm screw is made of steel with a bright zinc-plated (BZP) finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range bright zinc plated set screw (grade 8.8) 25mm (m8) (200 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/13/NW-T83712_T83713_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT83741,JET Range bright zinc plated set screw (grade 8.8) 40mm (m12) (100 per bag),JET Range,1.47,This JET Range set M12 x 40mm screw is made of steel with a bright zinc-plated (BZP) finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range bright zinc plated set screw (grade 8.8) 40mm (m12) (100 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/41/NW-T83741_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT87181,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 120mm (m20) (25 per bag),JET Range,13.78,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 120mm (m20) (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/82/NW-T87181_T87182_wm.jpg,,,,,25 per bag,N,Steel,M20 x 120mm,,,HTBMET02000120Z,N,Reliable,Easy to replace,Made of grade 8.8 steel,XOX,,Hex Nut,Assortment Sets,Bright zinc plated,,,Hex Head Bolt,Nut and Bolt,120,M20,Hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,P257491,Center Clips & Clamps hose clip size 0X 14-20 mm (2),Center,3.18,"Suitable for use in commercial plumbing and heating applications, these Center size 00 14 - 20mm mild steel hose clips are ideal for soft hoses.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Center Clips & Clamps hose clip size 0X 14-20 mm (2),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/91/257491_wm.jpg,,,,,2,N,Mild Steel,14-20mm,,,PPSWAS374531,N,Pack of 2,With trivalent zinc plating,For commercial applications,Clips & Clamps,,,Hose Clips,Mild steel construction,Silver colour finish,,,,,,,,Meets BS 5315,,,,,,,,,,,,,,,Silver,Commercial,,,,,,,,,,
101,PT83921,JET Range half turn screw set grade 8.8 M16 x 60mm Zinc Plated (50 per bag),JET Range,3.95,This JET Range set M16 x 60mm screw is made of heat-treated steel with a bright zinc-plated (BZP) finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range half turn screw set grade 8.8 M16 x 60mm Zinc Plated (50 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/23/NW-T83920_T83923_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT87194,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 100mm (m24) (15 per bag),JET Range,20.78,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 100mm (m24) (15 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/94/NW-T87191_T87194_wm.jpg,,,,,15 per bag,N,Steel,M24 x 100mm,,,HTBMET02400100Z,N,Reliable,Easy to replace,Made of grade 8.8 steel,XOX,,Hex Nut,Assortment Sets,Bright zinc plated,,,Hex Head Bolt,Nut and Bolt,100,M24,Hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT87159,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 90mm (m16) (25 per bag),JET Range,6.47,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 90mm (m16) (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/65/NW-T87150_T87165_wm.jpg,,,,,25 per bag,N,Steel,M16 x 90mm,,,HTBMET01600090Z,N,Reliable,Easy to replace,Made of grade 8.8 steel,XOX,BZP Steel,Hex Nut,Assortment Sets,Bright zinc plated,,,Hex Head Bolt,Nut and Bolt,90,M16,Hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT87171,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 50mm (m20) (25 per bag),JET Range,8.69,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 50mm (m20) (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/79/NW-T87170_T87179_wm.jpg,,,,,25 per bag,N,Steel,M20 x 50mm,,,HTBMET02000050Z,N,Reliable,Easy to replace,Made of grade 8.8 steel,XOX,BZP Steel,Hex Nut,Assortment Sets,Bright zinc plated,,,Hex Head Bolt,Nut and Bolt,50,M20,Hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT83584,JET Range zinc plated b-washer (m24) (100),JET Range,0.62,Jet flat washer is of made of steel material with bright zinc plate coating. Plain edge form B manufactured to DIN125.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range zinc plated b-washer (m24) (100),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/90/NW-T83584_T83590_wm.jpg,,,,,100,N,Steel,M24,,Flat Washer,.24MWFBOZ,N,Reliable,Easy to replace,,,BZP Steel,,Form B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT83569,JET Range zinc plated cold form hex nut (grade 8) (m16) (100 per bag),JET Range,0.97,This JET Range M16 size cold form hexagon nut is made of steel with a bright zinc finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range zinc plated cold form hex nut (grade 8) (m16) (100 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/70/NW-T83565_T83570_wm.jpg,,,,,100 per bag,N,Steel,M16,,,.16MNXFOZ,N,Reliable,Easy to replace,Grade 8 steel material,,BZP Steel,Hexagon,Hex Nut,Bright zinc-coated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT87178,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 90mm (m20) (25 per bag),JET Range,12.03,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 90mm (m20) (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/79/NW-T87170_T87179_wm.jpg,,,,,25 per bag,N,Steel,M20 x 90 mm,,,HTXOXM0200090Z,N,Reliable,Easy to replace,Made of grade 8.8 steel,XOX,,Hex Nut,Assortment Sets,Bright zinc plated,,,Hex Head Bolt,Nut and Bolt,90,M20,Hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT87134,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 50mm (m12) (100 per bag),JET Range,2.25,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 50mm (m12) (100 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/38/NW-T87132_T87138_wm.jpg,,,,,100 per bag,N,Steel,M12 x 50 mm,,,HTBMET01200050Z,N,Reliable,Easy to replace,Made of grade 8.8 steel,XOX,BZP Steel,Hex Nut,Assortment Sets,Bright zinc plated,,,Hex Head Bolt,Nut and Bolt,50,M12,Hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT83920,JET Range half turn screw set grade 8.8 M16 x 55mm Zinc Plated (50 per bag),JET Range,3.67,This JET Range set M16 x 55mm screw is made of heat-treated steel with a bright zinc-plated (BZP) finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range half turn screw set grade 8.8 M16 x 55mm Zinc Plated (50 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/23/NW-T83920_T83923_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT83772,JET Range bright zinc plated screw set (grade 8.8) 50mm (m20) (25 per bag),JET Range,7.09,This JET Range set M20 x 50mm screw is made of steel with a bright zinc-plated (BZP) finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range bright zinc plated screw set (grade 8.8) 50mm (m20) (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/75/NW-T83770_T83775_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,P257490,Center Clips & Clamps  hose clips size 0 16-22 mm,Center,3.31,"Suitable for use in commercial plumbing and heating applications, these Center size 0 16 - 22mm mild steel hose clips are ideal for soft hoses.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Center Clips & Clamps  hose clips size 0 16-22 mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/90/257490_wm.jpg,,,,,,N,Mild Steel,16-22mm,,,PPSWSS374535,N,Pack of 2,With trivalent zinc plating,For commercial applications,Clips & Clamps,,,Hose Clips,Mild steel construction,Silver colour finish,,,,,,,,Meets BS 5315,,,,,,,,,,,,,,,Silver,Commercial,,,,,,,,,,
112,PT83726,JET Range bright zinc plated screw (grade 8.8) 35mm (m10) (100 per bag),JET Range,1.06,This JET Range set M10 x 35mm screw is made of steel with a bright zinc-plated (BZP) finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range bright zinc plated screw (grade 8.8) 35mm (m10) (100 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/27/NW-T83723_T83727_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,P257467,Center sink poly washer 1 1/4 (5),Center,3.92,"Ensuring a watertight seal, these Center 1 1/4"" sink poly washers are for use when fitting or repairing a pillar tap.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Center sink poly washer 1 1/4 (5),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/67/257467_wm.jpg,,,,,5,N,Polyethylene,1.1/4,5,N/A,PPSTRA374527,N,Pack of 5,Low density polyethylene construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT87138,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 70mm (m12) (100 per bag),JET Range,2.71,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 70mm (m12) (100 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/38/NW-T87132_T87138_wm.jpg,,,,,100 per bag,N,Steel,M12 x 70mm,,,HTBMET01200070Z,N,Reliable,Easy to replace,Made of grade 8.8 steel,XOX,BZP Steel,Hex Nut,Assortment Sets,Bright zinc plated,,,Hex Head Bolt,Nut and Bolt,70,M12,Hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT83715,JET Range bright zinc plated set screw (grade 8.8) 40mm (m8) (200 per bag),JET Range,0.65,This JET Range set M8 x 40mm screw is made of steel with a bright zinc-plated (BZP) finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range bright zinc plated set screw (grade 8.8) 40mm (m8) (200 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/15/NW-T83715_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wolseley_Exclusive_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT87161,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 110mm (m16) (25 per bag),JET Range,7.14,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 110mm (m16) (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/65/NW-T87150_T87165_wm.jpg,,,,,25 per bag,N,Steel,M16 x 110mm,,,HTBMET01600110Z,N,Reliable,Easy to replace,Made of grade 8.8 steel,XOX,BZP Steel,Hex Nut,Assortment Sets,Bright zinc plated,,,Hex Head Bolt,Nut and Bolt,110,M16,Hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PM91709,"M Greenaway And Son bright zinc plated u-bolt 2"" (m10)",M Greenaway And Son,1.79,"These M Greenaway And Son M10, 50mm length U-bolts are made of mild steel material with a bright zinc plate coating.","Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> M Greenaway And Son bright zinc plated u-bolt 2"" (m10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/14/NW-M91704_M91714_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Greenaway_SZ1416_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Greenaway_Steel_Range_2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
